DB020,DB030,HS060,ANREC
DK,35105,1,2008
DK,35110,1,2008
DK,35136,1,2008
DK,35143,1,2008
DK,35200,1,2008
DK,35245,1,2008
DK,35267,1,2008
DK,35279,1,2008
DK,35286,2,2008
DK,35304,1,2008
DK,35320,1,2008
DK,35325,1,2008
DK,35356,1,2008
DK,35368,2,2008
DK,35379,1,2008
DK,35409,1,2008
DK,35434,1,2008
DK,35448,1,2008
DK,35450,1,2008
DK,35474,1,2008
DK,35549,1,2008
DK,35575,1,2008
DK,35594,1,2008
DK,35608,1,2008
DK,35645,1,2008
DK,35660,NA,2008
DK,35663,1,2008
DK,35753,1,2008
DK,35766,1,2008
DK,35772,1,2008
DK,35813,1,2008
DK,35828,1,2008
DK,35858,1,2008
DK,35867,2,2008
DK,35929,1,2008
DK,35943,1,2008
DK,35953,1,2008
DK,36045,1,2008
DK,36058,NA,2008
DK,36106,1,2008
DK,36168,1,2008
DK,36169,1,2008
DK,36174,2,2008
DK,36214,1,2008
DK,36228,1,2008
DK,36237,1,2008
DK,36245,1,2008
DK,36277,1,2008
DK,36288,1,2008
DK,36290,1,2008
DK,36301,1,2008
DK,36358,1,2008
DK,36403,1,2008
DK,36425,1,2008
DK,36445,1,2008
DK,36519,1,2008
DK,36570,1,2008
DK,36611,1,2008
DK,36642,1,2008
DK,36647,1,2008
DK,36660,1,2008
DK,36723,1,2008
DK,36725,1,2008
DK,36761,2,2008
DK,36835,1,2008
DK,36842,1,2008
DK,36865,1,2008
DK,36871,1,2008
DK,36881,1,2008
DK,36888,1,2008
DK,36921,2,2008
DK,36939,1,2008
DK,36942,1,2008
DK,37029,1,2008
DK,37088,1,2008
DK,37090,1,2008
DK,37104,1,2008
DK,37144,1,2008
DK,37145,1,2008
DK,37152,1,2008
DK,37160,1,2008
DK,37172,1,2008
DK,37273,1,2008
DK,37325,1,2008
DK,37328,1,2008
DK,37363,1,2008
DK,37375,1,2008
DK,37460,1,2008
DK,37464,1,2008
DK,37477,1,2008
DK,37481,2,2008
DK,37498,1,2008
DK,37542,1,2008
DK,37603,1,2008
DK,37604,1,2008
DK,37631,1,2008
DK,37632,1,2008
DK,37644,1,2008
DK,37645,1,2008
DK,37667,1,2008
DK,37729,1,2008
DK,37740,2,2008
DK,37748,1,2008
DK,37771,1,2008
DK,37789,1,2008
DK,37801,1,2008
DK,37851,NA,2008
DK,37873,1,2008
DK,37874,1,2008
DK,37886,1,2008
DK,37956,1,2008
DK,37962,1,2008
DK,37981,1,2008
DK,37988,1,2008
DK,38010,1,2008
DK,38074,1,2008
DK,38091,1,2008
DK,38103,1,2008
DK,38130,1,2008
DK,38204,1,2008
DK,38228,1,2008
DK,38230,1,2008
DK,38259,1,2008
DK,38322,1,2008
DK,38324,1,2008
DK,38364,1,2008
DK,38371,1,2008
DK,38389,1,2008
DK,38409,1,2008
DK,38413,1,2008
DK,38425,1,2008
DK,38450,1,2008
DK,38464,1,2008
DK,38516,1,2008
DK,38528,1,2008
DK,38576,1,2008
DK,38582,1,2008
DK,38636,1,2008
DK,38638,1,2008
DK,38656,1,2008
DK,38679,1,2008
DK,38782,1,2008
DK,38788,1,2008
DK,38794,1,2008
DK,38843,1,2008
DK,38871,1,2008
DK,38879,1,2008
DK,38900,1,2008
DK,38913,1,2008
DK,38940,1,2008
DK,38978,1,2008
DK,38996,1,2008
DK,39017,1,2008
DK,39044,1,2008
DK,39055,1,2008
DK,39068,1,2008
DK,39117,1,2008
DK,39124,1,2008
DK,39130,1,2008
DK,39272,1,2008
DK,39282,1,2008
DK,39301,1,2008
DK,39323,1,2008
DK,39326,1,2008
DK,39333,1,2008
DK,39341,1,2008
DK,39351,1,2008
DK,39364,1,2008
DK,39423,1,2008
DK,39463,2,2008
DK,39494,2,2008
DK,39546,1,2008
DK,39556,1,2008
DK,39563,2,2008
DK,39633,1,2008
DK,39655,1,2008
DK,39666,1,2008
DK,39733,2,2008
DK,39752,1,2008
DK,39766,1,2008
DK,39783,2,2008
DK,39786,1,2008
DK,39803,1,2008
DK,39805,1,2008
DK,39830,1,2008
DK,39833,1,2008
DK,39836,1,2008
DK,39882,1,2008
DK,39887,1,2008
DK,39891,1,2008
DK,39924,1,2008
DK,39937,1,2008
DK,39946,1,2008
DK,39964,1,2008
DK,39982,1,2008
DK,39985,1,2008
DK,40012,1,2008
DK,40065,1,2008
DK,40068,1,2008
DK,40070,1,2008
DK,40078,1,2008
DK,40092,1,2008
DK,40098,1,2008
DK,40124,1,2008
DK,40140,1,2008
DK,40143,1,2008
DK,40166,1,2008
DK,40250,1,2008
DK,40271,1,2008
DK,40285,2,2008
DK,40312,1,2008
DK,40374,1,2008
DK,40382,2,2008
DK,40385,1,2008
DK,40390,1,2008
DK,40428,1,2008
DK,40472,1,2008
DK,40503,2,2008
DK,40571,1,2008
DK,40629,1,2008
DK,40634,1,2008
DK,40640,1,2008
DK,40676,1,2008
DK,40679,1,2008
DK,40687,2,2008
DK,40709,1,2008
DK,40712,1,2008
DK,40726,1,2008
DK,40783,1,2008
DK,40803,1,2008
DK,40819,1,2008
DK,40821,1,2008
DK,40833,1,2008
DK,40844,1,2008
DK,40874,2,2008
DK,40915,1,2008
DK,40939,1,2008
DK,40947,1,2008
DK,40972,2,2008
DK,41029,1,2008
DK,41032,1,2008
DK,41036,1,2008
DK,41055,2,2008
DK,41078,1,2008
DK,41147,1,2008
DK,41149,1,2008
DK,41170,1,2008
DK,41171,1,2008
DK,41224,1,2008
DK,41229,1,2008
DK,41317,1,2008
DK,41350,1,2008
DK,41385,1,2008
DK,41393,1,2008
DK,41413,1,2008
DK,41434,1,2008
DK,41437,1,2008
DK,41443,1,2008
DK,41447,2,2008
DK,41451,1,2008
DK,41462,1,2008
DK,41491,1,2008
DK,41497,1,2008
DK,41500,1,2008
DK,41506,2,2008
DK,41516,2,2008
DK,41534,1,2008
DK,41548,2,2008
DK,41568,1,2008
DK,41576,1,2008
DK,41587,1,2008
DK,41657,1,2008
DK,41738,2,2008
DK,41759,1,2008
DK,41760,1,2008
DK,41778,2,2008
DK,41787,1,2008
DK,41794,1,2008
DK,41803,2,2008
DK,41818,1,2008
DK,41850,1,2008
DK,41857,2,2008
DK,41881,1,2008
DK,41883,1,2008
DK,41899,1,2008
DK,41905,1,2008
DK,41936,1,2008
DK,41949,1,2008
DK,42014,1,2008
DK,42033,1,2008
DK,42042,1,2008
DK,42054,1,2008
DK,42058,2,2008
DK,42063,1,2008
DK,42105,1,2008
DK,42120,1,2008
DK,42126,1,2008
DK,42129,1,2008
DK,42155,1,2008
DK,42174,1,2008
DK,42229,1,2008
DK,42258,1,2008
DK,42266,1,2008
DK,42303,NA,2008
DK,42304,1,2008
DK,42329,1,2008
DK,42334,1,2008
DK,42345,1,2008
DK,42360,2,2008
DK,42362,1,2008
DK,42421,1,2008
DK,42453,1,2008
DK,42470,2,2008
DK,42497,1,2008
DK,42498,1,2008
DK,42533,1,2008
DK,42553,1,2008
DK,42594,1,2008
DK,42617,1,2008
DK,42619,2,2008
DK,42649,1,2008
DK,42653,1,2008
DK,42664,1,2008
DK,42693,1,2008
DK,42736,1,2008
DK,42741,1,2008
DK,42796,2,2008
DK,42877,2,2008
DK,42888,1,2008
DK,42889,1,2008
DK,42898,2,2008
DK,42913,1,2008
DK,42929,2,2008
DK,42954,1,2008
DK,42961,1,2008
DK,42968,1,2008
DK,43020,1,2008
DK,43086,1,2008
DK,43090,1,2008
DK,43113,1,2008
DK,43117,1,2008
DK,43151,1,2008
DK,43173,1,2008
DK,43189,1,2008
DK,43214,1,2008
DK,43277,1,2008
DK,43285,1,2008
DK,43332,1,2008
DK,43345,1,2008
DK,43359,1,2008
DK,43362,2,2008
DK,43368,1,2008
DK,43378,1,2008
DK,43384,1,2008
DK,43388,1,2008
DK,43403,1,2008
DK,43426,1,2008
DK,43471,2,2008
DK,43538,1,2008
DK,43548,1,2008
DK,43618,1,2008
DK,43638,1,2008
DK,43639,1,2008
DK,43651,2,2008
DK,43653,1,2008
DK,43670,1,2008
DK,43677,2,2008
DK,43686,1,2008
DK,43707,1,2008
DK,43747,1,2008
DK,43748,2,2008
DK,43773,1,2008
DK,43809,2,2008
DK,43823,1,2008
DK,43824,1,2008
DK,43825,1,2008
DK,43868,1,2008
DK,43871,1,2008
DK,43873,2,2008
DK,43877,2,2008
DK,43897,1,2008
DK,43899,1,2008
DK,43913,1,2008
DK,43933,1,2008
DK,43941,1,2008
DK,43946,1,2008
DK,43951,1,2008
DK,43972,2,2008
DK,43995,1,2008
DK,44015,1,2008
DK,44017,1,2008
DK,44020,1,2008
DK,44029,1,2008
DK,44038,1,2008
DK,44043,1,2008
DK,44053,1,2008
DK,44058,1,2008
DK,44106,1,2008
DK,44117,2,2008
DK,44123,1,2008
DK,44128,1,2008
DK,44134,1,2008
DK,44155,1,2008
DK,44238,1,2008
DK,44245,1,2008
DK,44340,1,2008
DK,44435,1,2008
DK,44444,1,2008
DK,44461,2,2008
DK,44483,1,2008
DK,44496,1,2008
DK,44517,2,2008
DK,44525,1,2008
DK,44534,1,2008
DK,44564,1,2008
DK,44573,1,2008
DK,44583,1,2008
DK,44604,1,2008
DK,44629,1,2008
DK,44645,1,2008
DK,44652,1,2008
DK,44653,1,2008
DK,44656,2,2008
DK,44668,2,2008
DK,44701,1,2008
DK,44731,1,2008
DK,44734,1,2008
DK,44757,2,2008
DK,44763,1,2008
DK,44780,1,2008
DK,44794,1,2008
DK,44820,1,2008
DK,44831,1,2008
DK,44844,1,2008
DK,44852,1,2008
DK,44967,1,2008
DK,44976,1,2008
DK,44999,1,2008
DK,45006,1,2008
DK,45047,1,2008
DK,45163,1,2008
DK,45189,1,2008
DK,45202,1,2008
DK,45210,1,2008
DK,45244,1,2008
DK,45281,1,2008
DK,45310,1,2008
DK,45326,2,2008
DK,45334,1,2008
DK,45347,1,2008
DK,45351,1,2008
DK,45356,2,2008
DK,45362,NA,2008
DK,45393,1,2008
DK,45441,2,2008
DK,45450,1,2008
DK,45455,1,2008
DK,45494,2,2008
DK,45506,1,2008
DK,45508,1,2008
DK,45531,1,2008
DK,45541,1,2008
DK,45543,1,2008
DK,45555,1,2008
DK,45568,1,2008
DK,45590,2,2008
DK,45591,1,2008
DK,45611,2,2008
DK,45654,2,2008
DK,45671,2,2008
DK,45695,1,2008
DK,45717,1,2008
DK,45758,1,2008
DK,45775,1,2008
DK,45801,1,2008
DK,45886,1,2008
DK,45926,2,2008
DK,45929,2,2008
DK,45965,1,2008
DK,45966,2,2008
DK,45993,1,2008
DK,46031,1,2008
DK,46036,1,2008
DK,46043,1,2008
DK,46066,1,2008
DK,46094,1,2008
DK,46098,2,2008
DK,46108,1,2008
DK,46141,1,2008
DK,46220,1,2008
DK,46244,2,2008
DK,46257,1,2008
DK,46276,NA,2008
DK,46277,1,2008
DK,46304,1,2008
DK,46337,1,2008
DK,46376,1,2008
DK,46385,1,2008
DK,46395,2,2008
DK,46428,1,2008
DK,46459,2,2008
DK,46477,1,2008
DK,46526,1,2008
DK,46536,1,2008
DK,46554,1,2008
DK,46598,1,2008
DK,46632,2,2008
DK,46637,1,2008
DK,46646,1,2008
DK,46670,1,2008
DK,46690,2,2008
DK,46722,1,2008
DK,46725,1,2008
DK,46735,1,2008
DK,46761,1,2008
DK,46800,2,2008
DK,46821,1,2008
DK,46848,1,2008
DK,46863,1,2008
DK,46870,1,2008
DK,46924,2,2008
DK,46939,1,2008
DK,46956,2,2008
DK,46981,1,2008
DK,47035,1,2008
DK,47062,2,2008
DK,47090,2,2008
DK,47144,2,2008
DK,47152,1,2008
DK,47154,2,2008
DK,47242,1,2008
DK,47247,1,2008
DK,47258,1,2008
DK,47262,1,2008
DK,47280,1,2008
DK,47295,2,2008
DK,47314,1,2008
DK,47318,1,2008
DK,47336,1,2008
DK,47376,1,2008
DK,47419,1,2008
DK,47440,1,2008
DK,47450,1,2008
DK,47460,2,2008
DK,47467,2,2008
DK,47482,1,2008
DK,47495,1,2008
DK,47496,1,2008
DK,47502,2,2008
DK,47503,1,2008
DK,47516,1,2008
DK,47527,1,2008
DK,47534,1,2008
DK,47675,1,2008
DK,47686,1,2008
DK,47705,1,2008
DK,47718,1,2008
DK,47724,1,2008
DK,47729,1,2008
DK,47737,1,2008
DK,47747,1,2008
DK,47751,1,2008
DK,47795,1,2008
DK,47853,1,2008
DK,47861,1,2008
DK,47896,1,2008
DK,47937,1,2008
DK,47946,1,2008
DK,47971,1,2008
DK,48022,1,2008
DK,48035,2,2008
DK,48041,1,2008
DK,48045,1,2008
DK,48056,1,2008
DK,48070,1,2008
DK,48073,1,2008
DK,48099,2,2008
DK,48136,1,2008
DK,48141,1,2008
DK,48162,1,2008
DK,48170,1,2008
DK,48202,1,2008
DK,48231,1,2008
DK,48261,1,2008
DK,48270,1,2008
DK,48279,1,2008
DK,48280,1,2008
DK,48300,1,2008
DK,48385,1,2008
DK,48430,1,2008
DK,48439,1,2008
DK,48448,1,2008
DK,48469,1,2008
DK,48476,1,2008
DK,48487,1,2008
DK,48512,1,2008
DK,48552,1,2008
DK,48627,1,2008
DK,48655,1,2008
DK,48676,2,2008
DK,48720,1,2008
DK,48743,1,2008
DK,48770,1,2008
DK,48805,1,2008
DK,48832,1,2008
DK,48844,1,2008
DK,48849,1,2008
DK,48853,1,2008
DK,48868,1,2008
DK,48877,1,2008
DK,48917,1,2008
DK,48930,1,2008
DK,48935,1,2008
DK,48956,1,2008
DK,48967,1,2008
DK,48979,1,2008
DK,48985,1,2008
DK,49009,1,2008
DK,49026,2,2008
DK,49029,NA,2008
DK,49036,1,2008
DK,49086,1,2008
DK,49107,2,2008
DK,49114,1,2008
DK,49150,1,2008
DK,49166,1,2008
DK,49170,1,2008
DK,49185,1,2008
DK,49219,1,2008
DK,49243,1,2008
DK,49254,1,2008
DK,49269,1,2008
DK,49275,1,2008
DK,49289,2,2008
DK,49345,1,2008
DK,49350,1,2008
DK,49355,1,2008
DK,49366,1,2008
DK,49371,1,2008
DK,49404,1,2008
DK,49430,1,2008
DK,49491,1,2008
DK,49534,1,2008
DK,49560,1,2008
DK,49569,1,2008
DK,49664,1,2008
DK,49758,1,2008
DK,49765,2,2008
DK,49869,2,2008
DK,49873,2,2008
DK,49938,1,2008
DK,49980,1,2008
DK,49987,1,2008
DK,49995,1,2008
DK,49999,NA,2008
DK,50018,1,2008
DK,50023,1,2008
DK,50028,1,2008
DK,50042,1,2008
DK,50053,1,2008
DK,50056,1,2008
DK,50072,1,2008
DK,50079,1,2008
DK,50107,1,2008
DK,50276,1,2008
DK,50313,2,2008
DK,50319,1,2008
DK,50351,2,2008
DK,50364,1,2008
DK,50368,1,2008
DK,50377,1,2008
DK,50380,1,2008
DK,50391,1,2008
DK,50401,1,2008
DK,50470,1,2008
DK,50481,1,2008
DK,50482,1,2008
DK,50485,1,2008
DK,50488,1,2008
DK,50523,1,2008
DK,50564,1,2008
DK,50586,1,2008
DK,50630,1,2008
DK,50662,1,2008
DK,50702,1,2008
DK,50713,2,2008
DK,50732,1,2008
DK,50749,1,2008
DK,50751,1,2008
DK,50772,1,2008
DK,50786,2,2008
DK,50803,1,2008
DK,50814,1,2008
DK,50835,1,2008
DK,50857,1,2008
DK,50867,1,2008
DK,50874,1,2008
DK,50885,2,2008
DK,50899,1,2008
DK,50917,1,2008
DK,50927,1,2008
DK,50962,1,2008
DK,51015,1,2008
DK,51039,2,2008
DK,51047,1,2008
DK,51073,1,2008
DK,51084,1,2008
DK,51092,1,2008
DK,51138,1,2008
DK,51147,1,2008
DK,51158,1,2008
DK,51175,1,2008
DK,51210,1,2008
DK,51314,1,2008
DK,51316,1,2008
DK,51384,1,2008
DK,51389,1,2008
DK,51418,1,2008
DK,51422,1,2008
DK,51442,1,2008
DK,51445,1,2008
DK,51473,1,2008
DK,51496,1,2008
DK,51497,1,2008
DK,51509,1,2008
DK,51537,1,2008
DK,51547,1,2008
DK,51588,1,2008
DK,51592,1,2008
DK,51807,1,2008
DK,51827,1,2008
DK,51855,1,2008
DK,51868,1,2008
DK,51873,1,2008
DK,51904,1,2008
DK,51993,1,2008
DK,52003,1,2008
DK,52011,1,2008
DK,52031,1,2008
DK,52056,1,2008
DK,52059,1,2008
DK,52076,1,2008
DK,52106,2,2008
DK,52113,2,2008
DK,52115,1,2008
DK,52123,1,2008
DK,52193,1,2008
DK,52249,1,2008
DK,52301,1,2008
DK,52310,1,2008
DK,52314,1,2008
DK,52329,1,2008
DK,52352,1,2008
DK,52404,2,2008
DK,52407,1,2008
DK,52416,1,2008
DK,52424,1,2008
DK,52434,1,2008
DK,52440,1,2008
DK,52520,1,2008
DK,52568,1,2008
DK,52576,1,2008
DK,52580,1,2008
DK,52671,1,2008
DK,52692,1,2008
DK,52700,1,2008
DK,52735,1,2008
DK,52764,1,2008
DK,52792,1,2008
DK,52796,1,2008
DK,52814,1,2008
DK,52841,1,2008
DK,52843,1,2008
DK,52856,1,2008
DK,52863,1,2008
DK,52875,1,2008
DK,52889,1,2008
DK,52915,1,2008
DK,52929,1,2008
DK,52938,2,2008
DK,52963,1,2008
DK,53014,1,2008
DK,53041,2,2008
DK,53056,1,2008
DK,53060,1,2008
DK,53124,2,2008
DK,53126,1,2008
DK,53130,1,2008
DK,53157,1,2008
DK,53158,1,2008
DK,53211,1,2008
DK,53242,1,2008
DK,53290,1,2008
DK,53294,1,2008
DK,53305,1,2008
DK,53310,1,2008
DK,53344,1,2008
DK,53358,1,2008
DK,53375,1,2008
DK,53406,1,2008
DK,53407,1,2008
DK,53500,1,2008
DK,53524,2,2008
DK,53539,1,2008
DK,53656,1,2008
DK,53661,1,2008
DK,53663,1,2008
DK,53676,1,2008
DK,53694,1,2008
DK,53704,1,2008
DK,53725,1,2008
DK,53748,1,2008
DK,53750,1,2008
DK,53755,1,2008
DK,53767,1,2008
DK,53787,1,2008
DK,53883,1,2008
DK,53902,1,2008
DK,53922,1,2008
DK,53961,NA,2008
DK,53988,1,2008
DK,54026,1,2008
DK,54055,1,2008
DK,54082,1,2008
DK,54093,1,2008
DK,54097,1,2008
DK,54142,1,2008
DK,54180,1,2008
DK,54188,2,2008
DK,54234,1,2008
DK,54257,1,2008
DK,54265,1,2008
DK,54268,1,2008
DK,54297,1,2008
DK,54330,1,2008
DK,54335,1,2008
DK,54341,1,2008
DK,54346,1,2008
DK,54357,1,2008
DK,54390,1,2008
DK,54414,1,2008
DK,54541,1,2008
DK,54559,2,2008
DK,54560,1,2008
DK,54573,1,2008
DK,54585,1,2008
DK,54595,1,2008
DK,54600,NA,2008
DK,54652,1,2008
DK,54662,1,2008
DK,54689,NA,2008
DK,54713,1,2008
DK,54722,1,2008
DK,54732,2,2008
DK,54753,1,2008
DK,54777,2,2008
DK,54788,1,2008
DK,54817,1,2008
DK,54837,1,2008
DK,54858,1,2008
DK,54859,1,2008
DK,54875,1,2008
DK,54927,1,2008
DK,54949,1,2008
DK,54954,1,2008
DK,55013,1,2008
DK,55025,2,2008
DK,55028,1,2008
DK,55033,1,2008
DK,55076,1,2008
DK,55091,2,2008
DK,55110,1,2008
DK,55124,1,2008
DK,55128,1,2008
DK,55134,1,2008
DK,55149,1,2008
DK,55188,1,2008
DK,55213,1,2008
DK,55223,1,2008
DK,55245,1,2008
DK,55269,1,2008
DK,55270,1,2008
DK,55304,1,2008
DK,55353,1,2008
DK,55391,2,2008
DK,55429,1,2008
DK,55438,1,2008
DK,55472,1,2008
DK,55510,1,2008
DK,55532,1,2008
DK,55551,1,2008
DK,55577,1,2008
DK,55590,1,2008
DK,55611,1,2008
DK,55619,1,2008
DK,55653,1,2008
DK,55783,1,2008
DK,55797,2,2008
DK,55821,1,2008
DK,55826,1,2008
DK,55833,1,2008
DK,55868,1,2008
DK,55881,1,2008
DK,55894,1,2008
DK,55898,1,2008
DK,55930,1,2008
DK,55937,1,2008
DK,55955,1,2008
DK,55960,2,2008
DK,55962,1,2008
DK,55982,2,2008
DK,56023,1,2008
DK,56045,1,2008
DK,56052,1,2008
DK,56058,1,2008
DK,56088,1,2008
DK,56100,1,2008
DK,56108,1,2008
DK,56120,1,2008
DK,56250,1,2008
DK,56284,1,2008
DK,56291,1,2008
DK,56292,1,2008
DK,56299,1,2008
DK,56316,1,2008
DK,56329,1,2008
DK,56341,1,2008
DK,56376,1,2008
DK,56385,1,2008
DK,56395,1,2008
DK,56419,1,2008
DK,56524,2,2008
DK,56534,1,2008
DK,56547,2,2008
DK,56549,1,2008
DK,56562,1,2008
DK,56567,1,2008
DK,56577,1,2008
DK,56627,1,2008
DK,56637,1,2008
DK,56643,1,2008
DK,56648,1,2008
DK,56655,2,2008
DK,56660,1,2008
DK,56689,1,2008
DK,56710,2,2008
DK,56738,1,2008
DK,56850,1,2008
DK,56880,1,2008
DK,56891,1,2008
DK,56892,2,2008
DK,56898,1,2008
DK,56915,1,2008
DK,56954,1,2008
DK,57009,1,2008
DK,57017,2,2008
DK,57116,1,2008
DK,57119,1,2008
DK,57132,2,2008
DK,57139,1,2008
DK,57195,1,2008
DK,57212,1,2008
DK,57312,1,2008
DK,57332,1,2008
DK,57353,1,2008
DK,57371,1,2008
DK,57378,1,2008
DK,57398,1,2008
DK,57408,1,2008
DK,57417,1,2008
DK,57419,1,2008
DK,57444,1,2008
DK,57447,1,2008
DK,57477,1,2008
DK,57532,1,2008
DK,57538,1,2008
DK,57560,1,2008
DK,57573,1,2008
DK,57615,1,2008
DK,57617,2,2008
DK,57640,1,2008
DK,57674,1,2008
DK,57716,1,2008
DK,57763,1,2008
DK,57809,1,2008
DK,57854,1,2008
DK,57861,1,2008
DK,57862,1,2008
DK,57880,1,2008
DK,57940,1,2008
DK,57960,1,2008
DK,58011,1,2008
DK,58064,1,2008
DK,58065,1,2008
DK,58086,1,2008
DK,58103,1,2008
DK,58127,1,2008
DK,58134,1,2008
DK,58149,1,2008
DK,58165,1,2008
DK,58168,1,2008
DK,58170,1,2008
DK,58286,2,2008
DK,58315,1,2008
DK,58317,1,2008
DK,58332,1,2008
DK,58343,1,2008
DK,58371,1,2008
DK,58381,1,2008
DK,58383,2,2008
DK,58390,1,2008
DK,58395,1,2008
DK,58439,1,2008
DK,58482,1,2008
DK,58496,1,2008
DK,58541,1,2008
DK,58622,1,2008
DK,58637,1,2008
DK,58644,1,2008
DK,58656,1,2008
DK,58675,2,2008
DK,58687,1,2008
DK,58718,2,2008
DK,58752,1,2008
DK,58863,1,2008
DK,58884,NA,2008
DK,58891,1,2008
DK,58896,1,2008
DK,58904,1,2008
DK,58918,1,2008
DK,58939,1,2008
DK,59006,1,2008
DK,59017,1,2008
DK,59055,2,2008
DK,59086,1,2008
DK,59114,1,2008
DK,59134,1,2008
DK,59161,1,2008
DK,59164,1,2008
DK,59184,1,2008
DK,59198,1,2008
DK,59242,1,2008
DK,59248,1,2008
DK,59269,1,2008
DK,59276,1,2008
DK,59348,1,2008
DK,59383,1,2008
DK,59388,1,2008
DK,59404,1,2008
DK,59405,1,2008
DK,59407,1,2008
DK,59415,1,2008
DK,59447,1,2008
DK,59475,1,2008
DK,59499,1,2008
DK,59503,1,2008
DK,59517,2,2008
DK,59540,1,2008
DK,59569,1,2008
DK,59572,1,2008
DK,59577,1,2008
DK,59590,1,2008
DK,59591,1,2008
DK,59616,1,2008
DK,59617,1,2008
DK,59624,1,2008
DK,59633,1,2008
DK,59636,1,2008
DK,59640,1,2008
DK,59654,1,2008
DK,59673,1,2008
DK,59684,1,2008
DK,59689,2,2008
DK,59690,1,2008
DK,59731,1,2008
DK,59748,1,2008
DK,59812,2,2008
DK,59828,1,2008
DK,59850,1,2008
DK,59889,1,2008
DK,59900,2,2008
DK,59908,1,2008
DK,59912,1,2008
DK,59914,1,2008
DK,59943,1,2008
DK,59954,1,2008
DK,59974,1,2008
DK,59992,1,2008
DK,60004,1,2008
DK,60018,1,2008
DK,60027,1,2008
DK,60034,1,2008
DK,60060,1,2008
DK,60073,1,2008
DK,60110,1,2008
DK,60116,1,2008
DK,60161,1,2008
DK,60165,1,2008
DK,60187,1,2008
DK,60201,2,2008
DK,60203,1,2008
DK,60210,1,2008
DK,60238,2,2008
DK,60243,1,2008
DK,60245,2,2008
DK,60257,1,2008
DK,60264,1,2008
DK,60286,1,2008
DK,60303,2,2008
DK,60332,2,2008
DK,60347,1,2008
DK,60392,1,2008
DK,60450,1,2008
DK,60466,1,2008
DK,60495,1,2008
DK,60505,1,2008
DK,60519,1,2008
DK,60585,1,2008
DK,60587,1,2008
DK,60685,1,2008
DK,60714,2,2008
DK,60729,2,2008
DK,60755,1,2008
DK,60768,1,2008
DK,60792,2,2008
DK,60802,1,2008
DK,60807,1,2008
DK,60822,2,2008
DK,60863,2,2008
DK,60873,1,2008
DK,60877,1,2008
DK,60897,2,2008
DK,60945,1,2008
DK,60957,1,2008
DK,60985,1,2008
DK,60989,1,2008
DK,61000,1,2008
DK,61028,1,2008
DK,61097,1,2008
DK,61125,1,2008
DK,61127,1,2008
DK,61134,1,2008
DK,61173,1,2008
DK,61244,1,2008
DK,61279,1,2008
DK,61300,2,2008
DK,61336,2,2008
DK,61403,1,2008
DK,61421,1,2008
DK,61473,1,2008
DK,61511,1,2008
DK,61526,1,2008
DK,61531,1,2008
DK,61617,2,2008
DK,61620,1,2008
DK,61665,1,2008
DK,61677,1,2008
DK,61700,1,2008
DK,61706,1,2008
DK,61719,2,2008
DK,61729,1,2008
DK,61762,1,2008
DK,61804,2,2008
DK,61840,1,2008
DK,61853,1,2008
DK,61880,1,2008
DK,61884,2,2008
DK,61893,1,2008
DK,61935,1,2008
DK,61969,1,2008
DK,61994,2,2008
DK,62010,1,2008
DK,62014,1,2008
DK,62022,2,2008
DK,62034,1,2008
DK,62035,1,2008
DK,62040,1,2008
DK,62051,1,2008
DK,62057,1,2008
DK,62091,1,2008
DK,62095,2,2008
DK,62142,1,2008
DK,62191,1,2008
DK,62234,1,2008
DK,62266,2,2008
DK,62272,1,2008
DK,62279,1,2008
DK,62333,2,2008
DK,62346,1,2008
DK,62362,1,2008
DK,62365,1,2008
DK,62448,1,2008
DK,62476,1,2008
DK,62513,1,2008
DK,62547,1,2008
DK,62550,1,2008
DK,62599,1,2008
DK,62620,2,2008
DK,62656,1,2008
DK,62701,1,2008
DK,62707,1,2008
DK,62718,1,2008
DK,62777,1,2008
DK,62791,1,2008
DK,62810,1,2008
DK,62837,1,2008
DK,62842,1,2008
DK,62851,1,2008
DK,62852,1,2008
DK,62859,2,2008
DK,62870,1,2008
DK,62912,1,2008
DK,62935,1,2008
DK,62937,1,2008
DK,62955,1,2008
DK,62992,1,2008
DK,62996,1,2008
DK,63034,1,2008
DK,63064,1,2008
DK,63096,2,2008
DK,63123,1,2008
DK,63147,1,2008
DK,63167,1,2008
DK,63212,1,2008
DK,63216,1,2008
DK,63227,1,2008
DK,63280,1,2008
DK,63364,1,2008
DK,63418,1,2008
DK,63427,1,2008
DK,63454,1,2008
DK,63522,1,2008
DK,63530,1,2008
DK,63541,1,2008
DK,63545,1,2008
DK,63547,1,2008
DK,63598,1,2008
DK,63600,2,2008
DK,63604,1,2008
DK,63643,1,2008
DK,63647,1,2008
DK,63648,2,2008
DK,63653,2,2008
DK,63657,1,2008
DK,63666,1,2008
DK,63669,1,2008
DK,63711,1,2008
DK,63765,1,2008
DK,63772,1,2008
DK,63773,1,2008
DK,63818,1,2008
DK,63834,1,2008
DK,63866,1,2008
DK,63877,1,2008
DK,63882,1,2008
DK,63889,1,2008
DK,63919,1,2008
DK,63931,1,2008
DK,63942,1,2008
DK,63961,1,2008
DK,63976,1,2008
DK,63987,1,2008
DK,63990,1,2008
DK,63991,1,2008
DK,64005,2,2008
DK,64012,1,2008
DK,64175,1,2008
DK,64201,1,2008
DK,64229,1,2008
DK,64242,1,2008
