DB020,DB030,HS060,ANREC
AT,19144,2,2008
AT,19185,1,2008
AT,19235,1,2008
AT,19258,1,2008
AT,19269,1,2008
AT,19273,2,2008
AT,19276,1,2008
AT,19311,1,2008
AT,19313,1,2008
AT,19335,1,2008
AT,19356,1,2008
AT,19369,1,2008
AT,19373,1,2008
AT,19383,2,2008
AT,19389,1,2008
AT,19390,1,2008
AT,19391,1,2008
AT,19393,2,2008
AT,19394,1,2008
AT,19415,1,2008
AT,19421,1,2008
AT,19428,1,2008
AT,19487,1,2008
AT,19522,1,2008
AT,19525,1,2008
AT,19547,2,2008
AT,19548,1,2008
AT,19559,1,2008
AT,19569,1,2008
AT,19571,1,2008
AT,19586,1,2008
AT,19605,1,2008
AT,19614,1,2008
AT,19632,1,2008
AT,19649,2,2008
AT,19656,1,2008
AT,19665,1,2008
AT,19697,2,2008
AT,19702,1,2008
AT,19747,1,2008
AT,19749,1,2008
AT,19760,1,2008
AT,19806,1,2008
AT,19871,1,2008
AT,19889,2,2008
AT,19910,1,2008
AT,19917,2,2008
AT,19926,1,2008
AT,19927,1,2008
AT,19930,1,2008
AT,19935,1,2008
AT,19949,1,2008
AT,19963,2,2008
AT,19979,2,2008
AT,19989,2,2008
AT,19995,1,2008
AT,20026,2,2008
AT,20030,1,2008
AT,20031,1,2008
AT,20034,2,2008
AT,20060,1,2008
AT,20079,1,2008
AT,20133,1,2008
AT,20136,1,2008
AT,20138,1,2008
AT,20160,2,2008
AT,20167,1,2008
AT,20185,2,2008
AT,20194,1,2008
AT,20195,1,2008
AT,20220,2,2008
AT,20246,1,2008
AT,20253,1,2008
AT,20281,2,2008
AT,20283,1,2008
AT,20300,2,2008
AT,20334,1,2008
AT,20336,1,2008
AT,20352,2,2008
AT,20387,1,2008
AT,20409,2,2008
AT,20421,1,2008
AT,20446,1,2008
AT,20484,1,2008
AT,20487,1,2008
AT,20494,1,2008
AT,20521,2,2008
AT,20563,1,2008
AT,20564,2,2008
AT,20567,2,2008
AT,20603,1,2008
AT,20621,1,2008
AT,20637,1,2008
AT,20663,2,2008
AT,20678,1,2008
AT,20689,1,2008
AT,20691,1,2008
AT,20740,1,2008
AT,20745,2,2008
AT,20755,1,2008
AT,20766,1,2008
AT,20782,1,2008
AT,20826,1,2008
AT,20847,1,2008
AT,20851,1,2008
AT,20854,1,2008
AT,20873,1,2008
AT,20921,1,2008
AT,20922,1,2008
AT,20979,1,2008
AT,20999,1,2008
AT,21000,2,2008
AT,21007,1,2008
AT,21010,1,2008
AT,21041,1,2008
AT,21043,2,2008
AT,21047,1,2008
AT,21131,1,2008
AT,21139,1,2008
AT,21152,1,2008
AT,21154,1,2008
AT,21175,1,2008
AT,21176,1,2008
AT,21209,2,2008
AT,21210,1,2008
AT,21216,1,2008
AT,21220,1,2008
AT,21223,2,2008
AT,21225,1,2008
AT,21232,2,2008
AT,21272,1,2008
AT,21344,2,2008
AT,21353,1,2008
AT,21372,1,2008
AT,21374,1,2008
AT,21380,2,2008
AT,21403,1,2008
AT,21408,1,2008
AT,21414,1,2008
AT,21416,1,2008
AT,21420,1,2008
AT,21428,2,2008
AT,21465,1,2008
AT,21495,1,2008
AT,21500,2,2008
AT,21515,2,2008
AT,21520,2,2008
AT,21522,1,2008
AT,21556,1,2008
AT,21574,1,2008
AT,21580,1,2008
AT,21599,2,2008
AT,21606,1,2008
AT,21607,1,2008
AT,21619,2,2008
AT,21621,2,2008
AT,21646,1,2008
AT,21661,2,2008
AT,21664,1,2008
AT,21697,2,2008
AT,21706,1,2008
AT,21709,1,2008
AT,21711,2,2008
AT,21721,2,2008
AT,21732,1,2008
AT,21741,1,2008
AT,21752,1,2008
AT,21776,1,2008
AT,21812,1,2008
AT,21839,1,2008
AT,21853,2,2008
AT,21858,1,2008
AT,21868,1,2008
AT,21880,1,2008
AT,21917,1,2008
AT,21972,1,2008
AT,22009,1,2008
AT,22017,1,2008
AT,22023,1,2008
AT,22039,1,2008
AT,22041,1,2008
AT,22044,2,2008
AT,22054,1,2008
AT,22075,1,2008
AT,22102,1,2008
AT,22140,2,2008
AT,22193,2,2008
AT,22200,1,2008
AT,22253,1,2008
AT,22264,1,2008
AT,22308,1,2008
AT,22322,1,2008
AT,22323,2,2008
AT,22327,1,2008
AT,22332,1,2008
AT,22334,1,2008
AT,22342,1,2008
AT,22344,1,2008
AT,22370,2,2008
AT,22376,2,2008
AT,22390,1,2008
AT,22398,2,2008
AT,22400,1,2008
AT,22415,1,2008
AT,22444,1,2008
AT,22445,1,2008
AT,22451,2,2008
AT,22462,1,2008
AT,22467,1,2008
AT,22472,1,2008
AT,22493,1,2008
AT,22528,1,2008
AT,22529,1,2008
AT,22537,1,2008
AT,22550,1,2008
AT,22573,1,2008
AT,22590,1,2008
AT,22593,2,2008
AT,22597,1,2008
AT,22612,1,2008
AT,22626,1,2008
AT,22633,1,2008
AT,22635,2,2008
AT,22671,1,2008
AT,22676,1,2008
AT,22687,1,2008
AT,22689,1,2008
AT,22705,1,2008
AT,22719,2,2008
AT,22748,1,2008
AT,22762,1,2008
AT,22763,2,2008
AT,22790,2,2008
AT,22835,1,2008
AT,22836,1,2008
AT,22839,1,2008
AT,22843,2,2008
AT,22865,1,2008
AT,22868,1,2008
AT,22908,1,2008
AT,22912,2,2008
AT,22916,2,2008
AT,22918,2,2008
AT,22921,2,2008
AT,22964,1,2008
AT,23020,1,2008
AT,23036,2,2008
AT,23038,1,2008
AT,23052,2,2008
AT,23125,1,2008
AT,23130,1,2008
AT,23166,2,2008
AT,23196,1,2008
AT,23211,1,2008
AT,23231,1,2008
AT,23267,1,2008
AT,23282,1,2008
AT,23285,2,2008
AT,23311,1,2008
AT,23321,1,2008
AT,23327,1,2008
AT,23329,1,2008
AT,23372,1,2008
AT,23373,1,2008
AT,23377,1,2008
AT,23396,1,2008
AT,23400,1,2008
AT,23418,2,2008
AT,23445,1,2008
AT,23447,1,2008
AT,23503,2,2008
AT,23511,1,2008
AT,23519,1,2008
AT,23559,1,2008
AT,23560,1,2008
AT,23574,2,2008
AT,23580,1,2008
AT,23595,1,2008
AT,23602,1,2008
AT,23611,1,2008
AT,23614,1,2008
AT,23625,1,2008
AT,23631,1,2008
AT,23648,1,2008
AT,23667,2,2008
AT,23687,1,2008
AT,23695,1,2008
AT,23699,1,2008
AT,23705,1,2008
AT,23707,1,2008
AT,23720,1,2008
AT,23738,2,2008
AT,23781,1,2008
AT,23787,1,2008
AT,23835,1,2008
AT,23876,2,2008
AT,23888,1,2008
AT,23919,1,2008
AT,23931,1,2008
AT,23956,1,2008
AT,23963,1,2008
AT,23966,1,2008
AT,23968,1,2008
AT,23971,1,2008
AT,23972,2,2008
AT,24011,2,2008
AT,24018,1,2008
AT,24037,1,2008
AT,24039,1,2008
AT,24044,1,2008
AT,24050,1,2008
AT,24054,1,2008
AT,24060,2,2008
AT,24091,1,2008
AT,24127,2,2008
AT,24128,2,2008
AT,24195,1,2008
AT,24208,1,2008
AT,24211,1,2008
AT,24216,1,2008
AT,24220,1,2008
AT,24223,1,2008
AT,24238,1,2008
AT,24274,1,2008
AT,24282,1,2008
AT,24299,1,2008
AT,24304,2,2008
AT,24306,2,2008
AT,24320,1,2008
AT,24392,1,2008
AT,24406,1,2008
AT,24413,1,2008
AT,24487,1,2008
AT,24497,1,2008
AT,24501,2,2008
AT,24502,2,2008
AT,24545,1,2008
AT,24561,2,2008
AT,24576,1,2008
AT,24577,2,2008
AT,24579,1,2008
AT,24580,1,2008
AT,24591,2,2008
AT,24597,1,2008
AT,24605,1,2008
AT,24617,1,2008
AT,24623,1,2008
AT,24629,1,2008
AT,24646,1,2008
AT,24688,2,2008
AT,24698,1,2008
AT,24722,1,2008
AT,24764,1,2008
AT,24793,1,2008
AT,24810,1,2008
AT,24822,1,2008
AT,24825,1,2008
AT,24845,1,2008
AT,24849,1,2008
AT,24863,1,2008
AT,24887,1,2008
AT,24896,1,2008
AT,24924,1,2008
AT,25009,1,2008
AT,25024,1,2008
AT,25030,1,2008
AT,25036,1,2008
AT,25046,1,2008
AT,25049,1,2008
AT,25063,1,2008
AT,25074,1,2008
AT,25082,2,2008
AT,25097,1,2008
AT,25138,2,2008
AT,25177,2,2008
AT,25188,1,2008
AT,25197,1,2008
AT,25200,1,2008
AT,25222,1,2008
AT,25226,1,2008
AT,25243,1,2008
AT,25244,2,2008
AT,25250,1,2008
AT,25257,1,2008
AT,25275,1,2008
AT,25285,2,2008
AT,25291,1,2008
AT,25296,1,2008
AT,25328,2,2008
AT,25343,1,2008
AT,25354,2,2008
AT,25369,2,2008
AT,25373,1,2008
AT,25379,1,2008
AT,25435,1,2008
AT,25455,1,2008
AT,25456,1,2008
AT,25475,1,2008
AT,25476,2,2008
AT,25496,1,2008
AT,25504,1,2008
AT,25519,1,2008
AT,25533,1,2008
AT,25561,1,2008
AT,25610,1,2008
AT,25617,2,2008
AT,25624,1,2008
AT,25639,1,2008
AT,25649,1,2008
AT,25652,2,2008
AT,25654,1,2008
AT,25678,1,2008
AT,25687,1,2008
AT,25689,1,2008
AT,25691,1,2008
AT,25693,1,2008
AT,25704,1,2008
AT,25729,1,2008
AT,25743,1,2008
AT,25747,1,2008
AT,25752,1,2008
AT,25754,1,2008
AT,25765,2,2008
AT,25772,1,2008
AT,25803,1,2008
AT,25849,1,2008
AT,25864,1,2008
AT,25897,1,2008
AT,25914,2,2008
AT,25919,1,2008
AT,25929,1,2008
AT,25973,1,2008
AT,25982,2,2008
AT,25984,1,2008
AT,25999,1,2008
AT,26000,1,2008
AT,26018,2,2008
AT,26038,1,2008
AT,26052,1,2008
AT,26075,1,2008
AT,26090,2,2008
AT,26115,1,2008
AT,26146,2,2008
AT,26152,1,2008
AT,26153,1,2008
AT,26173,1,2008
AT,26224,1,2008
AT,26225,2,2008
AT,26268,1,2008
AT,26294,1,2008
AT,26317,1,2008
AT,26323,1,2008
AT,26333,1,2008
AT,26379,1,2008
AT,26416,1,2008
AT,26420,1,2008
AT,26424,2,2008
AT,26435,1,2008
AT,26448,1,2008
AT,26450,1,2008
AT,26451,1,2008
AT,26468,1,2008
AT,26479,2,2008
AT,26493,1,2008
AT,26502,1,2008
AT,26553,1,2008
AT,26595,1,2008
AT,26619,2,2008
AT,26673,1,2008
AT,26683,1,2008
AT,26696,2,2008
AT,26711,1,2008
AT,26724,1,2008
AT,26746,1,2008
AT,26747,1,2008
AT,26755,1,2008
AT,26776,1,2008
AT,26795,1,2008
AT,26812,1,2008
AT,26828,1,2008
AT,26842,1,2008
AT,26857,1,2008
AT,26870,1,2008
AT,26871,1,2008
AT,26924,1,2008
AT,26956,2,2008
AT,26976,1,2008
AT,26983,1,2008
AT,26986,1,2008
AT,26988,1,2008
AT,27003,1,2008
AT,27039,1,2008
AT,27048,1,2008
AT,27126,1,2008
AT,27131,1,2008
AT,27158,2,2008
AT,27164,2,2008
AT,27167,2,2008
AT,27179,1,2008
AT,27192,1,2008
AT,27195,1,2008
AT,27219,1,2008
AT,27232,1,2008
AT,27250,1,2008
AT,27252,1,2008
AT,27265,1,2008
AT,27277,1,2008
AT,27297,2,2008
AT,27313,1,2008
AT,27353,2,2008
AT,27366,1,2008
AT,27387,1,2008
AT,27389,1,2008
AT,27393,1,2008
AT,27394,1,2008
AT,27398,1,2008
AT,27418,1,2008
AT,27442,2,2008
AT,27452,1,2008
AT,27462,2,2008
AT,27463,2,2008
AT,27466,1,2008
AT,27482,1,2008
AT,27489,1,2008
AT,27509,2,2008
AT,27534,1,2008
AT,27544,1,2008
AT,27550,1,2008
AT,27555,1,2008
AT,27566,1,2008
AT,27579,1,2008
AT,27613,1,2008
AT,27614,1,2008
AT,27615,1,2008
AT,27632,1,2008
AT,27633,1,2008
AT,27648,1,2008
AT,27653,1,2008
AT,27675,1,2008
AT,27695,1,2008
AT,27726,1,2008
AT,27728,1,2008
AT,27735,1,2008
AT,27747,1,2008
AT,27775,1,2008
AT,27777,2,2008
AT,27802,1,2008
AT,27851,1,2008
AT,27852,1,2008
AT,27863,1,2008
AT,27866,1,2008
AT,27916,1,2008
AT,27975,1,2008
AT,27978,1,2008
AT,27981,1,2008
AT,27985,1,2008
AT,28022,1,2008
AT,28084,1,2008
AT,28109,1,2008
AT,28112,1,2008
AT,28130,1,2008
AT,28154,1,2008
AT,28183,1,2008
AT,28187,1,2008
AT,28188,1,2008
AT,28191,1,2008
AT,28205,1,2008
AT,28240,1,2008
AT,28242,1,2008
AT,28268,1,2008
AT,28284,1,2008
AT,28286,1,2008
AT,28292,1,2008
AT,28311,1,2008
AT,28322,1,2008
AT,28383,2,2008
AT,28384,1,2008
AT,28385,1,2008
AT,28399,1,2008
AT,28414,1,2008
AT,28418,1,2008
AT,28431,1,2008
AT,28442,2,2008
AT,28457,1,2008
AT,28504,1,2008
AT,28518,2,2008
AT,28541,1,2008
AT,28560,1,2008
AT,28616,1,2008
AT,28626,2,2008
AT,28627,2,2008
AT,28629,2,2008
AT,28643,1,2008
AT,28646,1,2008
AT,28655,1,2008
AT,28657,1,2008
AT,28695,2,2008
AT,28730,1,2008
AT,28745,1,2008
AT,28746,1,2008
AT,28781,1,2008
AT,28796,1,2008
AT,28805,2,2008
AT,28829,1,2008
AT,28843,1,2008
AT,28865,1,2008
AT,28870,1,2008
AT,28876,1,2008
AT,28887,1,2008
AT,28900,1,2008
AT,28908,1,2008
AT,28915,1,2008
AT,28916,1,2008
AT,28935,1,2008
AT,28963,2,2008
AT,28990,1,2008
AT,29038,1,2008
AT,29042,1,2008
AT,29098,1,2008
AT,29100,1,2008
AT,29107,2,2008
AT,29140,1,2008
AT,29162,1,2008
AT,29169,1,2008
AT,29170,1,2008
AT,29188,2,2008
AT,29199,1,2008
AT,29272,1,2008
AT,29280,1,2008
AT,29362,1,2008
AT,29363,1,2008
AT,29368,1,2008
AT,29379,2,2008
AT,29393,1,2008
AT,29410,1,2008
AT,29436,1,2008
AT,29438,1,2008
AT,29441,1,2008
AT,29489,2,2008
AT,29506,1,2008
AT,29520,2,2008
AT,29525,1,2008
AT,29529,2,2008
AT,29547,2,2008
AT,29554,1,2008
AT,29584,1,2008
AT,29588,2,2008
AT,29600,1,2008
AT,29609,1,2008
AT,29624,1,2008
AT,29632,1,2008
AT,29637,1,2008
AT,29673,1,2008
AT,29709,1,2008
AT,29711,1,2008
AT,29729,1,2008
AT,29733,1,2008
AT,29756,1,2008
AT,29764,1,2008
AT,29784,1,2008
AT,29790,1,2008
AT,29799,1,2008
AT,29825,1,2008
AT,29862,1,2008
AT,29863,1,2008
AT,29892,1,2008
AT,29933,1,2008
AT,29938,1,2008
AT,29983,1,2008
AT,29987,1,2008
AT,30010,1,2008
AT,30025,2,2008
AT,30086,2,2008
AT,30112,1,2008
AT,30115,2,2008
AT,30116,1,2008
AT,30128,2,2008
AT,30141,1,2008
AT,30150,2,2008
AT,30156,2,2008
AT,30160,1,2008
AT,30172,1,2008
AT,30175,1,2008
AT,30190,1,2008
AT,30193,1,2008
AT,30197,1,2008
AT,30217,1,2008
AT,30272,1,2008
AT,30281,1,2008
AT,30286,1,2008
AT,30318,1,2008
AT,30347,1,2008
AT,30353,1,2008
AT,30376,1,2008
AT,30402,1,2008
AT,30404,1,2008
AT,30422,1,2008
AT,30426,1,2008
AT,30454,1,2008
AT,30476,1,2008
AT,30517,1,2008
AT,30520,1,2008
AT,30533,1,2008
AT,30589,1,2008
AT,30595,1,2008
AT,30618,1,2008
AT,30644,1,2008
AT,30651,2,2008
AT,30660,1,2008
AT,30675,1,2008
AT,30691,1,2008
AT,30796,1,2008
AT,30799,1,2008
AT,30828,1,2008
AT,30829,2,2008
AT,30840,1,2008
AT,30854,1,2008
AT,30858,1,2008
AT,30860,1,2008
AT,30907,1,2008
AT,30941,2,2008
AT,30942,2,2008
AT,30974,1,2008
AT,31005,1,2008
AT,31020,1,2008
AT,31039,1,2008
AT,31061,1,2008
AT,31080,1,2008
AT,31088,2,2008
AT,31097,1,2008
AT,31099,1,2008
AT,31101,1,2008
AT,31119,1,2008
AT,31142,1,2008
AT,31153,1,2008
AT,31209,1,2008
AT,31213,1,2008
AT,31244,2,2008
AT,31245,1,2008
AT,31262,1,2008
AT,31264,1,2008
AT,31268,1,2008
AT,31286,2,2008
AT,31291,1,2008
AT,31295,1,2008
AT,31314,1,2008
AT,31334,1,2008
AT,31336,1,2008
AT,31354,2,2008
AT,31361,1,2008
AT,31371,2,2008
AT,31373,2,2008
AT,31385,1,2008
AT,31391,1,2008
AT,31403,1,2008
AT,31427,1,2008
AT,31432,1,2008
AT,31446,2,2008
AT,31448,1,2008
AT,31452,1,2008
AT,31456,1,2008
AT,31459,1,2008
AT,31461,1,2008
AT,31462,1,2008
AT,31488,1,2008
AT,31496,1,2008
AT,31508,1,2008
AT,31531,1,2008
AT,31535,1,2008
AT,31536,1,2008
AT,31537,1,2008
AT,31572,1,2008
AT,31581,1,2008
AT,31585,1,2008
AT,31593,1,2008
AT,31607,1,2008
AT,31626,1,2008
AT,31645,1,2008
AT,31646,1,2008
AT,31650,1,2008
AT,31656,1,2008
AT,31667,1,2008
AT,31687,2,2008
AT,31739,1,2008
AT,31742,1,2008
AT,31769,1,2008
AT,31789,1,2008
AT,31793,1,2008
AT,31805,1,2008
AT,31819,2,2008
AT,31832,1,2008
AT,31847,1,2008
AT,31862,1,2008
AT,31923,1,2008
AT,31935,1,2008
AT,32005,2,2008
AT,32024,1,2008
AT,32029,1,2008
AT,32039,2,2008
AT,32048,1,2008
AT,32052,1,2008
AT,32067,1,2008
AT,32072,2,2008
AT,32076,1,2008
AT,32078,2,2008
AT,32079,1,2008
AT,32106,1,2008
AT,32117,1,2008
AT,32124,1,2008
AT,32128,1,2008
AT,32129,2,2008
AT,32148,1,2008
AT,32159,1,2008
AT,32169,2,2008
AT,32175,2,2008
AT,32188,1,2008
AT,32200,1,2008
AT,32204,1,2008
AT,32250,1,2008
AT,32261,1,2008
AT,32272,1,2008
AT,32275,1,2008
AT,32296,1,2008
AT,32318,1,2008
AT,32319,1,2008
AT,32327,1,2008
AT,32331,1,2008
AT,32340,2,2008
AT,32345,1,2008
AT,32357,2,2008
AT,32377,2,2008
AT,32382,1,2008
AT,32418,1,2008
AT,32422,1,2008
AT,32465,1,2008
AT,32480,2,2008
AT,32485,1,2008
AT,32489,1,2008
AT,32528,1,2008
AT,32536,1,2008
AT,32540,1,2008
AT,32543,1,2008
AT,32554,1,2008
AT,32561,1,2008
AT,32588,2,2008
AT,32606,2,2008
AT,32631,2,2008
AT,32633,1,2008
AT,32652,2,2008
AT,32655,1,2008
AT,32717,1,2008
AT,32743,1,2008
AT,32745,1,2008
AT,32765,1,2008
AT,32787,1,2008
AT,32792,1,2008
AT,32793,1,2008
AT,32802,2,2008
AT,32810,2,2008
AT,32819,1,2008
AT,32820,2,2008
AT,32822,1,2008
AT,32826,2,2008
AT,32833,1,2008
AT,32845,1,2008
AT,32848,1,2008
AT,32853,1,2008
AT,32855,1,2008
AT,32862,1,2008
AT,32863,1,2008
AT,32869,1,2008
AT,32875,1,2008
AT,32883,1,2008
AT,32885,2,2008
AT,32886,1,2008
AT,32888,1,2008
AT,32893,2,2008
AT,32902,1,2008
AT,32903,2,2008
AT,32910,1,2008
AT,32917,1,2008
AT,32929,1,2008
AT,32934,2,2008
AT,32941,1,2008
AT,32970,1,2008
AT,32983,1,2008
AT,32989,1,2008
AT,33003,1,2008
AT,33006,1,2008
AT,33010,1,2008
AT,33011,2,2008
AT,33013,1,2008
AT,33014,1,2008
AT,33033,1,2008
AT,33038,2,2008
AT,33045,1,2008
AT,33053,1,2008
AT,33071,2,2008
AT,33080,1,2008
AT,33096,1,2008
AT,33114,1,2008
AT,33116,1,2008
AT,33119,1,2008
AT,33121,1,2008
AT,33146,2,2008
AT,33152,1,2008
AT,33180,2,2008
AT,33195,2,2008
AT,33198,1,2008
AT,33243,2,2008
AT,33252,1,2008
AT,33257,1,2008
AT,33258,1,2008
AT,33259,1,2008
AT,33268,1,2008
AT,33270,2,2008
AT,33282,1,2008
AT,33283,1,2008
AT,33284,1,2008
AT,33307,1,2008
AT,33325,1,2008
AT,33330,1,2008
AT,33331,2,2008
AT,33344,2,2008
AT,33348,1,2008
AT,33350,1,2008
AT,33360,1,2008
AT,33418,1,2008
AT,33421,1,2008
AT,33440,1,2008
AT,33454,1,2008
AT,33466,1,2008
AT,33480,1,2008
AT,33513,1,2008
AT,33521,1,2008
AT,33527,1,2008
AT,33539,1,2008
AT,33553,2,2008
AT,33555,1,2008
AT,33568,1,2008
AT,33572,1,2008
AT,33577,1,2008
AT,33603,1,2008
AT,33612,1,2008
AT,33621,1,2008
AT,33654,1,2008
AT,33684,2,2008
AT,33687,1,2008
AT,33689,1,2008
AT,33718,1,2008
AT,33719,1,2008
AT,33726,2,2008
AT,33737,1,2008
AT,33766,1,2008
AT,33773,1,2008
AT,33775,1,2008
AT,33784,2,2008
AT,33795,1,2008
AT,33801,1,2008
AT,33813,1,2008
AT,33815,1,2008
AT,33817,1,2008
AT,33822,1,2008
AT,33823,1,2008
AT,33824,1,2008
AT,33833,1,2008
AT,33842,1,2008
AT,33861,1,2008
AT,33873,2,2008
AT,33875,1,2008
AT,33878,1,2008
AT,33893,1,2008
AT,33898,1,2008
AT,33902,2,2008
AT,33912,1,2008
AT,33918,1,2008
AT,33934,1,2008
AT,33944,1,2008
AT,33953,1,2008
AT,33973,1,2008
AT,33986,2,2008
AT,34002,2,2008
AT,34013,1,2008
AT,34038,2,2008
AT,34041,1,2008
AT,34064,1,2008
AT,34068,1,2008
AT,34072,1,2008
AT,34073,1,2008
AT,34079,2,2008
AT,34098,1,2008
AT,34099,2,2008
AT,34119,1,2008
AT,34129,1,2008
AT,34135,2,2008
AT,34143,1,2008
AT,34149,1,2008
AT,34176,2,2008
AT,34182,1,2008
AT,34185,1,2008
AT,34198,1,2008
AT,34205,1,2008
AT,34208,1,2008
AT,34218,1,2008
AT,34221,1,2008
AT,34232,1,2008
AT,34277,1,2008
AT,34294,2,2008
AT,34322,1,2008
AT,34324,1,2008
AT,34332,1,2008
AT,34347,1,2008
AT,34385,2,2008
AT,34392,1,2008
AT,34399,2,2008
AT,34402,1,2008
AT,34416,1,2008
AT,34436,1,2008
AT,34491,1,2008
AT,34509,1,2008
AT,34528,1,2008
AT,34544,1,2008
AT,34548,1,2008
AT,34556,1,2008
AT,34557,1,2008
AT,34564,2,2008
AT,34566,1,2008
AT,34581,1,2008
AT,34598,1,2008
AT,34615,1,2008
AT,34618,1,2008
AT,34626,1,2008
AT,34645,1,2008
AT,34665,1,2008
AT,34690,1,2008
AT,34692,1,2008
AT,34697,1,2008
AT,34725,2,2008
AT,34731,1,2008
AT,34732,1,2008
AT,34739,1,2008
AT,34745,2,2008
AT,34762,1,2008
AT,34773,1,2008
AT,34776,1,2008
AT,34805,1,2008
AT,34808,1,2008
AT,34813,1,2008
AT,34819,2,2008
AT,34822,1,2008
AT,34824,1,2008
AT,34826,1,2008
AT,34832,1,2008
AT,34834,1,2008
AT,34843,1,2008
AT,34894,1,2008
AT,34900,1,2008
AT,34909,1,2008
AT,34911,1,2008
AT,34916,2,2008
AT,34921,1,2008
AT,34937,1,2008
AT,34942,1,2008
AT,34962,2,2008
AT,34969,1,2008
AT,34992,2,2008
AT,35014,1,2008
AT,35015,1,2008
AT,35022,1,2008
AT,35035,1,2008
AT,35044,1,2008
AT,35045,2,2008
AT,35071,2,2008
AT,35079,1,2008
AT,35093,1,2008
AT,35107,1,2008
AT,35117,2,2008
AT,35126,1,2008
AT,35127,1,2008
AT,35141,1,2008
AT,35151,1,2008
AT,35163,1,2008
AT,35169,1,2008
AT,35183,1,2008
AT,35196,1,2008
AT,35208,1,2008
AT,35211,2,2008
AT,35238,1,2008
AT,35257,1,2008
AT,35265,1,2008
AT,35277,1,2008
AT,35285,2,2008
AT,35303,2,2008
AT,35317,1,2008
AT,35318,1,2008
AT,35330,1,2008
AT,35333,1,2008
AT,35334,1,2008
AT,35358,1,2008
AT,35359,1,2008
AT,35360,1,2008
AT,35377,1,2008
AT,35382,1,2008
AT,35404,1,2008
AT,35437,1,2008
AT,35442,2,2008
AT,35453,2,2008
AT,35454,2,2008
AT,35455,1,2008
AT,35463,1,2008
AT,35467,1,2008
AT,35470,2,2008
AT,35473,1,2008
AT,35489,1,2008
AT,35490,1,2008
AT,35493,1,2008
AT,35504,1,2008
AT,35551,1,2008
AT,35556,2,2008
AT,35566,1,2008
AT,35583,1,2008
AT,35597,1,2008
AT,35607,1,2008
AT,35615,1,2008
AT,35618,1,2008
AT,35636,1,2008
AT,35651,1,2008
AT,35654,1,2008
AT,35658,1,2008
AT,35662,1,2008
AT,35667,1,2008
AT,35678,1,2008
AT,35686,1,2008
AT,35701,1,2008
AT,35704,1,2008
AT,35723,1,2008
AT,35729,1,2008
AT,35734,1,2008
AT,35752,1,2008
AT,35763,1,2008
AT,35767,2,2008
AT,35787,1,2008
AT,35792,1,2008
AT,35794,1,2008
AT,35795,1,2008
AT,35822,1,2008
AT,35852,1,2008
AT,35853,1,2008
AT,35861,1,2008
AT,35862,1,2008
AT,35890,1,2008
AT,35906,1,2008
AT,35907,1,2008
AT,35908,1,2008
AT,35916,1,2008
AT,35919,1,2008
AT,35936,1,2008
AT,35947,1,2008
AT,35960,1,2008
AT,35961,1,2008
AT,35962,1,2008
AT,35963,1,2008
AT,35970,1,2008
AT,35977,1,2008
AT,35979,1,2008
AT,35984,1,2008
AT,35988,1,2008
AT,36021,1,2008
AT,36047,1,2008
AT,36051,1,2008
AT,36055,1,2008
AT,36063,1,2008
AT,36072,1,2008
AT,36080,1,2008
AT,36084,1,2008
AT,36090,2,2008
AT,36118,1,2008
AT,36123,1,2008
AT,36166,1,2008
AT,36167,1,2008
AT,36177,1,2008
AT,36189,1,2008
AT,36191,1,2008
AT,36201,1,2008
AT,36243,1,2008
AT,36261,1,2008
AT,36267,1,2008
AT,36275,1,2008
AT,36284,1,2008
AT,36288,2,2008
AT,36304,2,2008
AT,36307,2,2008
AT,36316,1,2008
AT,36318,1,2008
AT,36319,1,2008
AT,36335,1,2008
AT,36346,1,2008
AT,36348,1,2008
AT,36351,1,2008
AT,36356,1,2008
AT,36362,2,2008
AT,36363,1,2008
AT,36385,1,2008
AT,36401,1,2008
AT,36407,1,2008
AT,36420,1,2008
AT,36428,1,2008
AT,36451,1,2008
AT,36469,1,2008
AT,36473,1,2008
AT,36478,1,2008
AT,36494,1,2008
AT,36507,1,2008
AT,36515,2,2008
AT,36534,1,2008
AT,36551,1,2008
AT,36558,1,2008
AT,36568,1,2008
AT,36589,1,2008
AT,36592,1,2008
AT,36604,1,2008
AT,36653,1,2008
AT,36672,1,2008
AT,36675,1,2008
AT,36688,1,2008
AT,36692,1,2008
AT,36693,1,2008
AT,36694,1,2008
AT,36699,1,2008
AT,36701,1,2008
AT,36705,1,2008
AT,36745,2,2008
AT,36749,1,2008
AT,36751,2,2008
AT,36757,1,2008
AT,36768,1,2008
AT,36772,1,2008
AT,36783,2,2008
AT,36787,1,2008
AT,36792,1,2008
AT,36795,2,2008
AT,36797,2,2008
AT,36805,1,2008
AT,36812,1,2008
AT,36822,1,2008
AT,36823,1,2008
AT,36838,2,2008
AT,36841,1,2008
AT,36846,2,2008
AT,36855,1,2008
AT,36864,1,2008
AT,36865,1,2008
AT,36878,2,2008
AT,36884,2,2008
AT,36895,1,2008
AT,36917,1,2008
AT,36936,1,2008
AT,36948,1,2008
AT,36952,1,2008
AT,36975,1,2008
AT,37004,2,2008
AT,37021,1,2008
AT,37026,1,2008
AT,37037,1,2008
AT,37044,2,2008
AT,37049,2,2008
AT,37057,1,2008
AT,37064,1,2008
AT,37096,2,2008
AT,37108,2,2008
AT,37113,2,2008
