"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PT005","PT010","PT020","PT030","PT040","PT050","PT060","PT070","PT080","PT090","PT100","PT110","PT120","PT130","PT140","PT150","PT160","PT170","PT180","PT190","PT200","PT210"
"2011","DK",473391,493.240611961057,"2885.252","2","2011","NA","4",1981,"1","1","1","DK","2","NA","5","1","NA","NA","2","NA","3","21","2","60","1","k","NA","10","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,53028,528,0,0,1,0,0,,220,0,0,0,0,0,1,"7.4473",29,47339,"2","2","NA","1","1","NA","NA","1903","NA","NA","1933","1","NA","NA","1","1","NA","NA","1","NA","4","NA","4","NA"
"2011","DK",473461,493.240611961057,"NA","NA","2011","NA","4",1970,"1","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","41","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","2","NA",1,1,36133,0,0,0,1,0,0,,270,0,0,0,0,0,1,"7.4473",40,47346,"3","7","NA","NA","1","1","2","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","5","NA","NA","3","NA","NA"
"2011","DK",473521,493.240611961057,"1174.795","1","2011","NA","4",1932,"1","2","3","DK","1","NA","3","NA","NA","1","2","NA","4","71",,"37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","2","2","NA","NA","NA",1,1,0,0,0,677,1,0,0,,131,16250,0,0,0,0,1,"7.4473",78,47352,"2","2","NA","NA","1","NA","2","1937","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","2","NA","NA","3","NA"
"2011","DK",473621,493.240611961057,"1073.8","2","2011","NA","2",1930,"1","2","1","DK","2","3","3","7","NA","1","NA","1","3","33","4","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,0,0,0,865,1,0,0,,214,28932,0,0,0,0,1,"7.4473",80,47362,"2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","2","NA","5","6","1"
"2011","DK",474011,493.240611961057,"1503.708","1","2011","NA","4",1971,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","2","34","3","37","NA","b-e","NA","NA","1","NA","2","NA","NA","NA","1","2","NA","2","NA","NA","NA",1,1,17592,0,0,73,1,0,0,,127034,0,0,2409,0,0,1,"7.4473",39,47401,"2","7","NA","NA","2","2","NA","1954","1","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","5","2"
"2011","DK",474271,493.240611961057,"824.8272","1","2011","NA","1",1930,"1","4","1","DK","2","NA","2","7","NA","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","2","3","2","NA","NA","1",1,1,0,0,0,435,1,0,0,,48,9718,0,0,0,0,1,"7.4473",80,47427,"3","2","NA","1","NA","NA","3","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",474501,493.240611961057,"568.5282","2","2011","NA","2",1932,"2","5","1","DK","2","NA","5","7","NA","2","NA","NA","3","71","4","NA","NA","NA","NA","9","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,671,0,,269,21738,0,0,0,0,1,"7.4473",78,47450,"3","7","NA","NA","NA","2","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","5","NA","NA"
"2011","DK",474541,493.240611961057,"895.0048","2","2011","NA","3",1957,"2","5","1","DK","2","NA","5","3","NA","1","1","NA","3","21","5","80","NA","l-n","NA","12","1","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,48423,602,0,0,1,0,11158,,261,0,0,0,0,0,1,"7.4473",53,47454,"3","3","NA","1","NA","NA","NA","NA","NA","1","NA","NA","1","3","1","NA","1","1","NA","NA","NA","NA","NA","1"
"2011","DK",474551,493.240611961057,"873.9237","1","2011","NA","4",1932,"2","4","1","DK","2","NA","2","7","NA","1","2","NA","3","52","5","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","2","NA","3","NA","NA","NA","NA",1,1,0,0,0,0,1,622,0,,50,9826,0,0,0,0,1,"7.4473",78,47455,"2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA"
"2011","DK",474971,493.240611961057,"NA","2","2011","NA","3",1931,"1","2","3","DK","2","NA","3","7","NA","1","1","NA","3","23","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","NA","NA","2","NA","2","1",1,1,26353,0,0,181,1,0,0,,9234,0,0,0,787,0,1,"7.4473",79,47497,"3","2","NA","NA","2","NA","3","NA","NA","1","NA","1","1","NA","2","1","NA","2","5","NA","5","5","6","NA"
"2011","DK",475111,493.240611961057,"NA","NA","2011","NA","3",1931,"2","4","3","DK","2","NA","2","7","NA","NA","NA","NA","3","93","4","NA","NA","NA","NA","12","NA","NA","NA","NA","NA","NA","4","1","3","2","NA","2","NA",1,1,0,0,0,601,1,0,0,,188,28209,0,0,0,0,1,"7.4473",79,47511,"2","7","NA","NA","NA","1","NA","NA","NA","1","NA","3","1","2","1","1","NA","NA","1","NA","NA","NA","4","NA"
"2011","DK",475281,493.240611961057,"497.0031","2","2011","NA","1",1947,"1","5","1","DK","2","NA","3","1","NA","NA","NA","NA","3","32","5","NA","NA","g","NA","11","1","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,66603,0,0,0,1,0,0,,226,0,0,0,0,0,1,"7.4473",63,47528,"2","2","NA","NA","2","2","NA","NA","1","NA","NA","1","NA","2","NA","1","NA","1","2","NA","4","NA","5","NA"
"2011","DK",475451,493.240611961057,"NA","1","2011","NA","2",1973,"1","2","1","DK","2","NA","5","5","NA","1","2","NA","3","41","2","37","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,601,1,0,0,,96,0,0,14102,7529,0,1,"7.4473",37,47545,"3","6","NA","1","NA","NA","1","NA","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",475481,493.240611961057,"NA","NA","2011","NA","3",1970,"2","2","2","DK","2","NA","5","1","NA","NA","NA","NA","3","23","5","45","NA","NA","NA","13","1","NA","2","NA","NA","NA","1","NA","2","NA","NA","2","NA",1,1,46650,0,0,630,1,0,0,,158,0,0,0,0,0,1,"7.4473",40,47548,"2","2","NA","3","2","NA","NA","NA","NA","NA","NA","1","1","NA","NA","1","NA","NA","1","1","NA","NA","NA","2"
"2011","DK",475531,493.240611961057,"NA","1","2011","NA","1",1966,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","71","2","37","3","j","NA","12","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,81839,0,0,573,1,0,0,,399,0,0,0,0,0,1,"7.4473",44,47553,"2","7","NA","NA","NA","2","2","NA","1","1","1942","1","NA","1","1","NA","1","1","NA","NA","5","4","NA","NA"
"2011","DK",475581,493.240611961057,"NA","2","2011","NA","2",1935,"2","1","3","DK","2","NA","2","7","NA","1","NA","NA","3","33","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,2731,130,0,611,1,0,0,,56,12660,0,0,0,0,1,"7.4473",75,47558,"2","6","NA","NA","NA","NA","NA","1932","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","3","NA","NA"
"2011","DK",475661,493.240611961057,"NA","2","2011","NA","4",1945,"1","2","3","DK","2","5","5","7","NA","NA","2","2","2","33","0 - 1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","1","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,130,22259,0,0,0,0,1,"7.4473",65,47566,"2","6","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","4","NA","NA"
"2011","DK",475861,493.240611961057,"719.9696","1","2011","NA","3",1934,"1","1","1","DK","2","5","5","7","NA","1","1","1","1","52","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,0,0,0,577,1,0,0,,41,9366,0,0,0,0,1,"7.4473",76,47586,"3","6","NA","1","NA","NA","NA","NA","NA","NA","1956","1","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA"
"2011","DK",476121,493.240611961057,"1073.173","1","2011","NA","1",1930,"1","2","3","DK","2","NA","3","7","NA","1","NA","NA","3","32","7","37","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","3","2","5","2","NA",1,1,0,0,0,435,1,0,0,,6444,23212,0,0,0,0,1,"7.4473",80,47612,"3","6","NA","NA","NA","2","NA","1931","NA","NA","1955","1","NA","2","NA","1","2","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",476191,493.240611961057,"1215.882","2","2011","NA","3",1965,"2","5","3","DK","2","NA","3","1","NA","NA","NA","NA","NA","NA","3","25","NA","NA","NA","11","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,39635,0,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",45,47619,"2","2","NA","NA","3","3","3","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2"
"2011","DK",476201,493.240611961057,"1096.489","1","2011","NA","1",1975,"1","1","3","DK","2","NA","3","3","NA","NA","NA","NA","3","31","3","50","NA","l-n","NA","13","1","2","2","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,801,1,0,65441,,367,0,0,0,0,0,1,"7.4473",35,47620,"2","2","NA","1","NA","NA","2","1930","1","NA","1957","1","1","NA","NA","NA","NA","2","NA","2","NA","5","3","1"
"2011","DK",476511,493.240611961057,"559.2896","1","2011","NA","1",1972,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","83","3","55","NA","r-u","NA","NA","1","NA","2","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,75175,238,0,0,1,0,-2749,,0,0,0,0,0,0,1,"7.4473",38,47651,"3","2","NA","NA","NA","NA","3","1944","NA","1","NA","NA","1","NA","NA","NA","1","NA","NA","2","3","NA","NA","NA"
"2011","DK",476601,493.240611961057,"1226.879","1","2011","NA","1",1951,"2","2","1","DK","2","5","5","2","NA","1","NA","NA","2","91","2","NA","NA","q","NA","NA","NA","NA","NA","NA","NA","NA","3","2","1","2","NA","NA","NA",1,1,24087,553,0,0,1,0,0,,144,0,0,0,0,0,1,"7.4473",59,47660,"3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",476651,493.240611961057,"2671.92","1","2011","NA","2",1941,"1","2","3","DK","2","5","2","7","NA","1","NA","NA","NA","33","9","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","5","2","NA","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,151,15788,0,0,0,0,1,"7.4473",69,47665,"3","7","NA","NA","2","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",477071,493.240611961057,"NA","1","2011","NA","4",1930,"1","2","3","DK","2","3","3","NA","NA","NA","NA","NA","3","91",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","NA","NA","NA","2","NA",1,1,0,0,0,0,1,0,0,,0,12113,0,0,0,0,1,"7.4473",80,47707,"3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA"
"2011","DK",477391,493.240611961057,"908.4761","2","2011","NA","1",1943,"2","2","1","DK","2","NA","3","7","NA","1","2","1","3","41","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",1,1,0,0,0,885,1,537,0,,327,30416,0,0,0,0,1,"7.4473",67,47739,"2","2","NA","NA","NA","NA","2","NA","NA","NA","1939","NA","1","NA","NA","NA","2","NA","5","NA","NA","4","4","NA"
"2011","DK",477741,493.240611961057,"1190.634","2","2011","NA","3",1932,"1","4","1","DK","2","NA","5","7","NA","1","NA","NA","3","91","4","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,270,24781,0,0,0,0,1,"7.4473",78,47774,"2","6","NA","NA","NA","2","NA","NA","NA","NA","1939","1","NA","NA","NA","NA","NA","5","1","NA","NA","NA","NA","NA"
"2011","DK",477931,493.240611961057,"NA","2","2011","NA","2",1930,"1","4","3","DK","2","NA","NA","7","NA","NA","NA","NA","2","33","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,226,18643,0,0,0,0,1,"7.4473",80,47793,"3","2","NA","3","NA","2","NA","1933","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",478261,493.240611961057,"NA","2","2011","NA","2",1952,"1","2","1","DK","2","NA","2","1","NA","1","NA","NA","3","34","3","37","NA","NA","NA","11","1","2","2","NA","NA","NA","NA","NA","1","2","NA","2","NA",1,1,48496,27,0,176,1,940,0,,0,0,0,0,0,0,1,"7.4473",58,47826,"3","3","NA","NA","3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA","4","NA","1"
"2011","DK",478311,493.240611961057,"1544.797","1","2011","NA","3",1934,"2","4","2","DK","1","NA","5","7","NA","1","NA","NA","NA","NA","2","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,246,21699,0,0,0,0,1,"7.4473",76,47831,"3","6","NA","NA","NA","3","NA","1933","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","2"
"2011","DK",478331,493.240611961057,"NA","2","2011","NA","4",1947,"2","4","3","DK","2","NA","2","2","NA","NA","NA","NA","NA","83","9","NA","NA","f","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,22028,0,0,0,1,0,55,,223,12033,0,0,0,0,1,"7.4473",63,47833,"2","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","4","NA"
"2011","DK",478541,493.240611961057,"727.7527","1","2011","NA","1",1930,"1","4","3","DK","2","NA","3","7","NA","NA","NA","NA","3","11","3","NA","NA","j","NA","NA","NA","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,411,1,0,0,,183,22737,0,0,0,0,1,"7.4473",80,47854,"2","3","NA","3","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","1","NA","NA","4","NA"
"2011","DK",478801,493.240611961057,"1594.225","2","2011","NA","2",1960,"1","2","3","DK","2","NA","3","1","NA","1","NA","NA","NA","34","3","37","NA","o","NA","NA","1","2","2","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,52341,0,0,0,1,0,0,,191,0,0,0,0,0,1,"7.4473",50,47880,"3","6","NA","1","NA","NA","NA","NA","1","1","1932","NA","1","2","1","1","NA","NA","5","1","NA","5","2","1"
"2011","DK",479431,493.240611961057,"NA","2","2011","NA","3",1947,"1","5","3","DK","2","5","2","8","NA","NA","NA","NA","3","34","8","70","NA","NA","NA","NA","1","1","2","NA","NA","NA","1","2","NA","2","NA","2","NA",1,1,0,0,0,290,1,0,0,,584,0,0,0,73875,0,1,"7.4473",63,47943,"2","6","NA","1","2","NA","NA","NA","NA","1","NA","1","1","NA","2","1","1","NA","1","2","NA","4","NA","NA"
"2011","DK",479781,493.240611961057,"NA","2","2011","NA","2",1971,"1","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","NA","2","40","NA","o","NA","NA","1","2","NA","NA","NA","NA","1","NA","NA","2","NA","NA","NA",1,1,58543,397,0,617,1,0,1110,,229,0,0,0,0,0,1,"7.4473",39,47978,"3","6","NA","1","2","NA","3","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","6","NA","1"
"2011","DK",479881,493.240611961057,"1970.493","2","2011","NA","2",1939,"2","4","3","DK","2","NA","5","7","NA","NA","NA","NA","3","32","2","NA","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,450,1,816,0,,31350,0,0,0,0,0,1,"7.4473",71,47988,"3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","1","NA","NA","1","NA","NA","NA","NA","NA"
"2011","DK",479911,493.240611961057,"565.7458","1","2011","NA","2",1930,"2","4","1","DK","2","NA","2","7","NA","NA","NA","1","3","73","5","30","NA","NA","NA","4","1","2","NA","NA","NA","NA","2","NA","2","NA","NA","2","NA",1,1,0,0,0,579,1,0,0,,33044,0,0,0,0,0,1,"7.4473",80,47991,"2","7","NA","1","NA","4","4","NA","NA","NA","NA","1","1","NA","3","1","NA","NA","NA","NA","5","5","NA","NA"
"2011","DK",479961,493.240611961057,"1283.84","2","2011","NA","4",1942,"1","2","1","DK","2","NA","3","7","NA","NA","NA","NA","3","34","0 - 1","42","5","NA","NA","11","1","1","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,1483,0,0,501,1,0,0,,461,90266,0,0,0,0,1,"7.4473",68,47996,"3","2","NA","1","3","3","2","1952","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"2011","DK",480201,493.240611961057,"NA","2","2011","NA","4",1945,"2","1","1","DK","2","3","5","7","NA","1","NA","NA","3","33","3","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","5","NA","3","2","NA","1","NA",1,1,0,0,0,0,1,45,0,,147,17121,0,0,0,0,1,"7.4473",65,48020,"3","2","NA","NA","NA","NA","NA","1930","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","2","NA"
"2011","DK",480251,493.240611961057,"2489.443","1","2011","NA","4",1934,"2","1","3","DK","2","NA","2","7","NA","1","NA","NA","3","33",,"37","NA","NA","NA","NA","1","2","2","NA","NA","NA","1","1","1","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,137,28323,0,0,0,0,1,"7.4473",76,48025,"2","2","NA","NA","NA","1","2","1932","1","1","NA","NA","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",481851,493.240611961057,"1004.994","2","2011","NA","3",1953,"2","2","3","DK","1","5","2","8","NA","1","NA","1","3","72","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,0,0,0,492,1,0,118,,180,0,0,0,22552,0,1,"7.4473",57,48185,"2","2","NA","NA","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA"
"2011","DK",481981,493.240611961057,"1383.013","2","2011","NA","2",1947,"2","2","1","DK","2","NA","5","7","NA","NA","NA","NA","3","33","3","50","NA","NA","NA","NA","1","2","2","NA","NA","NA","5","NA","1","NA","NA","2","NA",1,1,0,0,0,0,1,7646,0,,551,51245,0,0,0,0,1,"7.4473",63,48198,"2","7","NA","NA","2","3","NA","NA","NA","1","NA","NA","1","NA","1","NA","2","NA","NA","2","5","5","2","NA"
"2011","DK",482571,493.240611961057,"2353.437","1","2011","NA","4",1940,"1","2","1","DK","2","NA","5","7","NA","NA","NA","NA","1","24","0 - 1","37","10","NA","NA","11","1","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,0,0,0,435,1,0,0,,554,56784,0,0,0,0,1,"7.4473",70,48257,"2","2","NA","NA","NA","1","NA","1943","1","1","1934","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA"
"2011","DK",482572,493.240611961057,"552.6414","1","2011","NA","3",1946,"2","2","1","DK","2","NA","3","7","NA","1","2","NA","3","52","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,3527,0,0,628,1,280,167,,167,14467,0,0,0,0,1,"7.4473",64,48257,"3","6","NA","NA","NA","NA","1","1956","1","NA","1946","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","2","NA"
"2011","DK",483121,493.240611961057,"NA","1","2011","NA","3",1989,"2","1","3","DK","2","5","2","6","NA","2","2","NA","1","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",1,1,5398,0,0,593,1,0,0,,325,0,0,0,0,2338,1,"7.4473",21,48312,"3","3","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",483122,493.240611961057,"NA","1","2011","NA","1",1987,"1","1","2","DK","2","NA","3","5","NA","NA","NA","NA","3","NA","2","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","3","NA","2","2","NA","2","NA",1,1,0,0,0,678,1,0,0,,27008,0,0,0,0,0,1,"7.4473",23,48312,"2","2","NA","NA","NA","NA","3","NA","NA","NA","1953","4","1","NA","NA","NA","2","NA","NA","NA","NA","6","3","NA"
"2011","DK",483151,493.240611961057,"NA","2","2011","NA","3",1956,"1","2","3","DK","1","5","3","3","NA","1","2","NA","3","NA","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,0,0,0,435,1,0,42398,,11151,0,0,0,0,0,1,"7.4473",54,48315,"2","6","NA","NA","NA","NA","NA","1949","NA","NA","1956","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA"
"2011","DK",483152,493.240611961057,"1343.03","1","2011","NA","4",1959,"2","2","1","DK","2","NA","3","1","NA","1","2","NA","3","33","5","15","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,24091,0,0,672,1,0,0,,104,0,0,0,0,0,1,"7.4473",51,48315,"2","7","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA","NA","NA"
"2011","DK",483221,493.240611961057,"1069.282","1","2011","NA","1",1940,"1","2","1","DK","2","NA","5","7","NA","NA","NA","NA","3","NA","2","NA","NA","NA","2","NA","1","2","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA",1,1,0,0,0,9,1,0,9,,21100,0,0,0,6912,0,1,"7.4473",70,48322,"2","NA","NA","1","NA","NA","NA","NA","NA","NA","1924","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","3","1"
"2011","DK",483222,493.240611961057,"NA","2","2011","NA","4",1941,"2","2","3","DK","2","3","2","7","NA","1","NA","NA","NA","NA","5","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,0,0,0,435,1,0,-65,,12426,2315,0,0,0,0,1,"7.4473",69,48322,"2","7","NA","NA","NA","NA","NA","NA","NA","NA","1953","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA"
"2011","DK",483331,493.240611961057,"NA","2","2011","NA","1",1940,"2","4","1","DK","2","NA","2","7","NA","1","2","NA","3","82","0 - 1","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","3","2","3","2","NA","NA","NA",1,1,0,0,0,435,1,0,0,,167,31955,0,0,0,0,1,"7.4473",70,48333,"3","2","NA","3","NA","NA","NA","NA","1","1","NA","NA","1","1","1","2","NA","NA","1","NA","NA","1","NA","1"
"2011","DK",483332,493.240611961057,"649.8209","2","2011","NA","4",1942,"1","2","3","DK","2","NA","5","7","NA","1","NA","NA","3","91","2","33","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,136,15455,0,0,3335,0,1,"7.4473",68,48333,"3","6","NA","NA","2","NA","NA","NA","NA","NA","1937","NA","NA","NA","2","NA","NA","7","NA","2","NA","NA","NA","1"
"2011","DK",483501,493.240611961057,"1298.13","1","2011","NA","4",1954,"1","2","1","DK","2","NA","5","1","NA","1","NA","NA","3","41","3","33","NA","b-e","NA","NA","1","2","NA","NA","NA","NA","3","2","3","NA","NA","2","1",1,1,20572,0,0,132,1,0,555,,77,0,0,0,0,0,1,"7.4473",56,48350,"3","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","7","5","NA","NA","NA","NA","NA"
"2011","DK",483502,493.240611961057,"930.4465","1","2011","NA","3",1954,"2","5","1","DK","2","NA","5","1","NA","NA","NA","NA","3","52","5","37","NA","q","NA","5","NA","2","NA","NA","NA","NA","2","1","NA","2","NA","1","NA",1,1,34320,400,0,636,1,0,955,,174,0,0,0,0,0,1,"7.4473",56,48350,"2","2","NA","NA","2","1","NA","1935","NA","NA","1954","1","NA","NA","3","NA","2","NA","NA","2","NA","NA","NA","NA"
"2011","DK",483541,493.240611961057,"1666.485","2","2011","NA","1",1956,"2","1","1","DK","2","NA","2","1","NA","NA","NA","NA","3","33","5","44","NA","q","NA","13","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,39077,165,0,435,1,0,178,,0,0,0,0,0,0,1,"7.4473",54,48354,"3","7","NA","1","2","NA","NA","1948","1","NA","1953","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA"
"2011","DK",483542,493.240611961057,"1293.464","2","2011","NA","1",1957,"1","2","2","DK","2","NA","5","1","NA","NA","NA","NA","3","93","2","37","2","o","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA",1,1,48971,0,0,865,1,0,0,,227,0,0,0,0,0,1,"7.4473",53,48354,"2","6","NA","NA","NA","2","NA","NA","1","NA","1933","1","1","NA","NA","NA","1","NA","NA","1","NA","NA","5","NA"
"2011","DK",483701,493.240611961057,"NA","2","2011","NA","2",1946,"2","2","3","DK","2","NA","3","7","NA","1","NA","NA","3","NA","4","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","NA","3","NA","NA","2","NA",1,1,0,0,0,24,1,0,0,,239,20783,0,0,0,0,1,"7.4473",64,48370,"2","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA"
"2011","DK",483702,493.240611961057,"1192.344","2","2011","NA","2",1945,"1","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","41","5","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,26113,0,0,181,1,0,0,,97,0,0,0,0,0,1,"7.4473",65,48370,"3","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
