"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PY021G","PY030G","PX020","PX050","PX010","PL110","PL111"
"2008","DK",377482,499.090350338045,"1006.455","2","2008","NA","2",1960,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","45","12","0","NA","NA","NA","NA","2","NA","7","NA","NA","1","1","1","6","NA","1","1","1","1","1","3","NA","1","1","3","NA","NA","2","NA",1,1,1,73486,0,1,0,0,0,,0,0,0,0,0,0,1,37748,"2",0,11645,47,"NA","7.4506","k","q"
"2008","DK",377483,499.090350338045,"380.7173","2","2008","NA","1",1987,"2","1","1","DK","1","NA","2","4","NA","NA","2","NA","NA",,"NA","0","0","4","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","2","NA","8","NA","NA","1","6","NA","7","1","NA","2","3","2","NA","NA","NA",1,1,1,4189,0,1,0,0,0,,7801,0,0,0,0,0,1,37748,"3",0,66,20,"1","7.4506","","NA"
"2008","DK",377484,499.090350338045,"1281.958","1","2008","NA","1",1989,"1","1","1","DK","2","NA","2","4","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","7","NA","1","NA","6","6","7","NA","NA","7","2","NA","3","NA","NA","NA","NA",1,1,1,791,0,1,0,0,0,,0,0,0,0,0,7975,1,37748,"2",0,0,18,"1","7.4506","o+p+q","NA"
"2008","DK",377711,499.090350338045,"NA","1","2008","NA","4",1961,"1","2","3","DK","2","NA","2","6","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","6","NA","6","6","2","6","8","NA","6","NA","6","NA","2","3","2","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,0,0,0,16485,0,1,37771,"2",0,0,46,"1","7.4506","","NA"
"2008","DK",377712,499.090350338045,"990.8188","2","2008","NA","3",1960,"2","5","3","DK","2","NA","5","1","NA","NA","NA","NA","NA","4","48","0","0","NA","NA","11","1","NA","2","NA","NA","NA","3","NA","6","NA","NA","1","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","2","NA",1,1,1,32302,0,1,0,0,0,,0,0,0,0,0,0,1,37771,"2",0,4161,47,"1","7.4506","l","l-n"
"2008","DK",377714,499.090350338045,"988.7866","1","2008","NA","1",1989,"1","1","3","DK","2","5","2","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","8","2","7","1","1","2","NA","NA","NA","2","1",1,1,1,1021,0,1,161,0,0,,0,0,0,0,0,244,1,37771,"2",0,11,18,"6","7.4506","","NA"
"2008","DK",377891,499.090350338045,"NA","1","2008","NA","4",1954,"1","5","1","DK","2","NA","NA","1","NA","1","NA","NA","3","5","37","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","1","1","NA","1","1","1","1","1","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA",1,1,1,73197,259,1,0,0,0,,0,0,0,0,0,0,1,37789,"2",0,6453,53,"6","7.4506","m","NA"
"2008","DK",377892,499.090350338045,"1074.012","2","2008","NA","2",1962,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","3","50","12","0","NA","NA","12","NA","2","2","NA","NA","NA","1","NA","NA","1","1","NA","1","NA","NA","1","1","NA","2","NA","3","2","NA","NA","NA",1,1,1,67249,0,1,0,0,0,,3901,0,0,0,0,0,1,37789,"3",0,0,45,"1","7.4506","","j"
"2008","DK",378013,499.090350338045,"963.8124","2","2008","NA","3",1967,"1","2","1","DK","2","NA","2","1","NA","NA","1","NA","3",,"37","12","0","NA","NA","13","NA","1","2","NA","NA","NA","NA","1","1","NA","NA","NA","6","1","1","NA","3","NA","1","2","NA","2","NA","2","NA",1,1,1,49731,49,1,0,0,0,,0,0,0,0,0,0,1,37801,"3",0,1842,40,"7","7.4506","","NA"
"2008","DK",378014,499.090350338045,"NA","2","2008","NA","3",1968,"2","2","3","DK","2","NA","5","1","NA","2","2","NA","NA","4","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","6","8","6","NA","3","3","2","NA","6","NA","NA","NA","2","NA","2","1",1,1,1,15165,0,1,403,0,0,,0,0,0,0,0,0,1,37801,"3",0,6182,39,"7","7.4506","","o"
"2008","DK",378511,499.090350338045,"722.6245","2","2008","NA","4",1954,"2","5","3","DK","1","3","5","2","NA","2","2","NA","NA","4","NA","0","0","6","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","7","6","6","NA","7","7","NA","7","NA","1","NA","2","2","NA","NA","2","NA",1,1,1,12660,0,1,0,0,0,,0,0,0,0,0,0,1,37851,"3",0,4546,53,"7","7.4506","","q"
"2008","DK",378512,499.090350338045,"NA","1","2008","NA","3",1954,"1","1","1","DK","2","NA","3","1","NA","1","NA","NA","3","0 - 1","37","0","0","NA","NA","13","1","NA","NA","NA","NA","NA","2","NA","1","NA","6","NA","1","1","1","1","1","NA","NA","2","3","NA","NA","NA","NA",1,1,1,61618,0,1,0,0,0,,0,0,0,0,0,0,1,37851,"2",0,0,53,"1","7.4506","","q"
"2008","DK",378514,499.090350338045,"733.4368","2","2008","NA","3",1987,"2","1","1","DK","1","3","2","4","NA","2","2","NA","NA",,"20","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","7","NA","NA","NA","NA","NA","6","7","NA","2","2","NA","NA","2","NA",1,1,1,9527,0,1,0,0,0,,0,0,0,0,0,0,1,37851,"3",0,0,20,"7","7.4506","","NA"
"2008","DK",378731,499.090350338045,"1340.851","1","2008","NA","3",1965,"1","1","1","DK","2","NA","6","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","NA","1","1","6","8","1","1","NA","NA","NA","2","1","2","2","3","NA","NA","2","NA",1,1,1,0,0,1,81,44315,0,,0,0,0,0,0,0,1,37873,"2",0,0,42,"1","7.4506","","q"
"2008","DK",378732,499.090350338045,"NA","2","2008","NA","3",1968,"2","1","1","DK","2","5","3","1","NA","1","2","NA","NA","4","42","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","6","6","6","NA","NA","6","8","NA","6","6","2","1","3","2","NA","2","NA",1,1,1,15017,0,1,0,106,0,,0,0,0,0,0,0,1,37873,"2",0,7924,39,"6","7.4506","i","o"
"2008","DK",378741,499.090350338045,"850.6453","1","2008","NA","3",1966,"2","1","3","DK","1","NA","3","1","NA","NA","NA","NA","3","0 - 1","42","12","0","NA","NA","13","NA","NA","NA","NA","NA","NA","1","NA","1","3","NA","NA","1","1","1","1","NA","3","3","NA","3","NA","NA","2","NA",1,1,1,54323,0,1,4542,0,0,,0,0,0,0,0,0,1,37874,"3",0,23,41,"1","7.4506","g","g"
"2008","DK",378743,499.090350338045,"520.2962","NA","2008","NA","2",1966,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","NA","0 - 1","37","12","0","NA","NA","NA","1","NA","2","7","NA","NA","1","NA","1","1","NA","1","NA","1","NA","NA","1","1","NA","2","3","2","NA","2","NA",1,1,1,76600,0,1,0,0,0,,0,0,0,0,0,0,1,37874,"2",0,97,41,"1","7.4506","","NA"
"2008","DK",378861,499.090350338045,"974.4818","NA","2008","NA","1",1962,"1","2","2","DK","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","NA","1","1","NA","NA","NA","NA","1","1","1","1","1","1","NA","1","NA","NA","1","1","2","NA","NA","NA","NA","2","NA",1,1,1,0,0,1,0,68698,0,,0,0,0,560,0,0,1,37886,"2",0,4274,45,"1","7.4506","","NA"
"2008","DK",378862,499.090350338045,"1138.271","2","2008","NA","2",1990,"2","1","3","DK","2","NA","2","2","NA","NA","2","NA","3",,"NA","NA","0","2","NA","NA","NA","NA","NA","NA","NA","NA","1","3","1","NA","NA","NA","6","NA","7","NA","NA","NA","NA","2","3","NA","NA","2","1",1,1,1,326,0,1,2080,0,0,,0,0,0,0,0,50,1,37886,"2",0,0,17,"7","7.4506","","NA"
"2008","DK",378863,499.090350338045,"789.086","2","2008","NA","3",1963,"2","5","3","DK","2","NA","5","2","NA","NA","NA","NA","3","5","40","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","1","1","1","1","1","NA","1","NA","NA","6","1","2","NA","NA","NA","2","NA",1,1,1,37659,0,1,0,0,0,,0,0,0,5158,0,0,1,37886,"2",0,656,44,"6","7.4506","l","r-u"
"2008","DK",378864,499.090350338045,"663.7617","2","2008","NA","3",1985,"2","1","3","DK","2","NA","2","2","NA","NA","2","NA","NA","5","37","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","NA","NA","6","NA","NA","NA","7","6","1","6","NA","2","3","2","NA","NA","NA",1,1,1,21955,0,1,483,6,0,,0,0,0,0,0,0,1,37886,"3",0,262,22,"6","7.4506","","q"
"2008","DK",379561,499.090350338045,"1194.791","1","2008","NA","2",1990,"2","1","2","DK","2","NA","2","4","NA","NA","2","NA","NA",,"45","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","NA","8","NA","7","NA","NA","NA","7","6","NA","NA","NA","3","NA","NA","NA","NA",1,1,1,0,0,1,4886,0,0,,1803,0,0,0,0,0,1,37956,"3",0,0,17,"1","7.4506","","NA"
"2008","DK",379562,499.090350338045,"NA","1","2008","NA","3",1962,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","2","70","0","0","NA","NA","13","1","2","NA","NA","NA","NA","NA","1","1","NA","1","1","1","1","1","NA","NA","1","2","1","3","2","NA","2","NA",1,1,1,46965,0,1,0,0,0,,0,0,0,0,0,0,1,37956,"2",0,1660,45,"6","7.4506","","NA"
"2008","DK",379563,499.090350338045,"1052.235","2","2008","NA","3",1968,"2","2","3","DK","2","NA","3","8","NA","1","2","NA","NA",,"NA","0","0","3","NA","NA","NA","NA","NA","NA","NA","NA","7","7","2","7","NA","NA","NA","7","NA","6","NA","1","2","2","3","NA","NA","2","NA",1,1,1,0,0,1,403,0,0,,0,0,0,0,0,0,1,37956,"2",0,0,39,"6","7.4506","","NA"
"2008","DK",379622,499.090350338045,"733.6744","2","2008","NA","1",1975,"2","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","2","43","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","1","2","6","NA","NA","6","NA","1","NA","1","NA","1","1","NA","3","2","NA","2","NA",1,1,1,32588,228,1,0,0,0,,0,0,0,0,0,0,1,37962,"2",0,0,32,"1","7.4506","","NA"
"2008","DK",379624,499.090350338045,"NA","1","2008","NA","3",1973,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","1","1","1","NA","1","1","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","2","NA",1,1,1,69923,0,1,0,0,0,,0,0,0,0,0,0,1,37962,"3",0,393,34,"7","7.4506","k","b-e"
"2008","DK",379811,499.090350338045,"NA","2","2008","NA","1",1990,"2","1","1","DK","1","NA","2","NA","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","12","NA","NA","NA","NA","NA","NA","6","1","6","6","6","5","8","6","NA","6","7","6","NA","2","2","2","NA","NA","NA",1,1,1,17812,0,1,0,16,0,,0,0,0,0,0,0,1,37981,"3",0,0,17,"7","7.4506","","NA"
"2008","DK",379812,499.090350338045,"NA","NA","2008","NA","4",1967,"1","5","3","DK","2","NA","3","3","NA","2","1","NA","NA",,"NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","5","6","5","7","6","8","6","NA","NA","NA","NA","1","2","1","2","NA","2","NA",1,1,1,29890,0,1,0,-6270,0,,0,0,0,0,0,0,1,37981,"2",0,13273,40,"1","7.4506","","NA"
"2008","DK",379814,499.090350338045,"2149.146","NA","2008","NA","2",1968,"2","1","1","DK","2","NA","NA","9","NA","1","NA","NA","NA","5","NA","1","0","NA","NA","5","1","NA","NA","NA","NA","NA","6","NA","NA","6","6","6","5","6","1","6","NA","NA","1","NA","3","NA","NA","2","NA",1,1,1,0,0,1,0,0,0,,3922,0,0,15918,0,0,1,37981,"2",0,650,39,"1","7.4506","","i"
"2008","DK",379881,499.090350338045,"649.8288","2","2008","NA","4",1966,"2","2","3","DK","2","NA","6","1","NA","NA","NA","NA","3",,"70","12","0","NA","NA","13","NA","NA","NA","NA","NA","NA","1","1","1","1","3","NA","NA","NA","1","1","1","1","2","NA","3","NA","NA","NA","NA",1,1,1,61575,0,1,0,0,0,,0,0,0,0,0,0,1,37988,"3",0,0,41,"7","7.4506","","NA"
"2008","DK",379883,499.090350338045,"NA","1","2008","NA","2",1966,"1","2","3","DK","2","NA","5","2","NA","2","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","8","7","6","6","6","8","6","NA","6","NA","1","1","NA","NA","NA","NA","NA",1,1,1,667,0,1,0,17378,0,,0,0,0,1328,0,0,1,37988,"3",0,3648,41,"1","7.4506","","g"
"2008","DK",380101,499.090350338045,"581.0998","1","2008","NA","3",1957,"1","2","1","DK","2","NA","3","1","NA","1","NA","NA","3","8","37","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","1","NA","3","1","NA","2","NA","NA","NA",1,1,1,52185,447,1,328,0,0,,0,0,0,0,0,0,1,38010,"2",0,4428,50,"1","7.4506","f","NA"
"2008","DK",380102,499.090350338045,"NA","1","2008","NA","3",1987,"2","1","3","DK","2","5","3","4","NA","NA","2","NA","NA","5","37","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","NA","NA","7","NA","NA","NA","7","7","NA","6","3","1","1","NA","NA","2","NA",1,1,1,2849,0,1,2570,0,0,,0,0,0,0,0,10545,1,38010,"3",0,273,20,"6","7.4506","","NA"
"2008","DK",380103,499.090350338045,"664.0469","2","2008","NA","1",1990,"2","1","3","DK","1","3","2","4","NA","1","NA","NA","NA",,"NA","7","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","7","NA","3","1","7","6","NA","1","8","NA","NA","3","2","NA","NA","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,38010,"2",0,3246,17,"1","7.4506","","NA"
"2008","DK",380104,499.090350338045,"NA","2","2008","NA","2",1964,"2","2","3","DK","2","NA","3","1","NA","2","2","NA","NA","4","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","3","NA","8","NA","NA","NA","6","1","8","6","2","1","3","2","NA","NA","NA",1,1,1,24800,0,1,0,-2172,0,,0,0,0,0,0,0,1,38010,"2",0,7455,43,"6","7.4506","","g"
"2008","DK",380742,499.090350338045,"413.0398","2","2008","NA","2",1968,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","6","NA","4","NA","2","NA","NA","NA","NA","1","1","3","NA","2","NA","NA","1","1","NA","NA","1","2","NA","NA","2","NA","NA","NA",1,1,1,36473,0,1,298,0,0,,0,0,0,0,0,0,1,38074,"2",0,4692,39,"1","7.4506","","o"
"2008","DK",380743,499.090350338045,"653.1523","2","2008","NA","4",1962,"1","2","1","DK","2","NA","3","1","NA","NA","2","NA","3","5","32","12","12","NA","NA","13","1","NA","2","NA","NA","NA","1","1","1","1","1","NA","1","1","2","1","NA","1","NA","1","3","NA","NA","2","NA",1,1,1,66243,0,1,0,0,0,,0,0,0,937,13793,0,1,38074,"2",0,5230,45,"7","7.4506","","o"
"2008","DK",380911,499.090350338045,"860.3305","1","2008","NA","1",1990,"2","1","3","DK","1","3","2","4","NA","NA","2","NA","NA",,"NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","1","1","7","7","NA","NA","NA","NA","7","2","1","NA","NA","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,38091,"3",0,0,17,"1","7.4506","","NA"
"2008","DK",380913,499.090350338045,"766.9015","2","2008","NA","1",1959,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","50","12","0","NA","NA","13","NA","1","NA","NA","NA","NA","NA","NA","1","6","8","1","NA","NA","NA","NA","1","NA","2","2","3","2","3","NA","NA",1,1,1,55883,0,1,0,-479,0,,0,0,0,479,0,0,1,38091,"2",0,402,48,"6","7.4506","k","NA"
"2008","DK",380914,499.090350338045,"1772.032","1","2008","NA","1",1959,"1","2","1","DK","2","NA","2","6","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","4","6","NA","2","7","NA","6","6","NA","NA","2","2","3","NA","NA","2","NA",1,1,1,93,0,1,0,0,0,,0,0,0,1422,9681,0,1,38091,"2",0,4210,48,"1","7.4506","","NA"
"2008","DK",381031,499.090350338045,"1344.469","1","2008","NA","3",1968,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","13","NA","1","NA","NA","NA","NA","NA","1","NA","NA","1","1","3","NA","1","3","5","NA","NA","NA","NA","2","NA","NA","NA",1,1,1,60664,0,1,1038,0,0,,508,0,0,0,0,0,1,38103,"3",0,13622,39,"6","7.4506","c+d+e","l-n"
"2008","DK",381034,499.090350338045,"NA","1","2008","NA","2",1973,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","2","2","37","12","0","NA","NA","NA","NA","NA","1","1","NA","NA","1","NA","NA","3","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,55511,0,1,0,0,0,,0,0,0,427,0,0,1,38103,"3",0,361,34,"6","7.4506","","NA"
"2008","DK",381301,499.090350338045,"1443.801","1","2008","NA","4",1972,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","2","37","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","NA","1","1","NA","1","NA","1","NA","NA","1","1","2","3","NA","NA","2","NA",1,1,1,30695,0,1,0,0,0,,33427,0,0,323,0,0,1,38130,"2",0,87,35,"6","7.4506","","l-n"
"2008","DK",381304,499.090350338045,"1075.024","1","2008","NA","3",1972,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","NA","1","1","2","NA","NA","NA","NA","1","1","1","1","3","NA","1","1","1","NA","3","NA","NA","3","NA","NA","NA","NA",1,1,1,106268,0,1,0,0,0,,0,0,0,0,0,0,1,38130,"2",0,0,35,"6","7.4506","","NA"
"2008","DK",382041,499.090350338045,"1274.984","1","2008","NA","2",1973,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","NA","5","30","12","0","NA","2","13","NA","1","2","NA","NA","NA","NA","1","1","NA","1","NA","6","NA","6","1","6","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,35590,0,1,0,0,0,,0,0,0,0,0,0,1,38204,"2",0,1709,34,"7","7.4506","l","q"
"2008","DK",382044,499.090350338045,"NA","2","2008","NA","1",1973,"1","1","1","DK","2","NA","3","1","NA","1","NA","NA","3","9","35","12","12","NA","NA","12","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","1","1","1","2","3","2","NA","2","NA",1,1,1,44929,0,1,1933,0,0,,0,0,0,0,0,0,1,38204,"3",0,7943,34,"1","7.4506","","l-n"
"2008","DK",382281,499.090350338045,"1006.161","2","2008","NA","2",1990,"2","1","1","DK","2","3","2","4","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","1","NA","2","7","6","7","5","NA","7","NA","7","1","NA","NA","NA","NA","2","NA",1,1,1,1469,20,1,134,0,0,,0,0,0,0,0,425,1,38228,"2",0,349,17,"5","7.4506","","NA"
"2008","DK",382282,499.090350338045,"1651.994","NA","2008","NA","4",1962,"1","2","2","DK","2","NA","5","2","NA","NA","NA","NA","3","3","37","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","1","1","1","1","1","NA","7","3","1","3","2","1","2","NA","2","NA",1,1,1,1182,0,1,0,0,0,,0,0,0,36398,3737,0,1,38228,"3",0,8523,45,"1","7.4506","n","NA"
"2008","DK",382283,499.090350338045,"1248.432","1","2008","NA","3",1968,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","3","47","1","0","8","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","1","NA","NA","1","1","1","1","3","NA","3","NA","NA","2","NA",1,1,1,39772,0,1,0,0,0,,0,0,0,0,0,0,1,38228,"2",0,0,39,"1","7.4506","","NA"
"2008","DK",382302,499.090350338045,"388.2612","1","2008","NA","1",1962,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","13","NA","1","2","NA","NA","NA","1","NA","1","NA","NA","1","1","NA","1","1","3","NA","2","NA","3","2","NA","2","NA",1,1,1,81004,352,1,2482,0,0,,0,0,0,0,0,0,1,38230,"3",0,6,45,"6","7.4506","k","NA"
"2008","DK",382303,499.090350338045,"NA","1","2008","NA","3",1967,"2","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","12","NA","NA","NA","NA","NA","NA","1","1","NA","1","8","NA","1","NA","1","1","6","6","2","2","3","2","NA","NA","NA",1,1,1,36969,0,1,0,0,0,,0,0,0,0,0,0,1,38230,"2",0,4048,40,"1","7.4506","","b-e"
"2008","DK",382304,499.090350338045,"1429.787","2","2008","NA","1",1991,"2",,"3",,"1","5",,,"NA","NA","2","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","7","7","NA","NA","7","NA","6","7","NA","NA","7","2","NA","3","NA","NA","2","NA",1,1,1,0,0,1,322,0,0,,0,0,0,0,0,0,1,38230,"3",0,527,16,"1","7.4506","",
"2008","DK",382591,499.090350338045,"716.1512","1","2008","NA","4",1964,"2","2","2","EU","2","NA","3","1","NA","NA","2","NA","3","3","37","12","0","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","6","NA","1","NA","1","1","1","8","NA","NA","2","3","2","NA","2","NA",1,1,1,36878,147,1,805,0,0,,0,0,0,0,0,0,1,38259,"2",0,0,43,"7","7.4506","","NA"
"2008","DK",382593,499.090350338045,"626.1147","1","2008","NA","4",1959,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3",,"37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","1","NA","NA","NA","1","1","1","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,1,88437,0,1,0,16,0,,0,0,0,0,0,0,1,38259,"2",0,2268,48,"1","7.4506","","NA"
"2008","DK",383221,499.090350338045,"NA","1","2008","NA","1",1957,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","8","60","12","0","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","1","NA","1","1","2","2","NA","2","NA","2","NA",1,1,1,1089,5394,1,313,53026,0,,0,0,0,9216,0,0,1,38322,"3",0,0,50,"7","7.4506","","l-n"
"2008","DK",383223,499.090350338045,"1645.707","2","2008","NA","1",1963,"2","5","1","DK","2","NA","5","1","NA","1","2","NA","3","3","37","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","1","NA","NA","6","NA","NA","1","NA","2","8","6","NA","3","2","3","NA","NA","NA","NA",1,1,1,28514,0,1,0,0,0,,0,0,0,0,0,0,1,38322,"2",0,4180,44,"1","7.4506","","r-u"
"2008","DK",383242,499.090350338045,"922.0103","1","2008","NA","3",1963,"2","2","3","DK","2","3","3","4","NA","2","2","NA","NA","4","37","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","5","NA","7","NA","NA","1","NA","NA","7","7","1","2","2","NA","2","NA","NA","NA",1,1,1,9954,0,1,2032,0,0,,0,0,0,0,0,2220,1,38324,"2",0,5638,44,"6","7.4506","","NA"
"2008","DK",383243,499.090350338045,"1083.44","1","2008","NA","4",1966,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","4","50","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","1","NA","NA","1","NA","NA","1","1","1","NA","3","NA","NA","2","NA",1,1,1,91522,2765,1,0,0,0,,154,0,0,0,0,0,1,38324,"2",2694,0,41,"1","7.4506","","j"
"2008","DK",383244,499.090350338045,"1445.183","1","2008","NA","2",1990,"1","1","2","DK","1","NA","2","1","NA","NA","2","NA","NA","9","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","6","7","NA","8","6","NA","1","NA","1","NA","1","1","NA","2","NA",1,1,1,1752,0,1,0,0,0,,0,0,0,0,0,0,1,38324,"2",0,4410,17,"7","7.4506","","h"
"2008","DK",383641,499.090350338045,"777.3761","2","2008","NA","4",1954,"1","5","1","DK","2","NA","2","6","NA","NA","NA","NA","3",,"NA","12","12","NA","NA","13","NA","2","NA","NA","NA","NA","1","1","6","NA","1","1","NA","2","NA","NA","1","NA","2","NA","3","2","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,0,0,9560,17575,0,1,38364,"2",0,5935,53,"6","7.4506","","NA"
"2008","DK",383642,499.090350338045,"1465.79","1","2008","NA","2",1962,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","36","12","0","NA","2","13","NA","NA","2","NA","NA","NA","NA","NA","1","6","1","1","1","1","1","NA","1","1","2","2","NA","2","NA","NA","NA",1,1,1,39095,0,1,0,0,0,,0,0,0,0,0,0,1,38364,"2",0,0,45,"1","7.4506","","NA"
"2008","DK",383711,499.090350338045,"483.1001","1","2008","NA","3",1989,"2","1","3","DK","2","2","2","4","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","7","7","6","6","1","NA","NA","7","NA","NA","NA","1","NA","2","2","NA","2","NA",1,1,1,1233,0,1,5375,0,0,,0,0,0,0,0,0,1,38371,"2",0,3753,18,"1","7.4506","","NA"
"2008","DK",383712,499.090350338045,"1457.137","NA","2008","NA","2",1961,"2","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","NA","NA","2","1","NA","NA","NA","NA","1","1","NA","1","8","NA","8","1","NA","NA","6","1","2","3","2","NA","NA","NA",1,1,1,31934,0,1,0,0,0,,0,0,0,0,0,0,1,38371,"3",0,3853,46,"6","7.4506","","o"
"2008","DK",383714,499.090350338045,"613.7251","2","2008","NA","1",1965,"1","5","1","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","32","6","0","NA","NA","4","NA","2","NA","NA","NA","NA","6","NA","NA","8","2","NA","NA","1","1","NA","1","6","1","2","3","NA","NA","NA","NA",1,1,1,23843,2872,1,13,0,0,,0,0,0,0,0,0,1,38371,"2",2872,10978,42,"1","7.4506","h","j"
"2008","DK",383891,499.090350338045,"816.4455","1","2008","NA","4",1961,"1","5","3","DK","2","NA","3","1","NA","NA","1","NA","NA","3","37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","3","NA","NA","NA","2","NA","2","NA",1,1,1,58682,0,1,1611,0,0,,0,0,0,0,0,0,1,38389,"2",0,1657,46,"6","7.4506","k","k"
