"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","DK",39301,"2","2008","7",167822,109375,0,0,,,,,,,,0,0,0,0,0,,3492,,0,1293,0,,57153,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","6710.87","2","NA","2","2","2","1","2","1","6","2","1","NA","NA","562.88","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","DK",39323,"NA","2008","8",172600,132172,0,0,,,,,,,,0,1805,0,0,0,,751,,0,1846,0,,38582,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2952.78","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","1834.3","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","DK",39326,"2","2008","7",62422,-14543,0,0,,,,,,,,0,3569,0,0,0,,-552,,3069,1697,0,,75268,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","5368.7","3","NA","2","2","2","2","NA","1","6","2","1","NA","NA","1511.55","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","DK",39333,"2","2008","6",122311,109997,0,0,,,,,,,,0,3797,0,0,0,,-2087,,0,473,0,,11841,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3355.43","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","2092.02","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","NA","1","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","DK",39341,"NA","2008","10",47858,-3125,0,0,,,,,,,,0,4488,0,0,0,,-11713,,0,3663,0,,47320,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","6710.87","3","NA","2","2","2","2","NA","1","NA","2","1","NA","NA","399.03","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.3,,,,,,
"2008","DK",39351,"1","2008","9",88538,62421,0,0,,,,,,,,0,3486,0,0,0,,449,,0,1176,0,,24941,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","562.88","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","DK",39364,"1","2008","6",80296,43273,0,0,,,,,,,,0,3450,0,264,0,,-2338,,0,299,0,,36724,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1192.15","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","8","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4",2.1,,,,,,
"2008","DK",39423,"2","2008","11",116723,86129,0,0,,,,,,,,0,3331,0,0,0,,145,,0,932,0,,29662,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","939.52","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","695.28","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39463,"2","2008","5",110182,82326,0,0,,,,,,,,0,2504,0,0,1912,,271,,0,3645,0,,24211,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","1","5","1342.17","3","3","2","2","2","2","1","1","4","2","1","NA","NA","1556.41","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",3,,,,,,
"2008","DK",39494,"1","2008","11",116696,84798,0,0,,,,,,,,0,1608,0,0,0,,5262,,0,0,0,,31898,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","2684.35","2","3","2","2","2","2","1","1","5","2","1","NA","NA","695.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39546,"2","2008","13",159570,64608,0,0,,,,,,,,0,3520,0,0,0,,-1187,,0,0,0,,94962,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","4","1","1","NA","NA","1794.12","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39556,"1","2008","22",151480,84607,0,0,,,,,,,,0,968,0,0,0,,-716,,0,0,0,,66872,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","3","3","2","1","2","2","1","1","6","NA","1","NA","NA","1556.41","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39563,"2","2008","7",68789,43724,0,0,,,,,,,,0,3535,0,0,0,,-46,,0,534,0,,24531,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","4026.52","3","3","2","2","2","2","1","1","6","2","1","NA","NA","2792.44","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39633,"2","2008","8",113202,89450,0,0,,,,,,,,0,1576,0,0,0,,408,,1,912,0,,22840,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","1","2","2","5","2","1","NA","NA","399.03","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","2","NA","2","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39655,"2","2008","9",87909,59422,0,0,,,,,,,,0,2341,0,0,1787,,253,,0,0,0,,28487,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","6","4026.52","3","NA","2","2","NA","2","1","1","5","2","1","NA","NA","1695.49","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39666,"1","2008","6",82866,53605,0,0,,,,,,,,0,1868,0,0,0,,-830,,0,1706,0,,27555,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3221.22","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1243.78","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39733,"1","2008","7",118518,18815,0,0,,,,,,,,0,2629,0,0,1039,,835,,0,0,0,,99703,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","3","5","NA","3","NA","2","2","2","2","1","2","3","2","1","1543.5","NA","699.97","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39752,"NA","2008","7",78430,49851,0,0,,,,,,,,0,5507,0,0,0,,59,,0,1143,0,,27435,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","3","1","6","2","1","NA","NA","813.24","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39766,"1","2008","5",78128,49835,0,0,,,,,,,,0,9238,0,0,3650,,2933,,0,1531,0,,26763,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","13421.74","3","1","2","2","2","2","1","2","6","2","1","1207.96","NA","795.32","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39783,"1","2008","6",168613,142283,0,0,,,,,,,,0,1425,0,0,0,,-1554,,0,896,0,,25433,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1342.17","3","3","2","2","2","2","3","2","3","2","1","496.6","NA","1672.27","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","5",3,,,,,,
"2008","DK",39786,"2","2008","6",122244,102275,0,0,,,,,,,,0,2710,0,0,0,,-2954,,0,0,0,,19969,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","3","NA","2","2","2","1","1","1","4","2","1","NA","NA","1695.49","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","2","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39803,"1","2008","8",2444,-52326,0,0,,,,,,,,0,33425,0,0,0,,-114716,,8819,3223,0,,51547,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","6710.87","3","3","2","2","2","2","1","1","5","2","1","NA","NA","765.92","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39805,"2","2008","7",75156,37346,0,0,,,,,,,,0,10081,0,0,0,,-1729,,0,1041,1972,,34797,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","4026.52","3","NA","2","2","2","2","2","1","5","2","1","NA","NA","2022.53","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39830,"2","2008","10",118924,67035,0,0,,,,,,,,0,478,0,0,0,,14787,,0,2183,0,,49705,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","8053.04","2","NA","2","2","2","1","1","1","6","2","1","NA","NA","1876.53","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39833,"1","2008","5",81743,69768,0,0,,,,,,,,0,7954,0,9473,0,,-852,,0,580,0,,11395,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","3","NA","NA","2","2","2","1","1","4","2","1","NA","NA","699.97","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",39836,"1","2008","8",54704,8476,0,0,,,,,,,,0,3889,0,0,0,,-1311,,0,0,2741,,43487,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2952.78","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","465.49","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39882,"1","2008","8",135674,105300,0,0,,,,,,,,0,3109,0,0,0,,-2847,,0,1235,0,,29139,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","NA","2","NA","2","4","2","3","2","1","NA","NA","1293.49","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39887,"2","2008","9",-494100,-520466,0,0,,,,,,,,0,20934,0,0,0,,-578034,,827,0,0,,26367,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2952.78","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","810.23","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39891,"NA","2008","11",133179,-112851,0,0,,,,,,,,0,8997,0,0,0,,-3857,,0,0,0,,246030,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3355.43","3","3","2","2","2","2","2","1","6","2","1","NA","NA","765.92","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39924,"1","2008","15",126649,67659,0,0,,,,,,,,0,1352,0,0,0,,-2298,,0,0,3498,,55493,"NA","3","NA","3","NA","2","1","1","1","1","1","1","1","1","6","1006.63","3","NA","2","2","2","1","2","1","5","2","1","NA","NA","765.92","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39937,"1","2008","6",149284,106453,0,0,,,,,,,,0,1989,0,0,0,,6,,0,1273,0,,41557,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","4026.52","2","NA","2","1","2","2","1","1","2","2","1","NA","NA","308.9","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39946,"1","2008","6",85504,69906,0,0,,,,,,,,0,7679,0,0,2819,,-18804,,0,389,0,,15209,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2684.35","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1732.69","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39964,"1","2008","6",155957,126427,0,0,,,,,,,,0,3522,0,0,0,,-14941,,434,548,0,,28982,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","1","5","2","1","NA","NA","795.32","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","NA","NA","2","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",39982,"2","2008","8",70832,19990,0,0,,,,,,,,0,3084,0,0,0,,-13081,,380,1614,0,,49228,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","695.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",39985,"1","2008","15",66248,32211,0,0,,,,,,,,0,23396,0,0,8590,,-57292,,0,4241,0,,29796,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1334.21","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",3,,,,,,
"2008","DK",40012,"NA","2008","5",83214,-35833,0,0,,,,,,,,0,2284,0,0,0,,-4864,,0,6000,0,,113047,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","1","1","1","6","2","1","456.34","NA","1794.12","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","1","NA","NA","2","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40065,"2","2008","14",139872,103162,0,0,,,,,,,,0,4719,0,0,2550,,1044,,0,0,0,,36710,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","4026.52","3","3","2","2","2","2","1","1","6","2","1","NA","NA","695.28","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",40068,"2","2008","8",77844,-32721,0,0,,,,,,,,0,4846,0,0,0,,13633,,0,3173,4384,,103007,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2684.35","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","810.23","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","1","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",40070,"2","2008","4",81513,54327,0,0,,,,,,,,0,1788,0,0,0,,-7073,,0,2986,0,,24200,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","2","NA","2","2","2","1","NA","1","6","2","1","NA","NA","801.59","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",40078,"1","2008","11",58953,20998,0,0,,,,,,,,0,2496,0,0,0,,-276,,74,0,0,,37955,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","NA","1","6","2","1","NA","NA","1102.69","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40092,"2","2008","7",99914,74939,0,0,,,,,,,,0,568,0,0,0,,17570,,0,0,0,,24974,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","2","NA","1","NA","2","1","NA","NA","1511.55","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",3,,,,,,
"2008","DK",40098,"1","2008","8",128140,97704,0,0,,,,,,,,0,3526,0,0,0,,12,,0,838,1587,,28011,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","NA","2","1","NA","NA","795.32","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40124,"1","2008","12",98459,64838,0,0,,,,,,,,0,3792,0,0,0,,-3356,,0,1526,0,,32095,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","2","3","2","2","2","2","1","1","6","2","1","NA","NA","801.59","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40140,"2","2008","8",92287,-71899,0,0,,,,,,,,0,1573,0,0,0,,-699,,0,2572,0,,161614,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1073.74","3","NA","2","2","2","2","1","1","4","2","2","NA","NA","1456.81","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40143,"1","2008","10",122490,83054,0,0,,,,,,,,0,1699,0,0,0,,7977,,2621,0,0,,39436,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5368.7","3","NA","2","2","1","2","1","1","6","2","1","NA","NA","659.07","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40166,"1","2008","13",50119,46337,0,0,,,,,,,,0,10892,0,0,3999,,-26672,,0,141,0,,3642,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","695.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40250,"2","2008","6",71372,4341,0,0,,,,,,,,0,1852,0,0,0,,6,,0,1924,2658,,62449,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","553.23","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",40271,"2","2008","9",95894,56521,0,0,,,,,,,,0,1774,0,0,0,,-7019,,0,1215,0,,38157,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","1","2","2","1","6","2","1","NA","NA","3405.82","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.6,,,,,,
"2008","DK",40285,"2","2008","6",204229,193104,0,0,,,,,,,,0,4087,0,0,0,,11498,,0,353,0,,10773,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","5368.7","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1511.55","1","NA","1","NA","1","2","1","NA","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",3,,,,,,
"2008","DK",40312,"2","2008","6",945427,931204,0,0,,,,,,,,0,1316,0,0,0,,-146,,39,594,0,,13629,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2013.26","3","NA","2","2","2","2","3","1","3","2","1","NA","NA","1205.52","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
"2008","DK",40374,"NA","2008","NA",161533,145676,0,0,,,,,,,,0,1306,0,0,0,,-965,,0,0,0,,15857,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","6","2","1","NA","NA","1300.78","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","1","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.8,,,,,,
"2008","DK",40382,"1","2008","6",112196,80093,0,0,,,,,,,,0,1315,0,0,0,,-3359,,0,0,0,,32103,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","2013.26","3","NA","2","2","2","1","2","1","3","2","1","456.34","NA","1102.69","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5",2.4,,,,,,
