"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD010","PD020","PD030","PD040","PD050","PD060","PD070","PX030","PX040","PL031","pl070","pl070_f","pl072","pl072_f","PX020","PX050","PX010","PL110","PL111"
"2009","DK",185661,505.861650485437,"1218.028","2","2009","NA","4",1985,"2","1","1","DK","1","NA","2","NA","NA","2","NA","NA","NA","5","NA","NA","NA","12","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,1,4619,0,0,2365,1,0,0,0,,10640,0,0,0,0,0,1,"1","NA","1","NA","1","NA","NA",18566,"2","5",,,,,23,"2","7.456",,"NA"
"2009","DK",186581,505.861650485437,"666.553","NA","2009","NA","2",1975,"1","2","1","EU","2","3","5","NA","NA","1","NA","NA","3","2","37","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,1,35455,0,0,570,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","4","NA","NA","1",18658,"2","1",,,,,33,"6","7.456",,"NA"
"2009","DK",186611,505.861650485437,"NA","2","2009","NA","2",1950,"1","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","7","37","NA","NA","13","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,1,49170,0,0,1132,1,1009,0,0,,0,0,0,0,0,0,1,"1","NA","1","NA","NA","1","1",18661,"2","1",,,,,58,"2","7.456",,"NA"
"2009","DK",187171,505.861650485437,"NA","2","2009","NA","3",1935,"1","2","3","DK","2","NA","3","NA","NA","1","NA","NA","NA","3","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","1","NA","NA","NA",1,1,1,0,0,0,0,1,0,2552,0,,0,22371,0,0,0,0,1,"1","1","NA","3","NA","3","NA",18717,"2","7",,,,,73,"6","7.456",,"NA"
"2009","DK",187341,505.861650485437,"1030.276","1","2009","NA","1",1938,"1","2","2","DK","2","NA","3","NA","NA","NA","NA","NA","NA","7","37","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,1,0,0,0,4877,1,0,0,0,,0,69967,0,0,0,0,1,"NA","NA","NA","2","1","3","1",18734,"3","7",,,,,70,"6","7.456",,"NA"
"2009","DK",187531,505.861650485437,"1900.265","2","2009","NA","2",1940,"2","5","2","DK","2","NA","5","NA","NA","1","2","NA","3","0 - 1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",1,1,1,0,0,0,294,1,862,0,0,,0,14730,0,0,0,0,1,"1","NA","1","3","1","1","NA",18753,"2","7",,,,,68,"2","7.456",,"NA"
"2009","DK",188181,505.861650485437,"1171.85","NA","2009","NA","3",1943,"1","5","1","DK","2","NA","5","NA","NA","1","NA","NA","3","2","37","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",1,1,1,39964,0,0,87,1,5968,0,0,,0,0,0,0,0,0,1,"NA","1","NA","NA","1","NA","NA",18818,"2","1",,,,,65,"2","7.456",,"o"
"2009","DK",188571,505.861650485437,"1416.778","1","2009","NA","3",1933,"1","2","3","DK","2","NA","3","NA","NA","2","2","NA","3","5","37","NA","4","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","1","NA",1,1,1,0,0,0,0,1,0,0,0,,0,16218,0,0,0,0,1,"NA","1","1","1","3","NA","1",18857,"3","7",,,,,75,"2","7.456",,"NA"
"2009","DK",188941,505.861650485437,"NA","2","2009","NA","1",1946,"2","1","1","DK","2","NA","3","NA","NA","1","2","NA","3","3","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,1,0,0,0,4541,1,0,-8687,0,,0,0,0,0,0,0,1,"NA","3","1","NA","3","1","NA",18894,"2","3",,,,,62,"6","7.456",,"k"
"2009","DK",189011,505.861650485437,"1362.575","2","2009","NA","4",1933,"2","4","3","DK","2","NA","5","NA","NA","NA","1","NA","3","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,1,0,0,0,3681,1,0,0,0,,14986,5166,0,0,0,0,1,"NA","1","NA","3","NA","1","NA",18901,"2","7",,,,,75,"2","7.456",,"NA"
"2009","DK",189371,505.861650485437,"1361.821","2","2009","NA","3",1969,"2","2","3","DK","2","NA","3","NA","NA","1","2","1","3",,"37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","2","NA",1,1,1,26308,2199,2199,4180,1,0,0,0,,0,0,0,0,0,0,1,"NA","3","1","NA","1","1","NA",18937,"3","1",,,,,39,"7","7.456",,"NA"
"2009","DK",190091,505.861650485437,"458.6898","2","2009","NA","4",1985,"1","1","1","DK","2","NA","3","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","NA","NA","2","NA",1,1,1,14768,0,0,570,1,0,0,0,,0,0,0,0,0,8830,1,"1","1","NA","2","1","NA","1",19009,"2","5",,,,,23,"6","7.456",,"NA"
"2009","DK",190201,505.861650485437,"458.5347","2","2009","NA","4",1943,"2","2","1","DK","1","NA","2","NA","NA","2","2","NA","2","2","33","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,19727,0,0,405,1,0,0,0,,0,0,2365,0,0,0,1,"1","NA","1","3","NA","3","1",19020,"3","2",,,,,65,"2","7.456",,"NA"
"2009","DK",190301,505.861650485437,"NA","NA","2009","NA","3",1951,"2","4","3","DK","2","NA","3","NA","NA","NA","2","NA","3","5","10","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",1,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,28437,0,1,"NA","NA","NA","NA","1","NA","1",19030,"2","8",,,,,57,"2","7.456",,"NA"
"2009","DK",190711,505.861650485437,"870.4577","2","2009","NA","4",1970,"1","2","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","2","42","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","NA","NA","NA","2","NA",1,1,1,36613,0,0,17252,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","1","1","NA","NA",19071,"3","1",,,,,38,"2","7.456",,"l-n"
"2009","DK",191201,505.861650485437,"NA","NA","2009","NA","4",1928,"2","4","2","DK","2","NA","NA","NA","NA","1","NA","NA","3","9","27","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","2","2","NA","2","NA",1,1,1,0,0,0,1302,1,0,36,0,,0,19151,0,0,0,0,1,"1","2","NA","NA","NA","NA","1",19120,"2","7",,,,,80,"2","7.456",,"NA"
"2009","DK",191281,505.861650485437,"1281.692","1","2009","NA","1",1944,"2","2","1","DK","2","NA","NA","NA","NA","1","2","NA","4",,"NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","1","NA",1,1,1,0,0,0,304,1,1770,0,0,,0,0,0,0,24178,0,1,"1","1","NA","2","1","1","NA",19128,"2","8",,,,,64,"2","7.456",,"NA"
"2009","DK",192141,505.861650485437,"2028.969","2","2009","NA","1",1933,"2","2","1","DK","2","NA","5","NA","NA","1","2","1","3","2","NA","NA","NA","12","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,1,0,0,0,5503,1,0,0,0,,0,16509,0,0,0,0,1,"1","1","1","3","NA","3","1",19214,"2","7",,,,,75,"2","7.456",,"NA"
"2009","DK",192851,505.861650485437,"849.1769","1","2009","NA","1",1943,"1","2","3","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","NA","NA","NA","1","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,1,0,0,0,6125,1,1621,0,0,,0,25598,0,0,0,0,1,"1","1","1","NA","1","1","1",19285,"2","7",,,,,65,"NA","7.456",,"NA"
"2009","DK",193491,505.861650485437,"582.8006","2","2009","NA","4",1932,"1","5","3","DK","2","NA","2","NA","NA","1","2","NA","3","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","3","NA","NA","NA","NA",1,1,1,0,0,0,570,1,2173,0,0,,0,20875,0,0,0,0,1,"NA","1","1","NA","NA","1","1",19349,"2","7",,,,,76,"7","7.456",,"NA"
"2009","DK",193591,505.861650485437,"1202.669","2","2009","NA","3",1928,"2","2","1","DK","2","NA","NA","NA","NA","1","2","NA","3",,"NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","1","NA",1,1,1,0,0,0,6930,1,0,13800,0,,0,14510,0,0,0,0,1,"3","2","NA","5","NA","3","1",19359,"3","7",,,,,80,"2","7.456",,"NA"
"2009","DK",193621,505.861650485437,"NA","2","2009","NA","4",1979,"1","1","1","DK","2","NA","3","NA","NA","NA","2","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,1,7868,0,0,392,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","1","NA","NA","1","1",19362,"3","6",,,,,29,"7","7.456",,"NA"
"2009","DK",193711,505.861650485437,"1304.168","1","2009","NA","3",1928,"2","2","3","DK","2","NA","NA","NA","NA","NA","2","NA","3",,"55","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","2","NA","2","NA",1,1,1,0,0,0,4265,1,0,0,0,,0,25781,0,0,0,0,1,"1","1","1","4","NA","1","1",19371,"3","7",,,,,80,"7","7.456",,"NA"
"2009","DK",193811,505.861650485437,"NA","2","2009","NA","4",1935,"2","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","3","20","NA","NA","NA","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","NA","NA",1,1,1,0,0,0,0,1,0,0,0,,0,35413,0,0,0,0,1,"1","2","1","2","1","1","1",19381,"2","7",,,,,73,"2","7.456",,"NA"
"2009","DK",193931,505.861650485437,"NA","NA","2009","NA","3",1970,"1","1","3","DK","2","NA","3","NA","NA","NA","NA","NA","3","0 - 1","45","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,1,62003,0,0,163,1,0,14,0,,0,0,0,0,0,0,1,"NA","3","1","4","3","NA","NA",19393,"2","1",,,,,38,"NA","7.456",,"NA"
"2009","DK",194401,505.861650485437,"NA","1","2009","NA","2",1928,"2","4","3","DK","2","NA","2","NA","NA","NA","2","NA","3","9","37","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,0,0,0,125,1,0,0,0,,0,31903,0,0,0,0,1,"NA","1","1","NA","NA","3","1",19440,"3","7",,,,,80,"3","7.456",,"NA"
"2009","DK",194421,505.861650485437,"NA","1","2009","NA","1",1983,"2","1","1","DK","2","NA","2","NA","NA","1","NA","NA","NA","9","15","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","2","NA",1,1,1,21149,0,0,5198,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","1","3","1","3","NA",19442,"3","2",,,,,25,"2","7.456",,"l-n"
"2009","DK",194691,505.861650485437,"2295.248","2","2009","NA","3",1988,"2","1","1","DK","1","NA","2","NA","NA","1","1","1","3",,"NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA",1,1,1,2682,0,0,10453,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",19469,"3","6",,,,,20,"NA","7.456",,"NA"
"2009","DK",194851,505.861650485437,"917.563","2","2009","NA","4",1962,"1","1","3","DK","2","NA","3","NA","NA","NA","NA","NA","3","2","40","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,1,37033,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","1","NA","1","1","1",19485,"2","2",,,,,46,"2","7.456",,"j"
"2009","DK",195081,505.861650485437,"NA","2","2009","NA","1",1928,"1","4","3","DK","2","NA","NA","NA","NA","1","2","NA","1","9","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","2","NA",1,1,1,0,0,0,392,1,148,0,0,,14960,6476,0,0,0,0,1,"1","2","NA","NA","1","3","NA",19508,"2","7",,,,,80,"2","7.456",,"NA"
"2009","DK",195421,505.861650485437,"1269.289","2","2009","NA","4",1944,"1","2","3","DK","2","NA","6","NA","NA","1","NA","NA","3",,"37","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,1,49001,197,0,8434,1,0,0,0,,0,0,0,0,0,0,1,"3","NA","1","2","1","1","1",19542,"3","1",,,,,64,"2","7.456",,"NA"
"2009","DK",195641,505.861650485437,"715.1552","2","2009","NA","4",1969,"2","5","1","DK","1","NA","2","NA","NA","1","2","NA","3","4","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","2","1",1,1,1,0,0,0,7796,1,0,193,0,,11557,0,0,5964,0,0,1,"1","1","NA","NA","1","1","NA",19564,"2","5",,,,,39,"2","7.456",,"NA"
"2009","DK",195711,505.861650485437,"768.5576","1","2009","NA","2",1985,"1","1","3","DK","2","NA","3","NA","NA","2","2","NA","3","3","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","2","NA","2","NA",1,1,1,17412,0,0,4529,1,0,0,0,,0,0,0,0,0,0,1,"NA","NA","1","2","NA","1","1",19571,"2","6",,,,,23,"2","7.456",,"NA"
"2009","DK",195971,505.861650485437,"NA","2","2009","NA","3",1943,"2","2","3","DK","2","NA","3","NA","NA","1","2","NA","3","7","37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",1,1,1,0,0,0,0,1,0,0,0,,0,26408,0,0,0,0,1,"1","1","NA","2","NA","1","NA",19597,"2","7",,,,,65,"7","7.456",,"NA"
"2009","DK",196301,505.861650485437,"NA","2","2009","NA","2",1937,"2","2","3","DK","2","NA","2","NA","NA","2","2","NA","3","0 - 1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","NA","NA",1,1,1,0,0,0,3187,1,0,0,0,,0,17700,0,0,0,0,1,"1","1","1","2","1","1","NA",19630,"2","7",,,,,71,"7","7.456",,"NA"
"2009","DK",196321,505.861650485437,"NA","2","2009","NA","1",1928,"2","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","3","37","NA","NA","8","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","2","NA","NA","NA","NA",1,1,1,0,0,0,6053,1,0,96,0,,0,36338,0,0,0,0,1,"1","1","NA","2","1","NA","1",19632,"2","7",,,,,80,"2","7.456",,"NA"
"2009","DK",196471,505.861650485437,"NA","1","2009","NA","1",1956,"1","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","4","37","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,1,26834,0,0,0,1,0,0,0,,8636,0,0,6134,15310,0,1,"NA","1","1","1","1","1","2",19647,"3","2",,,,,52,"2","7.456",,"NA"
"2009","DK",196601,505.861650485437,"766.8128","NA","2009","NA","1",1928,"2","4","3","DK","2","NA","5","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","2","NA",1,1,1,2652,0,0,4868,1,0,0,0,,5676,0,0,0,14842,0,1,"NA","NA","NA","4","1","NA","1",19660,"2","7",,,,,80,"2","7.456",,"NA"
"2009","DK",196671,505.861650485437,"596.4814","2","2009","NA","4",1948,"1","5","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","2","37","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",1,1,1,45217,0,0,0,1,1061,0,0,,0,0,0,24707,0,0,1,"NA","NA","1","2","1","NA","NA",19667,"2","1",,,,,60,"6","7.456",,"q"
"2009","DK",196831,505.861650485437,"757.4323","2","2009","NA","4",1975,"1","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","3","45","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,55263,0,0,392,1,230,0,0,,0,0,0,334,0,0,1,"1","NA","1","2","NA","NA","NA",19683,"2","1",,,,,33,"6","7.456",,"h"
"2009","DK",197201,505.861650485437,"1490.686","2","2009","NA","1",1978,"2","1","3","DK","2","3","5","NA","NA","1","2","NA","1","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","2","NA","2","NA",1,1,1,2402,0,0,37,1,0,0,0,,0,0,0,0,0,3034,1,"NA","1","NA","2","1","NA","1",19720,"3","6",,,,,30,"2","7.456",,"NA"
"2009","DK",197331,505.861650485437,"NA","NA","2009","NA","3",1977,"2","1","3","DK","2","NA","2","NA","NA","2","NA","NA","3",,"30","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","3","NA","NA",1,1,1,37855,1174,0,31,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","NA","3","NA","1",19733,"3","1",,,,,31,"7","7.456",,"l-n"
"2009","DK",197611,505.861650485437,"685.9813","2","2009","NA","3",1950,"1","2","2","DK","2","NA","5","NA","NA","1","NA","NA","3","3","35","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,1,16732,0,0,7802,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","NA","NA","1","1","1",19761,"2","1",,,,,58,"NA","7.456",,"q"
"2009","DK",197941,505.861650485437,"NA","1","2009","NA","3",1934,"2","5","3","DK","2","NA","2","NA","NA","NA","2","NA","NA","4","37","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","8","NA","NA",1,1,1,0,0,0,0,1,0,-3171,0,,0,19800,0,0,0,0,1,"1","NA","NA","NA","NA","NA","1",19794,"3","7",,,,,74,"2","7.456",,"NA"
"2009","DK",197971,505.861650485437,"NA","1","2009","NA","1",1950,"1","2","3","DK","2","NA","3","NA","NA","1","2","NA","NA","0 - 1","35","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","2","NA","2","NA",1,1,1,23407,0,0,9792,1,6249,3,0,,0,0,0,0,0,0,1,"1","3","1","1","1","NA","NA",19797,"2","1",,,,,58,"7","7.456",,"NA"
"2009","DK",198011,505.861650485437,"463.4426","1","2009","NA","4",1982,"2","1","3","DK","2","NA","2","NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","1","NA",1,1,1,0,0,0,0,1,0,35009,0,,0,0,0,685,0,0,1,"3","NA","1","NA","NA","NA","1",19801,"3","3",,,,,26,"2","7.456",,"NA"
"2009","DK",198301,505.861650485437,"NA","2","2009","NA","4",1956,"1","2","3","DK","2","NA","5","NA","NA","NA","NA","NA","3",,"37","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA",1,1,1,52343,0,0,6028,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","NA","3","1","NA","NA",19830,"2","1",,,,,52,"2","7.456",,"NA"
"2009","DK",198451,505.861650485437,"NA","1","2009","NA","4",1951,"2","4","2","DK","2","NA","1","NA","NA","NA","2","NA","NA",,"35","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,1,0,0,0,407,1,0,0,0,,0,0,0,0,12369,0,1,"NA","NA","1","2","1","2","NA",19845,"2","8",,,,,57,"7","7.456",,"NA"
"2009","DK",198541,505.861650485437,"1173.772","2","2009","NA","1",1946,"1","5","1","DK","2","NA","3","NA","NA","1","2","NA","3","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","2","NA","2","NA",1,1,1,0,0,0,3988,1,0,0,0,,0,22393,0,0,0,0,1,"NA","1","1","2","2","NA","NA",19854,"2","7",,,,,62,"3","7.456",,"NA"
"2009","DK",198811,505.861650485437,"NA","2","2009","NA","3",1944,"2","4","3","DK","2","NA","2","NA","NA","NA","2","NA","3","5","37","NA","NA","13","NA","2","1","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,1,32022,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","NA","3","1","1","NA",19881,"3","1",,,,,64,"2","7.456",,"g"
"2009","DK",199021,505.861650485437,"969.2755","2","2009","NA","3",1980,"2","1","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","37","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,1,58106,0,0,2269,1,0,0,0,,0,0,0,0,0,0,1,"1","1","NA","5","1","NA","1",19902,"3","1",,,,,28,"2","7.456",,"p"
"2009","DK",199051,505.861650485437,"2403.944","2","2009","NA","2",1932,"2","4","2","DK","2","NA","5","NA","NA","1","2","NA","3",,"NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,1,0,0,0,937,1,0,0,0,,0,0,0,0,26746,0,1,"NA","NA","NA","5","NA","NA","NA",19905,"3","7",,,,,76,"6","7.456",,"NA"
"2009","DK",199191,505.861650485437,"1940.948","1","2009","NA","1",1964,"2","5","1","DK","2","NA","3","NA","NA","1","2","NA","3","7","25","10","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","NA","2","NA",1,1,1,0,0,0,6916,1,0,16773,0,,0,0,0,0,0,0,1,"1","NA","NA","NA","NA","1","1",19919,"3","4",,,,,44,"7","7.456",,"NA"
"2009","DK",199431,505.861650485437,"649.773","1","2009","NA","3",1944,"2","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","5","37","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,0,0,0,4744,1,0,0,0,,0,24269,0,0,0,0,1,"NA","1","1","2","1","NA","1",19943,"3","7",,,,,64,"7","7.456",,"NA"
"2009","DK",199691,505.861650485437,"NA","1","2009","NA","2",1928,"2","4","3","DK","2","NA","5","NA","NA","1","2","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",1,1,1,0,0,0,0,1,0,0,0,,2745,0,0,0,11289,0,1,"1","NA","3","4","1","1","1",19969,"3","7",,,,,80,"2","7.456",,"NA"
"2009","DK",199841,505.861650485437,"1192.199","2","2009","NA","3",1930,"2","4","1","DK","2","NA","3","NA","NA","1","2","NA","NA",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,1,0,0,0,359,1,0,3,0,,7138,7184,0,0,0,0,1,"1","NA","1","3","NA","NA","2",19984,"3","7",,,,,78,"5","7.456",,"NA"
"2009","DK",200061,505.861650485437,"718.1537","2","2009","NA","4",1982,"1","1","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","7","25","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",1,1,1,11289,0,0,592,1,0,0,0,,0,0,0,0,0,38136,1,"1","NA","NA","4","NA","NA","1",20006,"2","1",,,,,26,"7","7.456",,"f"
