"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","DK",26900,"1","2013","13",166308,72662,0,0,,,,,,,,0,0,0,0,0,,1532,,0,0,0,,93645,,"3","3","3","1","1","1","1","1","1","1","1","5","4298.94","3","NA","2","2","2","2","1","3","2","2","1","1947.96","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",26909,"1","2013","9",127316,88198,0,0,,,,,,,,0,0,0,0,0,,6477,,0,0,0,,39118,,"3","3","3","1","1","1","1","1","1","1","1","4","4701.96","3","3","2","1","2","2","1","1","6","2","1","NA","NA","814.03","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",26966,"NA","2013","NA",19618,14411,0,0,,,,,,,,0,0,0,0,0,,-3483,,0,0,0,,5206,,"3","3","3","1","1","1","1","1","1","1","1","4","2686.84","3","3","2","2","2","2","1","1","6","2","1","NA","NA","818.64","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27044,"1","2013","NA",197230,169582,0,0,,,,,,,,0,0,0,0,0,,125825,,0,0,0,,27647,,"3","3","3","1","1","1","1","1","1","1","1","6","2686.84","3","NA","2","1","2","2","NA","1","6","2","1","NA","NA","2585.3","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27058,"1","2013","13",133787,82703,0,0,,,,,,,,0,0,0,0,0,,4573,,0,6655,0,,44428,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27093,"1","2013","NA",73318,9416,0,0,,,,,,,,0,0,0,0,0,,-1,,0,0,0,,63902,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","814.03","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27099,"1","2013","14",15751,168,0,0,,,,,,,,0,0,0,0,0,,89,,0,2143,0,,13441,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","3","2","2","1","NA","NA","2343.81","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27121,"1","2013","NA",18012,-20333,0,0,,,,,,,,0,0,0,0,0,,-594,,0,5076,0,,33269,,"3","3","3","1","1","1","1","1","1","1","1","5","1343.42","3","1","2","2","2","2","1","2","5","2","1","NA","NA","956.91","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27133,"2","2013","NA",207400,191236,0,0,,,,,,,,0,0,0,1253,0,,-40,,0,2125,0,,14039,,"3","3","3","1","1","1","1","1","1","1","1","4","2686.84","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2343.81","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27135,"2","2013","NA",66994,9503,0,0,,,,,,,,0,3748,0,0,241,,-191,,0,6370,0,,51121,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27145,"1","2013","NA",45368,3448,0,0,,,,,,,,0,0,0,0,0,,7162,,0,532,0,,41388,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","1","2","1","1","1","6","2","1","1343.42","NA","793.9","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27191,"NA","2013","NA",88151,71901,0,0,,,,,,,,0,0,0,4137,0,,-2,,0,52,325,,15873,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","3","3","6","2","1","1947.96","NA","659.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27206,"1","2013","14",12376,5949,0,0,,,,,,,,0,0,0,0,0,,240,,0,285,0,,6142,,"3","3","3","1","1","1","1","1","1","1","1","4","2686.84","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","688.19","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27212,"1","2013","12",175296,148809,0,0,,,,,,,,0,0,0,3497,0,,-5825,,0,1530,0,,24957,,"3","3","3","1","1","1","1","1","1","1","1","6","7388.8","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","814.03","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27266,"1","2013","13",28039,-4395,0,0,,,,,,,,0,0,0,3181,0,,0,,0,2664,0,,29771,,"3","3","3","1","1","1","1","1","1","1","1","6","2686.84","3","3","2","2","2","2","1","1","3","2","1","NA","NA","2017.24","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27279,"1","2013","8",76045,40037,0,0,,,,,,,,0,0,0,0,0,,2058,,0,4202,0,,31806,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","3","3","2","2","1","NA","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27328,"1","2013","NA",103433,87390,0,0,,,,,,,,0,0,0,0,0,,374,,0,0,0,,16043,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2343.81","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27338,"1","2013","NA",48373,23812,0,0,,,,,,,,0,0,0,0,0,,1,,0,1714,0,,22847,,"3","3","NA","1","1","1","1","2","1","1","1","5","6717.09","3","NA","2","2","2","2","1","1","6","1","1","NA","NA","807.59","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27357,"1","2013","NA",89204,69820,0,0,,,,,,,,0,0,0,0,0,,7692,,0,0,0,,19384,,"3","3","3","1","1","1","1","1","1","1","1","5","4298.94","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27358,"1","2013","19",59267,44139,0,0,,,,,,,,0,0,0,0,0,,11712,,0,689,0,,14439,,"3","3","3","1","1","1","1","1","1","1","1","6","4030.25","3","NA","2","1","2","2","1","2","5","2","1","NA","NA","1418.82","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","DK",27364,"1","2013","NA",65843,45256,0,0,,,,,,,,0,0,0,0,0,,16027,,0,0,0,,20587,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","NA","1","6","2","1","1343.42","NA","1159.85","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27433,"1","2013","NA",108773,80117,0,0,,,,,,,,0,0,0,0,0,,17169,,0,755,0,,27901,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","2","2","2","1","NA","NA","659.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27439,"1","2013","15",58682,47071,0,0,,,,,,,,0,0,0,0,0,,-120,,0,567,0,,11044,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","4","2","6","2","1","NA","NA","585.7","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27452,"1","2013","NA",96698,69446,0,0,,,,,,,,0,0,0,0,0,,-1357,,0,1873,0,,25379,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","2","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27470,"1","2013","13",50464,26649,0,0,,,,,,,,0,0,0,0,0,,-1638,,0,1825,0,,21991,,"3","3","NA","1","1","1","1","1","1","1","1","5","6717.09","2","NA","2","2","1","2","1","1","5","2","1","NA","NA","1159.85","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27512,"1","2013","24",48363,24418,0,0,,,,,,,,0,0,0,0,0,,-1951,,0,1619,0,,22325,,"3","3","3","1","1","1","1","1","1","1","1","4","2686.84","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27539,"1","2013","NA",47541,36779,0,0,,,,,,,,0,0,0,0,0,,-4130,,0,509,0,,10253,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","6","2","1","NA","NA","660.67","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27608,"1","2013","NA",94391,74287,0,0,,,,,,,,0,0,0,0,0,,-1882,,0,0,0,,20104,,"3","3","3","1","1","1","1","1","1","1","1","5","6717.09","3","NA","2","2","2","2","3","2","6","2","1","NA","NA","659.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27610,"1","2013","NA",118675,97222,0,0,,,,,,,,0,0,0,0,0,,255,,0,1262,0,,20192,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27611,"1","2013","NA",81804,71988,0,0,,,,,,,,0,0,0,0,0,,-5424,,0,351,0,,9465,,"3","3","NA","1","1","1","1","1","1","1","1","4","5373.67","3","3","2","2","2","2","1","2","6","2","1","NA","NA","930.35","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27625,"1","2013","NA",25428,-23227,0,0,,,,,,,,0,0,0,0,0,,-2494,,0,0,0,,48655,,"3","3","3","1","1","1","1","1","1","1","1","5","10747.34","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","660.67","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27632,"1","2013","NA",44504,32657,0,0,,,,,,,,0,0,0,0,0,,-619,,0,424,0,,11424,,"3","3","3","1","1","1","1","1","1","1","1","6","3358.54","3","NA","2","2","2","1","1","1","2","2","1","NA","NA","851.14","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27643,"1","2013","15",68811,23637,0,0,,,,,,,,0,0,0,0,0,,-899,,0,1643,0,,43532,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","604.99","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27654,"1","2013","13",31581,24099,0,0,,,,,,,,0,0,0,0,0,,-6368,,0,353,0,,7129,,"3","3","NA","1","1","1","1","1","1","1","1","4","3358.54","3","3","2","2","2","1","1","2","6","2","1","NA","NA","660.67","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27690,"1","2013","17",90205,59710,0,0,,,,,,,,0,0,0,0,0,,5,,0,451,0,,30044,,"3","3","3","1","1","1","1","1","1","3","1","5","2015.13","3","NA","2","2","2","2","1","2","4","1","1","NA","NA","585.7","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27789,"1","2013","32",48283,34357,0,0,,,,,,,,0,0,0,0,0,,0,,0,489,0,,13437,,"3","3","NA","1","1","1","1","1","1","1","1","6","403.03","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","1409.85","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27816,"1","2013","10",59965,28083,0,0,,,,,,,,0,0,0,0,0,,-3247,,0,4043,0,,27839,,"3","3","NA","1","1","1","1","1","1","1","1","5","2686.84","3","3","2","2","2","2","NA","1","5","1","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27840,"1","2013","17",89886,35133,0,0,,,,,,,,0,0,0,15033,0,,1382,,0,0,0,,54753,,"3","3","3","1","1","1","1","1","1","1","1","4","2015.13","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","2585.3","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27861,"1","2013","NA",85478,65700,0,0,,,,,,,,0,0,0,0,0,,954,,0,1661,0,,18117,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","3","NA","2","2","2","2","1","3","4","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27948,"1","2013","14",77130,69528,0,0,,,,,,,,0,4491,0,0,2795,,-1386,,0,354,0,,7248,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","2","NA","2","2","2","2","1","2","2","2","1","1947.96","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27960,"1","2013","10",32779,24951,0,0,,,,,,,,0,0,0,0,0,,2467,,0,40,0,,7788,,"3","3","3","1","1","1","1","1","1","1","1","5","4298.94","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",27973,"1","2013","14",38784,26164,0,0,,,,,,,,0,0,0,4269,0,,-136,,0,0,0,,12620,,"3","3","3","1","1","1","1","1","1","1","1","5","2686.84","3","NA","2","2","2","2","NA","2","6","2","1","NA","NA","711.98","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","DK",27980,"1","2013","NA",44844,11818,0,0,,,,,,,,0,0,0,0,0,,-2287,,0,2439,0,,30586,,"3","3","3","1","1","1","1","1","1","1","1","4","2686.84","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","659.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28010,"1","2013","13",61808,50107,0,0,,,,,,,,0,0,0,0,0,,7,,0,0,0,,11701,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1288.45","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28046,"1","2013","NA",72455,63065,0,0,,,,,,,,0,0,0,0,0,,78,,0,0,0,,9390,,"3","3","3","1","1","1","1","1","1","1","1","5","4701.96","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1758.79","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28049,"1","2013","NA",57706,-20982,0,0,,,,,,,,0,0,0,0,0,,537,,0,0,0,,78687,,"3","3","3","1","1","1","1","1","1","1","1","5","4298.94","3","NA","2","2","2","2","3","2","6","2","1","NA","NA","659.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28050,"1","2013","NA",19133,13761,0,0,,,,,,,,0,0,0,0,0,,-4816,,0,69,0,,5303,,"3","3","3","1","1","1","1","1","1","1","1","4","671.71","2","NA","2","2","1","2","4","2","3","2","1","537.37","NA","1280.18","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","DK",28052,"1","2013","NA",42600,-59907,0,0,,,,,,,,0,0,0,0,0,,-423,,0,7961,0,,94546,,"3","3","3","1","1","1","1","1","1","1","1","5","2283.81","2","NA","2","2","2","2","4","2","5","1","1","NA","NA","1418.82","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28076,"1","2013","NA",40971,4791,0,0,,,,,,,,0,0,0,0,0,,-995,,0,837,0,,35343,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","1","2","1","2","6","2","1","NA","NA","826.98","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28108,"1","2013","NA",41113,21695,0,0,,,,,,,,0,0,0,0,0,,201,,0,1152,0,,18267,,"3","3","NA","1","1","1","1","1","1","1","1","5","2686.84","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","2031.46","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28157,"1","2013","NA",113815,97840,0,0,,,,,,,,0,0,0,12156,0,,4490,,0,0,0,,15975,,"NA","3","3","1","1","1","1","1","1","1","1","6","6717.09","2","3","2","2","2","2","NA","2","6","2","1","NA","NA","660.67","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28190,"1","2013","NA",55901,44763,0,0,,,,,,,,0,0,0,0,0,,136,,0,0,0,,11138,,"3","3","3","1","1","1","1","1","1","1","1","5","6717.09","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28221,"1","2013","NA",67394,16480,0,0,,,,,,,,0,0,0,0,0,,10100,,0,12907,0,,38007,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","3","NA","2","2","2","2","1","3","4","2","1","NA","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28254,"1","2013","14",101853,43870,0,0,,,,,,,,0,0,0,0,0,,-99,,0,500,0,,57483,,"3","3","3","1","1","1","1","1","1","1","1","4","4298.94","3","NA","2","2","2","2","1","2","4","2","1","1947.96","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28262,"1","2013","9",62130,39319,0,0,,,,,,,,0,0,0,0,0,,2046,,0,3042,0,,19769,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2343.81","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28284,"1","2013","NA",59365,46305,4726,4726,,,,,,,,4726,0,0,0,0,,40006,,0,0,0,,13059,,"3","3","3","1","1","1","1","1","1","1","1","6","6717.09","3","NA","2","2","2","2","1","1","5","2","1","1343.42","NA","1159.85","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28365,"1","2013","NA",80078,75708,0,0,,,,,,,,0,0,0,0,0,,228,,0,227,0,,4143,,"3","3","3","1","1","1","1","1","1","1","1","5","6717.09","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28410,"1","2013","NA",94817,86708,0,0,,,,,,,,0,0,0,3207,0,,31,,0,202,0,,7907,,"3","3","NA","1","1","1","1","1","1","1","3","4","1343.42","3","3","2","2","2","2","1","1","6","2","1","NA","NA","556.52","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28412,"1","2013","NA",118503,79903,0,0,,,,,,,,0,0,0,0,0,,-13305,,0,2378,0,,36222,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28420,"1","2013","NA",50578,-56735,0,0,,,,,,,,0,1238,0,0,965,,117,,0,0,0,,107313,,"3","3","3","1","1","1","1","1","1","1","1","6","4701.96","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2388.23","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28465,"1","2013","19",77345,69569,0,0,,,,,,,,0,0,0,0,0,,1545,,0,242,0,,7534,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","6","2","1","NA","NA","2343.81","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28470,"1","2013","NA",55472,45161,0,0,,,,,,,,0,0,0,0,0,,-2233,,0,480,0,,9830,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","DK",28473,"1","2013","13",33734,25199,0,0,,,,,,,,0,0,0,0,0,,-627,,0,338,0,,8197,,"NA","3","3","1","1","1","1","1","1","1","1","5","7388.8","3","NA","2","2","2","2","1","2","3","2","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28519,"1","2013","NA",113222,91855,0,0,,,,,,,,0,0,0,0,0,,7181,,0,1025,0,,20342,,"3","3","3","1","1","1","1","1","1","1","1","5","4030.25","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","814.03","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28520,"1","2013","NA",46116,928,0,0,,,,,,,,0,0,0,0,0,,806,,0,306,0,,44882,,"3","3","NA","1","1","1","1","1","1","1","1","4","537.37","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","717.68","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28578,"1","2013","NA",67131,46144,0,0,,,,,,,,0,0,0,0,0,,-5311,,0,0,0,,20988,,"3","3","NA","1","1","1","1","1","1","1","1","5","4030.25","3","NA","2","1","2","2","1","1","3","2","1","NA","NA","711.98","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28610,"1","2013","15",67643,59263,0,0,,,,,,,,0,0,0,0,0,,-349,,0,0,0,,8380,,"3","3","3","1","1","1","1","1","1","1","1","4","6717.09","3","NA","2","2","2","2","1","2","2","2","1","NA","NA","3057.16","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28649,"1","2013","17",32319,18076,0,0,,,,,,,,0,0,0,0,0,,347,,0,684,0,,13559,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","2","1","1947.96","NA","1765.13","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28668,"1","2013","16",112942,97055,0,0,,,,,,,,0,0,0,0,0,,210,,0,778,0,,15108,,"3","3","3","1","1","1","1","1","1","1","1","6","2686.84","3","NA","2","1","2","2","1","1","6","1","1","NA","NA","399.29","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28680,"1","2013","17",126442,96612,0,0,,,,,,,,0,0,0,0,0,,61074,,0,1361,0,,28468,,"3","3","3","1","1","1","1","1","1","1","1","5","537.37","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","705.42","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28683,"1","2013","NA",115409,102031,0,0,,,,,,,,0,0,0,0,0,,-82,,0,0,0,,13377,,"3","3","NA","1","1","1","1","1","1","1","1","5","6717.09","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","943.95","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","DK",28710,"1","2013","NA",66778,16936,0,0,,,,,,,,0,0,0,0,0,,7148,,0,1457,0,,48384,,"3","3","3","1","1","1","1","1","1","1","1","4","7388.8","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","793.9","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
