"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010","PY031G","PL110"
"2007","DK",470251,440.777385159011,"NA","2","2007","NA","1",1941,"1","2","3","DK","2","NA","3","5","NA","NA","2","NA","NA","3","NA","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","6","NA","6","NA","3","8","NA","1","1","2","NA","2","3","2","NA","2","NA",1,1,1,0,0,0,3311,0,84,0,,0,29861,0,0,0,0,1,47025,"2",65,"3","7.4591",1,"NA"
"2007","DK",470381,440.777385159011,"NA","1","2007","NA","1",1935,"1","4","3","DK","2","NA","2","5","NA","NA","NA","NA","NA","9","37","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","1","1","NA","6","1","1","6","NA","NA","1","NA","NA","NA","1","NA","NA",1,1,1,0,0,0,4162,0,0,0,,0,0,0,0,30444,0,1,47038,"3",71,"1","7.4591",1,"NA"
"2007","DK",470531,440.777385159011,"485.6553","2","2007","NA","1",1957,"2","2","1","DK","2","NA","2","1","NA","NA","NA","NA","2","9","40","0","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","1","1","1","NA","1","NA","NA","1","NA","1","3","NA","NA","NA","NA","NA","NA","NA",1,1,1,98330,0,0,391,0,1288,0,,0,0,0,0,0,0,1,47053,"2",49,"1","7.4591",1,"l-n"
"2007","DK",470691,440.777385159011,"744.5672","1","2007","NA","3",1946,"2","2","3","DK","2","NA","2","6","NA","NA","NA","NA","NA","3","37","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","1","NA","1","NA","1","1","6","NA","NA","1","2","1","NA","NA","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,0,0,0,0,37253,0,1,47069,"2",60,"1","7.4591",1,"NA"
"2007","DK",470751,440.777385159011,"NA","2","2007","NA","1",1943,"1","2","3","DK","2","NA","3","5","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","7","NA","NA","7","6","6","6","NA","8","6","5","6","1","2","2","2","NA","2","NA",1,1,1,0,0,0,3375,0,0,0,,9231,0,0,0,13862,0,1,47075,"2",63,"1","7.4591",1,"NA"
"2007","DK",470811,440.777385159011,"NA","1","2007","NA","3",1940,"2","5","1","DK","2","NA","3","5","NA","NA","2","NA","NA","9","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","5","6","1","7","NA","8","6","6","7","NA","6","7","4","2","3","2","NA","2","NA",1,1,1,0,0,0,251,0,0,0,,52,23848,0,0,0,0,1,47081,"2",66,"1","7.4591",1,"NA"
"2007","DK",470881,440.777385159011,"470.6665","2","2007","NA","3",1946,"2","2","1","DK","1","NA","2","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","13","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1","1","1","1","1","2","1","2","NA","NA","NA","2","NA",1,1,1,0,0,0,6387,0,50341,0,,0,0,0,0,0,0,1,47088,"2",60,"3","7.4591",1,"NA"
"2007","DK",470951,440.777385159011,"NA","1","2007","NA","4",1929,"1","2","3","DK","1","2","3","5","NA","NA","2","NA","NA","7","NA","6","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","8","6","7","7","6","5","6","NA","NA","NA","2","2","2","NA","2","NA",1,1,1,10188,0,0,0,0,0,0,,2519,0,0,0,0,0,1,47095,"3",77,"4","7.4591",1,"NA"
"2007","DK",471011,440.777385159011,"NA","1","2007","NA","4",1926,"2","4","1","DK","2","5","2","5","NA","1","2","NA","NA","0 - 1","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","6","6","7","NA","6","6","7","8","2","NA","NA","7","2","NA","2","2","NA","2","NA",1,1,1,0,0,0,28573,0,0,0,,0,19746,0,0,0,0,1,47101,"2",80,"1","7.4591",1,"NA"
"2007","DK",471431,440.777385159011,"768.8432","1","2007","NA","4",1938,"1","2","3","DK","2","NA","2","5","NA","2","1","NA","NA","0 - 1","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","6","3","6","8","6","6","1","1","6","NA","6","1","2","3","2","NA","NA","NA",1,1,1,0,0,0,12642,0,0,0,,0,19570,0,0,0,0,1,47143,"2",68,"4","7.4591",1,"NA"
"2007","DK",471511,440.777385159011,"NA","1","2007","NA","4",1940,"1","5","1","DK","2","NA","3","5","NA","NA","NA","NA","3","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","7","1","NA","NA","NA","6","NA","NA","6","NA","6","1","2","NA","2","NA","1","NA",1,1,1,5232,0,0,0,0,-63356,0,,0,90520,0,0,0,0,1,47151,"2",66,"NA","7.4591",1,"NA"
"2007","DK",472011,440.777385159011,"444.1686","2","2007","NA","4",1961,"1","2","3","DK","2","NA","2","1","NA","NA","NA","NA","1","4","45","12","0","NA","NA","NA","1","2","1","NA","NA","NA","NA","NA","1","NA","1","NA","2","2","NA","1","NA","NA","2","2","3","2","NA","2","NA",1,1,1,40635,0,0,43561,0,0,0,,0,0,0,0,0,0,1,47201,"2",45,"1","7.4591",1,"i"
"2007","DK",472031,440.777385159011,"NA","1","2007","NA","2",1940,"1","2","3","DK","1","5","2","5","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","6","8","6","6","6","NA","7","6","NA","6","NA","6","4","NA","NA","2","NA","NA","NA",1,1,1,0,0,0,0,0,54,0,,0,20364,0,0,0,0,1,47203,"2",66,"3","7.4591",1,"NA"
"2007","DK",472431,440.777385159011,"NA","2","2007","NA","4",1926,"2","4","1","DK","2","NA","NA","5","NA","NA","2","NA","3","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","7","NA","7","6","7","6","3","8","7","8","8","NA","1","NA","2","NA","2","NA",1,1,1,2664,0,0,6023,5631,0,0,,3114,11273,0,0,0,0,1,47243,"3",80,"3","7.4591",1,"NA"
"2007","DK",472811,440.777385159011,"NA","1","2007","NA","2",1983,"1","1","1","DK","2","NA","2","4","NA","1","2","1","NA","9","37","3","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","6","8","7","8","6","8","NA","1","7","NA","4","NA","3","2","NA","NA","NA",1,1,1,16775,0,0,32,804,0,0,,0,0,0,0,0,0,1,47281,"2",23,"1","7.4591",1,"NA"
"2007","DK",473121,440.777385159011,"NA","1","2007","NA","3",1932,"1","2","3","DK","2","NA","2","5","NA","1","2","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","8","NA","6","NA","6","6","8","8","6","4","1","NA","2","NA","2","NA",1,1,1,0,0,0,391,0,0,0,,0,21767,0,0,0,0,1,47312,"2",74,"1","7.4591",1,"NA"
"2007","DK",473161,440.777385159011,"1125.07","1","2007","NA","4",1926,"1","4","1","DK","2","NA","NA","5","NA","2","2","NA","2","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","6","3","NA","6","6","7","6","6","NA","6","NA","2","NA","3","2","NA","NA","1",1,1,1,0,0,0,0,0,0,0,,0,21150,0,0,0,0,1,47316,"3",80,"1","7.4591",1,"NA"
"2007","DK",473661,440.777385159011,"NA","1","2007","NA","2",1938,"2","5","2","DK","1","NA","2","5","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","7","NA","NA","7","7","2","2","NA","NA","3","2","NA","NA","NA","2","NA",1,1,1,0,0,0,115,0,0,0,,0,11596,0,0,0,0,1,47366,"2",68,"1","7.4591",1,"NA"
"2007","DK",473711,440.777385159011,"1204.57","1","2007","NA","4",1936,"2","4","1","DK","2","NA","2","5","NA","NA","NA","NA","NA","5","48","12","12","NA","NA","NA","NA","NA","2","1","NA","NA","7","NA","NA","6","1","8","NA","NA","NA","1","NA","2","NA","1","3","2","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,24285,0,0,0,0,0,1,47371,"2",70,"1","7.4591",1,"NA"
"2007","DK",473811,440.777385159011,"NA","1","2007","NA","4",1941,"1","2","1","DK","2","NA","3","5","NA","NA","NA","NA","3","7","37","12","12","NA","NA","13","NA","2","NA","NA","NA","NA","2","1","NA","2","1","NA","1","NA","1","1","NA","1","2","2","2","2","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,0,39170,0,0,0,0,1,47381,"2",65,"1","7.4591",1,"NA"
"2007","DK",473851,440.777385159011,"NA","NA","2007","NA","2",1937,"1","2","1","DK","2","NA","2","5","NA","NA","NA","NA","3",,"37","12","0","NA","NA","13","1","2","NA","NA","NA","NA","8","NA","1","NA","1","1","NA","3","NA","1","1","1","1","2","3","2","NA","2","NA",1,1,1,0,0,0,87,0,0,0,,43791,0,0,0,0,0,1,47385,"2",69,"4","7.4591",1,"NA"
"2007","DK",473941,440.777385159011,"475.5398","2","2007","NA","4",1942,"2","5","1","DK","2","5","5","5","NA","NA","NA","NA","NA","2","37","10","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","1","2","6","NA","NA","NA","NA","1","1","1","5","2","2","NA","NA","NA","NA","NA",1,1,1,0,0,0,131,0,0,0,,25277,0,0,0,0,0,1,47394,"2",64,"3","7.4591",1,"NA"
"2007","DK",474061,440.777385159011,"714.4079","2","2007","NA","4",1929,"1","2","3","DK","2","NA","3","5","NA","1","2","NA","NA",,"NA","0","0","NA","NA","9","NA","NA","NA","NA","NA","NA","8","NA","6","8","7","7","NA","2","1","5","6","NA","4","1","3","2","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,0,19387,0,0,0,0,1,47406,"2",77,"3","7.4591",1,"NA"
"2007","DK",474161,440.777385159011,"NA","1","2007","NA","4",1977,"2","2","3","DK","2","NA","2","1","NA","1","NA","NA","3","9","37","12","0","NA","NA","13","1","2","NA","NA","NA","NA","NA","1","NA","NA","1","6","1","1","NA","NA","1","1","2","1","3","2","NA","2","NA",1,1,1,45634,0,0,18656,4692,0,0,,0,0,0,0,0,0,1,47416,"3",29,"3","7.4591",1,"NA"
"2007","DK",474351,440.777385159011,"841.9656","2","2007","NA","4",1944,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","45","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","1","3","NA","1","1","1","1","1","1","3","NA","NA","2","NA",1,1,1,46798,0,0,598,0,0,0,,0,1120,0,0,0,0,1,47435,"3",62,"1","7.4591",1,"NA"
"2007","DK",474691,440.777385159011,"1023.718","1","2007","NA","4",1926,"1","4","1","DK","2","NA","NA","5","NA","NA","NA","NA","3","7","37","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","6","1","NA","NA","1","1","6","6","NA","NA","2","2","NA","2","NA",1,1,1,0,0,0,314,0,0,0,,0,25743,0,0,0,0,1,47469,"2",80,"1","7.4591",1,"NA"
"2007","DK",474771,440.777385159011,"474.7295","1","2007","NA","3",1927,"2","4","1","DK","2","NA","5","5","NA","2","2","NA","NA","3","NA","0","12","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","6","2","6","8","NA","6","NA","6","8","7","1","1","3","2","NA","2","NA",1,1,1,0,0,0,2621,0,0,0,,0,23216,0,0,0,0,1,47477,"2",79,"4","7.4591",1,"NA"
"2007","DK",474971,440.777385159011,"NA","1","2007","NA","3",1984,"2","1","1","DK","2","NA","2","4","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","6","6","2","7","6","NA","6","2","6","6","3","3","1","2","2","NA","NA","NA",1,1,1,21239,0,0,0,3941,0,0,,0,0,0,0,0,0,1,47497,"2",22,"1","7.4591",1,"NA"
"2007","DK",475071,440.777385159011,"NA","1","2007","NA","1",1944,"1","4","3","DK","2","NA","2","6","NA","NA","NA","NA","NA",,"37","12","0","NA","NA","12","1","NA","NA","NA","NA","NA","1","6","1","NA","NA","1","6","2","NA","2","NA","6","3","NA","3","NA","NA","2","NA",1,1,1,0,0,0,6705,0,0,0,,0,0,0,0,25790,0,1,47507,"3",62,"3","7.4591",1,"NA"
"2007","DK",475401,440.777385159011,"2225.225","1","2007","NA","3",1976,"2","2","3","EU","2","NA","NA","1","NA","1","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","NA","NA","7","8","6","6","5","6","6","3","1","NA","3","2","NA","2","1",1,1,1,18337,0,0,8846,1005,547,0,,0,0,0,0,0,0,1,47540,"2",30,"1","7.4591",1,"NA"
"2007","DK",475611,440.777385159011,"1121.421","NA","2007","NA","3",1933,"2","2","1","DK","1","NA","2","5","NA","2","2","NA","3","9","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","7","2","6","NA","6","6","NA","7","7","NA","5","NA","NA","3","2","NA","NA","NA",1,1,1,0,0,0,0,0,0,0,,0,10934,0,0,0,0,1,47561,"3",73,"1","7.4591",1,"NA"
"2007","DK",475991,440.777385159011,"1142.716","2","2007","NA","3",1964,"1","1","3","EU","1","5","NA","1","NA","NA","NA","NA","1","6","37","12","0","NA","5","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","1","1","3","NA","3","NA","NA","2","NA",1,1,1,112165,900,0,179,0,0,0,,0,0,0,0,0,0,1,47599,"3",42,"3","7.4591",1,"NA"
"2007","DK",476031,440.777385159011,"NA","1","2007","NA","4",1938,"2","2","3","DK","2","NA","5","5","NA","NA","2","NA","NA","2","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","7","7","NA","NA","NA","2","NA","NA","NA","3","1","NA","NA","NA",1,1,1,0,0,0,1077,0,0,0,,0,10703,0,0,0,0,1,47603,"2",68,"4","7.4591",1,"NA"
"2007","DK",476091,440.777385159011,"NA","1","2007","NA","1",1976,"2","2","2","DK","2","NA","3","1","NA","1","NA","1","NA","5","37","12","0","NA","NA","12","1","NA","2","NA","NA","NA","3","6","2","2","1","6","1","6","8","NA","6","7","NA","1","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,28100,0,0,0,0,1083,1,47609,"2",30,"1","7.4591",1,"NA"
"2007","DK",476121,440.777385159011,"564.6487","1","2007","NA","4",1929,"2","4","3","DK","2","NA","2","5","NA","1","2","NA","3","0 - 1","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","8","5","NA","7","NA","6","7","6","NA","6","8","1","2","3","NA","NA","2","NA",1,1,1,0,0,0,4407,0,0,0,,0,20641,0,0,0,0,1,47612,"2",77,"1","7.4591",1,"NA"
"2007","DK",476331,440.777385159011,"NA","1","2007","NA","2",1958,"1","1","3","DK","2","NA","2","3","NA","NA","NA","NA","3",,"37","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","6","7","NA","8","7","NA","1","8","6","6","6","NA","2","3","2","NA","2","NA",1,1,1,12235,0,0,5787,0,0,0,,5200,0,0,0,0,0,1,47633,"2",48,"1","7.4591",1,"NA"
"2007","DK",477191,440.777385159011,"708.5058","1","2007","NA","1",1970,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","30","12","0","NA","NA","3","NA","NA","2","NA","NA","NA","1","NA","NA","2","6","1","8","NA","7","1","NA","NA","1","NA","3","2","NA","NA","NA",1,1,1,30273,0,0,0,0,0,0,,0,0,0,0,0,0,1,47719,"3",36,"1","7.4591",1,"g"
"2007","DK",477781,440.777385159011,"NA","2","2007","NA","1",1926,"2","2","2","DK","2","NA","5","5","NA","1","2","NA","3",,"NA","0","0","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","6","NA","6","NA","NA","6","1","1","4","2","3","2","NA","NA","NA",1,1,1,0,0,0,0,0,0,0,,9604,17945,0,0,0,0,1,47778,"2",80,"1","7.4591",1,"NA"
"2007","DK",478011,440.777385159011,"488.5713","1","2007","NA","4",1953,"1","2","2","DK","2","NA","2","1","NA","NA","NA","NA","3","9","NA","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","NA","1","6","NA","2","NA","NA","1","6","NA","2","NA","2","NA","NA","NA","NA",1,1,1,30000,0,0,0,161,0,0,,0,0,0,1462,0,0,1,47801,"3",53,"1","7.4591",1,"a"
"2007","DK",478151,440.777385159011,"1086.694","2","2007","NA","4",1926,"2","4","3","DK","2","NA","NA","5","NA","NA","2","NA","3","5","37","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","1","1","2","1","1","1","1","6","NA","1","1","2","NA","NA","NA","NA","NA",1,1,1,0,0,0,1443,374,0,0,,0,35952,0,0,0,0,1,47815,"2",80,"3","7.4591",1,"NA"
"2007","DK",478361,440.777385159011,"NA","1","2007","NA","3",1933,"1","4","3","DK","2","NA","2","5","NA","1","1","NA","3","3","NA","12","0","NA","NA","1","NA","2","2","NA","NA","NA","6","NA","NA","7","1","1","NA","NA","NA","NA","1","NA","NA","2","3","2","NA","NA","NA",1,1,1,0,0,0,44,0,0,0,,0,27215,0,0,0,0,1,47836,"3",73,"1","7.4591",1,"NA"
"2007","DK",478751,440.777385159011,"NA","1","2007","NA","3",1974,"1","1","3","DK","2","NA","3","1","NA","2","2","NA","NA","6","50","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","6","NA","7","6","7","6","6","NA","NA","8","NA","NA","NA","2","NA","NA","NA",1,1,1,5984,0,0,1050,0,2,0,,0,0,0,0,0,0,1,47875,"2",32,"1","7.4591",1,"NA"
"2007","DK",479481,440.777385159011,"975.5689","1","2007","NA","3",1938,"2","2","1","DK","2","NA","2","5","NA","NA","NA","NA","3",,"37","12","0","NA","NA","12","1","NA","2","NA","NA","NA","1","NA","NA","8","NA","NA","1","1","NA","1","NA","2","1","1","NA","2","NA","NA","NA",1,1,1,0,0,0,6117,0,0,0,,0,43748,0,0,0,0,1,47948,"2",68,"2","7.4591",1,"NA"
"2007","DK",479811,440.777385159011,"645.303","2","2007","NA","2",1956,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","NA","3","37","12","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","1","1","1","1","1","NA","2","2","NA","2","NA","NA","NA",1,1,1,39961,442,0,0,0,0,0,,0,0,0,0,0,0,1,47981,"2",50,"1","7.4591",1,"NA"
"2007","DK",480001,440.777385159011,"NA","1","2007","NA","2",1945,"1","2","3","DK","2","NA","2","6","NA","1","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","6","NA","NA","8","NA","6","1","6","6","6","8","NA","2","3","2","NA","2","NA",1,1,1,0,0,0,0,504,0,0,,0,0,0,0,21439,0,1,48000,"2",61,"1","7.4591",1,"NA"
"2007","DK",480371,440.777385159011,"NA","2","2007","NA","1",1949,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","60","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","1","1","1","2","NA","NA","NA","1","NA","3","NA","3","2","NA","2","NA",1,1,1,37831,0,0,4469,853,0,0,,0,0,0,0,0,0,1,48037,"3",57,"1","7.4591",1,"NA"
"2007","DK",480641,440.777385159011,"556.9095","1","2007","NA","1",1953,"2","2","1","DK","2","NA","5","2","NA","NA","NA","NA","3","4","37","0","12","NA","NA","13","NA","NA","2","NA","NA","NA","6","1","2","NA","1","6","6","NA","6","1","NA","2","NA","NA","NA","NA","NA","NA","NA",1,1,1,24099,0,0,8683,0,0,0,,0,0,0,0,0,0,1,48064,"3",53,"1","7.4591",1,"NA"
"2007","DK",480642,440.777385159011,"NA","2","2007","NA","2",1956,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","42","12","0","NA","NA","13","1","2","NA","NA","NA","NA","1","NA","1","6","1","NA","1","NA","NA","1","NA","1","3","2","NA","NA","NA","NA","NA",1,1,1,61677,0,0,4932,0,0,0,,294,0,0,0,0,0,1,48064,"2",50,"4","7.4591",1,"l-n"
"2007","DK",480881,440.777385159011,"1086.694","2","2007","NA","2",1938,"1","2","3","DK","2","NA","3","5","NA","NA","1","NA","3","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","6","2","8","2","NA","NA","6","6","7","6","2","2","3","NA","NA","2","NA",1,1,1,0,0,0,3494,0,0,0,,20525,0,0,0,0,0,1,48088,"3",68,"3","7.4591",1,"NA"
"2007","DK",480882,440.777385159011,"NA","1","2007","NA","1",1942,"2","2","3","DK","2","NA","2","5","NA","NA","NA","NA","NA",,"32","0","0","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","6","NA","NA","8","1","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,6311,0,0,0,19947,0,1,48088,"3",64,"2","7.4591",1,"NA"
"2007","DK",481251,440.777385159011,"1263.914","1","2007","NA","3",1950,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","37","12","0","NA","NA","12","1","NA","NA","NA","NA","NA","1","2","NA","NA","1","NA","1","1","1","1","1","2","1","2","3","NA","NA","NA","NA",1,1,1,38609,0,0,0,0,0,0,,0,0,0,1279,0,0,1,48125,"2",56,"4","7.4591",1,"f"
"2007","DK",481252,440.777385159011,"NA","1","2007","NA","3",1950,"2","4","3","DK","2","NA","NA","6","NA","1","2","NA","NA","3","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","2","8","6","NA","NA","NA","7","7","6","8","NA","1","2","2","NA","2","NA",1,1,1,0,0,0,9773,831,0,0,,0,0,0,0,18198,0,1,48125,"3",56,"3","7.4591",1,"NA"
"2007","DK",481491,440.777385159011,"544.5411","1","2007","NA","1",1947,"1","2","3","DK","1","NA","3","1","NA","NA","2","NA","3","9","40","12","0","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","1","1","1","1","1","1","1","NA","2","NA","2","NA",1,1,1,43290,0,0,4119,0,0,0,,0,0,0,0,0,0,1,48149,"2",59,"3","7.4591",1,"NA"
"2007","DK",481492,440.777385159011,"NA","1","2007","NA","4",1948,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","2","4","37","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","3","1","1","1","1","NA","NA","1","NA","1","NA","NA","NA","2","3","2","NA","NA","NA",1,1,1,57616,0,0,3353,0,0,0,,0,0,0,0,0,0,1,48149,"2",58,"4","7.4591",1,"NA"
"2007","DK",481631,440.777385159011,"1162.817","1","2007","NA","3",1940,"2","2","3","DK","1","NA","3","5","NA","NA","2","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","3","1","6","5","NA","6","NA","6","6","8","6","1","2","3","NA","NA","2","NA",1,1,1,3361,0,0,7384,0,0,0,,0,12732,0,0,0,0,1,48163,"2",66,"1","7.4591",1,"NA"
"2007","DK",481632,440.777385159011,"NA","NA","2007","NA","2",1937,"1","2","1","DK","1","NA","2","5","NA","1","1","NA","NA",,"37","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","7","8","7","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,1,0,0,0,5201,0,0,0,,0,11142,0,0,0,0,1,48163,"3",69,"1","7.4591",1,"NA"
"2007","DK",481671,440.777385159011,"NA","2","2007","NA","3",1943,"2","2","1","DK","2","5","2","2","NA","NA","NA","NA","2","9","45","12","0","NA","NA","NA","1","NA","2","NA","NA","NA","NA","1","1","NA","NA","NA","1","1","1","1","1","NA","2","2","3","2","NA","NA","NA",1,1,1,47345,0,0,4487,0,0,0,,0,0,0,0,0,0,1,48167,"3",63,"4","7.4591",1,"NA"
"2007","DK",481672,440.777385159011,"1067.193","2","2007","NA","4",1934,"1","4","1","DK","2","NA","5","5","NA","NA","2","NA","3",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","7","NA","NA","7","NA","6","8","NA","2","7","7","6","3","2","3","NA","NA","NA","NA",1,1,1,0,0,0,70218,0,0,0,,0,13866,0,0,0,0,1,48167,"3",72,"3","7.4591",1,"NA"
"2007","DK",481751,440.777385159011,"1495.394","2","2007","NA","1",1981,"1","1","1","DK","2","NA","3","4","NA","NA","NA","NA","3","5","24","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","2","NA","1","NA","1","3","1","NA","NA","NA","2","NA",1,1,1,20626,0,0,0,0,0,0,,0,0,0,0,0,15152,1,48175,"3",25,"4","7.4591",1,"NA"
"2007","DK",481752,440.777385159011,"495.1897","1","2007","NA","2",1983,"2","1","3","DK","2","NA","3","4","NA","NA","2","NA","NA","9","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","1","NA","6","6","6","6","6","8","8","5","6","3","NA","3","2","NA","2","1",1,1,1,10982,0,0,1796,804,0,0,,0,0,0,0,0,3815,1,48175,"2",23,"1","7.4591",1,"NA"
"2007","DK",481811,440.777385159011,"948.0167","1","2007","NA","4",1956,"2","2","3","DK","2","NA","2","2","NA","NA","NA","NA","3","5","37","4","0","NA","NA","13","NA","NA","2","NA","NA","NA","1","NA","6","NA","1","3","NA","NA","NA","1","1","NA","NA","2","2","2","NA","2","NA",1,1,1,38840,0,0,74937,0,6283,0,,0,0,0,0,0,0,1,48181,"3",50,"4","7.4591",1,"NA"
"2007","DK",481812,440.777385159011,"630.8118","2","2007","NA","4",1987,"2","1","2","DK","2","NA","2","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","3","6","7","5","8","7","7","6","NA","NA","2","NA","2","NA","2","NA",1,1,1,1794,0,0,0,0,0,0,,0,0,0,0,0,47,1,48181,"3",19,"1","7.4591",1,"NA"
"2007","DK",481962,440.777385159011,"972.8809","1","2007","NA","2",1981,"2","1","2","DK","1","2","3","4","NA","2","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","8","NA","7","6","NA","NA","NA","7","NA","NA","NA","NA","3","NA","NA","2","NA",1,1,1,11514,0,0,235,0,0,0,,0,0,0,0,0,0,1,48196,"3",25,"4","7.4591",1,"NA"
"2007","DK",482331,440.777385159011,"NA","2","2007","NA","3",1967,"2","1","1","DK","2","NA","2","1","NA","NA","2","NA","NA","3","NA","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","1","NA","1","NA","2","1","2","NA","1","6","2","2","3","NA","NA","NA","NA",1,1,1,28331,0,0,5880,0,25,0,,0,0,0,0,0,0,1,48233,"3",39,"4","7.4591",1,"l-n"
"2007","DK",482461,440.777385159011,"802.4176","1","2007","NA","2",1952,"2","2","3","DK","2","NA","3","2","NA","NA","NA","NA","3","4","37","12","0","NA","NA","13","NA","NA","2","NA","NA","NA","NA","NA","2","1","1","1","1","NA","NA","NA","1","1","1","NA","NA","2","NA","NA","NA",1,1,1,47986,0,0,8846,0,0,0,,0,0,0,0,0,0,1,48246,"3",54,"1","7.4591",1,"l-n"
