"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","DK",212152,544.437041972019,"NA","1","2013","NA","4",1956,"2","2","1","DK","2","NA","5","1","NA","NA","1","NA","3","2","NA","NA","q","NA","13","1","2","NA","1","NA","NA","2","2","NA","2","NA","1","NA",1,1,27039,0,0,442,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","9","6","8","2","5","3","5","NA","NA","8","9","NA","99","8","7","NA","1","10","NA","10","3","7.4437",56,21215,"2","3","1297.1988731"
"2013","DK",212421,544.437041972019,"NA","NA","2013","NA","4",1932,"1","2","1","DK","2","NA","2","7","NA","NA","NA","NA","3","4","37","NA","NA","NA","11","NA","1","2","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,0,0,0,697,1,0,0,,150,39799,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","9","10","9","NA","NA","2","4","2","9","NA","10","4","NA","NA","10","NA","NA","8","NA","10","NA","7.4437",80,21242,"3","7","NA"
"2013","DK",212422,544.437041972019,"990.1082","1","2013","NA","4",1934,"2","1","1","DK","2","NA","3","7","NA","1","NA","NA","3","7","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","1","2","NA","NA","2","NA",1,1,0,0,0,0,1,0,0,,14015,0,0,0,1759,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","5","5","4","4","NA","NA","NA","10","5","8","9","10","1","1","10","9","NA","4","7.4437",78,21242,"3","2","NA"
"2013","DK",212501,544.437041972019,"2405.775","1","2013","NA","3",1961,"2","2","2","DK","2","NA","3","2","NA","NA","NA","NA","4","3","40","NA","NA","NA","12","NA","2","NA","1","NA","NA","NA","2","NA","2","NA","2","NA",1,1,48172,485,0,0,1,0,0,,19593,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","6","5","5","NA","4","2","10","NA","NA","NA","NA","9","8","1","1","NA","10","NA","2","7.4437",51,21250,"2","2","545.48615638"
"2013","DK",212571,544.437041972019,"NA","1","2013","NA","1",1945,"2","2","3","DK","2","5","3","7","NA","1","2","NA","3","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA",1,1,0,0,0,682,1,0,0,,87,18939,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","7","10","3","3","1","5","2","NA","NA","NA","NA","6","NA","NA","2","1","7","8","NA","NA","7.4437",67,21257,"2","7","1003.5409457"
"2013","DK",212572,544.437041972019,"4866.956","1","2013","NA","1",1944,"1","2","3","DK","2","NA","3","7","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",1,1,0,0,0,969,1,0,42,,0,22837,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","5","NA","NA","5","NA","NA","NA","10","5","NA","NA","10","1","1","NA","6","NA","NA","7.4437",68,21257,"2","2","894.36229014"
"2013","DK",212791,544.437041972019,"NA","1","2013","NA","3",1944,"2","2","1","DK","2","NA","3","7","NA","1","1","1","3","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",1,1,0,0,0,435,1,0,0,,133,21626,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","9","5","10","5","NA","5","5","NA","NA","NA","5","NA","10","NA","NA","NA","1","NA","10","10","3","7.4437",68,21279,"2","7","502.43372727"
"2013","DK",212792,544.437041972019,"NA","1","2013","NA","2",1948,"1","2","1","DK","2","NA","2","8","NA","NA","NA","NA","3","7","37","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,0,0,0,0,1,1569,0,,344,0,0,0,55566,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","9","NA","9","NA","5","2","4","NA","NA","10","NA","NA","9","6","8","1","1","8","NA","7","2","7.4437",64,21279,"2","2","1185.7866088"
"2013","DK",213071,544.437041972019,"757.2675","1","2013","NA","3",1948,"1","4","3","EU","2","NA","3","7","NA","1","2","NA","NA",,"37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,0,0,0,562,1,470,0,,1,185,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","10","NA","6","NA","5","NA","4","4","NA","NA","10","1","NA","NA","10","NA","NA","9","8","NA","2","7.4437",64,21307,"2","2","1602.5058141"
"2013","DK",213072,544.437041972019,"1459.419","2","2013","NA","1",1991,"1","1","3","DK","2","NA","2","2","NA","NA","NA","NA","3","5","37","NA","q","NA","12","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,32539,0,0,490,1,0,0,,458,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","4","4","3","4","3","NA","NA","8","NA","7","6","NA","NA","NA","6","NA","10","2","7.4437",21,21307,"2","2","NA"
"2013","DK",213141,544.437041972019,"428.1449","1","2013","NA","2",1973,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","NA","p","NA","NA","NA","1","2","NA","NA","NA","1","2","NA","NA","NA","2","NA",1,1,50260,0,0,567,1,4772,0,,219,0,0,4423,0,0,1,"NA","NA","NA","NA","NA","NA","NA","5","9","10","NA","NA","5","1","5","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","7","10","1","7.4437",39,21314,"3","7","2228.20527"
"2013","DK",213142,544.437041972019,"NA","1","2013","NA","2",1963,"1","2","3","DK","2","NA","3","5","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,0,0,0,573,1,0,0,,30025,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","NA","9","5","4","1","NA","NA","5","5","9","7","5","8","8","1","1","10","6","NA","2","7.4437",49,21314,"2","2","1218.3362404"
"2013","DK",213311,544.437041972019,"NA","1","2013","NA","4",1939,"2","4","1","DK","2","NA","2","7","NA","NA","NA","NA","NA","4","30","NA","NA","NA","NA","1","1","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,0,0,0,708,1,0,0,,292,26781,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","4","10","9","8","9","3","2","3","2","NA","4","NA","NA","NA","9","NA","1","NA","6","10","NA","NA","7.4437",73,21331,"2","5","709.56525683"
"2013","DK",213312,544.437041972019,"1417.405","1","2013","NA","1",1940,"1","2","3","DK","2","NA","5","7","NA","1","2","NA","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","2","NA","2","NA",1,1,0,0,0,0,1,6717,0,,55,12967,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","8","5","NA","4","NA","NA","3","NA","NA","NA","7","NA","NA","6","NA","NA","NA","NA","NA","10","2","7.4437",72,21331,"2","7","4179.1201203"
"2013","DK",213332,544.437041972019,"NA","1","2013","NA","4",1977,"2","1","3","DK","2","NA","3","6","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,35814,0,0,0,1,0,0,,533,0,0,0,0,1588,1,"NA","NA","NA","NA","NA","NA","NA","7","NA","5","9","4","5","NA","NA","2","NA","8","10","10","2","8","NA","1","1","7","8","10","2","7.4437",35,21333,"3","7","1133.9400985"
"2013","DK",214161,544.437041972019,"NA","1","2013","NA","2",1983,"2","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","1","2","1","NA","1","NA",1,1,22331,0,0,641,1,0,0,,3736,0,0,277,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","10","2","5","2","5","NA","NA","NA","3","NA","NA","8","8","NA","1","10","NA","5","9","7.4437",29,21416,"2","7","827.46543281"
"2013","DK",214162,544.437041972019,"1277.92","1","2013","NA","1",1982,"1","1","1","Other","2","NA","NA","5","NA","1","NA","NA","3","9","50","NA","NA","NA","11","1","2","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,21268,0,0,0,0,3699,1,"NA","NA","NA","NA","NA","NA","NA","7","8","10","9","NA","NA","3","NA","NA","NA","NA","10","5","8","8","10","NA","1","10","8","0","4","7.4437",30,21416,"2","2","1338.1168831"
"2013","DK",214621,544.437041972019,"NA","1","2013","NA","1",1959,"2","5","1","DK","1","NA","2","11","NA","NA","2","1","NA",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","2","NA","2","NA","NA","NA",1,1,0,0,0,442,1,0,18621,,88,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","5","8","NA","NA","4","NA","NA","5","1","NA","NA","6","10","8","NA","9","NA","1","10","NA","8","NA","7.4437",53,21462,"2","8","1581.6894888"
"2013","DK",214622,544.437041972019,"4573.667","1","2013","NA","4",1964,"1","1","3","DK","2","NA","5","2","NA","NA","NA","NA","3","3","45","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA",1,1,69168,0,0,514,1,0,0,,492,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","5","NA","10","8","3","NA","2","NA","2","8","9","NA","7","NA","NA","8","1","NA","NA","NA","8","NA","7.4437",48,21462,"2","6","3547.9922247"
"2013","DK",214811,544.437041972019,"NA","1","2013","NA","4",1979,"2","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","2","32","35","p","NA","13","1","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,40878,0,0,727,1,0,0,,153,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","3","5","NA","4","NA","10","8","7","6","8","8","NA","NA","1","NA","7","NA","NA","7.4437",33,21481,"3","7","745.89766465"
"2013","DK",214812,544.437041972019,"827.5485","1","2013","NA","3",1974,"1","2","1","DK","2","NA","3","8","NA","NA","NA","NA","3","7","37","NA","NA","NA","13","1","1","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,0,0,0,0,1,169,0,,604,0,0,64279,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","5","2","NA","2","3","NA","10","NA","10","9","NA","NA","NA","NA","NA","NA","2","7.4437",38,21481,"2","7","NA"
"2013","DK",215011,544.437041972019,"3923.955","2","2013","NA","2",1953,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","NA","NA","NA","13","1","NA","NA","NA","NA","NA","1","2","3","1","NA","2","NA",1,1,48744,0,0,0,1,0,-1764,,211,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","10","NA","8","NA","NA","1","2","2","NA","10","10","7","8","10","5","1","NA","9","NA","10","2","7.4437",59,21501,"2","2","NA"
"2013","DK",215012,544.437041972019,"1225.631","1","2013","NA","1",1958,"2","2","3","DK","2","3","5","1","NA","NA","NA","1","3","2","37","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA",1,1,82504,392,0,0,1,645,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","8","9","5","4","2","3","NA","NA","10","NA","8","6","10","8","1","1","10","9","NA","NA","7.4437",54,21501,"2","2","NA"
"2013","DK",215231,544.437041972019,"3170.173","1","2013","NA","3",1936,"1","4","1","DK","1","2","2","7","NA","1","2","NA","NA","3","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",1,1,0,0,0,532,1,0,0,,0,13382,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","NA","NA","10","4","NA","NA","5","1","NA","10","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","7.4437",76,21523,"2","6","NA"
"2013","DK",215232,544.437041972019,"3147.665","1","2013","NA","4",1940,"2","2","2","DK","2","NA","NA","7","NA","NA","NA","NA","3","3","37","2","NA","NA","12","NA","2","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,0,0,0,435,1,0,0,,454,54875,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","9","NA","5","NA","5","2","NA","10","7","7","9","9","NA","NA","NA","7","10","NA","2","7.4437",72,21523,"3","2","NA"
"2013","DK",215271,544.437041972019,"1006.948","1","2013","NA","2",1944,"2","2","2","DK","2","NA","2","7","NA","NA","NA","NA","3",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","1",1,1,0,0,0,435,1,0,0,,12518,15840,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","9","NA","10","5","5","5","4","NA","NA","NA","10","8","NA","10","10","2","1","10","NA","10","1","7.4437",68,21527,"3","6","NA"
"2013","DK",215272,544.437041972019,"NA","1","2013","NA","1",1948,"1","2","2","DK","2","NA","5","8","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,0,0,0,580,1,0,0,,194,0,0,0,19721,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","7","5","NA","NA","5","2","NA","1","NA","NA","NA","NA","5","NA","NA","1","1","NA","10","10","NA","7.4437",64,21527,"2","6","1007.1646557"
"2013","DK",216341,544.437041972019,"NA","1","2013","NA","1",1960,"1","5","2","DK","2","NA","3","1","NA","NA","NA","NA","3","2","37","NA","NA","NA","13","1","2","2","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,79144,0,0,674,1,0,0,,264,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","NA","7","4","5","NA","5","2","NA","9","NA","NA","NA","8","8","NA","1","10","9","NA","1","7.4437",52,21634,"2","2","690.45060264"
"2013","DK",216342,544.437041972019,"822.7815","1","2013","NA","1",1964,"2","2","1","DK","2","NA","3","5","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,0,0,0,631,1,0,0,,25412,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","6","8","0","NA","5","2","NA","2","NA","NA","NA","0","7","10","NA","1","1","10","4","10","1","7.4437",48,21634,"2","2","NA"
"2013","DK",216562,544.437041972019,"1703.033","1","2013","NA","3",1985,"2","1","3","DK","1","NA","2","5","NA","NA","NA","1","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",1,1,30983,0,0,727,1,0,0,,949,0,0,0,0,6084,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","NA","1","2","NA","NA","10","6","9","6","7","1","1","8","9","10","NA","7.4437",27,21656,"2","2","NA"
"2013","DK",216731,544.437041972019,"NA","1","2013","NA","3",1946,"2","5","1","DK","2","NA","3","7","NA","NA","NA","NA","3","3","40","NA","NA","NA","12","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,0,0,0,433,1,0,0,,432,82753,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","5","5","NA","5","NA","NA","10","NA","NA","9","NA","NA","NA","1","8","NA","10","NA","7.4437",66,21673,"3","5","NA"
"2013","DK",216732,544.437041972019,"797.3558","1","2013","NA","1",1947,"1","2","1","Other","1","2","2","7","NA","2","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",1,1,784,0,0,0,1,4836,534,,28,3894,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","5","NA","4","NA","NA","NA","NA","10","NA","8","7","NA","1","NA","7","7","7","3","7.4437",65,21673,"2","2","NA"
"2013","DK",216951,544.437041972019,"NA","1","2013","NA","2",1988,"1","1","1","DK","2","3","3","1","NA","2","2","NA","NA","7","NA","NA","g","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","5","NA","NA",1,1,6276,0,0,727,1,0,0,,61,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","3","NA","NA","NA","NA","NA","NA","8","2","7","NA","NA","NA","1","NA","8","NA","3","7.4437",24,21695,"2","3","NA"
"2013","DK",216952,544.437041972019,"NA","1","2013","NA","3",1988,"2","1","1","EU","1","3","NA","2","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,16225,0,0,0,1,0,0,,664,0,0,0,0,3846,1,"NA","NA","NA","NA","NA","NA","NA","NA","10","NA","10","4","NA","1","3","2","NA","NA","8","NA","8","99","10","NA","1","10","10","10","3","7.4437",24,21695,"2","2","NA"
"2013","DK",217121,544.437041972019,"NA","1","2013","NA","3",1951,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","2","40","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,20373,0,0,477,1,90,0,,88,0,0,0,39762,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","5","NA","NA","2","7","NA","NA","NA","8","NA","NA","NA","1","NA","10","8","NA","7.4437",61,21712,"2","6","NA"
"2013","DK",217122,544.437041972019,"NA","1","2013","NA","1",1949,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","10","f","NA","13","1","2","NA","NA","NA","NA","1","NA","2","NA","NA","2","NA",1,1,74082,0,0,573,1,414,0,,403,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","5","8","NA","NA","NA","NA","2","NA","5","7","5","10","NA","8","1","1","8","NA","NA","NA","7.4437",63,21712,"2","7","1896.0481293"
"2013","DK",217131,544.437041972019,"890.7544","2","2013","NA","4",1932,"2","5","1","DK","2","NA","2","7","NA","NA","NA","NA","3","4","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,312,32782,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","6","9","NA","5","2","5","3","NA","NA","NA","8","NA","10","10","1","1","8","7","9","2","7.4437",80,21713,"2","2","1109.9962"
"2013","DK",217132,544.437041972019,"460.1142","1","2013","NA","3",1932,"1","4","1","DK","2","NA","5","4","NA","NA","NA","NA","3","7","NA","2","l-n","NA","NA","1","NA","NA","NA","NA","NA","5","2","NA","2","NA","2","NA",1,1,0,0,0,637,1,0,-23696,,1053,51138,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","8","10","9","NA","4","1","4","NA","NA","NA","6","NA","8","NA","10","1","NA","NA","10","NA","1","7.4437",80,21713,"3","2","NA"
"2013","DK",217351,544.437041972019,"4054.734","1","2013","NA","3",1953,"1","4","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","32","NA","l-n","NA","13","1","2","2","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,51700,0,0,402,1,6717,0,,941,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","9","8","8","5","2","NA","NA","2","9","NA","10","2","NA","NA","9","1","1","8","NA","NA","2","7.4437",59,21735,"2","7","NA"
"2013","DK",217352,544.437041972019,"NA","1","2013","NA","3",1993,"1","1","3","DK","2","3","2","6","NA","1","NA","NA","3",,"32","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,0,0,0,532,1,0,0,,28,0,0,0,0,1482,1,"NA","NA","NA","NA","NA","NA","NA","7","9","NA","NA","NA","5","3","5","NA","NA","NA","NA","7","NA","9","9","1","NA","NA","5","9","2","7.4437",19,21735,"2","7","NA"
"2013","DK",217711,544.437041972019,"NA","1","2013","NA","2",1964,"2","1","1","DK","2","NA","2","5","NA","NA","NA","NA","3","5","37","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","2","1","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,34093,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","NA","5","2","5","3","8","10","8","7","10","6","NA","NA","1","NA","9","NA","2","7.4437",48,21771,"3","7","NA"
"2013","DK",217712,544.437041972019,"NA","1","2013","NA","4",1994,"2","1","1","DK","2","3","2","6","NA","1","2","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","1","NA","3","2","NA","2","NA",1,1,2343,0,0,435,1,7657,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","8","NA","9","NA","NA","NA","10","9","NA","7.4437",18,21771,"2","2","NA"
"2013","DK",217971,544.437041972019,"1197.872","1","2013","NA","1",1995,"1","1","1","DK","2","NA","2","6","NA","2","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","2","3","NA","NA","2","NA",1,1,3742,0,0,383,1,5374,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","10","5","NA","NA","5","2","3","2","NA","NA","NA","5","9","NA","NA","1","NA","10","9","NA","2","7.4437",17,21797,"3","6","NA"
"2013","DK",217972,544.437041972019,"NA","1","2013","NA","4",1966,"2","2","3","DK","2","NA","3","1","NA","1","NA","NA","3","0 - 1","NA","NA","g","NA","NA","1","2","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,32337,2486,2421,435,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","8","NA","7","NA","2","2","3","NA","NA","5","NA","7","8","8","10","1","NA","99","99","10","2","7.4437",46,21797,"3","2","NA"
"2013","DK",218211,544.437041972019,"NA","1","2013","NA","1",1947,"1","2","3","DK","2","NA","5","3","NA","NA","NA","NA","3","2","45","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","2","NA",1,1,0,0,0,0,1,0,118189,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","9","NA","10","NA","4","3","NA","1","NA","6","9","NA","6","10","9","1","NA","9","NA","NA","NA","7.4437",65,21821,"2","6","NA"
"2013","DK",218212,544.437041972019,"1204.717","1","2013","NA","4",1945,"2","1","1","DK","2","NA","2","7","NA","NA","2","NA","3","2","37","NA","NA","NA","NA","1","NA","2","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,0,0,0,0,1,386,0,,140,38466,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","NA","3","NA","NA","NA","5","99","NA","8","1","1","10","8","NA","NA","7.4437",67,21821,"2","6","1036.2400769"
"2013","DK",218471,544.437041972019,"1052.7","1","2013","NA","1",1971,"2","1","2","DK","2","NA","5","11","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,1,13723,0,0,0,1,0,0,,9751,0,0,14902,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","10","10","8","NA","4","3","5","2","9","NA","5","NA","9","NA","10","1","NA","7","8","NA","1","7.4437",41,21847,"2","2","5022.5493105"
"2013","DK",218472,544.437041972019,"NA","1","2013","NA","3",1996,"2",,"1",,"2","NA",,,"NA","2","2","NA","NA",,"NA","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","8",1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","10","3","9","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","5","10","2","7.4437",16,21847,"2","2","NA"
"2013","DK",218541,544.437041972019,"567.8769","1","2013","NA","2",1936,"1","2","1","DK","2","NA","2","7","NA","1","NA","NA","3","4","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,0,0,0,477,1,0,0,,143,20974,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","10","NA","5","3","1","NA","NA","NA","NA","NA","99","NA","NA","10","1","1","NA","10","NA","1","7.4437",76,21854,"3","2","1324.243522"
"2013","DK",218542,544.437041972019,"969.334","1","2013","NA","3",1934,"2","2","1","DK","2","NA","2","7","NA","NA","NA","NA","3","2","25","NA","NA","NA","NA","1","2","1","NA","NA","NA","2","2","3","2","NA","1","NA",1,1,2711,0,0,0,1,0,5255,,289,27500,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","10","NA","NA","4","3","2","NA","NA","7","NA","NA","5","5","9","9","NA","1","NA","NA","6","4","7.4437",78,21854,"3","6","NA"
"2013","DK",218691,544.437041972019,"3296.895","1","2013","NA","2",1959,"2","2","3","Other","1","NA","5","8","NA","NA","2","NA","3","0 - 1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","NA","NA","2","NA","1","NA",1,1,0,0,0,109,1,0,0,,154,0,0,0,18582,0,1,"NA","NA","NA","NA","NA","NA","NA","10","9","NA","0","2","5","1","4","2","NA","NA","NA","7","NA","10","NA","1","1","10","5","2","1","7.4437",53,21869,"2","2","810.27062147"
"2013","DK",218692,544.437041972019,"NA","1","2013","NA","1",1945,"1","5","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","32","NA","h","NA","5","1","NA","2","NA","NA","NA","4","2","3","2","NA","2","NA",1,1,49294,0,0,559,1,0,0,,200,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","9","NA","4","2","5","2","6","NA","NA","NA","NA","NA","10","NA","1","8","10","NA","NA","7.4437",67,21869,"2","6","NA"
"2013","DK",218821,544.437041972019,"3547.992","2","2013","NA","3",1937,"2","2","1","EU","2","NA","5","2","NA","NA","NA","NA","3","5","20","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","NA","NA","NA","2","NA",1,1,24937,0,0,399,1,2633,0,,117,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","10","NA","9","NA","5","NA","NA","2","NA","NA","NA","NA","NA","7","8","1","1","8","NA","10","3","7.4437",75,21882,"3","7","907.29733979"
"2013","DK",218822,544.437041972019,"719.0916","1","2013","NA","2",1938,"1","2","3","DK","2","NA","2","7","NA","1","NA","NA","2","5","38","NA","NA","NA","13","1","2","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA",1,1,0,0,0,727,1,0,0,,206,33907,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","8","8","2","4","NA","3","3","NA","NA","8","3","8","10","10","1","1","9","10","10","1","7.4437",74,21882,"2","7","3366.3279268"
