"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","DK",9162,"2","2012","NA",72768,62722,0,0,,,,,,,,,0,0,0,3298,0,,0,,0,0,0,,10047,,"3","3","NA","1","1","1","1","1","1","1","1","6","4026.52","2","NA","1","2","2","2","1","1","4","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"2","68","1","1","1","2","1","1","4","4","4","4","3","NA","3","NA"
"2012","DK",9174,"1","2012","10",15922,11989,0,0,,,,,,,,,0,0,0,0,0,,25,,0,79,0,,3853,,"1","3","3","1","1","1","1","1","1","1","1","4","335.54","3","NA","2","2","2","2","1","2","2","2","1","NA","NA","1256.05","NA","1","1",,"1",1,,,,,,"2","76","1","1","1","1","1","4","4","4","4","2","3","NA","3","NA"
"2012","DK",9229,"1","2012","NA",58525,48550,0,0,,,,,,,,,0,0,0,1856,0,,-9358,,0,0,0,,9975,,"3","3","3","1","1","1","1","1","1","1","1","4","3355.43","1","NA","2","2","2","2","1","3","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","3","4","4","3","4","3","3","3","NA"
"2012","DK",9255,"1","2012","NA",20212,9605,0,0,,,,,,,,,0,0,0,0,0,,-769,,0,0,5078,,5529,,"3","3","3","1","1","1","1","1","3","1","1","5","3355.43","2","NA","2","2","2","2","2","1","5","2","1","NA","NA","741.15","NA","1","1",,"1",1,,,,,,"2","186","1","2","1","1","1","4","4","2","3","2","4","NA","3","NA"
"2012","DK",9256,"2","2012","NA",57515,40420,0,0,,,,,,,,,0,0,0,0,0,,217,,0,1901,0,,15194,,"3","3","3","1","1","1","1","1","3","1","1","2","5064.02","1","NA","2","2","2","2","1","2","6","2","1","1102.19","NA","1661.61","NA","1","1",,"1",1,,,,,,"2","230","1","1","1","1","1","1","3","3","3","4","3","NA","3","NA"
"2012","DK",9279,"2","2012","NA",42636,23062,0,0,,,,,,,,,0,0,0,0,0,,-27,,0,0,0,,19575,,"NA","3","3","1","1","1","1","1","1","1","1","6","1207.96","3","NA","2","2","2","2","1","2","2","1","1","NA","NA","890.64","NA","1","1",,"1",1,,,,,,"2","93","1","1","1","1","2","3","2","3","4","4","3","NA","3","NA"
"2012","DK",9353,"2","2012","NA",-1458,-4570,0,0,,,,,,,,,0,0,0,0,0,,-1603,,0,184,0,,2929,,"3","3","NA","1","1","1","1","1","1","1","3","4","1610.61","3","NA","2","2","2","2","1","2","4","2","1","724.77","NA","709.6","NA","1","1",,"1",1,,,,,,"2","228","1","1","1","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","DK",9356,"1","2012","7",23627,9907,0,0,,,,,,,,,0,0,0,1328,0,,0,,0,0,0,,13720,,"3","3","3","1","1","1","1","1","1","1","3","4","1073.74","3","NA","1","2","2","1","1","1","6","2","1","NA","NA","1391.28","NA","1","1",,"1",1,,,,,,"2","260","1","1","1","1","2","4","3","4","2","2","3","NA","3","NA"
"2012","DK",9371,"1","2012","9",30591,21362,0,0,,,,,,,,,0,0,0,0,0,,28,,0,0,0,,9229,,"NA","3","3","1","1","1","1","1","1","1","1","6","4026.52","3","NA","2","2","2","2","1","2","2","2","1","NA","NA","1305.64","NA","1","1",,"1",1,,,,,,"2","142","1","1","1","1","1","4","4","4","4","4","4","4","3","NA"
"2012","DK",9379,"1","2012","11",49649,44229,0,0,,,,,,,,,0,0,0,0,0,,27,,0,0,0,,5420,,"3","3","NA","1","1","1","1","1","1","1","3","3","3355.43","3","2","2","2","2","2","1","1","3","1","1","NA","NA","1414.3","NA","1","1",,"1",1,,,,,,"2","200","1","1","2","2","1","1","3","4","3","4","3","3","3","NA"
"2012","DK",9384,"1","2012","NA",53007,23273,0,0,,,,,,,,,0,0,0,0,0,,96,,0,0,0,,29734,,"3","3","3","1","1","1","1","1","1","1","1","1","1610.61","1","2","2","2","2","2","4","2","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","3","4","4","2","3","3","NA","3","NA"
"2012","DK",9397,"1","2012","16",8996,5056,0,0,,,,,,,,,0,0,0,0,0,,-8392,,0,0,0,,3940,,"NA","3","3","1","1","1","1","1","3","1","1","4","2684.35","2","NA","2","2","2","2","1","1","5","1","1","NA","NA","660.65","NA","1","1",,"1",1,,,,,,"2","169","1","1","1","1","2","1","3","4","2","NA","3","NA","3","NA"
"2012","DK",9403,"1","2012","30",24353,16427,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,7927,,"3","3","NA","1","1","1","1","1","1","1","3","1","1476.39","3","NA","2","2","2","1","1","3","3","2","1","NA","NA","1256.05","NA","1","1",,"1",1,,,,,,"2","176","1","1","1","1","1","4","NA","3","3","4","2","NA","2","NA"
"2012","DK",9415,"2","2012","NA",30301,9757,0,0,,,,,,,,,0,0,0,0,0,,-61,,0,0,0,,20545,,"3","3","3","1","1","1","1","1","1","1","1","3","2013.26","3","NA","2","2","2","2","1","3","3","2","1","NA","NA","1383.87","NA","1","1",,"1",1,,,,,,"2","158","1","2","1","1","1","4","2","4","3","4","3","NA","3","NA"
"2012","DK",9423,"2","2012","13",54740,49184,0,0,,,,,,,,,0,0,0,0,0,,212,,0,0,0,,5557,,"3","3","3","1","1","1","1","1","1","1","1","5","2684.35","3","NA","2","2","2","1","1","1","3","2","1","NA","NA","688.57","NA","1","1",,"1",1,,,,,,"2","68","1","1","1","1","1","1","4","4","4","4","3","NA","3","NA"
"2012","DK",9500,"1","2012","10",48790,25331,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1533,0,,21926,,"3","3","NA","1","1","1","1","1","1","1","1","6","4697.61","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","1419.43","NA","1","1",,"1",1,,,,,,"2","142","1","1","1","1","1","3","4","4","4","4","4","NA","3","NA"
"2012","DK",9502,"1","2012","NA",42274,34715,0,0,,,,,,,,,0,0,0,0,0,,470,,0,1931,0,,5628,,"3","3","3","1","1","1","1","1","1","1","3","4","1073.74","2","NA","2","2","2","2","4","3","4","2","1","536.87","NA","746.02","NA","1","1",,"1",1,,,,,,"2","72","1","1","2","1","1","1","3","4","3","3","3","4","3","NA"
"2012","DK",9523,"2","2012","NA",28291,18572,0,0,,,,,,,,,0,0,0,0,0,,83,,0,0,0,,9719,,"2","3","3","1","1","1","1","1","1","1","1","3","2684.35","1","NA","2","2","2","2","3","3","5","2","1","872.41","NA","1349.9","NA","1","1",,"1",1,,,,,,"2","128","1","1","1","2","1","1","3","4","3","4","2","3","3","NA"
"2012","DK",9607,"1","2012","16",37492,25170,0,0,,,,,,,,,0,0,0,3360,0,,-2,,0,403,0,,11918,,"NA","3","NA","1","1","1","1","1","1","1","1","5","5368.7","3","NA","2","1","2","1","4","2","3","2","1","NA","NA","577.96","NA","1","1",,"1",1,,,,,,"2","180","1","1","2","1","1","4","4","2","3","NA","4","2","3","NA"
"2012","DK",9635,"2","2012","10",43870,16269,0,0,,,,,,,,,0,0,0,0,0,,421,,0,0,0,,27601,,"3","3","NA","1","1","1","1","1","1","1","1","6","3355.43","3","NA","2","2","2","2","1","2","3","1","1","NA","NA","1305.64","NA","1","1",,"1",1,,,,,,"2","142","1","1","2","1","1","3","4","4","3","3","4","4","3","NA"
"2012","DK",9692,"1","2012","12",107328,97475,0,0,,,,,,,,,0,0,0,971,0,,2378,,0,0,0,,9853,,"NA","3","3","1","1","2","1","1","1","1","1","6","6174","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","2249.67","NA","1","1",,"1",1,,,,,,"2","200","1","1","2","1","1","4","3","4","4","3","4","NA","3","NA"
"2012","DK",9748,"1","2012","NA",58842,28611,0,0,,,,,,,,,0,0,0,0,0,,-160,,0,0,0,,30230,,"3","3","NA","1","1","1","1","1","1","1","1","3","4026.52","2","NA","2","2","2","1","3","1","4","1","1","NA","NA","732.48","NA","1","1",,"1",1,,,,,,"2","170","1","1","1","1","1","4","4","4","4","1","3","NA","3","NA"
"2012","DK",9760,"1","2012","NA",42212,31799,0,0,,,,,,,,,0,0,0,1850,0,,22,,0,22,0,,10391,,"1","3","3","1","1","1","1","1","1","1","1","4","2684.35","3","NA","2","2","2","2","4","3","4","1","1","NA","NA","959.71","NA","1","1",,"1",1,,,,,,"2","149","1","1","1","1","1","4","4","3","4","1","3","NA","3","NA"
"2012","DK",9767,"1","2012","NA",39210,9375,0,0,,,,,,,,,0,0,0,0,0,,1056,,0,0,0,,29836,,"3","3","3","1","1","1","1","1","1","1","1","5","1073.74","2","NA","2","2","2","1","1","1","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"1","68","1","1","1","1","1","3","4","4","3","3","3","NA","3","NA"
"2012","DK",9784,"1","2012","NA",23042,13203,0,0,,,,,,,,,0,0,0,0,0,,-2869,,0,442,0,,9397,,"3","3","3","1","1","2","1","1","1","1","1","5","4697.61","3","2","1","2","2","2","1","2","2","2","1","NA","NA","1476.67","NA","1","1",,"1",1,,,,,,"2","235","1","1","1","1","1","4","4","4","3","4","4","3","3","NA"
"2012","DK",9868,"1","2012","NA",18637,11334,0,0,,,,,,,,,0,0,0,0,0,,5,,0,695,0,,6608,,"3","3","3","1","1","1","1","1","1","1","1","3","1342.17","2","2","2","2","2","2","1","3","6","2","1","858.99","NA","803.01","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","2","4","4","4","4","4","3","NA","3","NA"
"2012","DK",9894,"1","2012","NA",29716,14614,0,0,,,,,,,,,0,0,0,0,0,,-3078,,0,0,0,,15103,,"3","3","3","1","1","1","1","1","1","1","1","4","13421.74","3","NA","2","2","2","2","1","3","5","2","1","NA","NA","2249.67","NA","1","1",,"1",1,,,,,,"2","130","1","1","1","1","1","4","4","4","1","3","4","NA","3","NA"
"2012","DK",9917,"1","2012","NA",20192,8835,0,0,,,,,,,,,0,0,0,0,0,,-2318,,0,2422,0,,8934,,"3","1","3","1","1","2","1","1","3","3","3","4","3623.87","3","NA","2","2","2","2","1","3","2","2","1","NA","NA","2137.74","NA","3","1",,"1",1,,,,,,"2","130","1","1","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","DK",9928,"1","2012","11",48068,28043,0,0,,,,,,,,,0,0,0,0,0,,-4110,,0,0,0,,20024,,"3","3","3","1","1","1","1","1","1","1","3","5","NA","3","NA","1","2","2","2","1","3","4","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","68","1","1","1","2","1","1","3","4","3","2","3","NA","3","NA"
"2012","DK",9939,"2","2012","NA",84366,61547,0,0,,,,,,,,,0,0,0,0,0,,-1996,,0,0,0,,22819,,"3","3","3","2","1","1","1","1","1","1","1","6","6174","3","NA","2","2","2","2","1","3","5","2","1","NA","NA","2729.77","NA","1","1",,"1",1,,,,,,"2","142","1","1","1","1","1","4","4","4","4","4","4","NA","3","NA"
"2012","DK",9952,"1","2012","35",19383,655,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,18728,,"3","3","3","2","1","1","1","1","1","1","1","4","2684.35","3","3","2","2","2","2","3","3","2","2","1","NA","NA","707.13","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","DK",9982,"2","2012","NA",15076,3922,0,0,,,,,,,,,0,0,0,660,0,,11,,0,1333,0,,9821,,"3","3","NA","2","1","1","1","1","1","1","1","5","1610.61","3","NA","2","2","2","2","1","2","4","2","1","295.28","NA","816.31","NA","1","1",,"1",1,,,,,,"2","71","1","1","1","2","1","1","4","3","3","4","3","NA","1","1"
"2012","DK",10015,"NA","2012","NA",39424,34320,0,0,,,,,,,,,0,0,0,0,0,,1876,,0,0,0,,5104,,"NA","3","3","1","1","1","1","1","1","1","1","3","1073.74","3","2","1","2","2","2","4","1","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","200","1","1","1","1","1","1","4","4","3","4","4","4","3","NA"
"2012","DK",10034,"1","2012","NA",70425,28664,0,0,,,,,,,,,0,0,0,0,0,,14968,,0,2354,0,,39407,,"3","3","3","1","1","1","1","1","1","1","1","5","4026.52","2","NA","2","2","2","2","1","2","6","1","1","NA","NA","1495.88","NA","1","1",,"1",1,,,,,,"2","400","1","1","1","1","1","3","4","4","2","4","4","NA","3","NA"
"2012","DK",10065,"1","2012","13",134305,128193,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,6113,,"3","3","3","1","1","1","1","1","1","1","1","6","13421.74","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","1305.64","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","1","4","4","4","NA","2","NA","3","NA"
"2012","DK",10155,"2","2012","19",51185,34170,0,0,,,,,,,,,0,0,0,0,0,,4,,0,0,0,,17016,,"3","3","NA","2","1","1","1","1","1","1","1","5","5368.7","3","NA","2","2","2","1","1","2","3","2","1","NA","NA","1414.3","NA","1","1",,"1",1,,,,,,"2","180","1","1","2","1","1","4","3","4","3","4","3","3","3","NA"
"2012","DK",10195,"1","2012","NA",80757,68089,0,0,,,,,,,,,0,0,0,0,0,,5,,0,0,0,,12668,,"3","3","NA","1","1","1","1","1","1","1","3","4","1610.61","3","NA","2","1","2","2","4","3","5","2","1","NA","NA","461.07","NA","1","1",,"1",1,,,,,,"1","196","1","1","1","1","1","3","4","1","4","4","4","3","1","NA"
"2012","DK",10203,"NA","2012","NA",46940,25959,0,0,,,,,,,,,0,0,0,0,0,,384,,0,0,0,,20981,,"3","3","3","1","1","1","1","1","1","1","1","5","4697.61","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","832.63","NA","1","1",,"1",1,,,,,,"2","235","1","1","2","1","1","1","4","NA","3","4","4","NA","3","NA"
"2012","DK",10206,"1","2012","NA",35070,15802,0,0,,,,,,,,,0,0,0,0,0,,256,,0,0,0,,19268,,"3","3","3","1","1","1","1","1","1","1","3","5","3758.09","2","NA","2","2","2","2","4","2","5","1","1","NA","NA","1145.47","NA","1","1",,"1",1,,,,,,"1","86","1","1","1","1","1","3","4","4","4","NA","4","4","3","NA"
"2012","DK",10243,"2","2012","10",29077,24849,0,0,,,,,,,,,0,0,0,0,0,,1313,,0,0,0,,4228,,"3","3","3","1","1","1","1","1","1","1","1","5","3355.43","2","NA","2","1","2","1","2","2","5","2","1","NA","NA","763.18","NA","1","1",,"1",1,,,,,,"2","157","1","1","1","1","NA","4","4","4","3","4","4","NA","3","NA"
"2012","DK",10252,"1","2012","13",26692,-23029,0,0,,,,,,,,,0,0,0,0,0,,-47,,0,0,0,,49721,,"3","3","3","1","1","1","1","1","1","1","1","5","4697.61","2","NA","1","2","2","1","1","3","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","204","1","1","2","1","1","1","4","4","3","4","2","NA","3","NA"
"2012","DK",10264,"1","2012","NA",22968,20058,0,0,,,,,,,,,0,0,0,0,0,,-568,,0,324,0,,2587,,"3","3","3","1","1","2","1","1","1","3","1","4","6710.87","3","3","2","2","2","2","1","3","5","2","1","NA","NA","791.16","NA","1","1",,"1",1,,,,,,"2","140","1","1","1","1","1","3","3","4","4","3","4","NA","3","NA"
"2012","DK",10273,"1","2012","8",49576,27771,0,0,,,,,,,,,0,0,0,0,0,,31,,0,1824,0,,19982,,"3","3","3","1","1","1","1","1","3","1","1","6","2684.35","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","2729.77","NA","1","1",,"1",1,,,,,,"2","280","1","1","1","1","1","4","4","4","4","4","4","NA","3","NA"
"2012","DK",10314,"1","2012","NA",33841,20980,0,0,,,,,,,,,0,0,0,0,0,,336,,0,0,0,,12861,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","660.65","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","4","4","4","4","4","3","3","NA"
"2012","DK",10343,"2","2012","NA",57434,43528,0,0,,,,,,,,,0,0,0,0,0,,1552,,0,0,0,,13906,,"3","3","3","1","1","2","1","1","1","1","3","4","2013.26","1","1","2","2","2","2","1","2","2","2","1","1677.72","NA","1208.4","NA","1","1",,"1",1,,,,,,"2","36","1","1","1","1","1","2","4","3","3","3","4","NA","3","NA"
"2012","DK",10382,"2","2012","13",85353,75570,0,0,,,,,,,,,0,0,0,0,0,,-412,,0,465,0,,9317,,"1","3","NA","1","1","2","1","1","1","1","1","5","2013.26","2","NA","2","2","2","2","1","3","6","2","1","NA","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","163","2","1","1","1","1","4","2","4","2","2","2","2","3","NA"
"2012","DK",10443,"1","2012","NA",44980,36619,0,0,,,,,,,,,0,0,0,4472,0,,27,,0,0,0,,8361,,"3","3","3","1","1","2","1","1","3","1","1","5","6710.87","3","NA","2","2","2","2","3","1","2","2","1","NA","NA","2729.77","NA","1","1",,"1",1,,,,,,"2","97","1","1","1","1","1","4","3","3","4","4","4","NA","3","NA"
"2012","DK",10528,"1","2012","9",73498,59769,0,0,,,,,,,,,0,0,0,8084,0,,-12,,0,0,0,,13729,,"NA","3","3","1","1","1","1","1","1","1","1","6","6174","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1129.09","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","1","NA","4","3","4","4","2","3","NA"
"2012","DK",10536,"1","2012","15",23125,17745,0,0,,,,,,,,,0,0,0,0,0,,4482,,0,0,0,,5381,,"3","3","3","1","1","1","1","1","1","1","1","6","603.98","3","NA","2","2","2","2","1","2","2","2","1","NA","NA","960.77","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","1","4","3","3","3","3","NA","3","NA"
"2012","DK",10564,"1","2012","NA",42376,29316,0,0,,,,,,,,,0,0,0,0,0,,-3017,,0,279,489,,12291,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","2","5","2","1","NA","NA","887.27","NA","1","1",,"1",1,,,,,,"2","200","1","1","2","2","1","2","4","3","4","4","1","NA","3","NA"
"2012","DK",10587,"2","2012","8",88472,60174,0,0,,,,,,,,,0,0,0,0,0,,649,,0,0,0,,28298,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","2","5","1","1","NA","NA","3707.15","NA","1","1",,"1",1,,,,,,"2","250","1","2","1","1","1","3","3","4","2","4","3","3","3","NA"
"2012","DK",10616,"1","2012","7",34381,32306,0,0,,,,,,,,,0,0,0,0,0,,-3537,,0,0,0,,2074,,"3","3","3","1","1","1","1","1","1","1","1","6","2684.35","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","689.2","NA","1","1",,"1",1,,,,,,"2","180","2","1","1","1","1","1","4","3","4","3","2","2","3","NA"
"2012","DK",10618,"1","2012","NA",26176,19483,0,0,,,,,,,,,0,0,0,0,0,,-650,,0,2031,0,,4661,,"3","3","NA","1","1","2","1","1","1","1","1","5","1342.17","2","1","2","2","2","2","1","3","5","1","1","NA","NA","1830.85","NA","1","1",,"1",1,,,,,,"2","140","1","2","2","1","1","3","3","3","4","3","3","NA","3","NA"
"2012","DK",10648,"2","2012","NA",70456,69292,0,0,,,,,,,,,0,0,0,1097,0,,-357,,0,0,0,,1163,,"3","3","3","1","1","1","1","1","1","1","2","3","3355.43","2","2","2","2","2","2","1","3","4","1","1","NA","NA","1223.01","NA","1","1",,"1",1,,,,,,"2","136","1","1","1","1","1","1","4","3","3","4","4","NA","3","NA"
"2012","DK",10656,"1","2012","16",52802,32058,0,0,,,,,,,,,0,0,0,0,0,,-3127,,0,0,0,,20744,,"3","3","3","2","1","1","1","1","1","1","3","5","1073.74","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"1","260","1","1","2","1","1","1","4","3","4","4","4","NA","3","NA"
"2012","DK",10674,"1","2012","11",44085,37685,0,0,,,,,,,,,0,0,0,0,0,,-3448,,0,0,0,,6400,,"NA","3","3","1","1","1","1","1","1","1","1","4","4697.61","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","1419.43","NA","1","1",,"1",1,,,,,,"2","120","2","1","1","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","DK",10684,"1","2012","9",73571,50440,0,0,,,,,,,,,0,0,0,18323,0,,0,,0,0,0,,23131,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","8779.96","NA","1","1",,"1",1,,,,,,"2","155","1","1","1","1","1","3","3","4","3","NA","3","NA","2","NA"
"2012","DK",10695,"2","2012","18",25069,16972,0,0,,,,,,,,,0,0,0,0,0,,-1238,,0,0,0,,8098,,"NA","3","3","1","1","1","1","1","1","1","1","3","2080.37","3","NA","2","2","2","2","4","2","3","2","1","NA","NA","1378.95","NA","1","1",,"1",1,,,,,,"2","109","1","1","2","1","1","1","3","NA","3","3","3","NA","3","NA"
"2012","DK",10730,"1","2012","NA",164706,150837,0,0,,,,,,,,,0,0,0,0,0,,894,,0,156,0,,13713,,"3","3","NA","1","1","1","1","1","1","1","1","6","3355.43","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","200","1","1","2","1","1","1","4","4","4","4","1","NA","3","NA"
"2012","DK",10735,"1","2012","NA",28839,9570,0,0,,,,,,,,,0,0,0,0,0,,480,,0,0,0,,19268,,"3","3","3","1","1","2","1","1","1","1","3","5","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"1","150","1","1","1","1","1","4","4","4","2","2","3","3","3","NA"
"2012","DK",10813,"1","2012","10",22684,8745,0,0,,,,,,,,,0,0,0,1175,0,,312,,0,450,0,,13489,,"3","3","3","1","1","1","1","1","1","1","1","1","4294.96","3","NA","2","2","2","1","2","2","6","2","1","NA","NA","1249.24","NA","1","1",,"1",1,,,,,,"2","157","1","1","1","1","1","1","3","4","4","3","3","4","3","NA"
"2012","DK",10854,"1","2012","NA",24226,21349,0,0,,,,,,,,,0,0,0,649,0,,0,,0,0,0,,2877,,"3","3","3","1","1","2","1","1","1","1","3","5","1275.07","3","NA","2","1","2","2","1","3","3","2","1","NA","NA","450.38","NA","1","1",,"1",1,,,,,,"2","184","1","1","1","1","1","3","3","4","3","4","4","NA","1","NA"
"2012","DK",10899,"1","2012","NA",11843,8770,0,0,,,,,,,,,0,0,0,0,0,,-720,,0,22,0,,3051,,"3","3","3","1","1","1","1","1","1","1","1","6","939.52","3","NA","2","2","2","2","2","3","2","2","1","NA","NA","1550.36","NA","1","1",,"1",1,,,,,,"2","65","1","1","1","2","2","3","3","4","3","3","1","NA","2","NA"
"2012","DK",10917,"1","2012","NA",14680,9990,0,0,,,,,,,,,0,0,0,0,0,,5,,0,0,0,,4689,,"NA","3","3","1","1","1","1","1","1","1","3","6","671.09","2","NA","1","2","2","1","4","1","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"2","200","1","1","1","2","1","1","3","4","4","4","3","NA","3","NA"
"2012","DK",10945,"1","2012","NA",53061,51274,0,0,,,,,,,,,0,0,0,0,0,,4,,0,0,0,,1786,,"3","3","NA","1","1","1","1","1","1","1","1","6","1073.74","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"2","200","1","1","1","1","1","1","3","3","2","3","3","NA","3","NA"
"2012","DK",10958,"1","2012","13",36240,12170,0,0,,,,,,,,,0,0,0,0,0,,1077,,0,998,1176,,21896,,"3","3","3","1","1","1","1","1","1","1","1","2","2684.35","3","NA","2","2","2","2","1","2","6","2","1","778.46","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","3","2","4","3","2","3","NA","3","NA"
"2012","DK",10978,"1","2012","8",41604,31400,0,0,,,,,,,,,0,0,0,0,0,,294,,0,0,0,,10203,,"3","3","NA","2","1","2","1","1","1","1","1","4","1476.39","3","3","2","2","2","2","1","3","5","1","1","1006.63","NA","1108.82","NA","1","1",,"1",1,,,,,,"2","65","1","1","1","1","1","3","3","4","4","4","3","4","3","NA"
"2012","DK",10994,"1","2012","10",41101,34552,0,0,,,,,,,,,0,0,0,0,0,,850,,0,0,0,,6549,,"3","3","NA","1","1","1","1","1","1","1","3","6","2684.35","3","NA","2","2","2","1","1","1","3","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","260","1","1","2","1","1","3","4","4","3","4","4","2","3","NA"
"2012","DK",11044,"1","2012","NA",26534,23853,0,0,,,,,,,,,0,0,0,0,0,,123,,0,0,0,,2681,,"3","3","NA","2","1","2","1","1","1","1","1","4","4429.17","2","NA","2","2","2","2","1","3","3","2","1","563.71","NA","687.88","NA","1","1",,"1",1,,,,,,"2","160","1","1","1","1","1","1","4","4","2","3","2","4","3","NA"
"2012","DK",11047,"1","2012","12",57365,49959,0,0,,,,,,,,,0,0,0,2412,0,,-1,,0,0,0,,7406,,"3","3","3","1","1","1","1","1","1","2","1","2","1879.04","3","NA","2","2","1","2","4","2","4","1","1","NA","NA","708.49","NA","1","1",,"1",1,,,,,,"2","26","1","2","1","2","1","3","3","4","4","3","4","3","3","NA"
"2012","DK",11085,"NA","2012","NA",39500,17075,0,0,,,,,,,,,0,0,0,1052,0,,-557,,0,0,0,,22425,,"3","3","NA","1","1","1","1","1","1","1","1","2","2013.26","3","NA","2","2","2","2","1","1","6","2","1","778.46","NA","576.19","NA","1","1",,"1",1,,,,,,"2","88","1","1","1","1","1","4","3","3","2","4","3","4","3","NA"
"2012","DK",11133,"1","2012","NA",13342,6361,0,0,,,,,,,,,0,0,0,0,0,,-3649,,0,0,0,,6981,,"3","3","3","2","1","2","1","1","1","1","1","6","1207.96","2","2","2","2","2","2","1","3","6","2","1","NA","NA","920.91","NA","1","1",,"1",1,,,,,,"2","400","1","1","1","2","1","4","3","4","2","1","3","NA","3","NA"
"2012","DK",11201,"2","2012","6",21605,14857,0,0,,,,,,,,,0,0,0,0,0,,-115,,0,338,0,,6409,,"3","3","3","1","1","1","1","1","1","1","1","4","2147.48","2","3","2","1","2","2","4","2","4","2","1","NA","NA","1070.9","NA","1","1",,"1",1,,,,,,"2","109","1","1","1","1","1","3","4","2","4","3","2","4","2","NA"
"2012","DK",11209,"1","2012","NA",16184,2631,0,0,,,,,,,,,0,0,0,1606,0,,1411,,0,1507,0,,12046,,"1","3","3","1","1","1","1","1","1","1","1","1","2684.35","3","1","2","2","2","1","1","2","6","2","1","NA","NA","726.04","NA","1","1",,"1",1,,,,,,"2","117","1","1","1","1","1","4","3","4","3","3","3","2","3","NA"
"2012","DK",11247,"2","2012","10",30838,28197,0,0,,,,,,,,,0,0,0,0,0,,-3485,,0,0,0,,2641,,"3","3","NA","1","1","2","1","1","1","1","1","6","2684.35","3","NA","2","2","2","1","4","2","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"2","204","1","1","1","1","1","3","4","4","2","3","3","NA","3","NA"
