"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PC170","PC180"
"2012","DK",92291,553.155080213904,"415.3591","1","2012","NA","2",1952,"1","2","3","DK","2","5","2","1","NA","NA","NA","NA","3","2","38","2","NA","NA","13","NA","NA","2","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,65799,525,0,19,1,1772,0,,228,0,0,0,0,0,1,"7.4506",59,9229,"3","2","2","NA"
"2012","DK",92551,553.155080213904,"447.5948","1","2012","NA","1",1941,"1","5","3","EU","2","NA","3","7","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","2","NA","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,20981,0,0,0,0,0,1,"7.4506",70,9255,"2","2","1","1"
"2012","DK",92561,553.155080213904,"NA","1","2012","NA","2",1964,"1","1","2","DK","2","NA","3","1","NA","NA","NA","NA","3","8","35","NA","h","NA","NA","NA","NA","2","NA","NA","NA","3","2","3","2","NA","NA","NA",1,1,57238,0,0,644,1,0,0,,60,0,0,0,0,0,1,"7.4506",47,9256,"3","2","NA","NA"
"2012","DK",92791,553.155080213904,"4528.429","1","2012","NA","3",1966,"2","5","3","DK","2","NA","3","2","NA","NA","NA","NA","3","5","37","NA","q","NA","NA","1","2","2","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,42379,0,0,435,1,0,0,,284,0,0,0,0,0,1,"7.4506",45,9279,"3","7","NA","NA"
"2012","DK",93531,553.155080213904,"1633.084","1","2012","NA","1",1946,"2","2","3","Other","2","NA","1","10","NA","1","2","1","NA",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,0,0,0,751,1,0,0,,2,144,0,0,0,0,1,"7.4506",65,9353,"3","6","2","1"
"2012","DK",93561,553.155080213904,"4008.316","1","2012","NA","1",1931,"1","1","3","EU","2","NA","2","7","NA","1","NA","NA","3","8","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,9095,0,0,495,1,0,0,,130,13074,0,0,0,0,1,"7.4506",80,9356,"2","2","NA","NA"
"2012","DK",93711,553.155080213904,"NA","1","2012","NA","3",1943,"2","5","1","Other","2","NA","1","7","NA","1","NA","NA","3","5","37","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","2","3","1","NA","2","NA",1,1,0,0,0,60,1,0,0,,265,30298,0,0,0,0,1,"7.4506",68,9371,"3","2","2","1"
"2012","DK",93791,553.155080213904,"604.9883","1","2012","NA","3",1941,"2","2","3","EU","2","NA","5","7","NA","NA","NA","NA","3","4","55","4","NA","NA","NA","NA","NA","2","NA","NA","NA","1","NA","2","2","NA","NA","NA",1,1,0,0,0,435,1,0,0,,896,48726,0,0,0,0,1,"7.4506",70,9379,"2","2","1","NA"
"2012","DK",93841,553.155080213904,"1206.232","1","2012","NA","2",1962,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","9","60","NA","l-n","NA","NA","NA","2","2","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,915,1,403,0,,410,0,0,0,52501,0,1,"7.4506",49,9384,"2","2","NA","NA"
"2012","DK",93971,553.155080213904,"997.1397","2","2012","NA","4",1972,"2","1","3","Other","2","NA","2","8","NA","1","NA","NA","1","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","1","NA","NA","2","NA",1,1,0,0,0,181,1,0,0,,113,0,0,0,17275,0,1,"7.4506",39,9397,"2","2","NA","NA"
"2012","DK",94031,553.155080213904,"417.09","1","2012","NA","3",1987,"2","1","2","DK","2","NA","3","6","NA","NA","NA","NA","3","9","NA","15","a","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,9412,0,0,12,1,0,0,,571,0,0,0,0,14370,1,"7.4506",24,9403,"3","7","2","NA"
"2012","DK",94151,553.155080213904,"875.0684","2","2012","NA","3",1951,"2","5","1","DK","2","NA","3","2","NA","NA","NA","NA","4","3","NA","NA","g","NA","12","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,30157,0,0,644,1,0,7,,199,0,0,0,0,0,1,"7.4506",60,9415,"2","6","NA","NA"
"2012","DK",94231,553.155080213904,"1167.875","1","2012","NA","4",1974,"2","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","o","NA","1","1","NA","NA","7","NA","NA","1","NA","3","2","NA","NA","NA",1,1,54378,22,0,733,1,0,151,,0,0,0,0,0,0,1,"7.4506",37,9423,"2","2","NA","3"
"2012","DK",95001,553.155080213904,"NA","1","2012","NA","2",1966,"1","2","3","DK","2","NA","5","1","NA","NA","2","NA","3","2","35","NA","l-n","NA","12","1","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA",1,1,40887,0,0,736,1,0,0,,7902,0,0,0,0,0,1,"7.4506",45,9500,"2","7","2","NA"
"2012","DK",95021,553.155080213904,"NA","2","2012","NA","2",1942,"1","5","1","DK","2","NA","2","7","NA","1","NA","NA","3","9","27","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,5468,0,0,0,1,0,0,,254,36082,0,0,0,0,1,"7.4506",69,9502,"2","2","NA","NA"
"2012","DK",95231,553.155080213904,"NA","1","2012","NA","4",1931,"2","5","3","DK","2","NA","5","7","NA","1","NA","NA","3","2","37","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","1","3","NA","NA","NA","NA",1,1,0,0,0,435,1,0,0,,482,27727,0,0,0,0,1,"7.4506",80,9523,"2","7","2","NA"
"2012","DK",96071,553.155080213904,"956.9695","2","2012","NA","2",1966,"2","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","2","37","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",1,1,32332,0,0,0,1,0,0,,202,0,0,1599,0,0,1,"7.4506",45,9607,"2","7","NA","1"
"2012","DK",96351,553.155080213904,"NA","1","2012","NA","1",1949,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","4","2","70","NA","f","NA","13","NA","2","2","NA","NA","NA","1","NA","2","NA","NA","2","NA",1,1,43240,0,0,0,1,0,0,,209,0,0,0,0,0,1,"7.4506",62,9635,"2","2","NA","NA"
"2012","DK",96921,553.155080213904,"1196.58","1","2012","NA","1",1965,"1","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","0 - 1","37","NA","NA","NA","NA","1","2","2","NA","NA","NA","3","NA","NA","2","NA","2","NA",1,1,103979,691,0,0,1,53,0,,0,0,0,0,0,0,1,"7.4506",46,9692,"2","6","1","1"
"2012","DK",97481,553.155080213904,"NA","2","2012","NA","1",1974,"1","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","5","32","NA","b-e","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,58694,0,0,0,1,0,0,,308,0,0,0,0,0,1,"7.4506",37,9748,"3","2","NA","NA"
"2012","DK",97601,553.155080213904,"NA","2","2012","NA","3",1931,"2","2","1","DK","2","NA","3","7","NA","1","1","NA","3","9","37","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","3","NA","NA","2","NA",1,1,0,0,0,0,1,405,69,,331,39939,0,0,0,0,1,"7.4506",80,9760,"2","2","2","NA"
"2012","DK",97671,553.155080213904,"559.514","1","2012","NA","3",1949,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","5","37","NA","NA","7","NA","NA","2","2","NA","NA","NA","3","2","NA","NA","NA","2","NA",1,1,33929,0,0,122,1,0,0,,3882,0,0,343,0,0,1,"7.4506",62,9767,"3","2","NA","10"
"2012","DK",97841,553.155080213904,"1295.889","1","2012","NA","4",1932,"1","5","2","DK","2","NA","5","7","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","NA","3","1","NA","NA","NA",1,1,0,0,0,0,1,0,167,,282,25462,0,0,0,0,1,"7.4506",79,9784,"3","7","2","NA"
"2012","DK",98681,553.155080213904,"NA","1","2012","NA","3",1973,"2","1","3","Other","2","NA","NA","2","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","2","2","NA","NA","NA",1,1,18532,0,0,433,1,0,4,,96,0,0,0,0,0,1,"7.4506",38,9868,"3","3","2","6"
"2012","DK",98941,553.155080213904,"NA","2","2012","NA","1",1964,"1","2","3","DK","2","NA","3","1","NA","NA","2","NA","3","4","NA","NA","g","NA","13","NA","NA","NA","NA","NA","NA","3","2","2","2","NA","2","NA",1,1,32628,0,0,277,1,0,0,,166,0,0,0,0,0,1,"7.4506",47,9894,"3","6","2","1"
"2012","DK",99171,553.155080213904,"NA","1","2012","NA","1",1931,"1","2","1","DK","2","NA","2","7","NA","1","NA","NA","3","9","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,277,22232,0,0,0,0,1,"7.4506",80,9917,"2","6","1","NA"
"2012","DK",99281,553.155080213904,"681.2412","1","2012","NA","2",1978,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","NA","p","NA","10","NA","2","2","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,52177,0,0,157,1,0,0,,0,0,0,0,0,0,1,"7.4506",33,9928,"2","7","2","NA"
"2012","DK",99391,553.155080213904,"1093.343","1","2012","NA","4",1965,"1","2","2","DK","2","NA","2","1","NA","NA","NA","NA","3","3","47","NA","NA","NA","NA","1","NA","2","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,86361,345,0,435,1,0,0,,0,0,0,0,0,0,1,"7.4506",46,9939,"2","2","NA","NA"
"2012","DK",99521,553.155080213904,"544.2978","1","2012","NA","3",1946,"2","2","1","DK","1","NA","5","7","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","2","3","2","NA","1","NA",1,1,111,0,0,655,1,0,-1609,,144,20737,0,0,0,0,1,"7.4506",65,9952,"2","2","1","NA"
"2012","DK",99821,553.155080213904,"1032.091","1","2012","NA","4",1931,"1","5","1","DK","2","5","3","7","NA","1","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,0,0,0,48,1,0,0,,185,14221,0,0,0,0,1,"7.4506",80,9982,"3","7","1","NA"
"2012","DK",100151,553.155080213904,"846.0589","1","2012","NA","1",1980,"1","1","1","DK","2","NA","5","6","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","5","2","NA","1","NA","2","NA",1,1,3449,0,0,903,1,0,30891,,179,0,0,0,0,3028,1,"7.4506",31,10015,"3","7","2","NA"
"2012","DK",100341,553.155080213904,"455.6122","2","2012","NA","3",1957,"1","5","1","DK","2","NA","5","1","NA","1","NA","NA","3","2","NA","2","j","NA","4","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","2","NA",1,1,55941,0,0,472,1,0,-689,,206,0,0,0,0,0,1,"7.4506",54,10034,"2","NA","1","7"
"2012","DK",100651,553.155080213904,"NA","1","2012","NA","2",1974,"2","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","6","37","NA","r-u","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,133563,0,0,0,1,0,0,,731,0,0,0,0,0,1,"7.4506",37,10065,"2","2","2","1"
"2012","DK",101551,553.155080213904,"1865.302","1","2012","NA","3",1953,"1","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","5","37","NA","o","NA","12","1","2","1","NA","NA","NA","NA","NA","3","NA","NA","2","NA",1,1,51049,315,0,659,1,0,132,,0,0,0,0,0,0,1,"7.4506",58,10155,"2","7","2","NA"
"2012","DK",101951,553.155080213904,"NA","1","2012","NA","1",1980,"1","1","3","DK","2","NA","5","6","NA","1","NA","NA","3","3","40","NA","NA","NA","13","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",1,1,0,0,0,435,1,942,0,,1359,0,0,32783,0,46609,1,"7.4506",31,10195,"2","NA","2","NA"
"2012","DK",102031,553.155080213904,"1027.718","1","2012","NA","3",1974,"2","1","3","DK","2","NA","2","1","NA","NA","NA","NA","3","4","37","NA","NA","7","13","1","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",1,1,46556,312,0,435,1,0,0,,0,0,0,0,0,0,1,"7.4506",37,10203,"2","2","2","NA"
"2012","DK",102061,553.155080213904,"NA","1","2012","NA","4",1933,"1","2","1","DK","2","NA","5","7","NA","NA","NA","NA","3","2","37","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,29051,0,0,0,5763,0,1,"7.4506",78,10206,"3","6","1","NA"
"2012","DK",102431,553.155080213904,"NA","2","2012","NA","3",1984,"2","1","1","DK","2","NA","5","6","NA","1","NA","NA","2",,"NA","NA","NA","7","11","1","NA","NA","1","NA","NA","NA","2","3","NA","NA","2","NA",1,1,0,0,0,491,1,171,0,,27763,0,0,0,0,0,1,"7.4506",27,10243,"2","3","2","NA"
"2012","DK",102521,553.155080213904,"817.735","NA","2012","NA","3",1931,"1","4","1","DK","2","NA","2","7","NA","NA","NA","NA","3","5","37","NA","NA","3","NA","1","2","NA","NA","NA","NA","1","1","2","NA","NA","NA","NA",1,1,0,0,0,433,1,0,0,,200,26539,0,0,0,0,1,"7.4506",80,10252,"2","2","NA","NA"
"2012","DK",102641,553.155080213904,"NA","NA","2012","NA","2",1940,"2","2","3","DK","2","NA","3","7","NA","1","NA","NA","3","5","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","3","2","NA","1","NA",1,1,0,0,0,0,1,0,0,,193,23343,0,0,0,0,1,"7.4506",71,10264,"3","3","2","NA"
"2012","DK",102731,553.155080213904,"NA","1","2012","NA","1",1957,"1","2","1","DK","2","NA","2","1","NA","NA","NA","NA","3","9","37","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,49279,0,0,213,1,0,0,,266,0,0,0,0,0,1,"7.4506",54,10273,"3","2","NA","7"
"2012","DK",103141,553.155080213904,"NA","NA","2012","NA","4",1947,"2","2","1","DK","2","NA","3","7","NA","1","2","NA","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","NA",1,1,0,0,0,464,1,0,0,,191,33314,0,0,0,0,1,"7.4506",64,10314,"2","2","2","NA"
"2012","DK",103431,553.155080213904,"1612.965","2","2012","NA","3",1974,"1","1","3","Other","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","o","NA","12","1","2","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,55882,317,0,746,1,0,0,,0,0,0,0,0,0,1,"7.4506",37,10343,"2","7","1","NA"
"2012","DK",103821,553.155080213904,"1087.221","2","2012","NA","3",1954,"1","2","3","DK","2","NA","3","1","NA","1","NA","NA","3","5","37","NA","h","NA","13","1","2","NA","NA","NA","NA","3","NA","3","NA","NA","NA","NA",1,1,85335,0,0,435,1,725,0,,429,0,0,0,0,0,1,"7.4506",57,10382,"2","2","2","NA"
"2012","DK",104431,553.155080213904,"1066.537","2","2012","NA","2",1944,"1","4","3","DK","2","NA","3","7","NA","NA","NA","NA","3","2","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,0,0,0,435,1,0,0,,168,36128,0,0,4186,0,1,"7.4506",67,10443,"2","3","2","NA"
"2012","DK",105281,553.155080213904,"1653.416","2","2012","NA","2",1966,"2","5","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","40","NA","b-e","NA","NA","1","2","2","NA","NA","NA","1","NA","1","NA","NA","2","NA",1,1,65155,511,0,0,1,0,0,,272,0,0,0,0,0,1,"7.4506",45,10528,"2","7","1","NA"
"2012","DK",105361,553.155080213904,"3189.88","NA","2012","NA","2",1987,"2","1","3","DK","2","NA","2","6","NA","1","NA","2","3",,"NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","1","NA","2","NA","NA","2","1",1,1,18644,0,0,511,1,0,0,,0,0,0,0,0,0,1,"7.4506",24,10536,"3","2","1","NA"
"2012","DK",105641,553.155080213904,"1701.649","1","2012","NA","3",1982,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","30","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","3","NA","NA","2","NA",1,1,37023,0,0,435,1,1310,1866,,364,0,0,0,0,6140,1,"7.4506",29,10564,"2","6","2","NA"
"2012","DK",105871,553.155080213904,"526.3913","1","2012","NA","2",1954,"1","1","1","DK","1","NA","5","1","NA","NA","NA","NA","3","2","38","NA","o","NA","NA","1","2","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,87286,1091,0,0,1,291,344,,193,0,0,0,0,0,1,"7.4506",57,10587,"2","5","NA","NA"
"2012","DK",106161,553.155080213904,"1371.011","1","2012","NA","4",1963,"1","2","3","DK","2","NA","5","3","NA","NA","2","NA","3","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,0,0,0,132,1,0,17919,,19998,0,0,0,0,0,1,"7.4506",48,10616,"3","6","2","NA"
"2012","DK",106181,553.155080213904,"1208.062","2","2012","NA","2",1931,"2","2","1","DK","2","NA","2","7","NA","NA","NA","1","3","4","38","NA","NA","NA","12","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,0,0,0,766,1,0,0,,334,26492,0,0,0,0,1,"7.4506",80,10618,"2","2","2","1"
"2012","DK",106481,553.155080213904,"841.1507","1","2012","NA","2",1974,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","6","37","NA","r-u","NA","NA","1","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,62936,0,0,25,1,0,0,,367,0,0,6413,0,0,1,"7.4506",37,10648,"3","2","NA","NA"
"2012","DK",106561,553.155080213904,"645.6509","2","2012","NA","4",1979,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","45","NA","o","NA","12","NA","NA","NA","2","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,49392,0,0,0,1,0,254,,233,0,0,6051,0,0,1,"7.4506",32,10656,"3","3","1","10"
"2012","DK",106741,553.155080213904,"841.0586","1","2012","NA","3",1947,"2","5","3","DK","2","NA","3","2","NA","NA","NA","NA","3","5","30","NA","q","NA","12","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",1,1,32411,0,0,576,1,0,0,,141,14981,0,0,0,0,1,"7.4506",64,10674,"3","6","NA","7"
"2012","DK",106841,553.155080213904,"314.8939","1","2012","NA","1",1979,"2","1","3","DK","2","NA","5","1","NA","1","NA","NA","3","2","37","NA","k","NA","13","NA","NA","2","NA","NA","NA","NA","NA","3","2","7","NA","NA",1,1,55248,309,0,622,1,322,0,,0,0,0,0,0,0,1,"7.4506",32,10684,"2","2","1","NA"
"2012","DK",106951,553.155080213904,"1590.48","1","2012","NA","3",1987,"1","1","2","DK","2","NA","2","6","NA","2","1","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,509,0,0,0,0,25798,1,"7.4506",24,10695,"3","6","1","NA"
"2012","DK",107301,553.155080213904,"NA","1","2012","NA","4",1957,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","40","10","NA","NA","NA","1","1","2","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,163109,0,0,435,1,352,0,,704,0,0,0,0,0,1,"7.4506",54,10730,"2","2","NA","NA"
"2012","DK",107351,553.155080213904,"1923.675","1","2012","NA","4",1946,"2","2","1","DK","2","NA","2","7","NA","1","NA","NA","3","5","37","NA","NA","NA","13","1","2","2","NA","NA","NA","NA","1","2","NA","NA","2","NA",1,1,0,0,0,0,1,0,0,,166,28193,0,0,0,0,1,"7.4506",65,10735,"2","7","1","NA"
"2012","DK",108131,553.155080213904,"NA","1","2012","NA","2",1931,"2","4","1","DK","2","NA","2","7","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,1,0,0,0,511,1,6018,0,,7849,13348,0,0,0,0,1,"7.4506",80,10813,"3","7","2","7"
"2012","DK",108541,553.155080213904,"658.9908","1","2012","NA","1",1983,"2","1","3","DK","2","NA","5","6","NA","NA","NA","NA","3",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",1,1,22291,0,0,838,1,0,0,,1285,0,0,0,0,0,1,"7.4506",28,10854,"2","6","1","NA"
"2012","DK",108991,553.155080213904,"629.4204","1","2012","NA","3",1939,"2","4","3","DK","1","NA","3","7","NA","1","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","2","NA","NA","NA",1,1,10144,0,0,0,1,0,0,,54,2365,0,0,0,0,1,"7.4506",72,10899,"2","7","1","NA"
"2012","DK",109171,553.155080213904,"502.9362","1","2012","NA","2",1932,"2","4","3","DK","2","NA","5","7","NA","1","2","NA","4","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,0,0,0,435,1,0,0,,14675,0,0,0,0,0,1,"7.4506",79,10917,"3","2","2","10"
"2012","DK",109451,553.155080213904,"2711.31","1","2012","NA","1",1963,"2","2","1","DK","2","NA","3","2","NA","NA","NA","NA","4","5","37","NA","NA","NA","5","1","NA","2","NA","NA","NA","2","2","3","2","NA","1","NA",1,1,52778,0,0,0,1,0,0,,278,0,0,0,0,0,1,"7.4506",48,10945,"2","6","NA","1"
"2012","DK",109581,553.155080213904,"833.2579","1","2012","NA","2",1981,"1","2","3","DK","2","NA","5","1","NA","2","NA","NA","3","4","NA","NA","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA",1,1,34867,0,0,0,1,0,0,,295,0,0,0,0,0,1,"7.4506",30,10958,"2","5","2","NA"
"2012","DK",109781,553.155080213904,"1534.424","1","2012","NA","2",1980,"2","2","3","DK","2","NA","5","3","NA","NA","NA","NA","3","2","37","NA","j","NA","NA","1","2","2","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,0,0,0,48,1,0,41081,,228,0,0,0,0,0,1,"7.4506",31,10978,"3","2","2","NA"
"2012","DK",109941,553.155080213904,"569.8977","NA","2012","NA","3",1973,"2","1","3","DK","2","NA","2","1","NA","NA","NA","NA","3","2","32","NA","l-n","NA","13","1","2","2","NA","NA","NA","3","2","2","2","NA","2","NA",1,1,40117,181,0,688,1,10,0,,135,0,0,0,0,0,1,"7.4506",38,10994,"3","2","NA","NA"
"2012","DK",110441,553.155080213904,"NA","1","2012","NA","2",1983,"2","1","2","DK","2","5","5","5","NA","1","NA","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","1","2","NA","NA","NA","NA",1,1,0,0,0,816,1,0,0,,26411,0,0,0,0,0,1,"7.4506",28,11044,"3","2","1","NA"
"2012","DK",110471,553.155080213904,"826.006","1","2012","NA","2",1981,"2","1","3","DK","2","NA","5","1","NA","NA","2","NA","3","2","37","NA","o","NA","NA","NA","NA","1","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,54095,0,0,0,1,6711,366,,494,0,0,0,0,0,1,"7.4506",30,11047,"2","7","2","NA"
"2012","DK",110851,553.155080213904,"899.4932","1","2012","NA","4",1947,"1","1","3","DK","2","NA","2","7","NA","1","NA","NA","3","9","37","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,0,0,0,853,1,0,0,,141,38864,0,0,0,0,1,"7.4506",64,11085,"3","7","2","7"
"2012","DK",111331,553.155080213904,"1257.525","2","2012","NA","4",1931,"2","4","3","DK","2","NA","NA","7","NA","1","2","NA","3","9","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,149,16841,0,0,0,0,1,"7.4506",80,11133,"3","6","NA","NA"
"2012","DK",112011,553.155080213904,"NA","1","2012","NA","4",1942,"1","4","1","DK","2","NA","2","7","NA","NA","NA","NA","3","7","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",1,1,0,0,0,613,1,0,0,,137,21583,0,0,0,0,1,"7.4506",69,11201,"2","7","2","10"
"2012","DK",112091,553.155080213904,"NA","1","2012","NA","2",1944,"1","2","2","DK","1","3","5","7","NA","1","2","NA","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,0,0,0,433,1,0,0,,169,12998,0,0,0,0,1,"7.4506",67,11209,"3","2","NA","NA"
"2012","DK",112471,553.155080213904,"780.302","2","2012","NA","1",1974,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","NA","NA","l-n","NA","NA","NA","NA","2","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,34057,250,0,436,1,0,266,,0,0,0,0,0,0,1,"7.4506",37,11247,"2","5","2","NA"
"2012","DK",112761,553.155080213904,"632.2581","2","2012","NA","2",1947,"1","5","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","45","NA","g","NA","NA","NA","2","2","NA","NA","NA","5","1","3","2","NA","2","NA",1,1,45703,299,0,558,1,0,0,,0,0,0,0,0,0,1,"7.4506",64,11276,"2","7","NA","NA"
"2012","DK",112891,553.155080213904,"424.1932","1","2012","NA","3",1931,"2","4","3","DK","2","NA","2","7","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",1,1,0,0,0,435,1,0,0,,209,16864,0,0,0,0,1,"7.4506",80,11289,"3","6","2","NA"
"2012","DK",112921,553.155080213904,"1359.488","1","2012","NA","4",1943,"2","5","1","EU","2","NA","3","2","NA","NA","NA","NA","3","8","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","NA","6","2","NA",1,1,35214,271,0,24,1,0,70,,82,0,0,0,0,0,1,"7.4506",68,11292,"2","6","1","NA"
"2012","DK",113411,553.155080213904,"2346.003","1","2012","NA","3",1953,"2","4","3","DK","2","NA","3","8","NA","2","NA","NA","3","3","32","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,426,0,0,60,1,1060,0,,360,0,0,0,37499,0,1,"7.4506",58,11341,"2","7","NA","NA"
"2012","DK",113451,553.155080213904,"NA","1","2012","NA","1",1979,"2","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","37","NA","g","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",1,1,128199,0,0,0,1,0,3025,,667,0,0,6751,0,0,1,"7.4506",32,11345,"3","2","1","NA"
