"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2007","DK",250041,477.076648841355,"3",1953,"1","1","1","4","13","5","NA","NA","NA","0","NA","0",25004,53,53
"2007","DK",250042,477.076648841355,"1",1958,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",25004,48,48
"2007","DK",250081,477.076648841355,"4",1959,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",25008,47,47
"2007","DK",250082,477.076648841355,"1",1959,"2","1","1","4","13","NA","NA","28","NA","NA","NA","NA",25008,47,47
"2007","DK",250321,477.076648841355,"2",1933,"2","1","4","2","13","3","NA","30","NA","NA","NA","NA",25032,73,73
"2007","DK",250322,477.076648841355,"3",1933,"1","1","1","3","13","5","NA","NA","NA","NA","0","NA",25032,73,73
"2007","DK",250431,477.076648841355,"1",1952,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","0",25043,54,55
"2007","DK",250432,477.076648841355,"4",1987,"1","1","1","2","13","NA","NA","NA","NA","0","NA","0",25043,19,19
"2007","DK",251321,477.076648841355,"3",1945,"2","1","4","3","13","5","NA","NA","NA","NA","NA","NA",25132,61,62
"2007","DK",251322,477.076648841355,"4",1936,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",25132,70,70
"2007","DK",251471,477.076648841355,"3",1940,"2","1","1","2","13","NA","NA","NA","NA","NA","0","NA",25147,66,67
"2007","DK",251472,477.076648841355,"2",1944,"1","1","4","2","NA","3","NA","NA","NA","0","NA","NA",25147,62,62
"2007","DK",252851,477.076648841355,"2",1954,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",25285,52,52
"2007","DK",252852,477.076648841355,"1",1985,"2","1","1","3","13","5","NA","NA","2","35","NA","NA",25285,21,21
"2007","DK",253041,477.076648841355,"4",1942,"1","1","4","3","NA","5","NA","NA","NA","NA","0","NA",25304,64,64
"2007","DK",253042,477.076648841355,"4",1942,"2","1","4","4","13","3","NA","NA","30","0","NA","NA",25304,64,64
"2007","DK",253071,477.076648841355,"3",1975,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",25307,31,31
"2007","DK",253072,477.076648841355,"4",1977,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",25307,29,29
"2007","DK",253391,477.076648841355,"4",1932,"1","1","1","3","13","3","NA","NA","15","NA","NA","0",25339,74,74
"2007","DK",253392,477.076648841355,"1",1932,"2","1","4","2","NA","NA","NA","NA","NA","NA","NA","0",25339,74,74
"2007","DK",254111,477.076648841355,"4",1961,"1","1","4","2","13","5","NA","NA","NA","NA","NA","NA",25411,45,45
"2007","DK",254112,477.076648841355,"3",1974,"2","1","3","3","13","5","NA","NA","NA","NA","0","NA",25411,32,33
"2007","DK",254141,477.076648841355,"3",1965,"1","1","3","2","NA","NA","NA","0","NA","NA","NA","NA",25414,41,41
"2007","DK",254142,477.076648841355,"4",1997,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",25414,9,9
"2007","DK",254311,477.076648841355,"4",1975,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",25431,31,32
"2007","DK",254312,477.076648841355,"4",1976,"2","1","4","2","13","NA","0","NA","NA","NA","NA","NA",25431,30,31
"2007","DK",254381,477.076648841355,"2",1980,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",25438,26,26
"2007","DK",254382,477.076648841355,"3",1997,"1","1","1","3","13","5","NA","NA","NA","NA","NA","NA",25438,9,9
"2007","DK",254551,477.076648841355,"4",1926,"2","1","4","4","13","4","NA","NA","NA","NA","NA","NA",25455,80,80
"2007","DK",254552,477.076648841355,"1",1926,"1","1","4","3","13","NA","NA","NA","NA","25","NA","NA",25455,80,80
"2007","DK",254591,477.076648841355,"3",1949,"1","1","4","3","13","5","NA","NA","NA","NA","NA","NA",25459,57,57
"2007","DK",254592,477.076648841355,"3",1953,"2","1","1","2","13","5","NA","NA","NA","0","NA","0",25459,53,54
"2007","DK",254751,477.076648841355,"1",1977,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",25475,29,29
"2007","DK",254752,477.076648841355,"2",1952,"2","1","3","2","13","3","NA","NA","0","NA","0","NA",25475,54,54
"2007","DK",254851,477.076648841355,"2",1926,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",25485,80,80
"2007","DK",254852,477.076648841355,"1",1928,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",25485,78,78
"2007","DK",254871,477.076648841355,"3",1962,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",25487,44,45
"2007","DK",254872,477.076648841355,"1",1988,"2","1","1","3","NA","NA","NA","NA","NA","NA","NA","0",25487,18,18
"2007","DK",255401,477.076648841355,"1",1977,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",25540,29,30
"2007","DK",255402,477.076648841355,"1",1980,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25540,26,26
"2007","DK",255451,477.076648841355,"4",1955,"1","1","4","4","13","4","NA","NA","NA","NA","NA","NA",25545,51,51
"2007","DK",255452,477.076648841355,"3",1946,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",25545,60,60
"2007","DK",255481,477.076648841355,"3",1926,"2","1","4","4","13","3","NA","NA","NA","0","NA","NA",25548,80,80
"2007","DK",255482,477.076648841355,"3",1926,"1","1","1","2","13","NA","NA","22","NA","NA","NA","NA",25548,80,80
"2007","DK",255571,477.076648841355,"2",1975,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",25557,31,31
"2007","DK",255572,477.076648841355,"2",1972,"1","1","1","4","13","5","NA","NA","NA","NA","NA","NA",25557,34,34
"2007","DK",255851,477.076648841355,"2",1978,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25585,28,28
"2007","DK",255852,477.076648841355,"3",1976,"1","1","1","2","13","NA","NA","NA","NA","NA","0","NA",25585,30,30
"2007","DK",255911,477.076648841355,"2",1972,"2","1","3","3","13","5","NA","NA","NA","NA","NA","NA",25591,34,34
"2007","DK",255912,477.076648841355,"3",1969,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25591,37,38
"2007","DK",255961,477.076648841355,"3",1954,"2","1","3","4","13","5","NA","NA","NA","NA","NA","NA",25596,52,52
"2007","DK",255962,477.076648841355,"3",1984,"2","1","4","3","NA","NA","NA","NA","10","NA","NA","NA",25596,22,23
"2007","DK",256541,477.076648841355,"4",1937,"2","1","4","4","13","3","0","NA","NA","0","0","NA",25654,69,69
"2007","DK",256542,477.076648841355,"1",1932,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",25654,74,74
"2007","DK",256821,477.076648841355,"2",1966,"2","1","1","3","13","4","NA","NA","NA","0","NA","NA",25682,40,40
"2007","DK",256822,477.076648841355,"1",1997,"1","1","3","3","13","3","NA","24","NA","0","0","0",25682,9,10
"2007","DK",256921,477.076648841355,"4",1982,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",25692,24,24
"2007","DK",256922,477.076648841355,"1",1982,"1","1","3","2","13","3","NA","NA","0","0","0","NA",25692,24,24
"2007","DK",257321,477.076648841355,"1",1965,"2","1","1","3","13","3","NA","NA","NA","NA","0","0",25732,41,41
"2007","DK",257322,477.076648841355,"2",1992,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",25732,14,15
"2007","DK",257531,477.076648841355,"4",1974,"2","1","1","3","13","NA","NA","NA","10","NA","NA","NA",25753,32,32
"2007","DK",257532,477.076648841355,"4",1975,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",25753,31,31
"2007","DK",257561,477.076648841355,"4",1977,"1","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA",25756,29,30
"2007","DK",257562,477.076648841355,"4",1980,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25756,26,26
"2007","DK",257951,477.076648841355,"4",1950,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25795,56,57
"2007","DK",257952,477.076648841355,"3",1978,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",25795,28,28
"2007","DK",258501,477.076648841355,"4",1944,"2","1","4","2","NA","5","NA","NA","NA","NA","NA","NA",25850,62,63
"2007","DK",258502,477.076648841355,"2",1937,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","0",25850,69,69
"2007","DK",258511,477.076648841355,"4",1980,"2","1","4","2","NA","NA","NA","NA","0","NA","0","NA",25851,26,27
"2007","DK",258512,477.076648841355,"1",1979,"1","1","4","3","13","5","NA","NA","NA","NA","NA","NA",25851,27,27
"2007","DK",258521,477.076648841355,"3",1937,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",25852,69,69
"2007","DK",258522,477.076648841355,"4",1948,"2","1","3","2","13","5","NA","NA","NA","0","NA","NA",25852,58,58
"2007","DK",258761,477.076648841355,"2",1956,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",25876,50,51
"2007","DK",258762,477.076648841355,"2",1951,"1","1","1","3","13","3","NA","NA","NA","0","NA","0",25876,55,55
"2007","DK",258811,477.076648841355,"4",1976,"1","1","4","3","NA","NA","NA","NA","NA","NA","NA","NA",25881,30,30
"2007","DK",258812,477.076648841355,"4",1979,"2","1","4","2","NA","3","NA","NA","NA","NA","0","NA",25881,27,27
"2007","DK",259161,477.076648841355,"1",1934,"2","1","1","2","13","5","NA","NA","NA","0","NA","NA",25916,72,73
"2007","DK",259162,477.076648841355,"4",1929,"1","1","4","3","13","3","NA","30","NA","NA","NA","NA",25916,77,77
"2007","DK",260381,477.076648841355,"1",1938,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",26038,68,69
"2007","DK",260382,477.076648841355,"2",1935,"1","1","1","3","13","3","NA","NA","13","NA","0","NA",26038,71,71
"2007","DK",260491,477.076648841355,"1",1927,"2","1","1","4","13","3","NA","25","10","NA","NA","NA",26049,79,79
"2007","DK",260492,477.076648841355,"3",1926,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",26049,80,80
"2007","DK",261571,477.076648841355,"2",1984,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",26157,22,22
"2007","DK",261572,477.076648841355,"1",1985,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",26157,21,21
"2007","DK",261611,477.076648841355,"2",1966,"1","1","1","2","13","4","NA","NA","NA","0","NA","NA",26161,40,40
"2007","DK",261612,477.076648841355,"2",1979,"2","1","1","2","13","4","NA","24","NA","NA","NA","NA",26161,27,28
"2007","DK",261641,477.076648841355,"3",1941,"1","1","1","2","13","5","NA","NA","NA","NA","NA","NA",26164,65,65
"2007","DK",261642,477.076648841355,"1",1942,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26164,64,64
"2007","DK",261801,477.076648841355,"3",1941,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","0",26180,65,65
"2007","DK",261802,477.076648841355,"2",1942,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",26180,64,65
"2007","DK",262051,477.076648841355,"1",1960,"1","1","4","2","NA","5","NA","NA","12","NA","NA","NA",26205,46,46
"2007","DK",262052,477.076648841355,"2",1988,"1","1","4","4","13","5","NA","NA","NA","NA","NA","NA",26205,18,18
"2007","DK",262161,477.076648841355,"2",1983,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26216,23,23
"2007","DK",262162,477.076648841355,"4",1979,"1","1","1","4","13","3","NA","NA","0","NA","NA","0",26216,27,27
"2007","DK",262381,477.076648841355,"3",1938,"1","1","1","3","NA","5","NA","NA","NA","NA","0","NA",26238,68,69
"2007","DK",262382,477.076648841355,"2",1942,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",26238,64,64
"2007","DK",263011,477.076648841355,"3",1961,"1","1","1","4","13","3","NA","NA","10","NA","NA","NA",26301,45,46
"2007","DK",263012,477.076648841355,"1",1955,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","0",26301,51,51
"2007","DK",263731,477.076648841355,"1",1936,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26373,70,70
"2007","DK",263732,477.076648841355,"1",1944,"2","1","1","2","13","3","NA","NA","NA","30","NA","NA",26373,62,62
"2007","DK",263801,477.076648841355,"3",1952,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",26380,54,54
"2007","DK",263802,477.076648841355,"1",1952,"1","1","3","4","13","3","NA","NA","NA","0","NA","NA",26380,54,54
"2007","DK",264021,477.076648841355,"1",1953,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26402,53,53
"2007","DK",264022,477.076648841355,"4",1948,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","0",26402,58,59
"2007","DK",264051,477.076648841355,"2",1946,"2","1","1","2","13","3","NA","NA","0","NA","NA","NA",26405,60,61
"2007","DK",264052,477.076648841355,"1",1946,"1","1","1","2","13","5","NA","NA","NA","NA","NA","NA",26405,60,60
"2007","DK",264221,477.076648841355,"3",1988,"2","1","4","2","NA","3","0","NA","NA","NA","0","NA",26422,18,18
"2007","DK",264222,477.076648841355,"4",2005,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26422,1,1
"2007","DK",264291,477.076648841355,"4",1949,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26429,57,57
"2007","DK",264292,477.076648841355,"4",1953,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26429,53,53
"2007","DK",264941,477.076648841355,"2",1946,"2","1","1","2","13","5","NA","NA","NA","34","NA","0",26494,60,60
"2007","DK",264942,477.076648841355,"4",1945,"1","1","4","4","13","3","NA","NA","NA","NA","0","NA",26494,61,61
"2007","DK",265641,477.076648841355,"2",1930,"1","1","4","3","13","3","NA","28","NA","NA","NA","NA",26564,76,76
"2007","DK",265642,477.076648841355,"1",1930,"2","1","1","2","NA","3","NA","NA","NA","NA","0","NA",26564,76,76
"2007","DK",265691,477.076648841355,"3",1975,"2","1","1","3","13","5","NA","NA","0","NA","NA","NA",26569,31,31
"2007","DK",265692,477.076648841355,"1",1974,"1","1","3","2","13","3","NA","25","NA","0","NA","NA",26569,32,32
"2007","DK",266171,477.076648841355,"2",2000,"2","1","3","4","13","3","NA","25","NA","NA","0","NA",26617,6,7
"2007","DK",266172,477.076648841355,"4",1974,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",26617,32,32
"2007","DK",266231,477.076648841355,"3",1960,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",26623,46,46
"2007","DK",266232,477.076648841355,"2",1988,"1","1","4","2","13","5","NA","NA","NA","NA","NA","NA",26623,18,19
"2007","DK",266301,477.076648841355,"4",1937,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",26630,69,69
"2007","DK",266302,477.076648841355,"3",1929,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",26630,77,78
"2007","DK",266441,477.076648841355,"2",1974,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",26644,32,32
"2007","DK",266442,477.076648841355,"1",1943,"2","1","4","3","13","3","NA","NA","NA","NA","0","NA",26644,63,63
"2007","DK",266691,477.076648841355,"2",1941,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",26669,65,65
"2007","DK",266692,477.076648841355,"4",1944,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26669,62,62
"2007","DK",267121,477.076648841355,"1",1951,"1","1","4","2","13","5","NA","NA","NA","NA","NA","NA",26712,55,55
"2007","DK",267122,477.076648841355,"1",1951,"2","1","1","2","13","5","NA","28","NA","NA","NA","NA",26712,55,56
"2007","DK",267161,477.076648841355,"2",1938,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",26716,68,68
"2007","DK",267162,477.076648841355,"1",1943,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",26716,63,64
"2007","DK",267201,477.076648841355,"4",1926,"2","1","4","2","13","NA","NA","29","0","NA","0","NA",26720,80,80
"2007","DK",267202,477.076648841355,"1",1926,"1","1","4","2","13","NA","NA","25","NA","NA","NA","NA",26720,80,80
"2007","DK",267751,477.076648841355,"3",1978,"1","1","2","2","13","5","NA","0","NA","NA","NA","0",26775,28,29
"2007","DK",267752,477.076648841355,"1",1972,"1","1","1","4","13","5","NA","NA","NA","NA","NA","NA",26775,34,34
"2007","DK",267971,477.076648841355,"1",1955,"1","1","4","3","13","5","0","NA","NA","NA","0","0",26797,51,51
"2007","DK",267972,477.076648841355,"4",1958,"2","1","4","4","13","3","NA","NA","NA","0","NA","0",26797,48,49
"2007","DK",268421,477.076648841355,"3",1972,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26842,34,35
"2007","DK",268422,477.076648841355,"4",1975,"2","1","3","4","13","NA","NA","NA","NA","NA","NA","0",26842,31,31
"2007","DK",268451,477.076648841355,"3",1945,"1","1","1","3","13","5","NA","NA","NA","NA","NA","NA",26845,61,61
"2007","DK",268452,477.076648841355,"1",1948,"2","1","4","2","13","3","NA","NA","NA","0","0","NA",26845,58,58
"2007","DK",268631,477.076648841355,"3",1927,"2","1","2","3","13","3","NA","NA","NA","0","NA","NA",26863,79,79
"2007","DK",268632,477.076648841355,"4",1935,"1","1","4","2","13","5","NA","20","NA","35","NA","NA",26863,71,71
"2007","DK",268741,477.076648841355,"2",1981,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26874,25,25
"2007","DK",268742,477.076648841355,"2",1983,"2","1","3","3","13","NA","NA","NA","NA","0","NA","NA",26874,23,24
"2007","DK",269491,477.076648841355,"2",1992,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",26949,14,14
"2007","DK",269492,477.076648841355,"1",1965,"2","1","1","3","13","3","0","NA","NA","0","NA","NA",26949,41,41
"2007","DK",269501,477.076648841355,"1",1941,"1","1","4","3","NA","NA","NA","NA","NA","NA","NA","NA",26950,65,65
"2007","DK",269502,477.076648841355,"3",1942,"2","1","1","2","NA","NA","NA","NA","NA","42","NA","NA",26950,64,64
"2007","DK",269561,477.076648841355,"3",1948,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",26956,58,58
"2007","DK",269562,477.076648841355,"3",1944,"2","1","1","2","13","5","NA","NA","NA","NA","NA","0",26956,62,62
"2007","DK",269781,477.076648841355,"4",1958,"2","1","1","2","NA","5","NA","NA","NA","NA","NA","NA",26978,48,48
"2007","DK",269782,477.076648841355,"2",1944,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26978,62,62
"2007","DK",269901,477.076648841355,"3",1932,"1","1","1","3","13","3","NA","25","NA","NA","0","NA",26990,74,74
"2007","DK",269902,477.076648841355,"1",1932,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",26990,74,74
"2007","DK",270301,477.076648841355,"4",1982,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",27030,24,25
"2007","DK",270302,477.076648841355,"3",1982,"1","1","4","4","13","5","NA","NA","NA","0","NA","NA",27030,24,25
"2007","DK",270491,477.076648841355,"1",1983,"2","1","1","2","NA","NA","NA","NA","NA","NA","NA","0",27049,23,23
"2007","DK",270492,477.076648841355,"2",1982,"1","1","1","2","13","5","NA","NA","NA","NA","NA","NA",27049,24,24
"2007","DK",271201,477.076648841355,"4",1980,"2","1","1","2","13","4","NA","NA","NA","0","NA","NA",27120,26,26
"2007","DK",271202,477.076648841355,"1",1979,"1","1","3","2","13","3","0","NA","NA","NA","0","NA",27120,27,28
"2007","DK",271251,477.076648841355,"4",1933,"2","1","4","3","13","5","NA","NA","NA","NA","NA","NA",27125,73,73
"2007","DK",271252,477.076648841355,"1",1933,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",27125,73,73
"2007","DK",271261,477.076648841355,"1",1944,"1","1","3","3","13","5","NA","NA","30","NA","NA","NA",27126,62,62
"2007","DK",271262,477.076648841355,"1",1928,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",27126,78,78
"2007","DK",271491,477.076648841355,"1",1946,"2","1","4","2","13","3","NA","NA","NA","35","NA","NA",27149,60,61
"2007","DK",271492,477.076648841355,"3",1941,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",27149,65,65
"2007","DK",271521,477.076648841355,"2",1981,"1","1","1","4","13","3","NA","NA","0","NA","NA","NA",27152,25,26
"2007","DK",271522,477.076648841355,"3",1981,"2","1","1","4","13","3","NA","NA","0","NA","NA","NA",27152,25,25
"2007","DK",271671,477.076648841355,"3",1944,"1","1","1","2","13","3","NA","NA","12","0","NA","NA",27167,62,62
"2007","DK",271672,477.076648841355,"4",1946,"2","1","1","2","13","4","NA","NA","NA","NA","NA","NA",27167,60,61
"2007","DK",271971,477.076648841355,"3",1982,"2","1","3","2","13","5","NA","NA","NA","20","0","NA",27197,24,24
"2007","DK",271972,477.076648841355,"3",1987,"1","1","4","4","13","5","NA","NA","0","NA","0","NA",27197,19,19
"2007","DK",272801,477.076648841355,"4",1936,"2","1","4","2","NA","NA","NA","NA","NA","0","NA","0",27280,70,71
"2007","DK",272802,477.076648841355,"1",1936,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",27280,70,70
"2007","DK",272931,477.076648841355,"3",1977,"2","1","3","3","13","3","NA","NA","NA","NA","0","NA",27293,29,29
"2007","DK",272932,477.076648841355,"3",1974,"1","1","1","3","13","NA","NA","NA","NA","NA","0","NA",27293,32,32
"2007","DK",273271,477.076648841355,"3",1976,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",27327,30,30
"2007","DK",273272,477.076648841355,"3",1974,"1","1","4","2","13","5","NA","NA","NA","30","NA","NA",27327,32,32
"2007","DK",273421,477.076648841355,"1",1943,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",27342,63,63
"2007","DK",273422,477.076648841355,"4",1945,"2","1","2","2","13","3","NA","NA","NA","NA","NA","NA",27342,61,61
"2007","DK",273671,477.076648841355,"3",1951,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",27367,55,55
"2007","DK",273672,477.076648841355,"4",1947,"1","1","1","3","13","3","NA","NA","NA","0","NA","NA",27367,59,59
"2007","DK",273891,477.076648841355,"1",1980,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",27389,26,27
"2007","DK",273892,477.076648841355,"4",1979,"1","1","1","2","13","3","NA","NA","NA","NA","0","0",27389,27,28
"2007","DK",274481,477.076648841355,"4",1926,"1","1","1","3","13","3","NA","NA","0","NA","NA","NA",27448,80,80
"2007","DK",274482,477.076648841355,"1",1926,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",27448,80,80
"2007","DK",274551,477.076648841355,"2",1926,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",27455,80,80
"2007","DK",274552,477.076648841355,"4",1926,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",27455,80,80
"2007","DK",274741,477.076648841355,"4",1950,"1","1","1","2","13","5","NA","35","NA","NA","NA","0",27474,56,56
"2007","DK",274742,477.076648841355,"2",1950,"2","1","1","4","13","5","NA","30","NA","NA","NA","NA",27474,56,56
"2007","DK",274801,477.076648841355,"4",1975,"1","1","1","3","13","5","NA","NA","NA","NA","0","NA",27480,31,31
"2007","DK",274802,477.076648841355,"3",2001,"2","1","3","4","13","3","NA","NA","NA","NA","NA","0",27480,5,6
"2007","DK",274821,477.076648841355,"2",1997,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",27482,9,9
"2007","DK",274822,477.076648841355,"2",1968,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",27482,38,38
"2007","DK",275081,477.076648841355,"1",1966,"2","1","1","4","13","5","NA","NA","NA","NA","NA","NA",27508,40,40
"2007","DK",275082,477.076648841355,"4",1988,"1","1","2","2","13","5","NA","NA","15","0","NA","NA",27508,18,18
"2007","DK",275391,477.076648841355,"4",1956,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",27539,50,50
"2007","DK",275392,477.076648841355,"4",1953,"1","1","4","4","13","5","NA","NA","15","NA","NA","NA",27539,53,54
"2007","DK",275451,477.076648841355,"2",1942,"2","1","1","3","13","3","NA","20","NA","NA","NA","0",27545,64,64
"2007","DK",275452,477.076648841355,"1",1940,"1","1","4","3","NA","5","NA","NA","10","NA","0","0",27545,66,66
"2007","DK",275561,477.076648841355,"4",1929,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",27556,77,77
"2007","DK",275562,477.076648841355,"3",1933,"2","1","2","4","13","3","NA","NA","NA","30","NA","NA",27556,73,73
"2007","DK",275571,477.076648841355,"1",1927,"2","1","1","3","13","3","NA","NA","NA","NA","NA","0",27557,79,79
"2007","DK",275572,477.076648841355,"2",1935,"1","1","3","4","NA","NA","NA","NA","0","NA","NA","NA",27557,71,71
"2007","DK",275831,477.076648841355,"2",1952,"2","1","4","4","13","NA","NA","NA","NA","NA","0","NA",27583,54,54
"2007","DK",275832,477.076648841355,"4",1944,"1","1","4","4","13","3","NA","NA","NA","37","NA","NA",27583,62,62
"2007","DK",276041,477.076648841355,"1",1950,"2","1","1","2","13","NA","NA","0","NA","NA","NA","NA",27604,56,56
"2007","DK",276042,477.076648841355,"2",1953,"1","1","1","3","13","NA","NA","NA","11","NA","NA","0",27604,53,54
"2007","DK",276651,477.076648841355,"1",2000,"2","1","2","3","13","3","NA","NA","NA","NA","NA","NA",27665,6,6
"2007","DK",276652,477.076648841355,"1",1974,"2","1","3","2","NA","3","NA","NA","NA","NA","0","NA",27665,32,32
"2007","DK",276891,477.076648841355,"3",1957,"2","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA",27689,49,49
"2007","DK",276892,477.076648841355,"3",1994,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",27689,12,12
"2007","DK",277141,477.076648841355,"1",1962,"1","1","1","2","13","4","NA","NA","NA","NA","NA","NA",27714,44,44
"2007","DK",277142,477.076648841355,"2",1955,"2","1","4","4","NA","5","NA","NA","NA","0","NA","NA",27714,51,52
"2007","DK",277511,477.076648841355,"3",1946,"1","1","4","4","NA","5","NA","25","NA","0","NA","0",27751,60,61
"2007","DK",277512,477.076648841355,"1",1945,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",27751,61,61
"2007","DK",277551,477.076648841355,"2",1958,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",27755,48,48
"2007","DK",277552,477.076648841355,"4",1967,"1","1","4","2","13","5","NA","NA","0","37","NA","NA",27755,39,39
"2007","DK",277821,477.076648841355,"3",1932,"2","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",27782,74,75
"2007","DK",277822,477.076648841355,"3",1930,"1","1","1","2","13","5","NA","NA","40","NA","NA","NA",27782,76,76
"2007","DK",278631,477.076648841355,"2",1970,"1","1","1","3","13","3","NA","32","NA","NA","0","NA",27863,36,36
"2007","DK",278632,477.076648841355,"1",1978,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","0",27863,28,28
"2007","DK",279071,477.076648841355,"3",1980,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",27907,26,26
"2007","DK",279072,477.076648841355,"2",1979,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",27907,27,27
"2007","DK",279141,477.076648841355,"2",1957,"2","1","1","2","NA","5","NA","NA","NA","NA","NA","0",27914,49,49
"2007","DK",279142,477.076648841355,"2",1994,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",27914,12,12
"2007","DK",279191,477.076648841355,"3",1941,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",27919,65,65
"2007","DK",279192,477.076648841355,"1",1949,"1","1","1","2","13","NA","NA","NA","NA","42","NA","NA",27919,57,57
"2007","DK",279571,477.076648841355,"1",1981,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",27957,25,25
