"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","AT",22437,"2","2010","18",13414,9721,0,0,,,,,,,,,0,0,0,0,0,,73,,0,0,0,,3693,,"NA","3","NA","3","NA","NA","1","2","1","1","1","3","1","1","1","1000","2","NA","2","1","2","2","1","NA","5","3","2","1","NA","NA","750.5","83.33","NA","1","NA","1","1","NA","350501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22439,"2","2010","11",10841,10822,0,0,,,,,,,,,0,0,0,0,0,,29,,0,0,0,,19,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1500","3","NA","2","2","2","2","1","NA","4","4","2","1","NA","700","364.5","0","NA","1","NA","1","1","1","565602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22443,"2","2010","8",48866,48435,0,0,,,,,,,,,0,0,411,206,0,,0,,0,0,0,,431,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","2","1","1500","3","NA","2","2","2","2","1","NA","3","2","2","1","325","1200","467.07","0","NA","1","NA","1","1","1","123801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22447,"2","2010","33",13216,431,0,0,,,,,,,,,0,0,0,6643,0,,0,,0,0,0,,12785,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3000","3","NA","2","2","2","2","1","NA","2","5","2","1","600","750","438.07","0","NA","1","NA","1","1","1","139902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22477,"2","2010","15",25919,-4848,0,0,,,,,,,,,0,0,0,0,0,,163,,0,0,0,,30767,,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3500","2","NA","2","2","2","2","1","NA","4","5","2","1","340","2000","449.17","0","NA","1","NA","1","1","NA","105901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22497,"2","2010","10",50,-22928,0,0,,,,,,,,,0,0,0,0,0,,50,,0,0,0,,22978,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","1","2","2","2","4","NA","3","3","2","1","NA","NA","386","0","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22522,"2","2010","13",12173,10984,0,0,,,,,,,,,0,0,0,0,0,,447,,0,0,0,,1189,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","1","830","3","NA","2","2","2","2","1","NA","4","6","2","1","500","NA","446","0","NA","1","NA","1","2","NA","134002","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22543,"2","2010","15",117488,111201,0,0,,,,,,,,,0,0,0,0,0,,98,,0,0,0,,6287,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1600","3","NA","2","1","2","2","1","NA","3","5","2","1","NA","500","504","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22556,"3","2010","15",7449,-3303,0,0,,,,,,,,,0,0,0,0,0,,1448,,0,0,0,,10752,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","3","2","2","1","2","2","3","NA","1","4","2","1","NA","1200","2015","0","NA","1","NA","1","NA","1","665201","464001","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22594,"2","2010","7",9484,2260,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7224,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","1000","3","NA","2","1","2","2","2","NA","1","3","2","1","330","NA","620","0","NA","1","NA","1","2","NA","157401","57602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22603,"2","2010","30",15391,-4229,0,0,,,,,,,,,0,0,0,0,0,,229,,0,0,0,,19620,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","4000","2","NA","2","2","2","2","1","NA","2","3","2","1","NA","NA","691","0","NA","1","NA","1","1","1","315101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22614,"3","2010","12",33349,19487,0,0,,,,,,,,,0,0,0,0,0,,108,,0,0,0,,13862,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","2","4","800","2","3","2","2","2","2","4","NA","3","3","2","1","156","500","160.83","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22615,"2","2010","18",47095,29499,0,0,,,,,,,,,0,0,0,0,0,,507,,0,0,0,,17596,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","2","3","2000","2","1","2","2","2","2","1","NA","1","3","2","1","NA","500","1562.5","0","NA","1","NA","1","1","1","105202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22657,"2","2010","12",0,-10,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","1600","3","NA","2","1","2","2","4","NA","1","3","2","2","NA","NA","396.25","222.22","NA","1","NA","1","NA","1","334701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22670,"2","2010","13",32287,32281,0,0,,,,,,,,,0,0,462,0,0,,0,,0,0,0,,7,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","6","2000","2","NA","2","1","2","2","4","NA","1","5","2","1","NA","NA","464.8","0","NA","1","NA","1","2","1","618601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22713,"1","2010","10",31653,25136,0,0,,,,,,,,,0,0,0,0,0,,45,,0,0,0,,6518,,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1200","1","NA","2","2","2","2","3","NA","2","6","2","1","700","450","899.2","0","NA","1","NA","1","NA","NA","NA","503902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22723,"3","2010","16",88210,79732,0,0,,,,,,,,,0,0,0,0,0,,64,,0,0,1499,,6979,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3500","1","NA","2","2","2","2","4","NA","1","6","2","1","605","800","465.83","0","NA","1","NA","1","1","1","513901","117501","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22727,"1","2010","10",39734,12,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,39722,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","2","2000","2","NA","2","2","2","2","4","NA","3","2","2","1","330","NA","771.25","0","NA","1","NA","1","NA","1","119402","198601","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22728,"3","2010","12",70375,70313,0,0,,,,,,,,,0,0,0,4137,0,,435,,0,0,0,,61,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","2000","3","2","2","1","2","1","3","NA","1","4","2","1","NA","NA","261.33","293.21","NA","1","NA","1","1","1","NA","518402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22732,"1","2010","11",30809,25851,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4957,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","1","2","1","NA","1","5","2","1","640","1000","357.78","0","NA","1","NA","1","NA","1","106601","106602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22743,"2","2010","13",35884,29578,0,0,,,,,,,,,0,0,0,0,0,,81,,0,0,0,,6306,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","3","2500","3","NA","2","1","2","2","1","NA","4","6","2","1","640","1500","1522","0","NA","1","NA","1","3","1","559701","409802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22748,"2","2010","15",14998,11823,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3175,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","1600","1","NA","2","2","2","2","4","NA","4","2","1","1","NA","NA","404.73","0","NA","1","NA","1","1","1","NA","669702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22750,"2","2010","10",38533,38493,0,0,,,,,,,,,0,0,0,0,0,,410,,0,0,0,,40,,"NA","3","NA","3","NA","NA","1","1","1","1","1","2","1","1","6","2000","2","NA","2","1","1","2","4","NA","3","5","2","1","NA","700","697.57","0","NA","1","NA","1","1","1","105202","738601","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22773,"3","2010","15",44856,42310,0,0,,,,,,,,,0,0,0,0,0,,68,,0,0,379,,2167,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3500","2","NA","2","2","2","1","3","NA","1","5","2","1","NA","3500","1419.73","0","NA","1","NA","1","2","1","226301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22782,"2","2010","11",31319,8473,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22847,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","900","2","NA","2","1","2","2","NA","NA","4","1","1","1","NA","1200","898.26","0","NA","1","NA","1","2","2","639201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22801,"2","2010","9",12805,12767,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,38,,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","2","4","2000","3","NA","2","2","1","2","4","NA","4","2","2","1","NA","NA","599.17","0","NA","1","NA","1","2","1","235202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22806,"3","2010","29",26996,23799,1,1,,,,,,,,,1,0,0,0,0,,48,,0,0,86,,3111,,"NA","NA","NA","3","NA","NA","1","1","1","1","3","1","1","1","4","1700","2","NA","2","2","2","2","1","NA","1","5","2","1","555","1800","620","62.58","NA","1","NA","1","1","NA","317201","341103","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22820,"2","2010","11",20916,14406,0,0,,,,,,,,,0,0,0,0,0,,437,,0,0,0,,6510,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2300","3","NA","2","1","2","2","NA","NA","2","6","2","1","1172","2000","367","0","NA","1","NA","1","1","1","561401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22823,"2","2010","10",1601,-6094,0,0,,,,,,,,,0,0,0,0,1601,,0,,0,0,0,,7695,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3500","1","NA","2","2","2","2","2","NA","4","4","2","1","340","850","375.8","0","NA","1","NA","1","1","1","687801","495902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22831,"1","2010","8",42232,32127,0,0,,,,,,,,,0,0,0,0,834,,0,,0,0,0,,10105,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","1","3","6000","2","NA","2","1","2","2","4","NA","1","3","1","1","NA","1500","799.9","394.44","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22848,"2","2010","21",3277,3277,2773,2773,,,,,,,,,2773,0,0,0,504,,0,,0,0,0,,0,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1500","2","NA","2","2","1","2","4","NA","1","3","2","1","285","350","472.05","0","NA","1","NA","1","1","NA","NA","325802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22853,"2","2010","8",68733,54767,0,0,,,,,,,,,0,0,0,0,0,,47,,0,0,7430,,6536,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","2","1","2800","2","NA","2","2","2","2","1","NA","3","2","1","1","555","1000","330.75","0","NA","1","NA","1","NA","1","408401","368502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22855,"4","2010","18",8010,8008,0,0,,,,,,,,,0,0,203,767,0,,0,,0,0,0,,2,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","5","1600","1","NA","2","2","2","2","4","NA","3","3","2","1","NA","800","411.75","0","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22860,"1","2010","19",58054,39676,0,0,,,,,,,,,0,0,0,0,0,,2273,,0,0,0,,18378,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","900","3","NA","2","2","2","1","3","NA","1","5","2","1","NA","1000","139","40","NA","1","NA","1","3","1","559701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22870,"2","2010","10",12133,8808,0,0,,,,,,,,,0,0,0,0,0,,1557,,0,0,0,,3325,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1600","2","NA","2","2","2","1","1","NA","1","5","2","1","NA","NA","367","0","NA","1","NA","1","2","NA","106601","627202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22878,"1","2010","18",34705,32953,0,0,,,,,,,,,0,0,0,0,0,,717,,0,0,0,,1753,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","3","NA","1","NA","2","2","2","1","1","NA","2","6","2","1","NA","500","650.5","0","NA","1","NA","1","1","1","761401","759102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22884,"1","2010","11",30584,30496,0,0,,,,,,,,,0,0,0,0,0,,58,,0,0,0,,88,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","3","1","4","2000","2","NA","2","2","2","1","2","NA","5","1","2","1","260","1500","142.63","0","NA","1","NA","1","3","NA","218305","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22885,"3","2010","13",17212,-5277,1268,1268,,,,,,,,,1268,0,0,0,0,,0,,0,0,8556,,13933,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","2000","2","NA","2","2","2","2","2","NA","2","6","2","1","NA","1000","650.4","293.21","NA","1","NA","1","NA","1","761401","741901","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22896,"3","2010","12",69374,68096,0,0,,,,,,,,,0,0,0,0,0,,530,,0,0,680,,598,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","2","1520","2","NA","2","1","2","2","2","NA","1","3","2","1","500","NA","394","116.67","NA","1","NA","1","1","1","559501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22934,"3","2010","10",13145,10628,0,0,,,,,,,,,0,0,0,0,3915,,29,,0,0,0,,2517,,"NA","NA","NA","3","NA","3","1","1","2","1","1","3","1","1","3","4000","2","1","2","2","2","2","1","NA","1","2","2","1","480","650","536.5","0","NA","1","NA","1","NA","1","820002","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22942,"2","2010","10",18999,18947,0,0,,,,,,,,,0,0,0,0,0,,157,,0,0,0,,52,,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","1","NA","2","NA","2","2","1","2","1","NA","4","3","2","1","NA","1250","394.67","0","NA","1","NA","1","NA","1","NA","169802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22949,"2","2010","9",11370,-41070,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,52440,,"NA","3","NA","3","NA","3","1","2","1","1","3","1","1","1","4","1500","3","NA","2","2","2","2","1","NA","1","4","2","1","NA","2000","351.32","0","NA","1","NA","1","1","1","763101","618602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22960,"3","2010","7",25167,22550,0,0,,,,,,,,,0,0,1314,23337,0,,516,,0,0,0,,2616,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1600","3","NA","2","2","2","2","1","NA","1","3","2","1","NA","1000","864","0","NA","1","NA","1","1","NA","NA","559702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22962,"3","2010","20",14942,8358,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6583,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2600","3","NA","2","1","2","2","4","NA","1","6","2","1","NA","1500","722.15","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22978,"1","2010","13",23021,19498,0,0,,,,,,,,,0,0,0,0,0,,96,,0,0,0,,3523,,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","4","2140","2","NA","2","2","2","2","1","NA","1","6","2","1","NA","1200","452","0","NA","1","NA","1","2","1","181102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22982,"2","2010","9",45859,31791,0,0,,,,,,,,,0,0,0,0,0,,11,,0,0,9846,,4222,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","4","1000","1","NA","2","2","2","2","3","NA","4","2","2","1","662.64","750","906.95","0","NA","1","NA","1","NA","NA","609301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",22998,"2","2010","10",14980,14655,0,0,,,,,,,,,0,0,0,0,0,,70,,0,0,0,,325,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","6","1700","3","NA","2","2","2","2","1","NA","2","6","2","1","330","NA","351.32","258.08","NA","1","NA","1","1","1","80301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23000,"2","2010","20",717,669,0,0,,,,,,,,,0,0,0,0,0,,717,,0,0,0,,49,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2200","2","NA","2","2","2","2","2","NA","1","4","2","1","NA","2000","356.4","0","NA","1","NA","1","1","1","615901","156801","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23001,"2","2010","9",25581,20413,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5168,,"NA","1","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","NA","1","2","2","2","2","2","2","NA","3","6","2","1","NA","1000","600","0","NA","1","NA","1","2","1","664001","156801","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23009,"2","2010","11",27643,20509,0,0,,,,,,,,,0,305,0,0,0,,0,,0,0,466,,6668,,"NA","3","NA","3","NA","3","1","2","1","1","1","1","1","3","4","1300","2","NA","2","2","2","2","1","NA","1","3","2","1","260","600","643.5","0","NA","1","NA","1","2","NA","783703","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23024,"2","2010","14",40550,30181,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10369,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","4800","3","NA","2","2","2","1","1","NA","3","6","2","1","2061.68","1000","450","0","NA","1","NA","1","3","NA","315702","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23039,"2","2010","20",4064,1386,0,0,,,,,,,,,0,0,0,0,0,,2419,,0,0,0,,2678,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","4000","3","NA","2","2","2","2","1","NA","2","5","2","1","605","400","459","0","NA","1","NA","1","2","1","7401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23042,"3","2010","16",15005,15003,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3000","1","NA","2","1","2","2","1","NA","3","4","2","1","NA","600","661.67","0","NA","1","NA","3","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23049,"2","2010","12",9810,13073,0,0,,,,,,,,,0,0,0,0,0,,135,,0,0,0,,-3263,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","3","3","2000","1","NA","2","2","2","2","2","NA","3","4","2","1","200","750","392.11","0","NA","1","NA","1","NA","NA","NA","821602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23085,"1","2010","10",421,-6663,0,0,,,,,,,,,0,0,421,0,0,,0,,0,0,0,,7084,,"NA","3","NA","2","NA","NA","1","1","1","1","1","3","1","1","5","1000","1","NA","2","2","2","2","1","NA","2","5","2","1","NA","1000","765.75","286.11","NA","1","NA","1","1","2","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23087,"2","2010","11",395,346,0,0,,,,,,,,,0,0,0,0,0,,33,,0,0,0,,48,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1800","2","NA","2","2","2","1","1","NA","2","5","1","1","NA","1000","475.25","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23096,"2","2010","23",54395,1696,0,0,,,,,,,,,0,0,619,10997,0,,243,,0,0,0,,52700,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","4","1500","3","NA","2","2","2","2","1","NA","2","4","2","1","431","1000","327.53","0","NA","1","NA","1","2","1","212102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23101,"2","2010","13",25678,25637,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,41,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","2","3000","3","NA","2","2","2","2","3","NA","3","5","2","1","555","1750","743","743.87","NA","1","NA","1","2","1","147401","117501","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23103,"3","2010","10",294,-14350,0,0,,,,,,,,,0,0,0,0,0,,294,,0,0,0,,14644,,"NA","2","NA","3","NA","2","2","1","1","1","1","1","1","2","3","1300","2","NA","2","2","2","1","4","NA","1","2","2","1","561","NA","842.81","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23115,"1","2010","30",309,-13318,0,0,,,,,,,,,0,0,0,0,0,,309,,0,0,0,,13627,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","2","1","2","4","800","2","NA","2","1","2","2","1","NA","5","2","2","1","590","NA","371.2","0","NA","1","NA","1","NA","1","706201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23129,"2","2010","25",12312,5369,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6944,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3500","2","NA","2","2","2","2","1","NA","1","4","2","1","NA","NA","620","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23159,"3","2010","10",34993,33045,0,0,,,,,,,,,0,0,9740,4411,0,,0,,0,0,0,,1948,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","3000","3","NA","2","2","2","2","1","NA","3","4","2","1","NA","1500","617.25","0","NA","1","NA","1","2","1","515501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23165,"2","2010","13",7776,1022,0,0,,,,,,,,,0,0,0,0,2191,,0,,0,0,0,,6754,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","2000","1","NA","2","1","2","2","1","NA","1","3","2","1","268.08","1000","244.9","458.33","NA","1","NA","1","2","1","667602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23179,"2","2010","11",34255,19592,0,0,,,,,,,,,0,0,0,0,0,,184,,0,0,0,,14663,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","2000","2","NA","2","2","2","2","1","NA","1","5","2","1","NA","2000","864","0","NA","1","NA","1","1","NA","219501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23180,"1","2010","20",122953,121965,18515,18515,,,,,,,,,18515,0,0,0,49373,,0,,0,0,0,,987,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","2","1","2","2","1","NA","2","1","2","1","640","800","367","0","NA","1","NA","1","3","1","NA","627202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23190,"2","2010","6",13363,9895,0,0,,,,,,,,,0,0,0,0,0,,490,,0,0,0,,3468,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1100","2","NA","2","2","2","1","3","NA","2","6","2","1","NA","450","338.23","0","NA","1","NA","1","3","1","583901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23206,"1","2010","20",8532,-5,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8537,,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","2","2","1","NA","1","4","2","1","NA","500","650.5","416.67","NA","1","NA","1","1","1","464101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23246,"1","2010","16",142323,142319,0,0,,,,,,,,,0,0,0,0,1114,,0,,0,0,0,,3,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","2","1","1","1","700","3","1","2","2","2","2","4","NA","1","5","2","2","NA","1500","362","0","NA","1","NA","3","3","1","420901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23250,"2","2010","29",12734,12712,0,0,,,,,,,,,0,0,0,0,0,,275,,0,0,0,,23,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1000","2","NA","2","2","2","2","3","NA","1","3","2","1","NA","1000","711.5","0","NA","1","NA","1","NA","NA","NA","636102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23255,"3","2010","15",34438,34421,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,17,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","3","1","4","4800","2","NA","2","2","2","1","1","NA","1","5","2","1","NA","1500","650.5","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23268,"2","2010","20",22602,13464,0,0,,,,,,,,,0,1325,0,0,0,,0,,0,0,0,,9138,,"NA","2","NA","2","NA","NA","1","1","1","1","1","1","1","1","2","2500","3","NA","2","2","2","2","4","NA","1","6","2","1","510","600","459","0","NA","1","NA","1","1","1","346501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23277,"2","2010","15",3942,3386,0,0,,,,,,,,,0,0,0,0,0,,232,,0,0,0,,555,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","1","6","1200","2","NA","2","1","2","2","3","NA","1","2","2","1","480","NA","463.75","0","NA","1","NA","1","2","1","130101","217802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23289,"1","2010","10",49532,48997,0,0,,,,,,,,,0,0,0,0,112,,10,,0,0,6,,530,,"NA","3","NA","3","NA","NA","2","2","2","1","1","1","1","1","5","4000","2","NA","2","2","2","2","1","NA","2","5","2","1","NA","1500","303.75","0","NA","1","NA","1","1","NA","641201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",23327,"2","2010","30",95275,58510,0,0,,,,,,,,,0,0,0,5619,0,,0,,0,0,0,,36765,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","1","NA","2","1","2","1","NA","1500","864","0","NA","1","NA","1","3","1","624402","799602","NA","649602","NA","1",1,,,,,,,,,,,
"2010","AT",23329,"3","2010","16",10542,5597,0,0,,,,,,,,,0,0,0,0,0,,113,,0,0,0,,4945,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","5000","3","NA","2","2","2","2","1","NA","2","3","2","1","600","600","650.4","0","NA","1","NA","1","1","1","664001","NA","NA","NA","NA","1",1,,,,,,,,,,,
