"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","AT",19792,"2","2011","9",12723,7716,1061,1061,,,,,,,,,1061,0,0,0,0,,0,,0,0,0,,5007,,"3","3","NA","1","1","1","1","1","1","1","1","4","1650","3","2","2","2","2","2","1","3","3","2","1","NA","1300","278.63","0","1","1",,"1",1,,,,,
"2011","AT",19800,"1","2011","10",360,333,0,0,,,,,,,,,0,0,0,0,0,,360,,0,0,0,,28,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","1","5","4","2","1","650","NA","245.51","0","1","1",,"1",1,,,,,
"2011","AT",19826,"1","2011","20",24456,21423,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1075,,1957,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2500","3","NA","2","2","2","2","4","1","2","2","1","270","700","329.29","0","1","1",,"1",1,,,,,
"2011","AT",19840,"2","2011","13",42480,42424,0,0,,,,,,,,,0,0,0,0,0,,65,,0,0,0,,57,,"3","3","3","1","1","1","1","1","3","1","1","4","1200","2","NA","2","1","2","2","NA","1","5","1","1","2100","1200","482.67","416.67","1","1",,"1",1,,,,,
"2011","AT",19845,"1","2011","9",26150,3611,0,0,,,,,,,,,0,0,0,0,0,,268,,0,0,0,,22538,,"3","2","NA","1","1","2","1","1","1","1","1","6","3000","3","3","2","2","2","2","2","4","4","2","1","642","900","241.26","0","1","1",,"1",1,,,,,
"2011","AT",19849,"2","2011","15",15594,14982,0,0,,,,,,,,,0,0,0,0,0,,651,,0,0,0,,613,,"NA","3","NA","1","1","1","1","1","3","1","1","6","400","2","3","2","2","2","2","1","3","2","2","1","NA","1500","843.53","0","1","1",,"1",1,,,,,
"2011","AT",19859,"1","2011","10",30487,11029,0,0,,,,,,,,,0,0,0,0,0,,678,,0,0,1695,,17764,,"3","1","NA","1","1","1","1","1","1","1","1","5","2500","2","NA","2","2","2","2","1","3","5","2","1","NA","600","484.59","0","1","1",,"1",1,,,,,
"2011","AT",19861,"1","2011","10",17733,16310,0,0,,,,,,,,,0,0,0,0,0,,62,,0,0,0,,1423,,"3","3","NA","1","1","1","1","3","1","1","1","2","2500","2","1","2","2","2","2","4","3","6","2","1","NA","600","309.92","0","1","1",,"1",1,,,,,
"2011","AT",19862,"2","2011","16",5817,5808,0,0,,,,,,,,,0,0,0,0,0,,8,,0,0,0,,9,,"NA","3","NA","1","1","1","1","1","3","1","2","4","1250","2","NA","2","2","2","2","1","3","2","2","1","262","700","230.48","0","1","1",,"1",1,,,,,
"2011","AT",19864,"2","2011","9",28184,21965,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6219,,"3","3","NA","1","1","1","1","1","1","1","2","6","2000","3","NA","2","1","2","2","1","1","6","1","1","NA","350","434.74","0","1","1",,"1",1,,,,,
"2011","AT",19884,"1","2011","8",332,138,0,0,,,,,,,,,0,0,0,0,0,,332,,0,0,0,,194,,"3","3","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","1","1","6","1","1","NA","NA","862.19","0","1","1",,"1",1,,,,,
"2011","AT",19894,"2","2011","11",38267,12454,0,0,,,,,,,,,0,0,17010,0,0,,0,,0,0,5285,,20528,,"NA","1","NA","2","1","1","1","1","1","1","1","6","2500","3","1","2","2","2","2","1","2","4","2","1","270","700","437.54","0","1","1",,"1",1,,,,,
"2011","AT",19900,"1","2011","12",23877,20530,0,0,,,,,,,,,0,0,0,0,0,,154,,0,0,0,,3347,,"NA","3","2","1","2","1","1","1","1","1","1","5","1500","3","NA","2","2","1","2","2","1","6","2","1","620","NA","543.23","0","1","1",,"1",1,,,,,
"2011","AT",19932,"2","2011","9",47790,31389,0,0,,,,,,,,,0,0,0,0,0,,222,,0,0,0,,16401,,"NA","3","NA","1","1","1","1","1","3","1","1","5","1500","3","NA","2","2","2","2","4","5","4","2","1","NA","800","601.25","0","1","1",,"1",1,,,,,
"2011","AT",19945,"2","2011","16",55071,46552,0,0,,,,,,,,,0,0,0,0,0,,99,,0,0,0,,8519,,"3","3","NA","1","1","2","1","1","1","1","1","4","2000","2","NA","2","2","2","2","1","1","3","1","1","NA","NA","731.56","0","1","1",,"1",1,,,,,
"2011","AT",19959,"2","2011","6",43122,8165,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,34957,,"NA","3","NA","1","1","2","1","1","3","1","3","5","2000","2","NA","2","1","2","2","1","3","5","2","1","550","300","319.12","0","1","1",,"1",1,,,,,
"2011","AT",19968,"2","2011","10",29050,13979,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15071,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1300","3","NA","2","1","2","2","1","1","6","2","1","1900","1500","339.12","0","1","1",,"1",1,,,,,
"2011","AT",19989,"1","2011","9",22080,19839,0,0,,,,,,,,,0,0,889,1423,0,,0,,0,0,0,,2240,,"3","3","NA","1","1","1","1","1","1","1","2","5","2000","2","2","2","2","2","2","1","3","3","2","1","NA","900","540.88","40","1","1",,"1",1,,,,,
"2011","AT",19997,"1","2011","19",62220,62069,0,0,,,,,,,,,0,0,0,0,3169,,2634,,0,0,0,,151,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","1","2","3","3","4","2","1","NA","NA","432.09","0","1","1",,"1",1,,,,,
"2011","AT",19998,"2","2011","15",48281,40717,0,0,,,,,,,,,0,0,13055,0,0,,128,,0,0,0,,7563,,"3","3","NA","1","1","2","1","1","3","1","3","4","1000","3","2","2","2","2","2","NA","4","6","2","1","NA","1000","536.13","0","1","1",,"1",1,,,,,
"2011","AT",20023,"2","2011","9",76259,71321,0,0,,,,,,,,,0,0,0,0,0,,80,,0,0,0,,4938,,"3","3","NA","1","1","1","1","1","3","1","3","5","2000","3","NA","2","2","2","2","4","5","3","2","1","650","400","644.84","0","1","1",,"1",1,,,,,
"2011","AT",20024,"1","2011","20",97065,85253,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11812,,"NA","3","NA","1","1","1","1","1","1","1","1","6","800","3","3","2","2","1","2","4","1","4","2","1","NA","2000","704.28","0","1","1",,"1",1,,,,,
"2011","AT",20034,"2","2011","13",5299,5246,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,53,,"NA","3","NA","1","2","1","1","1","2","1","1","4","2000","2","NA","2","1","2","2","3","3","3","2","1","200","800","446.97","0","1","1",,"1",1,,,,,
"2011","AT",20045,"1","2011","11",15585,8490,0,0,,,,,,,,,0,0,0,0,0,,921,,0,0,0,,7094,,"3","3","NA","1","1","2","1","1","1","1","1","3","1400","2","NA","1","2","2","2","2","1","6","2","1","NA","NA","504.88","500","1","1",,"1",1,,,,,
"2011","AT",20048,"2","2011","20",6256,4887,0,0,,,,,,,,,0,0,0,0,0,,48,,0,0,0,,1369,,"3","3","NA","1","2","1","1","1","3","1","1","4","1600","3","NA","1","2","2","1","4","2","5","1","1","53","750","386","0","1","1",,"1",1,,,,,
"2011","AT",20064,"1","2011","11",1173,627,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,546,,"3","3","NA","1","1","2","1","1","1","1","1","4","1600","2","NA","2","1","2","2","1","3","6","2","1","NA","NA","1122.08","50.99","1","1",,"1",1,,,,,
"2011","AT",20081,"2","2011","8",3497,2066,0,0,,,,,,,,,0,0,0,0,0,,28,,0,0,0,,1430,,"3","3","3","2","1","1","1","1","1","1","3","3","1000","1","NA","2","2","2","2","1","3","5","2","1","794","700","485.16","0","1","1",,"1",1,,,,,
"2011","AT",20091,"2","2011","8",65,-22182,0,0,,,,,,,,,0,0,0,0,0,,65,,0,0,0,,22248,,"3","3","3","1","1","2","1","1","2","1","3","2","6000","3","NA","2","2","2","2","4","2","6","2","1","NA","NA","536.13","0","1","1",,"1",1,,,,,
"2011","AT",20106,"1","2011","10",156,-8027,0,0,,,,,,,,,0,0,0,0,0,,156,,0,0,0,,8183,,"3","3","NA","1","2","2","1","1","1","1","3","3","820","1","NA","2","1","1","2","2","2","3","2","1","279","700","743.99","0","1","1",,"1",1,,,,,
"2011","AT",20128,"2","2011","13",7989,7977,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"NA","3","NA","1","1","2","1","1","1","1","1","5","1300","2","NA","2","2","2","2","1","2","4","2","1","NA","600","487.07","833.33","1","1",,"1",1,,,,,
"2011","AT",20136,"1","2011","7",31000,25200,0,0,,,,,,,,,0,0,0,7330,0,,0,,0,0,0,,5800,,"NA","3","NA","1","1","1","1","1","3","1","1","6","2000","3","NA","2","2","2","2","2","1","5","2","1","NA","1800","644.84","266.67","1","1",,"1",1,,,,,
"2011","AT",20138,"2","2011","15",42665,42651,0,0,,,,,,,,,0,0,0,0,0,,272,,0,0,3,,11,,"3","3","NA","1","1","1","1","1","1","1","1","5","1800","3","NA","2","2","2","2","2","1","2","2","1","NA","1300","2388.34","0","1","1",,"1",1,,,,,
"2011","AT",20153,"1","2011","23",25798,25225,0,0,,,,,,,,,0,0,0,0,0,,306,,0,0,0,,573,,"3","3","NA","2","1","2","1","1","1","1","1","6","1200","2","NA","2","2","1","1","3","4","4","2","1","NA","700","640.59","0","1","1",,"1",1,,,,,
"2011","AT",20178,"2","2011","20",23733,6737,0,0,,,,,,,,,0,0,0,0,159,,176,,0,0,0,,16996,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1500","2","3","2","2","2","2","4","4","4","1","1","NA","500","457.53","500","1","1",,"1",1,,,,,
"2011","AT",20179,"2","2011","15",65445,65430,0,0,,,,,,,,,0,0,0,0,0,,812,,0,0,0,,16,,"NA","3","3","1","1","1","1","1","1","1","1","4","1500","3","NA","2","2","2","2","3","1","4","2","1","642","600","891.07","753.76","1","1",,"1",1,,,,,
"2011","AT",20224,"1","2011","14",13006,8393,0,0,,,,,,,,,0,0,0,0,0,,58,,0,0,0,,4613,,"NA","3","NA","1","1","1","1","1","1","1","2","4","1500","2","NA","2","2","2","2","1","1","4","2","1","NA","800","330.84","0","1","1",,"1",1,,,,,
"2011","AT",20228,"2","2011","10",28108,15807,0,0,,,,,,,,,0,0,0,0,0,,66,,0,0,0,,12300,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1200","2","NA","2","2","2","2","3","2","3","2","1","NA","600","599.2","0","1","1",,"1",1,,,,,
"2011","AT",20231,"2","2011","10",35459,12268,0,0,,,,,,,,,0,0,0,0,391,,0,,0,0,0,,23191,,"3","3","NA","1","1","2","1","1","1","1","1","4","1080","3","1","2","1","1","2","1","1","2","2","1","NA","700","641.03","0","1","1",,"1",1,,,,,
"2011","AT",20245,"1","2011","15",4879,4823,0,0,,,,,,,,,0,0,0,0,0,,28,,0,0,0,,56,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1800","2","2","2","2","1","1","1","1","2","2","1","488","300","1010.32","0","1","1",,"1",1,,,,,
"2011","AT",20266,"2","2011","15",20217,15156,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5061,,"3","3","3","1","1","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","4","1","6","2","1","750","1200","458.63","0","1","1",,"1",1,,,,,
"2011","AT",20284,"2","2011","12",12276,12199,0,0,,,,,,,,,0,0,0,0,0,,29,,0,0,0,,77,,"NA","3","NA","2","1","1","1","1","1","1","1","2","2000","1","NA","2","2","2","2","3","1","6","2","1","NA","800","482.46","933.33","1","1",,"1",1,,,,,
"2011","AT",20315,"1","2011","15",21931,8416,0,0,,,,,,,,,0,0,0,0,0,,68,,0,0,0,,13515,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","3","2","4","2","1","NA","1500","536.26","0","1","1",,"1",1,,,,,
"2011","AT",20351,"2","2011","12",9430,1340,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8090,,"3","3","3","1","1","1","1","1","3","1","1","5","1300","2","NA","2","1","1","2","1","3","4","2","1","NA","900","983.82","0","1","1",,"1",1,,,,,
"2011","AT",20358,"3","2011","10",8336,5977,0,0,,,,,,,,,0,0,0,0,0,,1379,,0,0,0,,2359,,"NA","3","NA","1","1","1","1","1","1","1","1","3","6000","2","NA","2","2","2","2","1","1","5","2","1","NA","900","958.21","0","1","1",,"1",1,,,,,
"2011","AT",20359,"2","2011","12",29069,17537,0,0,,,,,,,,,0,0,0,0,0,,1715,,0,0,0,,11532,,"3","3","NA","1","1","1","1","1","1","1","1","4","1500","3","3","2","1","2","2","4","2","3","2","1","311","2500","376.12","0","1","1",,"1",1,,,,,
"2011","AT",20373,"1","2011","14",23296,23228,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,68,,"3","3","NA","2","1","1","1","1","1","1","1","3","1700","3","NA","2","1","1","2","1","1","1","2","1","600","1000","836.88","0","1","1",,"1",1,,,,,
"2011","AT",20391,"1","2011","15",28107,26796,0,0,,,,,,,,,0,0,0,0,0,,59,,0,0,0,,1311,,"3","3","3","1","2","1","1","2","1","1","1","6","1000","2","NA","2","2","2","2","1","2","3","1","1","NA","NA","501.73","0","1","1",,"1",1,,,,,
"2011","AT",20403,"3","2011","20",36585,21118,0,0,,,,,,,,,0,0,0,0,0,,133,,0,0,0,,15467,,"NA","3","3","1","2","1","1","1","1","1","3","4","1800","2","NA","2","2","2","2","1","1","3","2","1","NA","800","334.97","433.33","1","1",,"1",1,,,,,
"2011","AT",20411,"2","2011","11",35783,15504,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,20279,,"NA","3","3","2","1","1","1","1","1","1","3","5","1030","2","NA","2","2","1","2","3","3","4","2","1","NA","700","396.17","500","1","1",,"1",1,,,,,
"2011","AT",20414,"2","2011","14",30257,7588,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22668,,"3","3","NA","1","1","1","1","1","1","1","1","6","1600","2","NA","2","2","1","2","1","1","5","2","1","NA","1300","1237.97","750","1","1",,"1",1,,,,,
"2011","AT",20415,"1","2011","15",44811,44323,0,0,,,,,,,,,0,0,0,0,0,,10544,,0,0,0,,488,,"3","3","NA","1","1","1","1","1","3","1","1","3","1500","3","NA","2","2","2","2","1","2","6","2","1","NA","1000","715.9","0","1","1",,"1",1,,,,,
"2011","AT",20416,"2","2011","14",63534,61656,0,0,,,,,,,,,0,0,0,0,0,,248,,0,0,0,,1878,,"3","3","NA","1","2","1","1","3","3","1","3","1","2600","2","NA","2","2","2","2","1","2","1","1","1","NA","400","293.07","0","1","1",,"1",1,,,,,
"2011","AT",20433,"2","2011","11",24843,20000,0,0,,,,,,,,,0,0,0,0,0,,20,,0,0,0,,4843,,"3","3","3","1","2","1","1","1","1","1","1","5","1800","3","NA","2","2","2","2","4","2","3","2","1","NA","2500","434.74","0","1","1",,"1",1,,,,,
"2011","AT",20452,"1","2011","33",39982,34026,0,0,,,,,,,,,0,0,0,0,0,,30,,0,0,0,,5955,,"3","3","3","1","1","1","1","1","1","1","1","3","1500","3","NA","2","2","2","2","NA","2","6","2","1","NA","300","274.67","91.67","1","1",,"1",1,,,,,
"2011","AT",20461,"2","2011","10",5678,5652,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,26,,"3","3","NA","1","1","2","1","1","3","1","2","3","1500","3","NA","2","1","2","2","1","5","5","2","1","470","500","443.12","0","1","1",,"1",1,,,,,
"2011","AT",20467,"2","2011","8",12213,11630,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,582,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","3","NA","2","2","2","2","4","5","4","2","1","NA","NA","709.9","86.32","1","1",,"1",1,,,,,
"2011","AT",20475,"1","2011","9",27894,18154,0,0,,,,,,,,,0,0,0,0,0,,18,,0,0,0,,9740,,"1","3","3","1","1","1","1","1","3","1","2","3","1500","3","NA","2","2","2","2","1","3","3","1","1","NA","250","337.45","0","1","1",,"1",1,,,,,
"2011","AT",20480,"2","2011","19",63140,62973,0,0,,,,,,,,,0,794,0,1805,13539,,0,,0,0,0,,166,,"3","3","NA","1","1","2","1","1","1","1","1","2","1700","3","NA","2","2","1","2","4","3","4","2","1","194","NA","409.27","0","1","1",,"1",1,,,,,
"2011","AT",20481,"1","2011","12",675,-68161,0,0,,,,,,,,,0,0,0,675,0,,0,,0,0,0,,68835,,"NA","3","NA","1","1","2","1","1","1","1","1","4","1500","1","NA","2","2","2","2","1","5","6","2","1","NA","NA","859.74","0","1","1",,"1",1,,,,,
"2011","AT",20516,"1","2011","9",3383,-954,0,0,,,,,,,,,0,0,0,0,0,,6,,0,0,0,,4337,,"3","3","NA","1","1","1","1","1","1","1","1","6","4000","3","NA","2","2","2","2","NA","1","3","2","1","NA","800","2388.34","0","1","1",,"1",1,,,,,
"2011","AT",20521,"2","2011","16",215664,184246,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,31418,,"NA","3","NA","1","1","1","1","1","1","1","1","6","4000","2","3","2","2","2","2","1","2","3","2","1","311","NA","460.58","0","1","1",,"1",1,,,,,
"2011","AT",20522,"2","2011","8",20033,19764,0,0,,,,,,,,,0,0,0,0,0,,14,,0,0,0,,269,,"NA","3","NA","1","1","2","1","1","1","1","3","4","1600","1","NA","2","2","2","2","4","3","2","2","1","NA","NA","951.16","0","1","1",,"1",1,,,,,
"2011","AT",20551,"1","2011","11",94,-297,0,0,,,,,,,,,0,0,0,0,0,,94,,0,0,61,,331,,"NA","3","2","1","1","1","1","1","1","1","1","6","6000","3","2","2","2","2","2","1","1","4","1","1","NA","900","741.88","0","1","1",,"1",1,,,,,
"2011","AT",20567,"2","2011","16",29795,27908,0,0,,,,,,,,,0,0,0,15166,0,,0,,0,0,0,,1887,,"3","3","NA","1","1","2","1","1","3","1","1","6","1000","2","NA","1","2","2","2","3","3","4","2","1","NA","900","381.76","0","1","1",,"1",1,,,,,
"2011","AT",20568,"1","2011","14",71611,71603,0,0,,,,,,,,,0,0,0,0,1050,,268,,0,0,0,,8,,"3","3","3","1","1","1","1","1","1","1","1","6","1200","3","3","2","2","2","2","3","1","6","2","1","NA","2500","559.18","0","1","1",,"1",1,,,,,
"2011","AT",20622,"2","2011","11",648,601,0,0,,,,,,,,,0,0,0,648,0,,0,,0,0,0,,47,,"3","3","NA","1","1","1","1","3","1","1","1","5","1200","2","NA","2","2","2","2","1","3","2","2","1","480","450","300.56","0","1","1",,"1",1,,,,,
"2011","AT",20629,"1","2011","20",20,-16082,0,0,,,,,,,,,0,0,0,0,0,,20,,0,0,0,,16102,,"3","3","NA","1","1","1","1","1","1","1","1","2","4500","2","1","2","2","2","2","2","3","6","1","1","NA","700","451.14","0","1","1",,"1",1,,,,,
"2011","AT",20632,"3","2011","10",45238,41867,0,0,,,,,,,,,0,0,0,34,0,,45,,0,0,0,,3371,,"3","3","NA","2","1","2","1","1","1","1","1","4","800","2","NA","2","2","2","2","4","3","4","2","1","NA","NA","472.09","300","1","1",,"1",1,,,,,
"2011","AT",20654,"2","2011","12",10363,10343,0,0,,,,,,,,,0,0,0,0,0,,70,,0,0,0,,21,,"3","2","NA","1","2","1","1","1","2","1","1","4","1200","3","NA","2","1","1","2","2","1","3","1","1","NA","NA","322.53","0","1","1",,"1",1,,,,,
"2011","AT",20663,"2","2011","8",66019,65808,0,0,,,,,,,,,0,0,0,0,31451,,773,,0,0,0,,211,,"NA","3","3","1","1","1","1","1","1","1","1","3","4500","2","NA","2","2","2","2","1","4","6","2","1","NA","600","377.54","0","1","1",,"1",1,,,,,
"2011","AT",20676,"1","2011","8",30994,17763,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13231,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","3","1","4","2","1","NA","NA","437.64","0","1","1",,"1",1,,,,,
"2011","AT",20687,"1","2011","25",19692,16095,0,0,,,,,,,,,0,0,0,0,0,,152,,0,0,0,,3597,,"3","3","3","1","1","1","1","1","3","1","3","3","1137","3","NA","2","2","2","2","4","2","3","2","1","NA","800","278.03","0","1","1",,"1",1,,,,,
"2011","AT",20690,"1","2011","15",14271,5138,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9132,,"3","3","3","1","1","1","1","1","2","1","2","3","400","2","NA","1","1","2","2","1","1","6","2","1","520","1000","364.08","333.33","1","1",,"1",1,,,,,
"2011","AT",20712,"2","2011","15",2277,1706,0,0,,,,,,,,,0,0,0,0,2277,,0,,0,0,0,,571,,"NA","3","3","1","1","1","1","1","1","1","1","5","1300","3","3","2","1","2","2","4","1","5","2","1","NA","400","818.55","0","1","1",,"1",1,,,,,
"2011","AT",20739,"2","2011","10",51372,50876,0,0,,,,,,,,,0,0,0,0,41050,,0,,0,0,0,,496,,"3","3","NA","1","1","1","1","1","1","1","1","6","1700","3","3","2","2","2","2","3","2","5","2","1","600","800","195.5","0","1","1",,"1",1,,,,,
"2011","AT",20752,"2","2011","13",6681,-2390,0,0,,,,,,,,,0,0,0,0,0,,36,,0,0,0,,9071,,"3","3","NA","1","1","2","1","1","1","1","1","6","900","3","NA","2","2","2","1","3","3","3","2","1","300","NA","1187.42","0","1","1",,"1",1,,,,,
"2011","AT",20778,"2","2011","10",134159,80937,0,0,,,,,,,,,0,0,0,0,0,,79,,0,0,0,,53221,,"3","3","3","1","1","2","1","1","3","1","3","5","2000","1","NA","2","2","2","2","1","2","3","2","1","412","1000","113.13","0","1","1",,"1",1,,,,,
"2011","AT",20799,"2","2011","10",36582,36554,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,28,,"3","3","NA","1","1","2","1","1","1","1","1","4","1500","2","NA","1","1","2","2","1","4","6","2","1","NA","800","458.63","0","1","1",,"1",1,,,,,
"2011","AT",20833,"2","2011","16",14273,20923,0,0,,,,,,,,,0,0,0,0,0,,1851,,0,0,0,,-6650,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2300","3","NA","2","2","2","2","3","1","4","2","1","NA","NA","1012.19","0","1","1",,"1",1,,,,,
"2011","AT",20837,"2","2011","6",15328,13913,0,0,,,,,,,,,0,0,0,1822,4591,,0,,0,0,0,,1415,,"3","3","NA","1","1","1","1","1","1","1","3","3","3000","2","NA","2","2","2","1","2","4","4","2","1","NA","500","261.23","0","1","1",,"1",1,,,,,
"2011","AT",20847,"2","2011","17",6750,3883,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2866,,"3","3","NA","1","1","1","1","1","1","1","1","1","400","3","NA","2","1","2","1","1","1","3","2","2","312","750","311.36","100.93","1","1",,"1",1,,,,,
"2011","AT",20869,"2","2011","11",10981,5895,0,0,,,,,,,,,0,0,0,0,4757,,494,,0,0,0,,5087,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","2","NA","2","3","2","1","311","1200","2388.34","0","1","1",,"1",1,,,,,
"2011","AT",20882,"2","2011","13",13289,11927,0,0,,,,,,,,,0,0,0,0,0,,281,,0,0,0,,1362,,"NA","3","NA","1","1","1","1","3","1","1","1","4","6000","3","NA","1","1","2","2","2","4","3","2","1","NA","NA","760.16","0","1","1",,"1",1,,,,,
"2011","AT",20908,"2","2011","17",15890,-19246,0,0,,,,,,,,,0,0,0,0,0,,85,,0,0,0,,35136,,"3","3","NA","2","1","1","1","1","1","1","1","4","1600","3","1","2","1","2","2","1","4","4","2","1","NA","2000","434.34","0","1","1",,"1",1,,,,,
"2011","AT",20917,"1","2011","10",17284,17141,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,143,,"3","3","NA","1","2","1","1","1","1","1","1","4","1500","3","NA","1","2","2","2","2","5","1","2","1","NA","2000","517.92","233.33","1","3",,"1",1,,,,,
"2011","AT",20921,"1","2011","8",24015,20441,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3574,,"3","3","3","1","1","1","1","3","1","1","1","4","1500","1","NA","2","2","2","2","2","1","3","2","1","NA","1000","283.96","40","1","1",,"1",1,,,,,
"2011","AT",20933,"2","2011","11",38,27,0,0,,,,,,,,,0,0,0,0,0,,38,,0,0,0,,12,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1700","3","NA","2","2","2","2","2","3","5","2","1","NA","2500","434.74","145.83","1","1",,"1",1,,,,,
"2011","AT",20943,"2","2011","15",11258,1231,0,0,,,,,,,,,0,0,0,0,0,,37,,0,0,0,,10027,,"3","3","NA","1","1","1","1","1","1","1","1","3","1400","2","NA","2","2","2","2","3","3","3","2","1","700","NA","927.77","0","1","1",,"1",1,,,,,
"2011","AT",20989,"1","2011","8",38172,6890,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,31283,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1500","3","3","2","2","2","2","1","1","4","2","1","NA","1800","521.47","0","1","1",,"1",1,,,,,
"2011","AT",20990,"1","2011","45",19131,5216,0,0,,,,,,,,,0,0,0,0,0,,634,,0,0,0,,13915,,"NA","3","NA","1","1","2","1","1","1","1","1","3","6000","2","NA","2","2","1","2","4","2","6","2","1","NA","1000","536.26","0","1","1",,"1",1,,,,,
"2011","AT",20995,"2","2011","13",122682,103122,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,19560,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1800","3","2","2","2","2","2","4","3","5","2","1","NA","NA","769.58","0","1","1",,"1",1,,,,,
"2011","AT",21001,"2","2011","10",9386,9116,0,0,,,,,,,,,0,0,0,0,0,,181,,0,0,0,,270,,"3","3","NA","2","1","1","1","1","1","1","1","6","2500","3","NA","2","2","2","2","1","1","3","1","1","NA","350","954.98","0","1","1",,"1",1,,,,,
"2011","AT",21014,"2","2011","9",4727,665,0,0,,,,,,,,,0,0,0,961,0,,0,,0,0,0,,4062,,"3","3","NA","1","1","1","1","1","1","1","1","6","1400","2","NA","2","1","2","1","1","1","4","2","1","138","700","473.36","483.33","1","1",,"1",1,,,,,
"2011","AT",21024,"3","2011","11",117822,114165,0,0,,,,,,,,,0,2443,0,5555,41662,,0,,0,0,0,,3657,,"3","3","NA","1","1","1","1","1","1","1","1","6","3500","3","NA","2","1","2","2","1","4","4","2","1","NA","NA","889.12","0","1","1",,"1",1,,,,,
"2011","AT",21042,"2","2011","10",27171,25654,0,0,,,,,,,,,0,0,0,0,0,,4654,,0,0,0,,1517,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1000","2","NA","2","1","2","2","2","2","3","2","1","250","500","363.72","0","1","1",,"1",1,,,,,
"2011","AT",21067,"2","2011","11",21076,21026,0,0,,,,,,,,,0,0,0,0,0,,21076,,0,0,0,,50,,"3","3","NA","1","1","1","1","1","1","1","1","5","2500","3","NA","2","2","2","2","2","2","3","2","1","NA","800","742.19","0","1","1",,"1",1,,,,,
"2011","AT",21070,"1","2011","12",26691,22791,0,0,,,,,,,,,0,0,0,8432,0,,0,,0,0,0,,3900,,"NA","2","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","2","1","2","2","1","2","4","2","1","NA","1000","241.26","753.76","1","1",,"1",1,,,,,
"2011","AT",21071,"1","2011","10",23417,14923,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8493,,"NA","3","NA","1","1","1","1","1","1","1","1","6","1500","1","NA","2","2","2","2","2","4","4","2","1","NA","700","699.76","0","1","1",,"1",1,,,,,
