"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","AT",15920,"2","2009","14",2845,2175,0,0,,,,,,,,0,0,0,0,0,,32,,0,0,0,,670,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","5","2000","3","NA","2","2","2","2","1","1","2","1","1","180","NA","354.68","1","NA","1","NA","1","2","NA","2","130","1","4","3","3","3","1","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",15939,"3","2009","15",14341,4954,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,2503,,6884,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","1","4","3000","2","NA","2","2","2","2","3","3","3","2","1","600","NA","218.62","1","NA","1","NA","1","2","NA","2","40","4","4","2","3","1","1","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",15996,"3","2009","16",503,421,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,6,,76,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","3","2000","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","700.1","1","NA","1","NA","1","2","NA","2","29","4","3","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",15997,"2","2009","22",25635,16839,0,0,,,,,,,,0,0,0,0,0,,18,,0,0,0,,8797,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3500","1","NA","2","2","2","1","2","2","4","1","1","380","NA","539.07","1","NA","1","NA","1","2","NA","2","60","4","4","4","3","3","1","NA","1","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",15999,"3","2009","30",50961,38509,0,0,,,,,,,,0,0,0,0,0,,209,,0,0,0,,12453,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","3200","3","NA","2","1","2","2","1","1","5","2","1","NA","1500","443.53","1","NA","1","NA","1","2","NA","2","150","4","4","NA","4","1","3","1","1","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","2","3","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16019,"3","2009","18",20627,13516,0,0,,,,,,,,0,0,0,0,0,,83,,0,0,0,,7111,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","2500","3","3","2","2","2","2","1","1","4","2","1","NA","800","311.44","1","NA","1","NA","1","2","NA","2","100","4","4","2","1","1","1","NA","NA","1","1","NA","NA","1","NA","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16020,"2","2009","20",24598,24540,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,58,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","1","1","6","2","1","NA","1000","530.18","1","NA","1","NA","1","2","NA","2","125","4","4","4","4","1","1","NA","1","NA","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16057,"2","2009","21",232,227,0,0,,,,,,,,0,0,0,0,0,,232,,0,0,0,,5,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","3200","2","NA","2","2","2","2","3","1","3","2","1","330","NA","572.68","1","NA","1","NA","1","2","NA","2","64","4","4","1","4","1","1","NA","1","1","1","1","1","NA","1","1","NA","1","NA","1","1","3","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16065,"2","2009","17",11124,10907,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,217,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","2000","2","NA","2","2","2","2","3","1","1","2","1","660","NA","670.84","1","NA","1","NA","1","2","NA","2","140","3","4","3","4","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16070,"3","2009","27",9316,-4794,0,0,,,,,,,,0,0,0,0,0,,1021,,0,0,0,,14110,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","3","6","1000","2","NA","2","1","2","1","1","2","6","2","1","350","NA","NA","1","NA","1","NA","1","2","NA","2","70","4","3","1","3","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16100,"3","2009","10",37507,36782,0,0,,,,,,,,0,4383,769,3691,0,,0,,0,0,0,,725,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","1","2","1","2","1","2","4","1","6","1","1","380","600","868","1","NA","1","NA","1","2","NA","2","100","2","4","1","4","1","1","1","NA","1","NA","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16122,"2","2009","20",19300,18728,0,0,,,,,,,,0,1266,0,0,0,,0,,0,0,0,,572,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1100","3","NA","2","1","2","2","4","2","3","2","1","330","400","466.18","1","NA","1","NA","1","2","NA","1","60","3","2","4","3","1","3","1","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16145,"2","2009","20",11765,11220,0,0,,,,,,,,0,0,0,0,0,,367,,0,0,259,,286,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3200","2","NA","2","1","2","2","4","2","5","2","2","1150","NA","561.56","1","NA","1","NA","1","2","NA","2","86","4","4","4","2","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16170,"2","2009","15",26163,12465,0,0,,,,,,,,0,0,0,0,0,,133,,0,0,0,,13698,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","4","2000","2","NA","2","2","2","2","2","3","3","2","1","NA","900","385.17","1","NA","1","NA","1","2","NA","2","189","4","4","4","2","1","3","1","NA","1","NA","1","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16201,"2","2009","20",23223,22466,0,0,,,,,,,,0,0,0,0,0,,108,,0,0,0,,757,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","1200","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","175.96","1","NA","1","NA","1","2","NA","2","64","1","4","NA","2","1","1","1","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16206,"2","2009","10",204,-4277,0,0,,,,,,,,0,0,0,0,0,,204,,0,0,927,,3554,"NA","NA","NA","3","NA","NA","1","1","2","1","3","1","1","1","1","NA","2","3","2","2","2","1","1","2","4","1","1","366","1100","298.53","1","NA","1","NA","1","2","NA","1","130","4","3","2","3","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16221,"3","2009","10",3073,1458,0,0,,,,,,,,0,0,0,0,0,,153,,0,0,0,,1616,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","6","2000","3","NA","2","1","2","2","1","3","4","1","1","440","3200","1377.2","1","NA","1","NA","1","2","7","2","180","3","4","4","4","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16228,"2","2009","20",17894,4364,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13531,"NA","NA","NA","3","NA","NA","1","1","1","1","3","1","1","1","4","3000","2","NA","2","1","2","2","4","3","4","1","1","715","500","520.4","1","NA","1","NA","1","2","7","1","96","3","4","4","3","1","1","NA","NA","1","NA","1","1","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16242,"3","2009","14",12041,10583,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1458,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3000","3","NA","2","2","2","2","1","1","4","2","1","1200","1100","308.17","1","NA","1","NA","1","2","NA","2","180","4","3","NA","4","1","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16247,"2","2009","14",39542,25671,0,0,,,,,,,,0,0,148,296,5320,,0,,0,0,0,,13872,"NA","1","NA","3","NA","NA","2","1","1","1","1","1","1","1","1","3200","1","NA","2","2","2","2","4","1","5","2","1","NA","750","407.8","1","NA","1","NA","1","1","NA","1","160","4","4","4","3","1","1","1","1","1","1","NA","NA","NA","1","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16249,"3","2009","17",23469,22074,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1395,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1300","3","NA","2","2","2","2","4","1","6","2","1","NA","800","787.8","1","NA","1","NA","1","2","6","2","130","4","4","3","3","3","1","1","NA","NA","NA","1","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16254,"2","2009","15",31901,-37562,0,0,,,,,,,,0,0,0,0,0,,455,,0,0,0,,69463,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","NA","1","NA","2","1","2","1","4","3","3","1","1","NA","3200","578.6","1","NA","1","NA","1","2","NA","2","160","2","4","3","3","1","3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16259,"2","2009","10",18334,12594,0,0,,,,,,,,0,0,0,0,6948,,1598,,0,0,0,,5740,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2200","1","NA","2","1","2","2","4","1","4","2","1","NA","800","487.8","1","NA","1","NA","1","2","NA","2","200","4","4","2","4","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16266,"2","2009","16",15974,12267,0,0,,,,,,,,0,0,0,0,0,,61,,0,0,0,,3707,"NA","3","NA","3","NA","NA","1","1","2","1","1","3","1","3","5","1450","3","3","2","2","2","2","3","1","6","1","1","361.3","600","308.49","1","NA","1","NA","1","1","NA","2","44","1","4","3","3","2","3","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16268,"3","2009","10",11238,11163,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,75,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","1500","3","NA","2","2","2","1","1","1","4","2","1","655","800","352.33","1","NA","1","NA","1","2","NA","2","200","4","4","3","2","1","1","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16275,"2","2009","12",162471,161763,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,708,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","900","2","NA","2","2","2","2","1","2","3","2","1","NA","700","314","1","NA","1","NA","1","2","NA","2","200","4","4","3","3","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","1","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16291,"3","2009","13",12678,-4464,0,0,,,,,,,,0,0,0,0,0,,237,,0,0,0,,17142,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","1","3","1890","2","NA","2","1","1","2","3","1","1","2","1","NA","450","277.6","1","NA","1","NA","1","2","NA","2","80","4","4","4","3","1","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16298,"2","2009","15",16249,16204,0,0,,,,,,,,0,0,0,0,0,,29,,0,0,0,,45,"NA","NA","NA","3","NA","3","1","2","1","1","1","1","1","2","4","1500","3","NA","1","2","2","2","2","1","4","2","1","345","1400","304.8","1","NA","1","NA","1","2","NA","2","83","4","4","4","3","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16299,"3","2009","12",40864,40499,0,0,,,,,,,,0,0,0,0,0,,35,,0,0,0,,365,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1600","2","NA","2","2","2","2","4","1","1","2","1","NA","650","398.63","1","NA","1","NA","1","2","NA","2","64","4","4","3","4","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16303,"2","2009","9",36137,34205,0,0,,,,,,,,0,0,0,0,0,,309,,0,0,0,,1932,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","2","4","4000","2","2","2","2","2","1","4","1","5","1","1","270","1200","387.89","1","NA","1","NA","1","2","NA","2","180","4","4","3","4","1","1","1","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16316,"3","2009","13",35017,32467,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2551,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","1700","2","NA","2","1","2","2","1","1","6","2","1","NA","NA","410.67","1","NA","1","NA","1","2","NA","2","180","4","4","2","3","1","1","NA","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16323,"4","2009","15",171550,167851,0,0,,,,,,,,0,0,0,0,0,,114,,0,0,0,,3698,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","4","3","5","1","1","NA","1000","405.74","1","NA","1","NA","1","2","NA","2","150","4","4","3","3","1","1","1","1","1","1","NA","NA","NA","NA","NA","NA","3","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16330,"2","2009","11",30874,29891,0,0,,,,,,,,0,130,0,0,0,,0,,0,0,0,,983,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","1","1","1","2","2","1","720","NA","437.11","1","NA","1","NA","1","2","7","2","96","2","3","2","3","1","1","NA","NA","1","NA","1","1","1","1","3","1","NA","1","1","1","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16337,"2","2009","20",7937,-8780,382,382,,,,,,,,382,0,0,0,0,,0,,0,0,0,,16717,"NA","3","NA","3","NA","NA","1","2","1","1","1","1","1","3","4","NA","1","NA","2","2","2","1","1","1","2","2","1","NA","600","666.84","1","NA","1","NA","1","2","NA","2","51","4","4","4","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16358,"2","2009","10",28338,23417,0,0,,,,,,,,0,0,0,0,0,,619,,0,0,2825,,2096,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","4000","3","NA","2","1","2","2","2","1","3","2","1","NA","900","923.15","1","NA","1","NA","1","1","NA","2","200","3","1","3","2","1","1","NA","NA","NA","1","1","1","1","1","3","NA","1","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16362,"2","2009","11",0,-15114,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15114,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","4","2000","3","NA","2","1","2","2","1","1","6","1","1","NA","1200","178.55","1","NA","1","NA","1","2","NA","2","140","4","4","3","3","1","1","1","NA","NA","1","1","NA","1","1","NA","NA","1","NA","1","1","3","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16366,"2","2009","20",46575,42645,0,0,,,,,,,,0,16407,0,3137,15684,,0,,0,0,1862,,2067,"NA","NA","NA","3","NA","NA","1","2","1","1","1","3","3","1","5","8000","3","NA","2","1","2","2","2","2","6","2","1","NA","1000","477.8","1","NA","1","NA","1","2","NA","2","80","4","4","4","4","1","1","NA","NA","1","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16371,"2","2009","20",6,-13763,0,0,,,,,,,,0,0,0,0,0,,6,,0,0,0,,13769,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","1","2","NA","3","3","2","2","2","2","4","2","1","2","1","NA","600","313.92","1","NA","1","NA","1","2","NA","2","110","4","4","1","3","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16431,"2","2009","15",25183,24644,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,538,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1000","3","NA","2","2","2","2","1","1","4","2","1","NA","700","267.24","1","NA","1","NA","1","2","NA","2","100","4","4","1","3","1","1","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16432,"3","2009","12",10615,9586,0,0,,,,,,,,0,0,0,0,567,,0,,0,0,0,,1029,"NA","NA","NA","3","NA","2","1","1","1","1","1","3","2","2","5","500","3","NA","1","2","2","2","1","1","3","2","1","NA","700","662","1","NA","1","NA","1","2","NA","2","72","4","4","4","2","2","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16465,"3","2009","15",90040,81879,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,10954,,-2793,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","5","1500","2","NA","1","2","2","2","4","3","5","2","1","NA","NA","407","1","NA","1","NA","1","2","NA","2","87","4","4","3","3","3","3","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16504,"2","2009","30",9833,7418,0,0,,,,,,,,0,0,0,0,0,,9833,,0,0,0,,2415,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","2500","3","NA","2","2","2","2","4","2","3","2","1","NA","NA","326.71","1","NA","1","NA","1","2","NA","2","58","4","4","3","4","3","1","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","1","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16520,"2","2009","20",11085,8081,0,0,,,,,,,,0,0,0,0,0,,561,,0,0,0,,3004,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","2","1","3","3","2","1","NA","850","606.2","1","NA","1","NA","1","2","NA","2","71","2","4","4","3","1","1","1","NA","NA","1","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16523,"2","2009","10",15556,-5197,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,7001,,13752,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","1","2","1","2","2","4","2","1","NA","NA","854","1","NA","1","NA","1","2","NA","2","29","4","4","2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16537,"3","2009","22",0,-31,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,31,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","3","3","2000","2","NA","2","2","2","2","4","1","3","1","1","NA","NA","NA","1","NA","1","NA","1","2","NA","1","55","4","4","1","1","1","3","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16539,"2","2009","10",69560,69018,0,0,,,,,,,,0,0,0,0,0,,24794,,0,0,0,,542,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","1","6","1500","3","NA","2","2","2","1","3","2","6","2","1","1200","800","765.56","1","NA","1","NA","1","2","NA","2","180","4","4","3","4","1","1","NA","NA","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16549,"4","2009","15",15092,10193,0,0,,,,,,,,0,0,0,0,0,,7,,0,0,146,,4754,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1500","1","NA","2","1","2","2","1","1","4","1","1","548","NA","305.9","1","NA","1","NA","1","2","7","1","160","4","4","2","2","1","1","NA","1","1","1","1","NA","1","NA","3","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16552,"2","2009","10",36874,34456,0,0,,,,,,,,0,0,0,0,3505,,0,,0,0,0,,2418,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1500","2","NA","2","1","2","2","1","1","6","2","2","NA","700","657.94","1","NA","1","NA","1","2","NA","1","200","4","3","4","3","1","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16559,"3","2009","15",19871,19323,0,0,,,,,,,,0,0,286,0,0,,0,,0,0,0,,548,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","4","1000","3","NA","2","2","2","2","3","1","1","1","1","NA","NA","627","1","NA","1","NA","1","2","NA","2","25","4","4","3","4","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","1","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16567,"2","2009","9",25975,21275,0,0,,,,,,,,0,0,0,0,0,,146,,0,0,259,,4442,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","2500","3","NA","1","2","1","2","1","2","6","2","1","NA","NA","482.53","1","NA","1","NA","1","2","NA","1","90","2","4","2","4","1","1","NA","NA","NA","1","1","1","NA","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16594,"3","2009","10",35487,13089,0,0,,,,,,,,0,0,0,0,0,,2244,,0,0,6394,,16004,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","5","2750","3","NA","2","2","2","2","2","1","6","2","1","NA","1100","676.27","1","NA","1","NA","1","2","NA","2","80","2","3","4","3","1","3","NA","1","NA","1","NA","1","1","NA","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16599,"4","2009","15",9911,9717,0,0,,,,,,,,0,0,0,0,0,,170,,0,0,0,,194,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","4000","1","NA","2","2","2","2","2","1","4","2","1","NA","NA","72.53","1","NA","1","NA","1","2","NA","2","124","4","4","3","2","1","1","1","1","1","1","1","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16620,"4","2009","10",3492,3487,0,0,,,,,,,,0,0,0,0,0,,3226,,0,0,0,,5,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","6","3000","3","3","2","2","2","2","1","1","6","2","1","NA","1500","291.07","1","NA","1","NA","1","2","NA","2","178","4","4","1","1","2","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16623,"2","2009","15",36315,35325,0,0,,,,,,,,0,0,0,815,3434,,95,,0,0,0,,990,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1350","1","NA","2","2","2","2","3","4","4","1","1","230","NA","925.56","1","NA","1","NA","1","2","NA","2","150","2","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16637,"2","2009","13",23912,2317,0,0,,,,,,,,0,0,0,0,0,,11,,0,0,0,,21595,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","5000","2","NA","2","1","2","1","1","2","6","2","1","440","1500","713.98","1","NA","1","NA","1","2","NA","2","87","2","4","4","4","1","1","1","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16644,"2","2009","20",20277,15441,0,0,,,,,,,,0,0,0,0,0,,378,,0,0,0,,4836,"NA","3","NA","3","NA","NA","1","1","2","1","1","3","1","1","6","1500","2","NA","2","2","2","1","4","1","4","2","1","NA","1200","696.63","1","NA","1","NA","1","2","NA","2","115","4","4","4","3","1","3","NA","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16666,"3","2009","18",23032,756,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22276,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","NA","3","NA","2","1","1","2","1","2","4","2","1","418","NA","510.4","1","NA","1","NA","1","2","NA","2","130","4","4","3","2","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16672,"3","2009","15",13678,5586,0,0,,,,,,,,0,0,0,0,0,,5,,0,0,0,,8091,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","2","2000","2","NA","2","2","2","2","4","4","2","2","1","290","300","238.9","1","NA","1","NA","1","2","NA","2","110","4","4","2","4","1","3","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16679,"3","2009","15",0,-1559,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1559,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1000","2","NA","2","2","2","2","2","1","4","2","1","NA","600","540","1","NA","1","NA","1","2","NA","2","85","2","4","4","1","1","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","AT",16691,"3","2009","13",67656,53337,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14319,"NA","3","NA","1","NA","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","1","2","4","2","1","440","NA","510.4","1","NA","1","NA","1","2","NA","2","100","4","4","4","3","2","1","NA","1","NA","NA","1","1","1","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","1",1,,,,,,
