"HB010","HB020","HB030","HB050","HB060","HB100","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HY010","HY020","HY022","HY023","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240"
"2013","AT",129951,"4","2013","11","3","3",,"1","1","1","1","1","1","1","1","5","1600","3",,"2","1","1","2","2","1","5","2","1",,,"328.8",,"1","1",51208,49157,49157,49157,7817,0,0,0,0,0,0,1597,1555,0,0,0,0,2051,,,,,,,,,,,"1",,,
"2013","AT",130045,"6","2013","24",,"3",,"1","1","1","1","1","1","1","1","4","300","3",,"2","1","2","2","1","2","2","2","1",,,"359.38",,"1","1",59495,49757,49757,49757,0,0,0,0,0,0,0,53,0,0,0,0,0,9738,,,,,,,"1",,,,,,,
"2013","AT",130066,"5","2013","12","3","3",,"1","2","2","1","1","1","1","1","3","1300","3",,"2","2","2","2","4","4","3","1","1",,"600","319.7",,"1","1",7619,627,627,-6788,2046,176,0,0,0,0,0,29,2333,0,0,0,0,6992,,,,,,,,,,,,,,
"2013","AT",130234,"3","2013","20","3","3",,"1","1","1","1","1","1","1","1","5","2500","2",,"2","1","2","2","4","5","3","2","1","429","1000","685.33",,"1","1",3522,477,-2979,-2979,873,0,0,0,0,0,0,66,0,0,0,0,0,3045,,,,,,,,,"1",,"1",,,
"2013","AT",130853,"3","2013","15",,"3","3","1","1","2","1","1","3","1","3","5","800","2",,"2","1","2","2","2","1","2","1","1",,"1000","605.93",,"1","1",24478,22723,22723,22723,4249,0,0,0,0,0,0,1,0,0,0,0,0,1754,,,,,,,"1",,"2",,,,,
"2013","AT",131078,"5","2013","8",,"3","2","2","1","1","1","1","1","1","1","4","3500","3","1","2","2","1","2","1","2","5","2","2",,"900","368.61",,"1","1",47808,47162,47162,47162,5376,0,0,0,0,0,0,16485,0,0,0,0,0,646,,,,,,,"1",,,"1","1",,,
"2013","AT",131814,"4","2013","10",,"3",,"1","1","1","1","1","1","1","1","5","2500","3",,"2","2","2","2","4","1","3","2","1","350",,"543.07",,"1","1",44471,42335,42335,-1824,4472,0,0,0,0,0,0,312,0,0,0,0,0,2136,,,,,,,,,,,,,,
"2013","AT",132576,"4","2013","22","3","3",,"1","1","1","1","1","1","1","1","5","1900","1",,"2","1","2","2","4","5","7","2","1","405",,"353.93",,"1","1",51321,42373,4824,4824,5994,0,0,0,0,0,0,11,0,0,0,0,0,8947,,,,,,,,,,,"1",,,
"2013","AT",134812,"3","2013","23","3","3",,"1","1","1","1","1","3","1","3","2","1700","1",,"2","2","2","2","4","1","2","2","1","400",,"382.52","439.815","1","1",33633,8950,8950,8950,3052,0,0,0,0,0,0,1,0,0,0,0,0,24683,,,,,,,,,,,,,,
"2013","AT",135662,"6","2013","14","3","3",,"2","1","1","1","1","3","1","3","4","800","1",,"2","2","2","2","1","3","3","2","1","620","1000","819.46",,"1","1",7824,5324,5324,-2424,6216,0,0,0,0,0,0,17,356,0,0,531,1825,1969,,,,,,,,,,,,,,
"2013","AT",135946,"4","2013","11",,"3",,"2","1","1","1","1","1","1","2","6","4000","2",,"1","1","2","2","4","1","3","2","1","530","600","571.61",,"1","1",6,-84761,-84765,-84765,754,0,0,3,1,2,0,0,0,0,0,0,0,84767,,,,,,,"1",,,,,,,
"2013","AT",137365,"5","2013","10",,"3",,"1","1","1","1","1","1","1","1","5","1300","3",,"2","2","2","2","3","1","2","2","1",,,"1138.6",,"1","1",24220,16437,16437,16437,3951,0,0,0,0,0,0,1084,0,0,0,0,0,7782,,,,,,,,,,,,,,
"2013","AT",138300,"6","2013","9","3","3",,"1","1","1","1","1","1","1","3","6","300","3","3","2","2","2","2","4","1","5","1","1",,"550","361.29",,"1","1",10593,8221,8221,8221,403,0,0,0,0,0,0,1730,110,0,0,0,0,2372,,,,,,,,,,,,,,
"2013","AT",138716,"7","2013","24","1","3","2","1","1","2","1","1","3","1","2","1","2000","2",,"2","2","2","2","3","5","1","2","1",,"500","364.21",,"1","1",6,-9055,-9059,-9059,0,0,0,0,4,0,0,2,0,0,0,0,0,9061,,,,,,,,,,,,,,
"2013","AT",138752,"3","2013","12","3","3",,"1","1","1","1","1","3","1","1","4",,"3",,"2","2","2","2","4","1","3","2","1",,,"487.8",,"1","3",58541,57718,-693,-693,3506,0,0,0,0,124,0,6,0,0,0,0,0,823,,,,,,,,,,,,,,
"2013","AT",139154,"3","2013","13","3","3","3","1","1","2","1","1","2","1","1","3","1700","2",,"2","1","2","2","3","1","8","2","1",,"800","619.73",,"1","1",17296,16459,14398,-836,0,0,0,1625,437,0,0,0,1617,0,0,0,0,836,,,,,,,,,,,,,,
"2013","AT",139160,"3","2013","12","3","3",,"1","1","1","1","1","1","1","1","6","2500","3",,"2","2","2","1","1","2","3","1","1","282",,"229.5",,"1","1",1255,-1435,-1435,-1435,3683,1212,0,0,0,0,0,43,0,0,0,0,0,2690,,,,,,,,,,"1",,,,
"2013","AT",139442,"5","2013","14","3","3",,"1","1","1","1","1","1","1","3","3","1400","2",,"2","2","1","2","3","5","2","2","1","390",,"790.78",,"1","1",46355,34354,30850,30850,0,0,0,0,0,0,0,168,0,0,0,0,0,12001,,,,,,,,,,,"1",,,
"2013","AT",140955,"3","2013","21","3","3",,"1","1","2","1","1","3","1","3","3","2000","3",,"2","2","2","2","1","1","1","2","1","360",,"86.56",,"1","1",33294,17170,16309,16309,0,0,0,0,0,0,0,22,1533,0,0,0,0,16125,,,,,,,,,,,,,,
"2013","AT",142164,"7","2013","22",,"3",,"2","1","1","1","1","1","1","1","4","2500","3","2","2","1","2","2","2","1","5","2","1",,"1000","198.11",,"1","1",33454,32300,10654,225,3360,0,0,0,0,1277,0,102,0,0,0,0,0,1154,,,,,,,,,"1","1",,,,
"2013","AT",142248,"6","2013","10","3","3",,"1","1","2","1","1","3","1","1","6","1000","3",,"2","2","1","2","3","3","3","2","1","700",,"356.78",,"1","1",8980,71,-46,-46,4521,0,0,0,117,0,0,61,0,0,0,0,0,8910,,,,,,,,,"1",,"1",,,
"2013","AT",142319,"4","2013","10","2","3",,"1","2","1","1","1","2","1","3","6","1600","2",,"2","2","2","2","4","2","5","2","1",,"900","187.3",,"1","1",6204,1130,1130,-5053,8368,0,0,0,0,0,0,21,0,0,0,0,0,5074,,,,,,,,,,,,,,
"2013","AT",142619,"4","2013","17",,"2",,"1","1","1","1","1","1","1","1","3","1000","3",,"2","2","2","2","4","3","2","2","1",,,"676.99",,"1","1",46493,46262,46262,46262,3861,0,0,0,0,0,0,45,0,0,0,0,0,231,,,,,,,,,,,"1",,,
"2013","AT",142756,"7","2013","12","3","3",,"1","1","1","1","1","1","1","1","5","1200","3",,"2","2","2","2","4","3","2","2","1",,,"315.55",,"1","1",2829,1367,1367,-1380,4837,0,0,0,0,0,0,82,0,0,0,0,0,1462,,,,,,,,,,,,,,
"2013","AT",143944,"3","2013","13","3","3",,"1","1","1","1","1","1","1","1","4","1500","3",,"2","2","2","2","2","1","2","2","1","170","350","952.94","0","1","1",18582,7219,7219,-10368,0,995,0,0,0,0,0,0,0,0,0,0,0,11363,,,,,,,,,,,,,,
"2013","AT",145437,"5","2013","6","3","3",,"1","1","2","1","3","1","1","2","1","800","2","1","2","2","2","2","3","5","1","2","1",,,"6.35","833.333333333333","1","1",14563,13636,13636,-904,5872,0,0,0,0,0,0,23,0,0,0,0,0,927,,,,,,,,,,,,,,
"2013","AT",146340,"6","2013","11","3","3",,"1","1","2","1","1","1","1","1","5","1300","1",,"2","2","2","2","1","1","2","2","1",,"1000","551.89","290.139166666667","1","1",21167,20460,20358,-674,774,0,0,0,102,0,0,33,0,0,0,0,0,707,,,,,,,,,,,"1",,,
"2013","AT",148345,"3","2013","50","3","3",,"1","1","1","1","1","1","1","1","3","2000","3",,"2","2","2","2","1","4","3","2","1","470","900","634.66",,"1","1",32682,27825,27825,-870,8501,0,0,0,0,0,0,3986,0,0,0,0,0,4857,,,,,,,,,,"1","1",,,
"2013","AT",148873,"3","2013","12",,"3",,"1","1","1","1","1","1","1","1","6","1000","3","2","2","2","2","1","4","4","3","2","1","300","400","601.55",,"1","1",12661,9045,8988,8988,3023,2,0,39,18,27,0,0,1800,0,0,0,0,3616,,,,,,,,,,,,,,
"2013","AT",150064,"4","2013","12","3","3",,"1","1","2","1","1","3","1","1","2","900","2",,"2","2","2","1","1","3","2","2","1",,,"222.14",,"1","1",26736,25030,25030,25030,5281,0,0,0,0,0,0,7,0,0,0,0,0,1706,,,,,,,,,"1",,,"1",,
"2013","AT",150615,"5","2013","9",,"3","3","1","1","1","1","1","1","1","1","2","1200","1",,"1","2","2","2","3","2","2","2","1","600",,"286.56",,"1","1",39684,29058,29058,29058,0,0,0,0,0,0,0,1,250,0,0,0,0,10625,,,,,,,,,,,"1",,,
"2013","AT",151037,"4","2013","20","3","3",,"1","2","2","1","1","1","1","1","6","1400","2","3","2","2","2","2","3","2","3","2","1","330",,"676.65",,"1","1",13910,11685,11685,11685,4536,0,0,0,0,0,0,136,0,0,0,0,0,2225,,,,,,,,,,,"1",,,
"2013","AT",151039,"3","2013","12","3","3",,"1","1","1","1","1","1","1","1","6","2500","3",,"2","2","2","2","1","1","3","2","1",,"1000","205.03","96.7741666666667","1","1",18755,17374,17374,-944,0,0,0,0,0,136,0,301,0,0,0,0,0,1380,,,,,,,,,,,"3",,,
"2013","AT",152480,"4","2013","13","3","3",,"1","1","2","1","3","3","1","1","3","1000","2",,"2","2","2","2","1","3","3","2","1","1300","700","281.84",,"1","1",16965,7819,7819,7819,4131,0,0,0,0,0,0,206,4829,0,0,0,0,9146,,,,,,,,,,,,,,
"2013","AT",152773,"6","2013","10","3","3",,"1","1","1","1","1","1","1","1","2","600","2",,"2","1","2","2","4","1","2","2","1","200","550","398.65",,"1","1",10341,9423,9423,-913,10172,0,0,0,0,0,0,5,2000,0,0,0,0,919,,,,,,,,,,,,,,
"2013","AT",153585,"4","2013","9",,"3",,"1","1","1","1","1","3","1","1","4","1300","3",,"2","2","2","2","1","3","10","2","1",,,"722.83",,"1","1",12860,11869,11869,11869,0,0,0,0,0,0,0,1527,0,0,0,0,0,991,,,,,,,,,,,"1",,,
"2013","AT",153832,"4","2013","14","3","3",,"2","1","2","1","1","1","1","1","2","1000","1","1","2","2","2","2","4","2","2","2","1",,,"451.17",,"1","1",19585,18665,18665,-708,2744,0,0,0,0,0,0,212,0,0,0,0,0,920,,,,,,,,,"2",,,,,
"2013","AT",153994,"5","2013","10","3","3",,"1","1","1","1","1","3","1","1","3","1150","3","2","2","1","2","2","4","1","2","2","1","188",,"560.81",,"1","1",5605,-18959,-18959,-18959,0,0,0,0,0,0,0,46,111,0,0,0,0,24564,,,,,,,,,,"1",,,,
"2013","AT",154046,"4","2013","21","3","3",,"1","1","2","1","1","3","1","1","3","1300","2","2","2","2","2","2","1","4","6","2","1",,,"231.38",,"1","1",53093,52000,52000,1016,8054,0,0,0,0,0,0,5,1910,0,0,0,0,1093,,,,,,,,,,,,"1",,
"2013","AT",156463,"6","2013","23",,"3",,"1","1","2","1","1","1","1","1","5","1500","2",,"2","2","2","2","3","3","5","2","1","730","550","304.98",,"1","1",3,-12206,-12206,-12206,0,0,0,0,0,0,0,3,0,0,0,0,0,12208,,,,,,,,,,"1","1",,,
"2013","AT",156673,"4","2013","13","3","3","3","1","1","1","1","1","3","1","1","6","2500","2",,"2","2","2","2","2","3","4","2","1","568","600","364.3",,"1","1",20050,6947,6947,-8871,5937,0,0,0,0,0,0,2002,0,0,0,0,0,13103,,,,,,,"1",,,,,,,
"2013","AT",157975,"4","2013","16",,"3",,"1","1","1","1","1","1","1","1","3","1000","3",,"2","2","1","2","1","2","5","2","1","352","650","746.46",,"1","1",10714,10241,10241,-314,4928,0,0,0,0,0,0,159,2864,0,0,0,0,473,,,,,,,,,,,,,,
"2013","AT",159022,"6","2013","17",,"3","3","1","1","1","1","1","1","1","1","4","1600","2",,"2","2","2","2","4","3","5","2","1","302","300","127.73",,"1","1",63886,48985,48985,48985,7173,0,0,0,0,0,0,7,0,0,0,0,0,14902,,,,,,,"1",,,,,,,
"2013","AT",159106,"6","2013","12",,"3",,"1","2","2","1","1","1","1","3","5","900","2",,"2","2","2","2","1","3","2","2","1","132","350","716.01",,"1","1",26626,19559,16890,16890,4872,0,0,0,4,3,0,0,0,0,0,1925,1960,5141,,,,,,,,,,"1",,,,
"2013","AT",159171,"4","2013","10","3","3",,"1","1","1","1","1","1","1","1","6","3500","2","1","2","2","2","2","3","2","2","2","1","465","800","488.64",,"1","1",18576,17719,17719,17719,0,0,0,0,0,0,0,2409,0,0,0,0,0,858,,,,,,,,,"1",,,,,
"2013","AT",160157,"6","2013","14","3","3",,"1","1","2","1","1","1","1","1","5","1800","3",,"2","2","2","1","1","4","6","2","1",,"1200","692.09",,"1","1",22212,13361,13361,-8699,491,39,0,0,0,0,0,18,0,0,0,0,0,8850,,,,,,,,,,,,,,
"2013","AT",162018,"5","2013","12","1","3",,"1","2","1","1","3","1","1","3","2","800","3",,"2","1","2","2","2","4","3","2","1",,"600","638.43","466.666666666667","1","1",10073,-6769,-6769,-6769,5368,0,0,0,0,0,0,1,0,0,0,0,0,16842,,,,,,,,,"1",,,,,
"2013","AT",163139,"6","2013","14","3","3",,"1","1","1","1","1","2","1","1","3","1300","1",,"2","2","2","2","5","2","4","2","1",,"900","422.45","264.2775","1","1",9838,6692,6692,-287,0,0,0,0,0,0,0,2858,0,0,0,0,0,3145,,,,,,,,,,,,,,
"2013","AT",164213,"6","2013","12",,"3",,"1","1","1","1","1","1","1","1","4","1800","2",,"2","2","2","2","1","3","2","2","1",,"1000","430.5",,"1","1",37917,36972,36972,3019,8545,0,0,0,0,0,0,3964,0,0,0,0,0,945,,,,,,,,,,,,,,
"2013","AT",165115,"5","2013","14",,"3",,"2","1","1","1","1","1","1","1","1","1000","2",,"2","2","2","1","3","2","6","2","1",,"600","395.9",,"1","1",60,-154,-154,-154,5144,0,0,0,0,0,0,60,0,0,0,0,0,213,,,,,,,,,,,,,,
"2013","AT",165402,"4","2013","10",,"3",,"1","1","1","1","1","1","1","3","4","2000","2",,"2","2","2","2","1","5","2","2","1","500","750","79.45",,"1","1",38090,35081,35081,35081,0,0,0,0,0,0,0,107,3067,0,0,0,0,3008,,,,,,,,,,,,,,
"2013","AT",168754,"4","2013","11","3","3",,"1","1","2","1","1","1","1","1","3","2000","2",,"2","1","2","2","3","3","5","2","1",,,"445.26","0","1","1",28976,27600,46,46,3844,0,0,0,0,0,0,1422,0,0,0,0,0,1376,,,,,,,,,"1",,,,,
"2013","AT",169141,"5","2013","9",,"3",,"1","1","1","1","1","1","1","1","4","300","2",,"2","2","2","2","4","4","5","2","1","291","1200","544.73",,"1","1",45214,23887,23887,23887,2761,0,0,0,0,0,0,190,0,0,0,0,0,21328,,,,,,,,,,,,,,
"2013","AT",169336,"4","2013","14","3","3",,"2","1","1","1","1","1","1","1","4","1500","2",,"2","2","2","2","1","4","5","2","1",,,"285.17",,"1","1",9731,-14124,-14124,-14124,1719,0,0,0,0,0,0,487,0,0,0,0,0,23855,,,,,,,,,"1",,,,,
"2013","AT",169426,"4","2013","9","3","3","3","1","1","1","1","1","1","1","3","1","700","2",,"2","2","2","2","1","4","4","1","1",,"400","322.23",,"1","1",11073,9539,9539,-1530,0,0,0,0,0,0,0,5,0,0,0,0,0,1535,,,,,,,"1",,,,,,,
"2013","AT",170781,"3","2013","13",,"3",,"1","1","1","1","1","1","1","3","3","1700","3",,"2","2","2","2","1","3","4","2","2",,"800","233.85",,"1","1",14652,12056,-2541,-2541,578,0,0,0,0,0,0,55,292,0,0,0,0,2596,,,,,,,,,,,,,,
"2013","AT",170891,"4","2013","6","3","3",,"1","2","1","1","1","1","1","3","4","2500","2",,"2","2","2","1","4","1","5","2","1","405","800","451.92",,"1","1",17357,16832,16832,-523,0,0,0,0,0,0,0,1,0,0,0,0,0,524,,,,,,,,,,,,,,
"2013","AT",171746,"4","2013","11","3","3",,"1","1","2","1","1","3","1","1","1","1200","2","1","2","1","2","2","4","4","2","2","1","250",,"493.42",,"1","1",24056,22227,22227,-1794,0,0,0,0,0,0,0,35,0,0,0,0,0,1829,,,,,,,,,,,,,,
"2013","AT",172011,"6","2013","10","3","3",,"1","1","1","1","1","1","1","1","5","1400","2",,"2","2","2","2","4","4","2","2","1","250",,"387.01",,"1","1",25225,25192,25192,25192,4516,0,0,0,0,0,0,40,0,0,0,0,0,33,,,,,,,,,,"1",,,,
"2013","AT",173253,"5","2013","13","3","3",,"2","1","1","1","1","1","1","1","4",,"2",,"2","2","2","2","4","4","4","1","1",,,"296.87",,"1","1",14338,11203,11203,-3120,6723,0,0,0,0,0,0,15,0,0,0,0,0,3135,,,,,,,,,"1","1",,"1",,
"2013","AT",173660,"6","2013","11",,"3",,"2","1","2","1","1","1","1","1","5","1900","3",,"2","1","2","2","1","1","3","2","1","288",,"396.83","360.910833333333","1","1",5502,3967,3967,-1416,10861,0,0,0,0,0,0,119,1400,0,0,0,0,1535,,,,,,,,,,,,,,
"2013","AT",175131,"4","2013","11",,"3",,"1","1","1","1","1","3","1","1","2","1500","2",,"2","2","2","2","2","3","1","2","1","300",,"242.93",,"1","1",53204,46703,46702,46702,0,0,0,2,0,0,0,0,0,0,0,0,0,6501,,,,,,,"1",,"3",,,,,
"2013","AT",175231,"4","2013","16",,"3",,"1","2","1","1","1","1","1","3","4","1400","1","1","2","2","2","2","1","3","4","2","1",,"700","692.15",,"1","1",39939,33276,31923,-5982,3581,36,0,918,434,645,0,0,0,0,0,0,0,6663,,,,,,,,,"1",,,,,
"2013","AT",175246,"6","2013","17",,"3",,"1","1","1","1","1","3","1","3","6","1300","2",,"2","2","2","2","4","2","6","2","1","450",,"367.99",,"1","1",65530,23444,23444,-40705,6077,0,0,0,0,0,0,1381,1567,0,0,0,0,42086,,,,,,,,,"1","1",,,,
"2013","AT",175438,"3","2013","16",,"3",,"1","1","2","1","1","1","1","1","2","1500","3",,"2","2","2","2","1","2","2","2","1",,"1200","1115.26",,"1","1",17531,15031,11318,11318,6324,0,0,3713,0,0,0,64,0,0,0,0,0,2501,,,,,,,,,,,,,,
"2013","AT",176549,"6","2013","14","3","1",,"1","1","2","1","1","3","1","1","4","900","2","3","2","2","2","2","4","3","3","2","1",,,"457.7",,"1","1",52691,47888,47621,-4802,6912,0,267,0,0,0,0,1,0,0,0,0,0,4802,,,,,,,,,,,,,,
"2013","AT",176909,"6","2013","11","3","3","3","1","2","1","1","1","3","1","1","3","1500","2",,"2","2","1","2","1","3","3","2","1",,"1000","315.79",,"1","1",49155,40411,40411,-6496,5085,0,0,0,0,0,0,2248,0,0,0,0,0,8744,,,,,,,,,,,"1",,,
"2013","AT",177026,"3","2013","13",,"3","3","1","1","1","1","1","1","1","2","3","300","2",,"2","1","2","2","4","1","3","2","1",,"600","370.71",,"1","1",32321,26586,26586,26586,0,0,0,0,0,0,0,26,1960,0,0,0,0,5735,,,,,,,,,,,,,,
"2013","AT",177483,"4","2013","13","3","3","3","1","1","1","1","1","1","1","1","5","2000","2",,"2","2","2","2","4","1","3","2","2","500","600","984.36",,"1","1",54018,39715,38065,38065,4018,0,0,0,0,0,0,55,0,0,0,0,0,14304,,,,,,,,,,,,,,
"2013","AT",177814,"3","2013","15","3","1",,"2","1","1","1","1","1","1","1","3","1184","2",,"2","2","2","2","4","4","4","2","1","450","800","654.3","0","1","1",5667,1858,1858,1858,3218,0,0,0,0,0,0,4,0,0,0,0,0,3809,,,,,,,,,,,,,,
"2013","AT",178108,"6","2013","10",,"3",,"1","1","1","1","1","1","1","2","6","1800","3",,"2","2","2","2","4","1","3","2","1","470","900","560.04",,"1","1",39383,38523,36971,-353,0,0,0,0,0,0,0,508,0,0,0,0,0,861,,,,,,,,,,,,,,
"2013","AT",178228,"3","2013","12",,"3",,"1","1","1","1","1","1","1","1","4","1400","1","3","2","2","2","2","4","3","2","1","1","580",,"388.7",,"1","1",39173,36007,-3014,-3014,4838,0,0,0,0,0,0,152,0,0,0,0,0,3166,,,,,,,,,,,,,,
"2013","AT",178357,"4","2013","12","3","3",,"2","1","1","1","2","1","1","1","3","1600","2",,"2","2","2","2","2","1","4","2","1","365",,"502.51",,"1","1",12697,12696,12696,4755,4588,0,0,0,0,0,0,5,0,0,0,0,0,2,,,,,,,,,"1",,,"1",,
"2013","AT",178401,"3","2013","13",,"3",,"1","2","1","1","1","3","1","3","6","3000","2",,"2","2","2","2","3","4","2","2","1","280",,"424.43",,"1","1",17221,15976,15976,-1240,4448,0,0,0,0,0,0,6,0,0,0,0,5040,1245,,,,,,,,,,,"1",,,
"2013","AT",178815,"4","2013","25",,"3","3","1","1","1","1","1","1","1","3","3","2000","3",,"2","2","2","2","4","1","4","2","1",,"800","445.76",,"1","1",22687,20297,19843,-2390,0,0,0,454,0,0,0,0,0,0,0,0,0,2390,,,,,,,"1",,,,,,,
"2013","AT",180737,"4","2013","17","3","3",,"1","1","1","1","1","1","1","1","3","1100","3",,"2","2","2","2","1","1","4","2","2",,,"417.29","490.195","1","1",19355,8669,8669,8669,240,0,0,0,0,0,0,7,950,0,0,0,0,10686,,,,,,,,,"1",,,,,
"2013","AT",181467,"4","2013","12",,"3","3","2","1","1","1","1","1","1","1","2","850","1",,"1","2","2","2","4","2","6","2","1","410",,"807.01",,"1","1",38142,34179,34179,-3958,6154,0,0,0,0,0,0,6,0,0,0,0,12000,3963,,,,,,,,,"1","1",,,,
"2013","AT",181650,"3","2013","11","3","3",,"1","1","1","1","1","3","1","1","3","2000","3",,"2","2","2","2","4","1","4","2","1","403",,"303.1",,"1","1",17894,15332,15332,-1133,0,0,0,0,0,0,0,1429,0,0,0,426,0,2136,,,,,,,"1",,,,,"1",,
"2013","AT",183310,"5","2013","11",,"3",,"1","2","2","1","1","1","1","3","4","3000","2",,"2","2","2","1","3","2","4","1","1",,"1000","341.3",,"1","1",6991,-22314,-22314,-22314,6071,0,0,0,0,0,0,1909,0,0,0,16403,0,12902,,,,,,,,,,,,"1",,
"2013","AT",184425,"3","2013","20",,"3","3","2","1","1","1","1","1","1","1","4","1300","1","1","2","1","2","2","1","3","3","2","1",,,"753.67",,"1","1",12946,9334,9334,-3592,3466,0,0,0,0,0,0,21,0,0,0,2022,0,1591,,,,,,,,,,,,,,
"2013","AT",184994,"6","2013","12","3","3","2","1","1","1","1","1","1","1","1","4","1400","1",,"2","2","2","2","4","1","5","2","1","840","550","670.32",,"1","1",6534,-1126,-1126,-1126,0,0,0,0,0,0,0,175,0,0,0,0,0,7660,,,,,,,,,,,,"1",,
"2013","AT",185051,"5","2013","45",,"3","3","1","2","1","1","1","3","1","2","4","1600","3",,"2","2","2","2","2","3","5","2","2",,"500","314.12",,"1","1",11122,6009,6009,-5112,0,0,0,0,0,0,0,0,0,0,0,1254,0,3858,,,,,,,,,,,,"1",,
"2013","AT",185333,"7","2013","14",,"3","3","2","1","2","1","1","3","1","1","3","1100","3",,"2","2","1","2","4","1","3","2","1",,"2500","333.51",,"1","1",41184,35205,30513,30513,7093,7,0,0,0,0,0,2,0,0,0,0,0,5979,,,,,,,,,,,,,,
"2013","AT",185491,"4","2013","16",,"3",,"2","1","2","1","1","3","1","1","2","2000","2",,"2","2","2","2","1","1","4","2","1",,"850","224.19",,"1","1",51183,38047,38047,38047,0,0,0,0,0,0,0,1107,0,0,0,0,0,13136,,,,,,,,,,"1","1",,,
"2013","AT",186967,"4","2013","9","3","3",,"1","1","1","1","1","3","1","1","4","1000","3",,"2","1","2","1","1","3","2","2","1",,"600","320.95","1000","1","1",216,-1867,-1867,-1867,0,0,0,0,0,206,0,10,0,0,0,0,0,2083,,,,,,,"1",,,,,,,
"2013","AT",188217,"5","2013","14",,"3",,"1","2","2","1","1","3","1","1","6","1000","1",,"2","1","2","2","1","5","3","2","1","687.47","550","302.24",,"1","1",52527,48053,48053,-4472,971,0,0,0,0,0,6600,3,0,0,0,0,0,4475,,,,,,,"1",,,"1",,,,
"2013","AT",189510,"5","2013","13","3","3","3","1","1","2","1","1","1","1","1","4","1800","2",,"2","2","2","2","1","2","7","2","1",,,"528",,"1","1",23129,15688,15688,-982,467,0,0,0,0,0,0,6459,0,0,0,0,0,7441,,,,,,,,,,,,,,
"2013","AT",191526,"4","2013","29","3","3",,"1","1","1","1","2","1","1","1","3","1100","3",,"2","2","2","2","4","4","2","2","1","526","500","190.13",,"1","1",62523,60107,60107,60107,0,0,0,0,0,0,0,1,0,0,0,0,0,2416,,,,,,,,,,,,"1",,
"2013","AT",191940,"4","2013","11","3","3",,"2","1","2","1","1","1","1","1","2","1000","3",,"2","2","2","2","1","3","3","2","1",,,"569.83",,"1","1",19574,16698,16698,2818,3149,0,0,0,0,0,0,4,0,0,0,0,0,2876,,,,,,,,,,,,,,
"2013","AT",192851,"4","2013","11",,"3",,"1","1","1","1","1","1","1","1","3","2300","2",,"2","2","1","2","4","1","5","2","1","570","750","460.98",,"1","1",7639,7621,6982,6982,5105,0,0,0,0,0,0,1601,0,0,0,0,0,18,,,,,,,"1",,,"1",,,,
"2013","AT",193801,"3","2013","12","3","3","3","1","1","1","1","1","1","1","1","6","2200","2",,"2","1","2","2","1","2","2","2","1",,"700","309.62",,"1","1",27961,12062,12022,-15881,4845,0,0,0,40,0,0,18,1213,0,0,0,0,15899,,,,,,,,,,"1",,,,
"2013","AT",194079,"6","2013","10","3","3",,"1","1","2","1","1","1","1","1","4","1600","1","2","1","2","2","1","1","5","3","2","1","235",,"448.1",,"1","1",60419,60397,-15,-15,5779,0,0,0,0,0,0,6,0,0,0,1,0,21,,,,,,,"1",,,,,"1",,
"2013","AT",194132,"4","2013","9","1","3",,"1","1","1","1","1","3","1","1","3","1600","2",,"2","2","2","2","4","2","4","2","1",,"1200","592.04",,"1","1",37558,33718,33718,12902,6800,0,0,0,0,0,0,7,0,0,0,0,0,3840,,,,,,,,,"1",,,,,
"2013","AT",194601,"5","2013","16","3","3",,"1","1","1","1","1","1","3","1","3","3500","2",,"2","2","2","2","3","3","2","2","1","240",,"440.97",,"1","1",7078,-6572,-8917,-13464,5038,168,0,0,0,0,0,19,0,0,0,0,0,13651,,,,,,,,,,"1",,"1",,
"2013","AT",196585,"3","2013","18",,"3",,"1","1","1","3","1","3","1","1","3","1500","1",,"2","2","2","2","1","3","5","2","1","326","350","702.32",,"1","1",20757,20747,20747,-3,5315,0,0,0,0,6,0,1,0,0,0,0,0,10,,,,,,,,,,,,,,
"2013","AT",197872,"5","2013","10",,"3",,"1","1","1","1","1","1","1","1","6","1200","1",,"2","2","2","2","3","3","5","2","1","340",,"440.97",,"1","1",12438,11000,11000,-1253,4832,0,0,0,0,0,0,185,0,0,0,0,0,1438,,,,,,,,,,,,,,
"2013","AT",198791,"3","2013","12","3","3",,"1","1","1","1","1","1","1","1","3","1200","3",,"2","2","2","1","4","4","6","2","1",,"1100","252.55",,"1","1",4667,3450,3443,3443,4853,0,0,5,1,0,0,0,0,0,0,0,0,1217,,,,,,,"1",,,"1",,,,
"2013","AT",199280,"4","2013","16","3","3",,"1","1","1","1","1","1","1","1","5","3000","3","2","2","1","2","2","1","1","4","2","1",,,"420.47",,"1","1",19113,18989,18989,18989,0,0,0,0,0,0,0,927,0,0,0,0,0,124,,,,,,,,,"1","1",,,,
