"HB010","HB020","HB030","HB050","HB060","HB100","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HY010","HY020","HY022","HY023","HY025","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","AT",497536,"4","2012","19",,"3",,"1","1","1","1","1","1","1","1","3","1500","2",,"2","1","1","2","4","5","3","2","1","170",,"411.07","337.8125","1","1",41887,37083,21117,21117,1,4120,0,0,0,0,0,0,5,0,0,0,0,4200,4804,"2","90","1","1","1","1","1","4","4","3","2","1","4",,"3",
"2012","AT",498414,"6","2012","20",,"3",,"1","1","1","1","1","1","1","3","6","1700","2",,"2","2","2","2","1","3","3","1","1",,"350","594.08","30","1","1",80702,62369,62369,-5739,1,6310,0,0,0,0,0,0,230,0,0,0,0,0,18334,"2","130","1","1","1","1","1","4","3","3","1","3","3",,"3",
"2012","AT",498837,"8","2012","14","3","3",,"1","1","1","1","1","3","1","3","4",,"3",,"2","1","1","2","1","1","4","2","1",,,"1038.06",,"1","1",50925,38963,26611,26611,1,2563,0,0,0,0,0,0,207,0,0,0,0,0,11962,"2","70","1","1","1","1","1","3","1","3","3","4","3","2","3",
"2012","AT",499377,"5","2012","14",,"3",,"2","1","1","1","1","1","1","1","4","2500","2",,"2","2","2","2","4","1","3","2","1",,"600","468.16","0","1","1",53155,52907,52907,52907,1,5791,0,0,0,0,0,0,11454,0,0,0,0,0,248,"2","64","1","1","1","1","1","4","4","4","2","1","4",,"3",
"2012","AT",499468,"5","2012","16",,"3",,"1","1","1","1","1","1","1","1","1","2000","3",,"2","2","2","1","4","4","5","2","1",,,"331.46","666.666666666667","1","1",60865,56520,56520,9399,1,6999,0,0,0,0,0,0,10,0,0,0,0,0,4345,"2","160","2","1","1","1","1","4","4","3","3","3","4","2","3",
"2012","AT",499815,"3","2012","26",,"3",,"1","1","1","1","1","1","1","2","5","2500","3",,"2","2","2","2","1","2","3","2","1","200",,"652.6",,"1","1",34379,30833,30696,1224,1,6542,0,0,0,0,0,0,1303,0,0,0,0,0,3546,"2","80","1","1","1","1","2","3","3","3","3","4","3",,"3",
"2012","AT",500133,"7","2012","29","2","3","3","2","1","1","1","1","1","1","1","3","3000","3",,"2","1","2","2","3","1","3","2","1","650","2000","530.81","166.666666666667","1","1",60485,58701,58701,58701,1,5402,0,0,0,0,0,0,4331,0,0,0,0,0,1784,"2","35","2","1","1","1","1","3","3","4","4","3","3",,"3",
"2012","AT",500286,"4","2012","12","3","2","3","1","1","1","1","1","1","1","1","6","1320","3",,"2","2","2","2","1","1","3","2","1",,"1200","793.4",,"1","1",30357,14594,12558,12558,1,7623,0,0,0,0,0,0,2238,0,0,0,0,0,15763,"2","70","1","1","2","1","1","1","4","3","3","3","2",,"3",
"2012","AT",501919,"5","2012","25",,"3",,"1","1","1","1","3","3","1","3","2","2000","3","3","2","2","2","1","2","1","6","2","1",,,"231.55",,"1","1",23117,13379,13379,-7795,1,4833,0,0,0,0,0,0,1944,0,0,0,0,0,9738,"2","64","1","2","1","1","2","3","3","4","4","4","4",,"3",
"2012","AT",501969,"6","2012","25","3","3",,"1","1","1","1","1","1","1","3","4","700","3",,"2","2","2","2","4","4","3","1","1",,"1200","35.6",,"1","1",11823,-285,-285,-11906,1,4468,0,0,0,0,0,0,202,0,0,0,0,0,12108,"2","64","1","1","1","1","1","3","4","3","3","4","3",,"3",
"2012","AT",502193,"6","2012","21",,"3",,"2","1","1","1","1","3","1","2","5",,"2",,"2","2","2","2","3","2","3","1","1","325","1000","287.91","49.895","1","1",48940,40433,-8302,-8302,1,370,0,0,0,0,0,0,205,284,0,0,0,0,8507,"2","100","1","2","1","1","1","4","4","4","3","4","4",,"3",
"2012","AT",502826,"5","2012","21","3","3",,"1","1","1","1","1","1","1","3","4","1500","2",,"2","2","2","2","4","1","1","1","1","560","500","528.84",,"1","1",46540,41840,41840,-3310,1,4265,0,0,0,0,0,0,152,0,0,0,0,0,4700,"2","58","1","1","2","1","2","4","3","2","3","3","2",,"3",
"2012","AT",503552,"3","2012","18",,"3","3","1","1","1","1","1","1","3","1","4","2000","2",,"2","2","2","1","1","3","2","2","1","734",,"150.18",,"1","1",57146,29972,29972,9460,1,2097,0,0,0,0,0,0,73,0,0,0,1347,0,25827,"2","260","1","1","2","1","1","3","4","3","3",,"3",,"3",
"2012","AT",504341,"7","2012","30","3","3",,"2","1","1","2","1","1","3","2","4","800","1",,"2","2","2","2","4","4","3","2","1",,"700","318.93",,"1","1",42351,34671,34671,-7670,1,3295,0,0,0,0,7,0,3,1891,0,0,3341,0,4338,"2","52","1","1","1","1","1","3","3","2","2","4","4",,"3",
"2012","AT",505436,"5","2012","26","3","3",,"1","2","1","1","1","3","1","1","2","500","3",,"2","2","2","2","5","1","5","2","1",,"1200","26.52",,"1","1",134071,141150,114893,7218,1,4076,0,0,0,0,0,0,139,0,0,0,0,0,-7079,"2","130","1","1","1","1","1","4","4","3","3","4","3",,"3",
"2012","AT",506608,"8","2012","17",,"3",,"1","1","1","1","3","1","1","3","4","1000","2",,"2","1","2","2","3","4","5","1","1",,"750","595.81",,"1","1",65308,58666,58666,-6530,1,4736,0,0,0,0,0,0,113,0,0,0,0,0,6642,"2","89","1","1","1","1","1","4","3","3","4","2","4","3","3",
"2012","AT",507483,"5","2012","14",,"3",,"1","1","1","1","1","1","1","1","6","1200","2",,"2","2","2","2","4","5","4","2","1",,,"435.64",,"1","1",40514,17385,17362,-23060,1,7016,0,23,0,0,63,6000,6,0,0,0,0,0,23129,"2","42","1","1","1","1","2","4","4","3","3","4","4",,"3",
"2012","AT",507790,"5","2012","25",,"3",,"1","1","1","1","1","3","1","3","4","2000","3",,"2","2","2","2","5","3","2","2","1","330",,"597.55","220.231666666667","1","1",32091,25293,25293,-6714,1,0,0,0,0,0,0,0,83,0,0,0,0,0,6798,"2","225","1","1","1","1","1","4","3","3","3","2","2","4","3",
"2012","AT",508297,"5","2012","13","3","3",,"2","1","1","1","1","1","1","3","3","1300","2",,"2","2","2","2","1","1","3","2","1",,"1000","736.44",,"1","1",66716,62237,62237,-2551,1,2563,0,0,0,0,0,0,1928,0,0,0,0,0,4479,"1","150","1","1","1","1","1","3","3","4","1","2","4",,"3",
"2012","AT",508909,"5","2012","11","3","3",,"1","1","1","1","1","2","1","1","6","1500","1",,"2","2","1","2","3","3","1","2","1","150","1250","381.35",,"1","1",50640,18222,18064,18064,1,3803,21,0,0,0,0,0,4,0,0,0,0,0,32418,"2","100","1","1","1","2","1","4","2","3","3","3","3",,"3",
"2012","AT",509590,"4","2012","17","3","3",,"2","1","2","1","1","3","1","1","6","1200","2",,"2","1","2","2","4","3","3","2","1",,"800","541.58",,"1","1",55903,51224,51224,-4670,1,5986,8,0,0,0,0,0,1,0,0,0,684,0,3996,"2","99","1","1","1","1","1","4","4","3",,"4",,,"3",
"2012","AT",511071,"5","2012","13",,"3",,"1","1","1","1","1","1","1","1","3","2500","2",,"2","1","2","2","3","4","5","2","1",,"750","684.66",,"1","1",59642,45933,45933,1034,1,6288,0,0,0,0,0,0,985,0,0,0,5965,0,7745,"2","106","1","1","1","1","1","4","3","4","3","3",,,"3",
"2012","AT",511861,"4","2012","12",,"3",,"1","1","1","1","1","1","1","1","6","1600","2",,"2","2","2","2","1","1","4","2","1","460","700","518.52",,"1","1",30444,26481,26481,-2842,1,6367,0,0,0,0,0,0,1121,3234,0,0,0,0,3963,"2","100","1","1","1","1","1","3","4","3","4","4","4",,"3",
"2012","AT",513038,"6","2012","20","3","3",,"1","1","1","1","1","1","1","1","3","400","3",,"2","2","2","1","1","3","2","1","2",,"2000","354.64",,"1","1",34065,23183,23183,-9791,1,2286,0,0,0,0,0,3000,1091,0,0,0,0,0,10881,"2","57","1","1","1","1","2","3","2","3","2","3","3",,"2",
"2012","AT",513659,"5","2012","10","3","3","3","1","1","1","1","1","1","1","1","2","1500","2",,"2","2","2","2","4","4","4","2","1",,"800","842.48","545.833333333333","1","1",122246,108353,108221,108221,1,0,213,0,0,0,0,0,2,51,0,0,0,1500,13893,"2","140","1","1","1","1","1","3","3","3","2","3","4",,"3",
"2012","AT",513778,"3","2012","13","3","3","3","1","1","1","1","1","1","1","1","3","2000","3",,"2","2","2","2","1","1","4","2","1",,"500","433","0","1","1",72014,53289,53289,53289,1,0,0,0,0,0,0,0,216,0,0,0,279,0,18446,"1","81","1","1","1","1","1","3","3","3","4","3","2",,"3",
"2012","AT",514333,"3","2012","20","3","3",,"2","1","1","1","1","1","1","1","5","1100","3",,"2","2","2","2","4","1","4","1","1",,"600","291.33",,"1","1",164616,134112,97281,97281,1,6546,1353,0,0,0,0,0,31,0,0,0,0,0,30504,"2","59","1","1","1","1","2","3","4","3","4","4","3","4","3",
"2012","AT",514407,"6","2012","11","3","3",,"2","1","2","1","1","1","1","1","6","900","1",,"2","2","2","2","4","3","1","2","1",,"1200","672.31","270.833333333333","1","1",39463,35831,35792,35792,1,0,0,0,0,0,0,0,7018,0,0,0,0,0,3632,"2","180","1","1","1","1","1","4","4","3","2","4","3",,"3",
"2012","AT",514946,"4","2012","14",,"3",,"1","1","1","1","1","3","1","1","6","1200","3",,"2","2","2","2","4","3","3","2","1","237",,"127.37",,"1","1",43773,30826,30826,-12842,1,0,0,0,0,0,0,0,104,0,0,0,0,0,12947,"2","147","1","1","2","2","1","3","4","3","3","4","3","4","3",
"2012","AT",515412,"4","2012","18","1","3",,"1","1","1","1","1","1","1","1","4","850","1",,"2","1","2","2","1","1","3","2","1",,"1000","393.47",,"1","1",68046,56007,56007,56007,1,3488,0,0,0,0,0,0,265,0,0,0,0,0,12039,"2","200","1","1","1","1","1","4","2","2","3","4","2",,"3",
"2012","AT",518611,"4","2012","19",,"3",,"1","1","1","1","1","1","1","1","1","3250","1",,"2","2","2","2","1","5","5","2","1","464","650","541.37","1191.98333333333","1","1",82410,64756,48203,-16320,1,3337,0,16552,0,0,0,0,0,1400,0,0,0,0,17654,"2","70","1","1","1","1","1","4","3","4","2","4","3","3","1",
"2012","AT",519204,"3","2012","13",,"3",,"1","1","1","1","1","1","1","2","4","1100","3",,"2","2","2","2","1","4","7","2","1",,"1000","661.7",,"1","1",12153,-4375,-5046,-13941,1,4648,0,672,0,0,0,9600,529,0,0,0,0,0,16527,"2","78","1","1","1","1","1","2","2","3","2","4","3",,"3",
"2012","AT",519504,"4","2012","16","3","3",,"1","1","1","1","1","1","1","1","3","465","3",,"2","1","2","2","1","4","5","2","1","584",,"1071.46",,"1","1",58010,56660,34117,34117,1,6589,55,0,0,0,0,0,0,168,0,0,0,0,1349,"2","180","1","1","1","1","1","4","4","4","4","3","4","4","2",
"2012","AT",521649,"7","2012","23","2","3",,"2","2","1","1","1","1","1","3","4","800","3",,"1","2","2","2","4","1","1","2","1",,"600","361.6","0","1","1",51330,45740,45740,17896,1,0,0,0,0,0,0,0,6,0,0,0,0,0,5590,"2","130","1","1","1","1","1","3","4","3","4","4","3",,"3",
"2012","AT",521665,"6","2012","13","3","3",,"1","1","2","1","1","1","1","1","3","2000","2","3","2","2","2","2","1","1","4","2","1","520.69","1300","478.54",,"1","1",67999,36600,36600,32429,1,0,0,0,0,0,0,0,2572,0,0,0,0,0,31399,"1","140","1","1","1","1","1","3","4","4","2","2","3",,"3",
"2012","AT",522751,"4","2012","42",,"3",,"1","1","2","1","1","1","1","1","2","1199","2",,"2","1","2","2","3","1","4","1","1","510","700","1085.11",,"1","1",56700,46049,46049,46049,1,1952,0,0,0,0,0,0,192,2560,0,0,0,0,10651,"2","73","1","1","1","1","2","4","4","2","3","4","4",,"3",
"2012","AT",523659,"3","2012","23",,"3",,"1","1","1","1","1","1","1","1","2","1200","2","3","2","2","2","2","1","3","2","2","1",,,"868.4",,"1","1",75812,61963,57362,57362,1,2900,0,0,0,0,0,0,10,0,0,0,1233,0,12616,"2","68","1","1","1","1","1","2","4","1","4","3","2",,"3",
"2012","AT",524473,"4","2012","30","3","3","3","1","1","1","1","1","3","1","1","3","800","2",,"2","2","2","2","4","3","1","2","1","215",,"450.49",,"1","1",23364,9348,9348,119,1,7998,0,0,0,0,0,0,13,0,0,0,0,0,14016,"2","220","1","1","1","1","2","3","2","3","3","4","4",,"3",
"2012","AT",524679,"5","2012","18","3","3",,"1","1","2","1","1","1","1","3","4","2650","1",,"2","2","2","2","1","3","3","2","1","330","600","288.9","333.333333333333","1","1",44328,11299,11299,-31093,1,4839,0,0,0,0,0,0,1937,0,0,0,0,0,33030,"1","100","1","1","1","1","1","4","3","3","4","4","4",,"3",
"2012","AT",525323,"4","2012","16",,"3","3","1","1","1","1","1","3","1","1","5","1200","2","3","2","2","2","2","1","2","4","2","1",,,"514.69",,"1","1",61680,26395,26395,25558,1,0,19,0,0,0,0,0,15,0,0,0,0,0,35284,"2","52","1","1","1","1","1","4","3","4","2","2","3",,"3",
"2012","AT",527231,"4","2012","19",,"3","3","1","1","1","1","1","3","1","3","4","2500","1",,"2","2","2","2","4","4","2","2","1",,"800","573.49",,"1","1",114989,107456,88661,84821,1,2107,0,40,0,0,81,0,1,0,0,0,0,0,7534,"1","71","1","1","1","1","1","2","4","3","3","2","2",,"3",
"2012","AT",527674,"6","2012","19","3","3","3","1","1","2","1","1","3","1","1","4","2000","2",,"2","2","2","2","5","4","3","2","1",,"1200","347.56",,"1","1",63984,60770,59855,-2734,1,6096,0,915,0,0,0,0,480,1,0,0,0,0,3214,"2","250","1","1","1","1","2","4","3","4","3","3","3",,"3",
"2012","AT",528984,"3","2012","28",,"3",,"2","1","1","1","1","1","1","1","3","2000","3",,"2","1","2","2","4","4","2","2","1","450",,"502.34",,"1","1",34418,23120,23120,-5234,1,2410,0,0,0,0,0,0,4698,0,0,0,0,0,11298,"2","22","1","1","1","1","1","4","4","3","4","1","3",,"3",
"2012","AT",529098,"4","2012","17","2","3","1","2","2","1","1","1","1","1","1","3","1600","1","1","2","2","2","2","2","3","6","2","1","464","1300","350.39","0","1","1",9244,6962,6962,6962,1,7304,0,0,0,0,5494,0,2610,0,0,0,0,0,2282,"2","86","1","1","1","1","1","4","3","3","2","3","3",,"3",
"2012","AT",529311,"4","2012","25","3","3",,"1","1","1","1","1","1","1","1","1","750","2",,"2","2","2","2","4","3","2","2","1","524","1000","267.3",,"1","1",53662,29582,29582,-23971,1,2243,0,0,0,0,0,4800,108,0,0,0,0,0,24080,"2","135","1","1","1","1","1","4","4","3","3","3","2",,"3",
"2012","AT",530045,"5","2012","15","3","3",,"1","1","1","1","1","1","1","1","3",,"1",,"2","2","2","2","4","3","1","2","1",,,"295.88",,"1","1",97280,95324,93173,93173,1,0,183,0,0,0,0,0,32,0,0,0,0,0,1956,"2","140","1","1","1","1","2","3","4","4","2","2","4",,"3",
"2012","AT",530135,"6","2012","16",,"3",,"1","1","1","1","1","3","1","1","3","700","2",,"2","2","2","2","4","5","7","2","1","160",,"307.54",,"1","1",80611,45756,36313,28648,1,3171,0,0,0,0,0,0,9,0,0,0,0,0,34855,"1","31","1","1","1","1","2","3","3","3","2","3","3",,"3",
"2012","AT",530299,"4","2012","14",,"1",,"2","1","1","1","1","3","1","2","4","1800","2",,"2","2","2","2","1","1","4","2","1","250",,"523.82",,"1","1",9388,5965,5771,-266,1,728,0,0,147,47,10,0,2,0,0,0,0,9372,3423,"2","93","1","1","1","1","2","3","3","4","3","4","2",,"3",
"2012","AT",530626,"6","2012","27","3","3",,"2","1","1","1","1","1","1","1","6","1500","2",,"2","2","2","2","1","1","5","2","1","450",,"680.89",,"1","1",52138,14161,14161,14161,1,7414,0,0,0,0,0,0,1679,0,0,0,0,0,37976,"2","60","1","1","1","1","1","3","3","2","3","3","3",,"3",
"2012","AT",531361,"3","2012","14","3","3",,"1","1","1","1","1","3","1","1","5","2000","2",,"2","2","2","1","1","4","6","2","1",,"720","409.13",,"1","1",29856,26622,26622,-3118,1,2155,0,0,0,0,0,0,116,0,0,0,0,2400,3234,"2","100","1","1","1","1","1","4","4","3","3","4","4",,"3",
"2012","AT",532776,"7","2012","16",,"1","3","1","1","1","1","1","1","1","1","4","2000","2","2","2","2","1","2","4","1","4","2","1",,"600","610.7","110.6625","1","1",60177,41317,41317,41317,1,1508,0,0,0,0,0,12000,5226,0,0,0,0,1200,18860,"1","174","1","1","1","1","1","3","3","3","3","4","2",,"3",
"2012","AT",532925,"6","2012","16","3","3",,"1","1","1","1","1","3","3","1","5",,"2",,"2","1","1","2","4","3","2","2","1",,,"527.44",,"1","1",79583,57427,57427,57427,1,7266,0,0,0,0,0,0,224,0,0,0,0,0,22156,"2","110","1","1","1","1","1","3","3","2","3","4","3",,"3",
"2012","AT",533828,"6","2012","25","3","3",,"1","1","1","1","1","1","1","1","5","1700","3",,"2","2","2","2","1","2","3","2","1",,,"493.04",,"1","1",64228,54036,54036,54036,1,8009,393,0,0,0,0,0,94,0,0,0,0,0,10192,"2","198","1","2","2","1","1","3","4","3","2","3","4",,"3",
"2012","AT",534647,"4","2012","31","3","3",,"2","1","2","1","1","3","1","1","5","1000","2","3","2","1","2","2","4","3","4","1","1",,,"413.99",,"1","1",33881,32829,32829,-1002,1,3003,0,0,0,0,0,0,50,0,0,0,458,0,594,"2","120","1","1","1","1","1","4","4","3","4","2","4","4","3",
"2012","AT",534846,"4","2012","21",,"3",,"1","1","1","1","1","1","1","3","4","2500","2",,"2","2","2","2","1","3","3","2","1",,"800","20.28",,"1","1",41390,40244,40244,40244,1,0,0,0,0,0,0,0,690,0,0,0,17,0,1129,"1","330","1","1","1","1","1","4","4","3","2","4","3",,"3",
"2012","AT",535235,"4","2012","10","3","3",,"1","1","1","1","1","3","1","1","5",,"1",,"2","2","2","1","1","3","3","2","1","445",,"678.06","490","1","1",81602,59786,59786,-21645,1,12325,0,0,0,0,0,0,170,0,0,0,2186,0,19630,"1","100","2","1","1","1","1","3","3","3","2","2","3",,"3",
"2012","AT",535459,"5","2012","19","3","3",,"1","1","1","1","1","1","1","1","3","1100","1","2","2","2","2","2","3","1","3","2","1","293",,"490.24",,"1","1",51393,40683,40683,13576,1,5807,0,0,0,0,0,0,1768,0,0,0,0,0,10710,"2","107","1","1","1","1","2","3","3","4","3","4","2",,"3",
"2012","AT",536091,"5","2012","19",,"3",,"1","1","1","1","1","1","1","1","5","3300","2","2","2","1","2","1","1","4","4","2","1","539","1000","419.01",,"1","1",39864,29788,28908,28908,1,4618,0,0,0,0,0,0,6539,1457,0,0,0,0,10076,"2","82","1","1","1","1","1","3","3","3","3","3","3",,"3",
"2012","AT",536202,"5","2012","14","3","3",,"2","1","1","1","1","3","1","1","2","1300","2",,"2","2","2","2","3","4","5","2","1",,,"296.16",,"1","1",89602,84613,83702,-3019,1,7278,0,0,0,0,0,0,1970,0,0,0,0,0,4989,"2","42","1","1","1","1","1","3","3","3","4","4","4",,"3",
"2012","AT",536204,"4","2012","21","3","3",,"1","1","2","1","1","1","1","1","6",,"2",,"2","2","2","2","3","4","2","2","1","750","1200","1023.26","292.854166666667","1","1",19667,18945,18945,6322,1,4040,0,0,0,0,0,0,7043,0,0,0,0,0,721,"2","140","1","1","2","1","1","4","3","4","2","2","4","2","3",
"2012","AT",536653,"3","2012","27",,"3",,"1","1","1","1","1","1","1","1","5","1200","1",,"2","1","2","2","1","1","6","2","1",,,"536.35",,"1","1",87381,85955,85955,-1346,1,6071,0,0,0,0,0,0,80,0,0,0,0,0,1426,"2","52","1","1","1","1","1","4","3","4","2","4","4",,"3",
"2012","AT",537004,"5","2012","16",,"3",,"2","1","2","1","1","1","1","3","5","840","3",,"2","2","2","2","3","3","3","2","1","350","600","373.17",,"1","1",55038,48863,10488,10488,1,3800,0,2,0,0,4,0,0,0,0,0,0,18000,6175,"2","110","1","1","1","1","1","4","4","4","2","3","4",,"3",
"2012","AT",537227,"5","2012","16",,"3",,"1","1","2","1","1","3","1","1","6","2000","2",,"2","2","2","2","1","3","6","2","1",,"1500","386.35",,"1","1",47913,43447,43447,-1777,1,8622,0,0,0,0,0,0,2689,0,0,0,0,0,4466,"2","35","1","1","1","1","1","4","2","2","4","4","3",,"3",
"2012","AT",537304,"4","2012","17","3","2",,"1","1","2","1","1","1","1","2","1","900","1",,"2","1","2","2","1","2","4","1","1",,"1200","557.38",,"1","1",54143,45641,45641,-4488,1,0,0,0,0,0,0,0,4014,1350,0,0,0,0,8502,"2","102","1","1","1","1","1","3","4","3","4","4","3",,"3",
"2012","AT",537548,"5","2012","19",,"3",,"1","1","1","1","1","3","1","1","5","1500","1",,"2","2","1","2","4","1","6","2","1","350",,"496.22",,"1","1",58152,35345,33495,33495,1,538,0,0,0,0,0,0,198,0,0,0,0,0,22807,"2","80","1","1","1","1","1","4","4","3","3","3","3",,"3",
"2012","AT",537551,"5","2012","16","3","3",,"1","1","1","1","1","3","1","1","3","700","2",,"2","2","2","2","4","3","3","2","1","479",,"690.28",,"1","1",55301,45782,45782,-6653,1,6776,0,0,0,0,0,0,4,682,0,0,0,0,9519,"2","400","2","1","1","1","1","3","4","2","3","4","4",,"3",
"2012","AT",537626,"5","2012","17","3","3",,"1","1","2","1","1","1","1","1","4","1400","1",,"2","2","2","2","3","1","5","2","1",,"650","496.22",,"1","1",47145,24435,21978,21978,1,4040,0,0,0,0,0,0,87,2617,0,0,0,0,22710,"2","100","1","1","1","1","1","3","3","4","3","3","2",,"3",
"2012","AT",537694,"4","2012","15",,"1",,"1","1","1","1","1","2","1","1","6","800","3",,"2","1","2","2","4","3","3","2","1",,"800","758.09",,"1","1",61621,23495,23495,23495,1,8765,0,0,0,0,0,0,25,0,0,0,0,0,38127,"2","120","1","1","1","1","1","3","4","4","2","2","3",,"3",
"2012","AT",537877,"8","2012","14",,"3",,"1","2","1","1","1","3","1","1","3","1100","2",,"2","2","2","2","4","4","2","2","1","480","350","503.3",,"1","1",151004,139004,139004,25053,1,0,0,0,0,0,0,0,182,0,0,0,0,0,12000,"2","90","1","1","1","1","1","4","3","4","4","4","3",,"3",
"2012","AT",538077,"4","2012","36",,"3",,"1","1","1","1","1","1","1","1","3","1800","2",,"2","2","2","1","4","1","3","2","1",,"1000","468.93","345.603333333333","1","1",47902,44376,44376,-2534,1,0,0,0,0,0,0,0,992,0,0,0,0,0,3526,"2","101","1","1","1","1","1","3","4","3","2","3","4","3","3",
"2012","AT",538224,"6","2012","16",,"3",,"1","1","2","1","1","1","1","1","3","1500","2",,"2","2","2","2","2","5","6","1","1","600","400","399.46",,"1","1",56269,52520,52520,52520,1,0,0,0,0,0,0,0,91,0,0,0,0,0,3748,"1","82","1","1","2","1","1","3","4","3","2","3","3",,"3",
"2012","AT",538983,"3","2012","20","3","3",,"1","1","1","1","1","1","3","1","1","1500","2","2","2","2","2","2","4","5","5","2","1",,,"571.63",,"1","1",41783,33432,33432,-8341,1,4965,0,0,0,0,0,0,10,0,0,0,0,0,8351,"2","83","1","1","1","1","1","3","3","4","4","3","3",,"3",
"2012","AT",539354,"5","2012","25",,"3",,"1","1","1","1","1","1","1","1","1","2700","2",,"2","1","2","2","1","3","5","2","1","420",,"464.61",,"1","1",47944,38036,38036,18110,1,4472,0,0,0,0,0,0,28018,0,0,0,0,0,9907,"2","180","1","1","1","1","1","4","2","2","3","3","3",,"3",
"2012","AT",539471,"4","2012","18","3","3","2","1","1","1","1","1","1","1","1","1","1800","2",,"2","2","2","2","4","3","3","2","1",,,"543.58",,"1","1",48505,46466,46466,8253,1,0,0,0,0,0,0,0,8263,0,0,0,0,0,2039,"2","180","1","1","1","1","1","4","4","4","3","3","3",,"3",
"2012","AT",540332,"4","2012","17","3","3",,"1","1","2","1","3","3","1","1","5","1100","2",,"2","2","2","2","4","3","2","2","2","535","1200","374.41",,"1","1",87907,79111,78078,61762,1,2729,0,255,0,0,0,0,10,0,0,0,0,0,8795,"2","92","1","1","1","1","1","3","4","3","2","4","3",,"3",
"2012","AT",540604,"4","2012","20","3","3",,"2","1","1","1","1","1","1","1","5","500","2",,"2","2","2","2","4","1","2","2","1",,"1500","483.95","285.306666666667","1","1",49885,18916,18459,18459,1,4236,0,0,0,0,0,0,6547,0,0,0,0,0,30969,"2","102","1","1","1","1","1","4","3","3","2","4","4","4","3",
"2012","AT",541124,"4","2012","22","3","3",,"2","1","1","1","1","3","1","1","4","1000","3",,"1","2","2","2","1","3","6","2","1","107",,"355.75",,"1","1",43126,34303,34303,-3910,1,0,0,0,0,0,0,0,2,0,0,0,196,600,8628,"2","106","1","1","1","1","1","3","4","4","3","4","4",,"3",
"2012","AT",541969,"5","2012","16","3","3",,"2","2","1","1","1","3","1","2","6","2000","3",,"2","2","2","2","4","1","3","2","1","450","600","589.8",,"1","1",78041,73429,73429,36456,1,8622,0,0,0,0,0,0,2080,0,0,0,0,0,4612,"2","70","1","1","1","2","1","4","4","3","3","4","4","4",,
"2012","AT",542699,"5","2012","10","3","3",,"1","1","1","1","3","3","1","2","3","1500","1","3","2","2","2","2","1","2","5","2","1",,,"500.45",,"1","1",25577,17963,17963,-7610,1,0,0,0,0,0,0,0,5,696,0,0,0,0,7615,"2","43","1","1","1","1","1","4","4","4","3","4","3",,"3",
"2012","AT",543717,"4","2012","12",,"3",,"1","1","1","1","1","3","1","3","4","300","2",,"2","1","2","2","2","2","3","2","1","500","1000","438.4","416.666666666667","1","1",77946,74455,65273,49090,1,0,0,0,0,0,0,0,1791,790,0,0,0,0,3491,"2","82","1","1","1","1","1","2","2","4","4","2","3",,"3",
"2012","AT",545268,"4","2012","13","3","3","1","1","1","2","1","1","1","1","1","4","2500","3","2","2","1","2","2","1","3","4","2","1","250",,"639.78",,"1","1",160058,100181,100181,100181,1,331,0,0,0,0,0,0,6081,0,0,0,0,0,59876,"1","70","1","1","1","1","1","3","3","3","3","3","3",,"3",
"2012","AT",545394,"5","2012","26",,"3",,"1","1","1","1","1","1","1","1","3","1150","2",,"2","1","2","2","4","3","4","2","1","506",,"314.35",,"1","1",86819,57882,23733,23733,1,5539,0,5,0,0,0,0,0,0,0,0,0,0,28937,"2","125","1","1","1","1","1","4","4","4","3",,"3",,"3",
"2012","AT",545805,"4","2012","14","3","1",,"1","1","1","1","1","1","1","3","5","3000","2",,"2","2","2","2","1","3","4","1","1",,"800","1098.48","366.666666666667","1","1",108232,81151,70550,70550,1,0,0,6666,0,0,0,0,598,0,0,0,0,600,27081,"2","180","1","1","1","1","1","4","3","4","3","1","2","4","3",
"2012","AT",546267,"6","2012","12",,"3",,"1","2","1","1","1","1","1","1","4","1600","2",,"2","2","2","2","1","3","2","2","1",,,"21.84",,"1","1",35226,23066,15319,15319,1,0,0,141,0,0,0,0,4,0,0,0,0,6000,12161,"2","103","1","1","1","1","1","1","4","4","3","2","4",,"2",
"2012","AT",547707,"5","2012","24","3","3",,"1","1","1","1","1","1","1","1","4","1200","2",,"1","2","2","2","1","1","3","2","1",,"650","596.57",,"1","1",125305,96713,96713,72682,1,0,0,0,0,0,0,0,7305,0,0,0,0,0,28592,"2","68","1","1","1","1","1","4","4","4","4","1","4",,"3",
"2012","AT",548169,"4","2012","15",,"3",,"1","1","1","1","1","3","1","1","2","2300","2","2","2","1","2","2","1","3","3","2","1",,"400","46.8",,"1","1",92733,35368,34547,-31933,1,2836,0,821,0,0,1040,1800,123,0,0,0,0,0,57365,"2","110","1","1","1","1","1","4","3","1","3","2","4",,"3",
