"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060"
"2013","AT",89774801,680.618153364632,"12",1957,"1","1","4",,"11","3",,,,,,
"2013","AT",89828601,680.618153364632,"1",1950,"2","1","3",,"11",,,,"0",,,
"2013","AT",89951001,680.618153364632,"9",1935,"2","1","2",,"11",,,,,,,
"2013","AT",89978401,680.618153364632,"9",1943,"2","1","3",,"11","2","24",,,"0",,
"2013","AT",90105001,680.618153364632,"6",1981,"2","1","1",,"11","3",,,,,,"0"
"2013","AT",90109301,680.618153364632,"7",1982,"2","1","4",,"11","5","20",,,"0",,
"2013","AT",90185101,680.618153364632,"5",1988,"1","1","3",,"11","5",,,,,,
"2013","AT",90297801,680.618153364632,"6",1983,"1","1","3",,"11","5",,"20","0",,,
"2013","AT",90311801,680.618153364632,"11",1978,"1","1","4",,"11","2",,,,,,"6"
"2013","AT",90332301,680.618153364632,"8",1963,"1","1","3",,"11","3",,,,,,
"2013","AT",90342801,680.618153364632,"12",1951,"1","1","4",,"11","5",,,,,,
"2013","AT",90349101,680.618153364632,"10",1952,"1","1","1",,"11","5",,,,,,
"2013","AT",90426601,680.618153364632,"7",1986,"2","1","3",,"11","2",,,,,,
"2013","AT",90496201,680.618153364632,"4",1956,"2","1","4",,"11","2",,,,,,
"2013","AT",90542601,680.618153364632,"5",1981,"1","1","1",,"11","5",,,,,,
"2013","AT",90621301,680.618153364632,"6",1970,"1","1","1",,"11","3",,,,,,
"2013","AT",90811601,680.618153364632,"10",1957,"2","1","1",,"11",,,,,,,
"2013","AT",90878101,680.618153364632,"6",1986,"1","1","1",,,"2",,,,,,
"2013","AT",91068601,680.618153364632,"6",1960,"2","1","4",,"11","3",,"27",,,,
"2013","AT",91120401,680.618153364632,"9",1934,"2","1","1",,,"2",,"20",,,,
"2013","AT",91188001,680.618153364632,"6",1932,"1","1","1",,"11","3",,,,,,
"2013","AT",91257301,680.618153364632,"12",1962,"1","1","3",,,"2",,,,"0","0",
"2013","AT",91311601,680.618153364632,"4",1932,"1","1","1",,,"3",,,,,,
"2013","AT",91318301,680.618153364632,"4",1951,"1","1","1",,"11","3",,,,,,
"2013","AT",91356501,680.618153364632,"6",1984,"2","1","3",,"11",,,,,,"0",
"2013","AT",91471601,680.618153364632,"10",1955,"1","1","1",,"11","2",,,,,,"0"
"2013","AT",91478401,680.618153364632,"10",1978,"2","1","4",,"11","5",,,,,"0",
"2013","AT",91530901,680.618153364632,"4",1958,"2","1","2",,"11",,,,,,,
"2013","AT",91688301,680.618153364632,"6",1988,"1","1","1",,"11","2",,,,"0",,
"2013","AT",91688801,680.618153364632,"9",1984,"2","1","4",,"11","3",,,,,,
"2013","AT",91786101,680.618153364632,"3",1957,"1","1","3",,"11","5",,,,,,
"2013","AT",91863101,680.618153364632,"11",1993,"2","1","1",,"11","2",,,,,,
"2013","AT",92066801,680.618153364632,"8",1954,"1","1","3",,"11","3",,"30",,,,
"2013","AT",92126201,680.618153364632,"9",1956,"2","1","4",,"11","2",,,,,,
"2013","AT",92142601,680.618153364632,"10",1981,"1","1","1",,"11",,,,,,,
"2013","AT",92376701,680.618153364632,"7",1988,"1","1","1",,,,,,,,,
"2013","AT",92398101,680.618153364632,"4",1964,"1","1","4",,"11","2",,,,"0",,
"2013","AT",92401301,680.618153364632,"5",1986,"1","1","1",,"11","2",,,,,,
"2013","AT",92453501,680.618153364632,"11",1971,"1","1","3",,"11",,,,,,,
"2013","AT",92488001,680.618153364632,"10",1970,"1","1","4",,"11","2",,,,,,
"2013","AT",92498901,680.618153364632,"5",1943,"2","1","3",,"11","3",,,,,,
"2013","AT",92515101,680.618153364632,"11",1946,"2","1","4",,"11","3",,,"0",,,
"2013","AT",92568601,680.618153364632,"2",1942,"2","1","1",,"11","2",,,,,"0",
"2013","AT",92579701,680.618153364632,"11",1986,"2","1","4",,"11","2",,,,,,
"2013","AT",92592101,680.618153364632,"2",1954,"2","1","1",,"11","2",,,,,,
"2013","AT",92598201,680.618153364632,"8",1988,"2","1","1",,"11","2",,,"0",,,"0"
"2013","AT",92639401,680.618153364632,"3",1953,"2","1","1",,"11","3",,,,,,
"2013","AT",92642901,680.618153364632,"5",1955,"1","1","1",,"11",,,,,,,
"2013","AT",92841201,680.618153364632,"8",1961,"1","2","2",,"11","2",,,,,,"40"
"2013","AT",92985901,680.618153364632,"4",1940,"2","1","4",,"11","2",,,,,,
"2013","AT",93111301,680.618153364632,"9",1932,"2","1","4",,,,,,,,,
"2013","AT",93213901,680.618153364632,"9",1955,"1","1","1",,,"3",,,,,,
"2013","AT",93260901,680.618153364632,"12",1942,"1","1","4",,"11","2",,,,,,
"2013","AT",93391001,680.618153364632,"8",1955,"2","1","1",,"11","2",,"30","0",,"0",
"2013","AT",93437001,680.618153364632,"11",1949,"2","1","4",,"11","3",,,,"0",,
"2013","AT",93557201,680.618153364632,"3",1940,"2","1","1",,"11","3",,,,,,
"2013","AT",93603601,680.618153364632,"12",1963,"2","1","1",,"11","2",,,,,,
"2013","AT",93620901,680.618153364632,"1",1940,"1","1","1",,"11",,,,,,,
"2013","AT",93695301,680.618153364632,"1",1948,"1","1","1",,"11","3",,,,"0",,
"2013","AT",93708001,680.618153364632,"7",1967,"1","1","1",,"11",,,,,,"0",
"2013","AT",93759101,680.618153364632,"2",1982,"2","1","1",,,"3",,,,,,
"2013","AT",93960801,680.618153364632,"3",1985,"2","1","1",,,,,,,,,
"2013","AT",93963801,680.618153364632,"11",1988,"1","1","1",,"11","2",,"21",,,"0",
"2013","AT",93989001,680.618153364632,"11",1994,"2","1","1",,"11",,,,,,,
"2013","AT",94004301,680.618153364632,"1",1934,"2","1","1",,"11","3",,,,"0",,
"2013","AT",94070201,680.618153364632,"9",1941,"2","1","1",,,"3",,,,,,
"2013","AT",94142401,680.618153364632,"11",1965,"1","1","3",,"11","2",,,,,"0","0"
"2013","AT",94149601,680.618153364632,"10",1955,"2","1","1",,"11","2",,"30",,,,
"2013","AT",94223001,680.618153364632,"9",1987,"2","1","1",,"11","2",,,,,,
"2013","AT",94256201,680.618153364632,"9",1989,"1","1","3",,"11","5",,,,"0",,
"2013","AT",94278301,680.618153364632,"4",1932,"2","1","1",,"11","3",,,,,,"0"
"2013","AT",94304001,680.618153364632,"2",1969,"2","1","1",,"11","2",,,,,,
"2013","AT",94397001,680.618153364632,"7",1952,"2","1","1",,"11","2",,,,,,
"2013","AT",94730701,680.618153364632,"12",1968,"1","1","4",,,"3",,,"0",,,
"2013","AT",94736901,680.618153364632,"5",1988,"2","1","1",,,,,,,,"0",
"2013","AT",94748601,680.618153364632,"3",1979,"1","1","1",,"11","2",,,,,,
"2013","AT",94759701,680.618153364632,"11",1964,"1","1","4",,"11",,,,,,,
"2013","AT",94761701,680.618153364632,"5",1966,"1","1","3",,"11","2",,,,"0",,"0"
"2013","AT",94817301,680.618153364632,"8",1962,"1","1","1",,,"3",,,,"0",,
"2013","AT",94881601,680.618153364632,"9",1969,"1","1","1",,"11",,,,,,,"0"
"2013","AT",94888701,680.618153364632,"10",1962,"1","1","1",,"11","5",,,,,,"4"
"2013","AT",94925801,680.618153364632,"1",1932,"2","1","3",,"11","2",,,,,,
"2013","AT",94983201,680.618153364632,"2",1932,"1","1","3",,"11","2",,,,"0",,
"2013","AT",95044201,680.618153364632,"12",1943,"2","1","4",,"11","3",,,,"0",,
"2013","AT",95077101,680.618153364632,"12",1947,"2","1","4",,"11","5",,,,,,
"2013","AT",95090101,680.618153364632,"5",1934,"2","1","4",,"11","2",,,,,,
"2013","AT",95139101,680.618153364632,"4",1971,"1","1","1",,"11","5",,,,,,
"2013","AT",95146201,680.618153364632,"2",1957,"1","1","2",,"11","2",,,,,,
"2013","AT",95173701,680.618153364632,"10",1969,"2","1","4",,"11",,,,,,,
"2013","AT",95174801,680.618153364632,"9",1950,"2","1","4",,"11",,,,,,,
"2013","AT",95248201,680.618153364632,"9",1955,"1","1","1",,"11","3",,,,,,
"2013","AT",95323401,680.618153364632,"4",1966,"2","1","3",,"11","2",,,,,,
"2013","AT",95379201,680.618153364632,"9",1960,"2","1","1",,"11","5",,,,"0",,"0"
"2013","AT",95408601,680.618153364632,"3",1938,"2","1","3",,,"3",,,,,"0",
"2013","AT",95444701,680.618153364632,"8",1983,"2","1","3",,"11","2",,,"0","0","0",
"2013","AT",95526001,680.618153364632,"4",1946,"1","1","3",,"11","3",,,,"40",,
"2013","AT",95529101,680.618153364632,"5",1948,"1","1","1",,"11","3",,,,,,
"2013","AT",95541901,680.618153364632,"3",1957,"1","1","1",,"11","3",,,,,,
"2013","AT",95542601,680.618153364632,"2",1981,"2","1","1",,"11","3",,,,,,
"2013","AT",95547501,680.618153364632,"7",1950,"2","1","1",,,"3",,,,,"0","2"
"2013","AT",95590201,680.618153364632,"7",1948,"1","1","1",,"11",,,,,,,"10"
"2013","AT",95628501,680.618153364632,"3",1976,"2","1","1",,"11","2",,,,,,
"2013","AT",95691401,680.618153364632,"12",1935,"2","2","1",,"11","2",,,"0",,,
"2013","AT",95719001,680.618153364632,"5",1960,"2","1","1",,"11","2",,,,,,
"2013","AT",95739001,680.618153364632,"7",1986,"1","1","3",,"11","2",,"0",,,,
"2013","AT",95775601,680.618153364632,"2",1950,"2","1","3",,"11","2",,,,,,
"2013","AT",95778601,680.618153364632,"11",1945,"1","1","3",,"11",,,,,,,
"2013","AT",95828001,680.618153364632,"7",1949,"2","1","3",,"11","2",,,,,,
"2013","AT",95829001,680.618153364632,"3",1992,"1","1","1",,,"2",,,,,,"0"
"2013","AT",95861301,680.618153364632,"11",1980,"2","1","1",,"11","3",,,,"0",,
"2013","AT",95891901,680.618153364632,"12",1972,"1","1","3",,"11","3",,,,"0","0",
"2013","AT",95957101,680.618153364632,"5",1964,"1","1","3",,"11","3",,,,,,
"2013","AT",95972501,680.618153364632,"6",1952,"2","1","4",,"11","3",,,,,,
"2013","AT",96074901,680.618153364632,"8",1943,"2","1","1",,"11","5",,,,,"0",
"2013","AT",96157501,680.618153364632,"12",1947,"2","1","1",,"11","2",,,"11",,,
"2013","AT",96224001,680.618153364632,"10",1969,"1","1","2",,"11","3",,,,,"0","2"
"2013","AT",96230201,680.618153364632,"3",1988,"1","1","1",,"11","2",,,,,"0",
"2013","AT",96273601,680.618153364632,"1",1944,"2","1","1",,,"2",,,,,,
"2013","AT",96297501,680.618153364632,"11",1983,"2","1","1",,"11","2",,,,,,
"2013","AT",96314001,680.618153364632,"12",1932,"2","1","1",,"11","2",,,"0","0",,
"2013","AT",96418501,680.618153364632,"12",1948,"1","1","1",,"11","3",,,,,,
"2013","AT",96590101,680.618153364632,"1",1963,"1","1","1",,"11","2",,,,,,
"2013","AT",96677401,680.618153364632,"6",1963,"2","1","1",,"11","3",,,"0",,,
"2013","AT",97110101,680.618153364632,"10",1960,"2","1","3",,"14",,,,,,,
"2013","AT",97412601,680.618153364632,"3",1943,"2","1","1",,,"2",,"23",,,,
"2013","AT",97453001,680.618153364632,"6",1949,"1","1","3",,,"5",,,"0",,,
"2013","AT",97470501,680.618153364632,"4",1981,"1","1","1",,"11",,,,,,,
"2013","AT",97506101,680.618153364632,"2",1958,"1","1","4",,"11","3",,,,,,
"2013","AT",97545901,680.618153364632,"6",1950,"1","1","2",,"11","2",,,,,,
"2013","AT",97741301,680.618153364632,"5",1932,"2","1","2",,"11","3",,,"0",,,
"2013","AT",97788601,680.618153364632,"7",1949,"1","1","1",,"11","3",,,,,,"0"
"2013","AT",97997001,680.618153364632,"6",1939,"1","1","3",,"11","3",,,,,,
"2013","AT",98007001,680.618153364632,"9",1956,"1","1","2",,"11","3",,,,,,
"2013","AT",98016301,680.618153364632,"12",1969,"1","1","3",,"11","3",,,,,,
"2013","AT",98019301,680.618153364632,"10",1948,"1","1","1",,"11","2",,,,,,
"2013","AT",98054501,680.618153364632,"4",1960,"2","1","1",,"11","2",,,,,,
"2013","AT",98081801,680.618153364632,"1",1954,"2","1","1",,"11","2",,,,"0",,
"2013","AT",98101701,680.618153364632,"4",1934,"1","1","4",,"11","3",,,,,,
"2013","AT",98215001,680.618153364632,"4",1964,"1","1","3",,"11","3",,,,,,
"2013","AT",98265201,680.618153364632,"10",1971,"2","1","3",,"11","3",,,,,,
"2013","AT",98284501,680.618153364632,"6",1955,"2","1","1",,"11","3",,,,,,
"2013","AT",98289701,680.618153364632,"9",1960,"1","1","4",,"11","2",,,,,,
"2013","AT",98301701,680.618153364632,"2",1932,"2","1","1",,"11",,,,,"0","0",
"2013","AT",98311401,680.618153364632,"7",1942,"2","1","1",,,"2",,,,,,
"2013","AT",98343101,680.618153364632,"12",1967,"1","1","2",,"11","3",,,,,,
"2013","AT",98416101,680.618153364632,"1",1973,"1","1","1",,"11",,,,,,,
"2013","AT",98444701,680.618153364632,"10",1989,"1","1","4",,"11","3",,,,,"0",
"2013","AT",98486301,680.618153364632,"5",1970,"1","1","1",,"11","2",,,,,,"20"
"2013","AT",98504301,680.618153364632,"3",1988,"1","1","4",,"11","3",,,,"0",,
"2013","AT",98530301,680.618153364632,"10",1937,"2","1","2",,"11","2",,"21",,,,
"2013","AT",98578801,680.618153364632,"10",1967,"2","1","4",,,"3",,,,,,
"2013","AT",98586201,680.618153364632,"10",1937,"2","1","4",,"11","2",,,"0",,,
"2013","AT",98698501,680.618153364632,"8",1970,"1","1","1",,"11","2",,,,"0",,
"2013","AT",98723101,680.618153364632,"8",1952,"2","1","3",,"11","2",,,,"0","0",
"2013","AT",98747101,680.618153364632,"7",1932,"2","1","4",,"11","2",,,,,"0",
"2013","AT",98765001,680.618153364632,"2",1932,"2","1","1",,"11","3",,,,,,
"2013","AT",98796301,680.618153364632,"2",1990,"1","1","3",,"11","2",,"25",,,,
"2013","AT",98825901,680.618153364632,"6",1971,"1","1","4",,"11",,,,,,,
"2013","AT",98876901,680.618153364632,"11",1932,"1","1","1",,"11","5",,,,,,
"2013","AT",98913001,680.618153364632,"12",1932,"1","1","4",,"11","2",,,,"0",,
"2013","AT",98934401,680.618153364632,"10",1982,"1","1","1",,"11","2",,"20",,"0",,
"2013","AT",99140801,680.618153364632,"5",1945,"2","1","2",,,"2",,,,,,
"2013","AT",99178001,680.618153364632,"11",1967,"2","1","3",,"11","2",,,,,,
"2013","AT",99186501,680.618153364632,"2",1969,"1","1","3",,"11",,,,,"0",,
"2013","AT",99213601,680.618153364632,"11",1939,"2","1","4",,"11","3",,,,,,
"2013","AT",99323501,680.618153364632,"10",1955,"2","1","3",,"11",,,,,,,
"2013","AT",99331101,680.618153364632,"9",1960,"1","1","3",,"11","2",,,,"0",,
"2013","AT",99428701,680.618153364632,"6",1968,"1","1","4",,"11","2",,,,,"18",
"2013","AT",99451101,680.618153364632,"1",1940,"2","1","3",,"11","3",,,,,,
"2013","AT",99561001,680.618153364632,"4",1945,"2","1","3",,"11","2",,,,"0",,
"2013","AT",99578001,680.618153364632,"1",1957,"1","1","1",,"11","2",,,,"0",,"0"
"2013","AT",99584201,680.618153364632,"1",1948,"2","1","3",,,"2",,,,,,
"2013","AT",99633701,680.618153364632,"7",1954,"2","1","1",,"11","5",,,,,"0",
"2013","AT",99634701,680.618153364632,"10",1955,"2","1","4",,"11","2",,,,,,
"2013","AT",99689301,680.618153364632,"2",1939,"1","1","4",,,"5",,,,,"0",
"2013","AT",99910401,680.618153364632,"6",1937,"2","1","3",,"11","2",,,,"0",,
"2013","AT",100074701,680.618153364632,"4",1965,"1","1","1",,"11","5",,,,,,
"2013","AT",100100801,680.618153364632,"9",1956,"2","1","1",,"11","2",,,,,,
"2013","AT",100432101,680.618153364632,"6",1972,"2","1","4",,"11",,,,,,,"4"
"2013","AT",100457601,680.618153364632,"8",1978,"2","1","4",,"11","2",,"0",,"0",,
"2013","AT",100541701,680.618153364632,"1",1970,"2","1","1",,"11","3",,,,,,
"2013","AT",100555601,680.618153364632,"4",1957,"2","1","1",,"11",,,,,,,
"2013","AT",100598601,680.618153364632,"7",1932,"2","1","1",,"11","3",,,,,,
"2013","AT",100787501,680.618153364632,"8",1967,"2","1","1",,"11",,,,,,,
"2013","AT",100900401,680.618153364632,"9",1951,"1","1","4",,"11","3",,,,,,"5"
"2013","AT",100956201,680.618153364632,"2",1979,"2","1","1",,"11","2",,,,"0",,
"2013","AT",101004801,680.618153364632,"8",1963,"1","1","2",,"11",,,,,,,
"2013","AT",101162201,680.618153364632,"3",1951,"2","1","4",,"11","3",,,,,,
"2013","AT",101256601,680.618153364632,"1",1932,"2","1","4",,"11",,,,,,,
"2013","AT",101269101,680.618153364632,"2",1991,"2","1","2",,,"2",,,,,"0",
"2013","AT",101347201,680.618153364632,"7",1986,"2","1","4",,,"2",,,,,,
"2013","AT",101554301,680.618153364632,"5",1955,"1","1","1",,"11","3",,,,,,
"2013","AT",101610501,680.618153364632,"11",1945,"2","1","4",,,"5",,,,,,
"2013","AT",101630201,680.618153364632,"1",1944,"1","1","4",,"11","2",,,,,,
"2013","AT",101649901,680.618153364632,"6",1990,"2","1","1",,"11","2",,,,,,
"2013","AT",101670401,680.618153364632,"8",1942,"2","1","1",,"11","3",,,,,,
"2013","AT",101744201,680.618153364632,"5",1932,"2","1","4",,"11","2",,,,,,
"2013","AT",101755001,680.618153364632,"5",1962,"2","1","1",,"11","2",,,,,"0",
"2013","AT",101832301,680.618153364632,"2",1964,"1","1","1",,"11","3",,,,,"0","0"
"2013","AT",101869101,680.618153364632,"10",1979,"1","1","4",,"11","2",,,,,,
"2013","AT",101916401,680.618153364632,"4",1983,"1","1","3",,"11",,,,,,,"0"
"2013","AT",101979401,680.618153364632,"2",1960,"2","1","3",,"11","3",,,,,,
"2013","AT",102065901,680.618153364632,"6",1964,"2","1","3",,,"2",,,,,,
"2013","AT",102130601,680.618153364632,"2",1941,"1","1","3",,"11","5",,,,,,"3"
"2013","AT",102231601,680.618153364632,"1",1986,"2","1","1",,"11","2",,,,,"0","0"
"2013","AT",102414401,680.618153364632,"6",1942,"2","2","1",,"11",,,,,,,
"2013","AT",102415601,680.618153364632,"8",1957,"1","1","1",,"11","3",,,,,,
"2013","AT",102419401,680.618153364632,"12",1967,"2","1","1",,"11","2",,,"0",,,
"2013","AT",102429201,680.618153364632,"8",1932,"2","1","4",,"11","3",,,,,,
"2013","AT",102467301,680.618153364632,"2",1992,"1","1","3",,"11","2",,,,,,
"2013","AT",102485101,680.618153364632,"10",1953,"1","1","1",,"11","2",,,,,,
"2013","AT",102497101,680.618153364632,"6",1950,"1","1","3",,"11","2",,,,,,
"2013","AT",102692501,680.618153364632,"1",1960,"2","1","4",,"11","2",,,,,,
"2013","AT",102708501,680.618153364632,"11",1976,"2","1","3",,,"3",,"26",,,"0",
"2013","AT",102740501,680.618153364632,"9",1954,"2","1","1",,"11","2",,,,,,
"2013","AT",102747201,680.618153364632,"10",1972,"1","1","1",,"11","2",,,,,,"0"
"2013","AT",102787201,680.618153364632,"3",1963,"1","1","2",,,"2",,,,,,"0"
"2013","AT",102792801,680.618153364632,"12",1981,"2","1","1",,"11",,,,,,,
"2013","AT",102811001,680.618153364632,"4",1950,"2","1","1",,,"2",,,,,,
"2013","AT",102938301,680.618153364632,"1",1967,"2","1","1",,"11","5",,,,"0",,
"2013","AT",103026501,680.618153364632,"1",1976,"1","1","1",,"11","2",,,,,,
"2013","AT",103036601,680.618153364632,"6",1976,"2","1","1",,,"3",,,,,,
"2013","AT",103157201,680.618153364632,"10",1978,"2","1","4",,"11","2",,,,,,
"2013","AT",103320401,680.618153364632,"8",1986,"2","1","4",,"11","3",,,,"15","0",
"2013","AT",103457101,680.618153364632,"6",1933,"2","1","3",,"11","2",,,,,,
"2013","AT",103499501,680.618153364632,"9",1957,"1","1","3",,"11",,,,,,,
"2013","AT",103515301,680.618153364632,"7",1990,"1","1","1",,"11","5",,,,,,
"2013","AT",103641801,680.618153364632,"12",1990,"1","1","1",,"11","3",,,,,,
"2013","AT",103843101,680.618153364632,"10",1982,"1","1","1",,"11","3",,,,,"0",
"2013","AT",103871501,680.618153364632,"8",1961,"2","1","1",,"11","2",,,,,"0",
"2013","AT",103874301,680.618153364632,"5",1945,"1","1","3",,"11","3",,,,,,
"2013","AT",103969301,680.618153364632,"7",1943,"1","1","3",,"11",,,,,,,"0"
"2013","AT",104065101,680.618153364632,"5",1973,"2","1","3",,"11","2",,,,,,
"2013","AT",104084601,680.618153364632,"10",1987,"1","1","4",,"11","2",,,,,,
"2013","AT",104275001,680.618153364632,"9",1940,"1","1","1",,"11","2",,"25",,,,
"2013","AT",104319801,680.618153364632,"11",1980,"2","1","1",,,"3",,,,,,
"2013","AT",104327001,680.618153364632,"5",1974,"1","1","3",,"11",,"21",,,,,
"2013","AT",104377101,680.618153364632,"1",1932,"2","1","1",,"11","3",,,"0",,,
"2013","AT",104511201,680.618153364632,"5",1965,"1","1","1",,,"3",,,,,,
"2013","AT",104599601,680.618153364632,"10",1961,"1","1","1",,"11","3",,,,,,
"2013","AT",104640701,680.618153364632,"2",1961,"1","1","3",,"11","3",,,,,,
"2013","AT",104647501,680.618153364632,"8",1950,"1","1","4",,"14",,"25",,,"0",,
"2013","AT",104769801,680.618153364632,"2",1932,"1","1","4",,"11","3",,,,,,
"2013","AT",104848401,680.618153364632,"6",1991,"1","1","1",,"11","2",,,"0",,,
"2013","AT",104851001,680.618153364632,"5",1942,"2","1","4",,,"2",,,,,,
"2013","AT",104866901,680.618153364632,"7",1988,"1","1","3",,"11","3",,"30",,,,"10"
"2013","AT",104972201,680.618153364632,"10",1965,"1","1","1",,"11","3",,"30",,,,
"2013","AT",104983701,680.618153364632,"3",1941,"2","1","4",,"11","2",,,,,"0",
"2013","AT",105013901,680.618153364632,"12",1950,"2","1","2",,"11",,,,,,,
"2013","AT",105128601,680.618153364632,"3",1994,"2","1","1",,"11","2",,,,,,
"2013","AT",105147301,680.618153364632,"11",1939,"1","1","1",,"11","2",,,,,,
"2013","AT",105169301,680.618153364632,"1",1943,"2","1","3",,"11",,,,,,,
"2013","AT",105182901,680.618153364632,"7",1932,"2","1","1",,"11","2",,,,"0",,
"2013","AT",105272001,680.618153364632,"7",1979,"2","1","4",,"11","3",,"25",,"0",,
"2013","AT",105294101,680.618153364632,"8",1954,"2","1","4",,"11",,"0",,,"0",,
"2013","AT",105296801,680.618153364632,"7",1979,"1","1","1",,"11",,,,,,,
"2013","AT",105323701,680.618153364632,"9",1965,"1","1","1",,"11","2",,,,,,
"2013","AT",105561001,680.618153364632,"7",1947,"2","1","4",,"11","3",,,,"0",,"0"
"2013","AT",105722001,680.618153364632,"7",1953,"1","1","4",,"11","2",,,,,,
"2013","AT",105888801,680.618153364632,"11",1985,"2","1","1",,"11","2",,,,,"0",
"2013","AT",105961601,680.618153364632,"9",1972,"2","1","4",,"11","2",,,,,,
"2013","AT",105997401,680.618153364632,"8",1979,"1","1","1",,"11","3",,,,,,"1"
"2013","AT",106019501,680.618153364632,"9",1940,"1","2","4",,"11","2",,,,,,
"2013","AT",106039701,680.618153364632,"5",1943,"2","1","4",,,"2",,,,,,"0"
"2013","AT",106065401,680.618153364632,"10",1963,"1","1","4",,"11","5",,"27",,,,
"2013","AT",106104001,680.618153364632,"9",1982,"2","1","3",,"11","2",,,,,,
"2013","AT",106219201,680.618153364632,"4",1982,"2","1","3",,"11","2",,,,,,
"2013","AT",106233501,680.618153364632,"9",1978,"2","1","1",,"11","2",,,,,,"0"
"2013","AT",106478101,680.618153364632,"1",1957,"1","1","3",,"11","2",,,,,,
"2013","AT",106542201,680.618153364632,"5",1988,"1","1","4",,"11",,,,,,,"0"
"2013","AT",106639901,680.618153364632,"3",1932,"2","1","1",,"11","3","0",,,,,
"2013","AT",106660401,680.618153364632,"7",1959,"1","1","3",,"11","2",,,,,,
"2013","AT",106792201,680.618153364632,"1",1966,"2","1","1",,"11",,,,,,,
"2013","AT",106951601,680.618153364632,"10",1942,"2","1","3",,"11","2",,,,,,"23"
"2013","AT",107016701,680.618153364632,"4",1967,"2","1","1",,"11",,,,,"0",,
"2013","AT",107254501,680.618153364632,"10",1973,"2","1","1",,"11","2",,,"0",,,
"2013","AT",107312801,680.618153364632,"6",1992,"1","1","3",,"11",,,,,"0","0",
"2013","AT",107530801,680.618153364632,"5",1952,"2","1","3",,"11","2",,,,,,
"2013","AT",107532601,680.618153364632,"7",1969,"1","2","1",,,"3",,,,,,
"2013","AT",107555901,680.618153364632,"3",1970,"1","1","1",,,"5",,,,,,
"2013","AT",107599701,680.618153364632,"8",1945,"1","1","4",,"11","2",,,,,,
"2013","AT",107638901,680.618153364632,"4",1954,"2","1","1",,"11","5",,,,"0",,
"2013","AT",107685801,680.618153364632,"2",1985,"1","1","1",,,,,,,,,
"2013","AT",107687201,680.618153364632,"9",1957,"1","1","3",,"11","3",,,,,,
"2013","AT",107886301,680.618153364632,"12",1936,"2","1","1",,"11",,,"24",,,"0","0"
"2013","AT",107887301,680.618153364632,"9",1985,"2","1","4",,"11",,,,,,"0",
"2013","AT",107948501,680.618153364632,"11",1985,"2","1","3",,"11","5",,,,,,
"2013","AT",108139301,680.618153364632,"1",1979,"2","1","3",,"11","3",,,"0",,"0",
"2013","AT",108210801,680.618153364632,"6",1939,"1","1","1",,"11","2",,,,"0","0",
"2013","AT",108283901,680.618153364632,"3",1932,"1","1","1",,"11","5",,,,,,"0"
"2013","AT",108285901,680.618153364632,"5",1939,"1","1","3",,"11",,,,,,,
"2013","AT",108329601,680.618153364632,"4",1947,"2","1","4",,"11","5",,,"0",,,
"2013","AT",108436401,680.618153364632,"10",1964,"2","1","2",,"11",,,,,,,
"2013","AT",108502801,680.618153364632,"10",1978,"2","1","1",,"11",,,,,"0",,
"2013","AT",108512501,680.618153364632,"7",1952,"2","1","1",,"11","3",,,,,,
"2013","AT",108604201,680.618153364632,"6",1957,"2","1","1",,,"2",,,,,,
"2013","AT",108611401,680.618153364632,"12",1966,"2","1","1",,"11","2","0","23",,,,"0"
"2013","AT",108727601,680.618153364632,"2",1932,"2","1","4",,"11","3",,,,,,
"2013","AT",109038901,680.618153364632,"9",1954,"2","1","4",,"11","2",,,,,,
"2013","AT",109064201,680.618153364632,"1",1985,"1","1","1",,"11","3",,,,,"0",
"2013","AT",109121801,680.618153364632,"11",1959,"1","2","1",,"11","3",,,,,,"2"
"2013","AT",109171201,680.618153364632,"6",1932,"2","1","4",,,"3",,,,,,
"2013","AT",109235701,680.618153364632,"12",1960,"2","1","1",,,,,,,"0",,
"2013","AT",109386301,680.618153364632,"10",1964,"2","1","1",,"11","3",,,,,,
"2013","AT",109486501,680.618153364632,"4",1982,"2","1","3",,"11","3",,,"0","0",,
"2013","AT",109570601,680.618153364632,"10",1957,"1","1","1",,"11","2",,,,,"0",
"2013","AT",109627901,680.618153364632,"10",1966,"1","1","1",,"11","5",,"0",,,,
"2013","AT",109645501,680.618153364632,"6",1955,"1","1","4",,"11","2",,,,,,
"2013","AT",109915701,680.618153364632,"4",1932,"2","1","4",,"11",,,,,,,
"2013","AT",110112301,680.618153364632,"9",1956,"2","1","1",,"11",,,,,"0",,"5"
"2013","AT",110187501,680.618153364632,"11",1937,"1","1","3",,"11","3",,,,,,
"2013","AT",110229601,680.618153364632,"6",1981,"2","1","1",,"11",,,,,,,
"2013","AT",110261501,680.618153364632,"8",1976,"2","1","4",,,,,"30",,,,
"2013","AT",110443901,680.618153364632,"7",1980,"2","1","3",,,"5",,,,"0",,
"2013","AT",110475501,680.618153364632,"3",1986,"1","1","1",,,"3",,,,,,
"2013","AT",110569701,680.618153364632,"7",1976,"2","1","3",,"11","2",,,,,,
"2013","AT",110579701,680.618153364632,"12",1942,"1","1","1",,"11","3","20",,,,,
